run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,1.266295457,0.1455634184,1.266295457,161.3350801,1.49849742,1.347359436,0.1197573919,0.01221178844,0.005170036241,0.00145083455,,0.003802767954,2311.030326,0.6662905965,0.5836164035,-0.1191449066,-1.53372648,3.229089604,1.498963858,1250
M0144_N40_kappa0_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.5711986643,1.071332098,0.1557246793,0.7137944777,164.7365753,1.964174578,1.324777918,0.3230382951,0.01030615889,0.004121860077,0.001009973995,272.3228975,0.01717050135,172.2072529,0.4167883968,0.17625534,0.4433200138,-1.536801323,3.182593798,1.501526598,1250
M0144_N40_kappa0_pi0p990_epsAB1_seed3,144,40,22,1,0,3,1.142397329,1.081567877,0.09257798465,0.7416733782,160.8207638,1.940584658,1.068658632,0.2831164414,0.01042072069,0.004133903737,0.001023075374,39.98588763,0.06708881388,11.35656892,0.324828779,0.03609307401,0.111475203,-1.532412182,3.18648356,1.501951013,1250
M0144_N40_kappa0_pi0p990_epsAB1_seed4,144,40,22,1,0,4,1.142397329,1.11901393,0.07945137414,0.7122051626,162.5772643,1.954240232,1.056238519,0.3098602847,0.01149117308,0.004577182997,0.001127343469,30.09494882,0.06988644601,0.0001968672003,0.1170761273,0.03984314473,-0.01716193462,-1.533753216,3.216689744,1.500291578,1250
M0144_N40_kappa0_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.638619521,1.204120191,0.07013707501,0.6799667819,152.1466513,1.830348045,1.569638181,0.06485212621,0.01239790392,0.005089293712,0.001270325885,218.8770264,0.02033585641,154.8716936,0.4653474397,0.136898264,0.1183093448,-1.482429812,3.266557233,1.500160579,1250
M0144_N40_kappa0_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.9893451078,1.016773855,0.04738729893,0.6522148776,152.3001438,1.99392156,1.08946782,0.2147346418,0.01015830652,0.004056419166,0.00103437777,41.12428294,0.05427430895,49.59757771,0.6284852281,-0.04682107268,-0.01556334615,-1.480550648,3.240288963,1.500067273,1250
M0144_N40_kappa0_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.5711986643,1.091939946,0.1336916846,0.8403002347,152.9200621,1.832713862,1.093137611,0.2741742872,0.01148669636,0.004786262469,0.001279745889,311.0860461,0.01678247659,351.0671304,0.9231640925,0.03561418806,0.2004455307,-1.481976113,3.216585352,1.499842465,1250
M0144_N40_kappa0_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.9031443878,1.169362958,0.04323811751,0.6377834996,153.0158222,2.003315018,1.159153264,0.1131583771,0.01229039944,0.004917736906,0.001200245382,64.01565249,0.0434494737,7.50191418,0.2697704447,0.08124895626,0.1495749172,-1.480618726,3.222459509,1.500143547,1250
M0144_N40_kappa0_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.6995726346,1.131519417,0.05255229585,0.5943327749,143.8495468,1.874981317,1.485799853,0.06202767269,0.01202418456,0.004842242015,0.001173099163,162.0783189,0.02588439233,207.4826618,0.6041232182,0.05709823713,0.1628476831,-1.432893171,3.239938494,1.499546647,1250
M0144_N40_kappa0_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.2855993321,1.19792321,0.120057302,1.19792321,144.7506819,1.646244719,2.112728578,0.1540826311,0.0113538191,0.00486174265,0.001426189145,,0.003900977151,3190.927241,0.6415848352,0.6290911137,-0.1696408302,-1.434317613,3.251916943,1.498406581,1250
