n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,0.8,0.2,0.2855993321,192.1136641,6.363061501
144,0.8,0.2,0.4038984489,74.67658534,3.324816842
144,0.8,0.2,0.4946725539,10.1498451,2.083458905
144,0.8,0.2,0.5711986643,7.613214487,3.817037011
144,0.8,0.2,0.638619521,5.099596523,0.8759484878
144,0.8,0.2,0.6995726346,4.100111286,0.5632937316
144,0.8,0.2,0.8077968978,3.222616515,0.1660475269
144,0.8,0.2,0.8567979964,3.188052769,0.09249327318
144,0.8,0.2,0.9031443878,4.689565586,0.3885098837
144,0.8,0.2,0.9472258251,2.551516524,0.1511159622
144,0.8,0.2,0.9893451078,2.325690703,0.2137514397
144,0.8,0.2,1.029743036,2.001535787,0.07463064605
144,0.8,0.2,1.068614851,1.903161395,0.06996342604
144,0.8,0.2,1.142397329,2.064810989,0.3617714786
144,0.8,0.2,1.177556213,1.744701584,0.05361197877
144,0.8,0.2,1.211695347,1.648431596,0.04415435395
144,0.8,0.2,1.244898627,1.551251177,0.03875057534
144,0.8,0.2,1.277239042,1.520686279,0.03390436198
144,0.8,0.2,1.308780558,1.466621986,0.02094852327
144,0.8,0.2,1.339579608,1.404437152,0.02043968576
144,0.8,0.2,1.399145269,1.332130618,0.01805941677
144,0.8,0.2,1.427996661,1.324199929,0.01916267647
144,0.8,0.2,1.456276568,1.34609303,0.011591638
144,0.8,0.2,1.484017662,1.259975228,0.02000727669
144,0.7,0.3,0.2855993321,208.4221373,7.644433338
144,0.7,0.3,0.4038984489,76.37432994,4.875328375
144,0.7,0.3,0.4946725539,10.81792204,0.4443556033
144,0.7,0.3,0.5711986643,10.28733996,4.964677979
144,0.7,0.3,0.638619521,7.283625816,0.5204194947
144,0.7,0.3,0.6995726346,6.830413246,0.7740233947
144,0.7,0.3,0.8077968978,4.218876171,0.693734803
144,0.7,0.3,0.8567979964,3.871448005,0.2134334989
144,0.7,0.3,0.9031443878,5.528162749,0.9439317287
144,0.7,0.3,0.9472258251,3.275938481,0.1875197467
144,0.7,0.3,0.9893451078,2.559653497,0.03823732196
144,0.7,0.3,1.029743036,2.539799977,0.04585447365
144,0.7,0.3,1.068614851,2.397435524,0.07570119592
144,0.7,0.3,1.142397329,2.645847829,0.4827446054
144,0.7,0.3,1.177556213,2.035019021,0.0308798245
144,0.7,0.3,1.211695347,1.920422582,0.04079573119
144,0.7,0.3,1.244898627,1.804352405,0.01745253018
144,0.7,0.3,1.277239042,1.755210602,0.0205779722
144,0.7,0.3,1.308780558,1.673902223,0.01128511194
144,0.7,0.3,1.339579608,1.5605864,0.009110044673
144,0.7,0.3,1.399145269,1.499253185,0.01479691366
144,0.7,0.3,1.427996661,1.475460782,0.02885447478
144,0.7,0.3,1.456276568,1.484400305,0.02855471727
144,0.7,0.3,1.484017662,1.392611619,0.01097599302
144,0.5,0.5,0.2855993321,83.22872251,15.59738571
144,0.5,0.5,0.4038984489,83.68850472,4.445629845
144,0.5,0.5,0.4946725539,67.25077541,11.39861733
144,0.5,0.5,0.5711986643,26.98282418,3.856660384
144,0.5,0.5,0.638619521,21.41235613,2.030176035
144,0.5,0.5,0.6995726346,15.21635574,2.266447436
144,0.5,0.5,0.8077968978,7.785525226,0.1213001628
144,0.5,0.5,0.8567979964,6.719282357,0.3054037622
144,0.5,0.5,0.9031443878,5.878873337,0.1624285919
144,0.5,0.5,0.9472258251,5.176978675,0.2432082049
144,0.5,0.5,0.9893451078,4.102155275,0.216071479
144,0.5,0.5,1.029743036,3.921112356,0.1005912121
144,0.5,0.5,1.068614851,3.513176293,0.07581764099
144,0.5,0.5,1.142397329,2.975871734,0.1254270709
144,0.5,0.5,1.177556213,2.883964812,0.09083272278
144,0.5,0.5,1.211695347,2.590528859,0.04168597609
144,0.5,0.5,1.244898627,2.308770446,0.04657283833
144,0.5,0.5,1.277239042,2.227537126,0.03862245171
144,0.5,0.5,1.308780558,2.087807829,0.0412417383
144,0.5,0.5,1.339579608,1.915248929,0.0423701472
144,0.5,0.5,1.399145269,1.749152723,0.03532921499
144,0.5,0.5,1.427996661,1.66370735,0.03397159122
144,0.5,0.5,1.456276568,1.629403182,0.02793335433
144,0.5,0.5,1.484017662,1.561902437,0.03391869205
