run_id,sequence_type,n_chains,chain_length,f_A,kappa,pi,step,total_energy,kinetic_energy,mean_Rg,temperature_inst,k_star,xi_AA,S_AA_peak
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,2000,-13304.032619476318,12349.056640625,3.475425658713847,0.7146444815176505,0.5747965767932539,10.931146010355517,0.003052158694669689
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,4000,-14854.362579345703,12124.9501953125,3.432426199995106,0.7016753585250288,0.5747965767932539,10.931146010355517,0.006026800029280881
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,6000,-15610.45987701416,12226.71484375,3.4395267062525665,0.7075645164207175,0.5747965767932539,10.931146010355517,0.008368442140824378
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,8000,-16277.767587661743,12186.734375,3.441814107409012,0.705250831886574,0.34487794607595235,18.21857668392586,0.01025628938153274
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,10000,-16798.016347885132,11987.4609375,3.426546118970771,0.6937188042534722,0.34487794607595235,18.21857668392586,0.013458300515478675
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,12000,-16797.982391357422,12162.126953125,3.4122430336555896,0.7038267912688079,0.34487794607595235,18.21857668392586,0.015641065881983322
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,14000,-17206.730611801147,12198.927734375,3.421547079003319,0.7059564661096643,0.34487794607595235,18.21857668392586,0.016066350715097374
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,16000,-17604.13048171997,12038.845703125,3.4222460794021727,0.6966924596715857,0.34487794607595235,18.21857668392586,0.018835940869231783
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,18000,-17646.9395904541,12059.5322265625,3.4252558882059074,0.6978895964445891,0.34487794607595235,18.21857668392586,0.021736658811605976
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,20000,-17876.3688955307,12018.869140625,3.4321937704111907,0.6955364086009839,0.34487794607595235,18.21857668392586,0.024813721876799016
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,22000,-17890.32270050049,12199.28125,3.4224079540903807,0.7059769241898147,0.34487794607595235,18.21857668392586,0.02643987702430989
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,24000,-18088.96187400818,12054.61328125,3.405438861984448,0.6976049352575232,0.34487794607595235,18.21857668392586,0.028548516396771417
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,26000,-18288.133541107178,12156.90625,3.4089835658228322,0.7035246672453703,0.34487794607595235,18.21857668392586,0.02961449103466481
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,28000,-18247.737104415894,12185.853515625,3.405395149346487,0.7051998562282986,0.34487794607595235,18.21857668392586,0.031195282498694667
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,30000,-18200.390031814575,12020.845703125,3.413079555720612,0.6956507930049189,0.34487794607595235,18.21857668392586,0.034815240939349575
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,32000,-18321.22278213501,11908.1357421875,3.4080344014982913,0.6891282258210358,0.34487794607595235,18.21857668392586,0.03314176056086596
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,34000,-18298.436323165894,12108.1494140625,3.406865813374502,0.7007030910915799,0.34487794607595235,18.21857668392586,0.03339121436764129
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,36000,-18354.175748825073,12010.2841796875,3.407028269538997,0.6950395937319156,0.34487794607595235,18.21857668392586,0.03359323452613293
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,38000,-18586.903591156006,12036.3671875,3.394142485630293,0.6965490270543981,0.34487794607595235,18.21857668392586,0.036258370471324006
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,40000,-18426.704412460327,12097.4521484375,3.395506168697563,0.7000840363679108,0.34487794607595235,18.21857668392586,0.03564853132620465
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,42000,-18568.50784111023,12239.1328125,3.3982654394741423,0.7082831488715278,0.34487794607595235,18.21857668392586,0.03777911383784339
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,44000,-18427.916328430176,12156.66796875,3.3735440739212685,0.7035108778211805,0.34487794607595235,18.21857668392586,0.03722072214012013
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,46000,-18728.979148864746,12006.46484375,3.3823576430876696,0.6948185673466435,0.34487794607595235,18.21857668392586,0.03895361199256196
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,48000,-18794.7474899292,12103.8125,3.3976165767726245,0.7004521122685186,0.34487794607595235,18.21857668392586,0.0376962354889613
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,50000,-18670.07942390442,12057.24609375,3.4062335357417077,0.6977572970920138,0.34487794607595235,18.21857668392586,0.040797402722885664
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,52000,-18833.868446350098,12071.705078125,3.4022842053483426,0.6985940438729745,0.34487794607595235,18.21857668392586,0.04170018988578795
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,54000,-18902.39936351776,12026.6328125,3.398544422800134,0.695985695167824,0.34487794607595235,18.21857668392586,0.04303924271161837
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,56000,-19045.961265563965,11968.28515625,3.4002149651457083,0.6926090946903936,0.34487794607595235,18.21857668392586,0.044995629109662406
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,58000,-19222.59183883667,12240.93359375,3.394470437346885,0.7083873607494212,0.34487794607595235,18.21857668392586,0.04274741651720509
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,60000,-18884.148534297943,12021.083984375,3.396147043656564,0.6956645824291089,0.34487794607595235,18.21857668392586,0.04197258328284687
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,62000,-19009.39414215088,11982.23046875,3.387733545775072,0.693416115089699,0.34487794607595235,18.21857668392586,0.04282057229739721
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,64000,-18999.223427772522,12296.70703125,3.379445210225088,0.711614990234375,0.34487794607595235,18.21857668392586,0.04463369364373919
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,66000,-19134.62593460083,12076.0361328125,3.3668545812191564,0.6988446836118345,0.34487794607595235,18.21857668392586,0.04533949553598285
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,68000,-18990.2154378891,12083.890625,3.363717598466713,0.6992992259837962,0.34487794607595235,18.21857668392586,0.046107717662033434
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,70000,-19431.031432151794,12144.9541015625,3.3626372861843206,0.7028329919885706,0.34487794607595235,18.21857668392586,0.04572496729662104
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,72000,-19323.282220840454,12197.8916015625,3.3751961907372015,0.705896504720052,0.34487794607595235,18.21857668392586,0.04564593814833029
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,74000,-19302.147953033447,11980.9052734375,3.3690395382414695,0.6933394255461516,0.34487794607595235,18.21857668392586,0.04701938668479825
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,76000,-19322.94192123413,12164.8212890625,3.3605972672853435,0.7039827134874131,0.34487794607595235,18.21857668392586,0.04626089784836793
M0288_N40_kappa0_pi0p990_seed5,correlated,288,40,0.5,0.0,0.99,78000,-19217.866695404053,12021.46484375,3.3684388653283035,0.6956866229021991,0.34487794607595235,18.21857668392586,0.04873533150426576
