run_id,sequence_type,n_chains,chain_length,f_A,kappa,pi,step,total_energy,kinetic_energy,mean_Rg,temperature_inst,k_star,xi_AA,S_AA_peak
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,2000,-50071.145935058594,24286.42578125,3.146775247572737,0.7027322274667245,0.45490202167653115,13.812172748810937,0.10341424772623564
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,4000,-51911.491638183594,24311.5859375,3.1551841151510494,0.7034602412471065,0.27294121300591867,23.0202879146849,0.11436591879614656
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,6000,-52781.62289428711,24158.49609375,3.1508237020036813,0.6990305582682292,0.27294121300591867,23.0202879146849,0.13012080738338544
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,8000,-53253.95291137695,24185.259765625,3.1559627452783428,0.6998049700701677,0.27294121300591867,23.0202879146849,0.1451357230211678
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,10000,-53381.69549560547,24268.3046875,3.16848100344148,0.7022078902633102,0.27294121300591867,23.0202879146849,0.16160643124277785
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,12000,-53794.64205932617,24044.0703125,3.158276827196782,0.695719627097801,0.27294121300591867,23.0202879146849,0.16816949425563088
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,14000,-53890.14111328125,24141.22265625,3.1616522827763642,0.6985307481553819,0.27294121300591867,23.0202879146849,0.17137132692991278
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,16000,-54005.9758605957,24335.53515625,3.159630268499198,0.7041532163266783,0.27294121300591867,23.0202879146849,0.17459532459947738
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,18000,-54181.744873046875,24085.29296875,3.1717282280663848,0.6969124122902198,0.27294121300591867,23.0202879146849,0.18480826320894522
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,20000,-54463.98123168945,24214.537109375,3.165895207846293,0.7006521154333044,0.27294121300591867,23.0202879146849,0.18840070532711176
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,22000,-54396.657623291016,24160.203125,3.1610298397799528,0.6990799515335647,0.27294121300591867,23.0202879146849,0.19564218072745929
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,24000,-54699.54870605469,24351.68359375,3.1642412265926163,0.7046204743561921,0.27294121300591867,23.0202879146849,0.20522493001927236
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,26000,-54652.038482666016,24043.1328125,3.1642063700865037,0.6956925003616898,0.27294121300591867,23.0202879146849,0.21038342177005462
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,28000,-55063.90798950195,24088.640625,3.1568899374485166,0.6970092773437501,0.27294121300591867,23.0202879146849,0.2144967662136497
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,30000,-54848.34164428711,24437.900390625,3.169060814531878,0.7071151733398438,0.27294121300591867,23.0202879146849,0.22005624653210207
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,32000,-55357.87023925781,24196.103515625,3.173801283991548,0.7001187359845197,0.27294121300591867,23.0202879146849,0.22633292948640316
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,34000,-55046.330474853516,23942.83203125,3.181614369447462,0.6927902786820023,0.27294121300591867,23.0202879146849,0.22784889456105953
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,36000,-55785.72625732422,24348.490234375,3.1897852780200164,0.7045280739113137,0.27294121300591867,23.0202879146849,0.23840743443091147
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,38000,-55431.675537109375,24088.3359375,3.1959676740448106,0.697000461154514,0.27294121300591867,23.0202879146849,0.23936021418063236
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,40000,-55578.68914794922,24254.359375,3.2023560850942485,0.7018043800636574,0.27294121300591867,23.0202879146849,0.2469670393391155
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,42000,-55288.820556640625,24350.5,3.2064033960964236,0.7045862268518518,0.27294121300591867,23.0202879146849,0.252745828687353
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,44000,-55914.33401489258,24346.54296875,3.2181147513736943,0.7044717294198495,0.27294121300591867,23.0202879146849,0.2552515623039048
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,46000,-55704.484954833984,24115.80078125,3.219496313596437,0.6977951614945024,0.27294121300591867,23.0202879146849,0.2574634549486768
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,48000,-55720.40252685547,24145.435546875,3.21571465109421,0.6986526489257813,0.27294121300591867,23.0202879146849,0.260959592627326
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,50000,-56033.39828491211,24384.20703125,3.228352312069189,0.7055615460431135,0.27294121300591867,23.0202879146849,0.2635669767362533
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,52000,-56197.37487792969,24235.279296875,3.2175099811032837,0.7012522944697628,0.27294121300591867,23.0202879146849,0.26765490892248356
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,54000,-56106.75598144531,24343.87890625,3.2181262245496898,0.7043946442780672,0.27294121300591867,23.0202879146849,0.27036075983369384
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,56000,-56283.79821777344,24051.8125,3.2276279561390067,0.6959436487268518,0.27294121300591867,23.0202879146849,0.28214984892651607
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,58000,-56557.11135864258,24239.53515625,3.2335917804496273,0.7013754385489005,0.27294121300591867,23.0202879146849,0.28571647184258125
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,60000,-56384.85012817383,24231.484375,3.2414196167574523,0.7011424877025463,0.27294121300591867,23.0202879146849,0.2879300713307421
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,62000,-56649.529541015625,24107.158203125,3.2551760520341535,0.6975450868959779,0.27294121300591867,23.0202879146849,0.29309963975256115
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,64000,-56707.98220825195,24193.318359375,3.2598655292099745,0.7000381469726563,0.27294121300591867,23.0202879146849,0.29803572690680097
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,66000,-56696.456604003906,24079.8828125,3.262895101494246,0.6967558684172453,0.27294121300591867,23.0202879146849,0.305619328881457
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,68000,-56617.78872680664,24244.8125,3.262458399121852,0.7015281394675926,0.27294121300591867,23.0202879146849,0.30951998415767856
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,70000,-56768.707458496094,24121.87109375,3.2606494108922104,0.6979708071108217,0.27294121300591867,23.0202879146849,0.32158717730233644
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,72000,-56811.633880615234,24269.7734375,3.27071008637008,0.7022503888165509,0.27294121300591867,23.0202879146849,0.3221968656359225
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,74000,-56725.37454223633,24243.5546875,3.2654827186367146,0.7014917444299769,0.27294121300591867,23.0202879146849,0.32168001672012697
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,76000,-57162.40466308594,24087.419921875,3.266268097160827,0.6969739560727719,0.27294121300591867,23.0202879146849,0.32405513877222264
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,78000,-56902.63259887695,24358.779296875,3.268282588579673,0.7048257898401331,0.27294121300591867,23.0202879146849,0.3296806778901633
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,80000,-57117.11297607422,23931.853515625,3.2675306785587526,0.6924726132993344,0.27294121300591867,23.0202879146849,0.3320650009964054
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,82000,-56930.68933105469,24430.853515625,3.27284518184113,0.706911270706742,0.27294121300591867,23.0202879146849,0.3353187771623919
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,84000,-57233.711486816406,24289.673828125,3.279994556225471,0.7028262103045428,0.27294121300591867,23.0202879146849,0.33844791608200003
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,86000,-57346.577056884766,23971.55078125,3.2873426336387834,0.6936212610315393,0.27294121300591867,23.0202879146849,0.33665812928443184
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,88000,-57213.720947265625,24507.9921875,3.2915955443939975,0.7091432924623843,0.27294121300591867,23.0202879146849,0.33652174761385667
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,90000,-57287.91198730469,24147.9765625,3.290129602126774,0.698726173683449,0.27294121300591867,23.0202879146849,0.34195682233110636
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,92000,-57257.40692138672,24227.376953125,3.2789450841682894,0.7010236386899595,0.27294121300591867,23.0202879146849,0.34805643995692315
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,94000,-57537.04782104492,24245.119140625,3.279257954354504,0.7015370121708623,0.27294121300591867,23.0202879146849,0.34930531894534883
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,96000,-57138.655822753906,24157.9296875,3.282900145456789,0.6990141691984953,0.27294121300591867,23.0202879146849,0.35068268016402165
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,98000,-57539.12030029297,24062.7734375,3.2812941684982286,0.6962608054832176,0.27294121300591867,23.0202879146849,0.35409802631712317
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,100000,-57421.02389526367,24269.24609375,3.2890076143296927,0.7022351300274884,0.27294121300591867,23.0202879146849,0.36033622759357226
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,102000,-57692.82116699219,24360.41015625,3.289312746735505,0.7048729790581597,0.27294121300591867,23.0202879146849,0.37161178602550543
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,104000,-57583.09729003906,23978.546875,3.292134868617574,0.6938236942997685,0.27294121300591867,23.0202879146849,0.3775057411638901
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,106000,-57776.82516479492,23973.732421875,3.2864780241780456,0.6936843872070313,0.27294121300591867,23.0202879146849,0.38571342023967947
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,108000,-57804.285064697266,24238.189453125,3.2878344478724624,0.7013365003797744,0.27294121300591867,23.0202879146849,0.38784411623987197
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,110000,-57847.143463134766,24125.306640625,3.2927512548002693,0.6980702152958623,0.27294121300591867,23.0202879146849,0.3905603177855908
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,112000,-58146.330078125,24348.05859375,3.3018978949305913,0.7045155843098959,0.27294121300591867,23.0202879146849,0.3947120420805689
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,114000,-57688.195068359375,23959.7421875,3.3091153461703957,0.6932795771846065,0.27294121300591867,23.0202879146849,0.39917390664039015
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,116000,-58106.458557128906,24152.150390625,3.3148592770194583,0.6988469441731772,0.27294121300591867,23.0202879146849,0.3999992539487621
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,118000,-58071.02810668945,24133.357421875,3.3100482180710444,0.6983031661422164,0.27294121300591867,23.0202879146849,0.4072052402411529
M0576_N40_kappa1_pi0p990_seed5,correlated,576,40,0.5,1.0,0.99,120000,-58645.54705810547,24060.859375,3.3103381999050394,0.6962054217303241,0.27294121300591867,23.0202879146849,0.41483557346734784
