n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
288,1,0,0.2266803401,0,1,0
288,1,0,0.2266803401,1,0.9988789382,0.0002548246111
288,1,0,0.2266803401,2,0.9978077558,0.0004943852949
288,1,0,0.2266803401,3,0.9968976144,0.0006944799272
288,1,0,0.2266803401,4,0.9960738833,0.0008765425776
288,1,0,0.2266803401,5,0.9953131098,0.001046344541
288,1,0,0.2266803401,6,0.9945961469,0.00120474185
288,1,0,0.2266803401,7,0.9939117394,0.001356391775
288,1,0,0.2266803401,8,0.9932525564,0.001500724157
288,1,0,0.2266803401,9,0.9926122662,0.001638937668
288,1,0,0.2266803401,10,0.9920007912,0.001769868853
288,1,0,0.2266803401,11,0.9914064308,0.001896023727
288,1,0,0.2266803401,12,0.990828825,0.002017957153
288,1,0,0.2266803401,13,0.9902646702,0.002135446415
288,1,0,0.2266803401,14,0.9897073108,0.00225156964
288,1,0,0.2266803401,15,0.989163149,0.002368374438
288,1,0,0.2266803401,16,0.9886268409,0.002486233543
288,1,0,0.2266803401,17,0.9880935294,0.002605664609
288,1,0,0.2266803401,18,0.9875712787,0.002720783824
288,1,0,0.2266803401,19,0.9870580301,0.002832410199
288,1,0,0.2266803401,20,0.9865477127,0.002943576461
288,1,0,0.2266803401,21,0.9860550054,0.003050332189
288,1,0,0.2266803401,22,0.9855685747,0.003158845914
288,1,0,0.2266803401,23,0.9850827158,0.003269324867
288,1,0,0.2266803401,24,0.9846024398,0.003379420077
288,1,0,0.2266803401,25,0.9841332257,0.003485375823
288,1,0,0.2266803401,26,0.9836668554,0.003590476605
288,1,0,0.2266803401,27,0.9832071171,0.003692167541
288,1,0,0.2266803401,28,0.9827546238,0.003790126161
288,1,0,0.2266803401,29,0.9823050156,0.003889064714
288,1,0,0.2266803401,30,0.9818586837,0.003994354986
288,1,0,0.2266803401,31,0.9814139586,0.004100960162
288,1,0,0.2266803401,32,0.9809718486,0.004204583001
288,1,0,0.2266803401,33,0.980535731,0.004306392786
288,1,0,0.2266803401,34,0.980102717,0.004405300819
288,1,0,0.2266803401,35,0.9796656569,0.004507630368
288,1,0,0.2266803401,36,0.9792318727,0.004609162324
288,1,0,0.2266803401,37,0.9788042817,0.004705312342
288,1,0,0.2266803401,38,0.978377626,0.004801516183
288,1,0,0.2266803401,39,0.9779564228,0.004898968995
288,1,0,0.2266803401,40,0.9775396507,0.004997430773
288,1,0,0.2266803401,41,0.9771243979,0.005095112385
288,1,0,0.2266803401,42,0.9767142822,0.005191591744
288,1,0,0.2266803401,43,0.9763030754,0.005285624355
288,1,0,0.2266803401,44,0.9758885288,0.005383762663
288,1,0,0.2266803401,45,0.9754737974,0.005481811592
288,1,0,0.2266803401,46,0.9750617843,0.005579646162
288,1,0,0.2266803401,47,0.9746613134,0.00567510354
288,1,0,0.2266803401,48,0.9742602543,0.005770132657
288,1,0,0.2266803401,49,0.97385043,0.00586610866
288,1,0,0.2266803401,50,0.9734437024,0.005958334753
288,1,0,0.2266803401,51,0.9730449977,0.006048968638
288,1,0,0.2266803401,52,0.9726451878,0.006135418771
288,1,0,0.2266803401,53,0.9722422841,0.006224709016
288,1,0,0.2266803401,54,0.971845883,0.006313437803
288,1,0,0.2266803401,55,0.9714530213,0.006398786552
288,1,0,0.2266803401,56,0.9710563957,0.006482007535
288,1,0,0.2266803401,57,0.9706601041,0.006566118317
288,1,0,0.2266803401,58,0.9702653929,0.006652032587
288,1,0,0.2266803401,59,0.9698881376,0.006733354918
288,1,0,0.2266803401,60,0.9695085557,0.006816606356
288,1,0,0.2266803401,61,0.9691270543,0.006899850134
288,1,0,0.2266803401,62,0.968753888,0.006979553024
288,1,0,0.2266803401,63,0.9683822741,0.007059420765
288,1,0,0.2266803401,64,0.9680183135,0.007139055597
288,1,0,0.2266803401,65,0.9676526918,0.007216805896
288,1,0,0.2266803401,66,0.9672877096,0.007297291527
288,1,0,0.2266803401,67,0.9669206699,0.007378317288
288,1,0,0.2266803401,68,0.9665486028,0.007460584141
288,1,0,0.2266803401,69,0.9661683084,0.00754420119
288,1,0,0.2266803401,70,0.9657921539,0.007626522292
288,1,0,0.2266803401,71,0.9654220389,0.007705524656
288,1,0,0.2266803401,72,0.9650611646,0.007783099391
288,1,0,0.2266803401,73,0.9647024501,0.007860900693
288,1,0,0.2266803401,74,0.9643344048,0.007941988525
288,1,0,0.2266803401,75,0.9639649667,0.008023115157
288,1,0,0.2266803401,76,0.9635996856,0.008103354676
288,1,0,0.2266803401,77,0.9632421213,0.00818281194
288,1,0,0.2266803401,78,0.962877918,0.008260680081
288,1,0,0.2266803401,79,0.9625158522,0.008338747345
288,1,0,0.2266803401,80,0.962159269,0.008415792531
288,1,0,0.2266803401,81,0.9617940556,0.008495334133
288,1,0,0.2266803401,82,0.9614315741,0.008573850777
288,1,0,0.2266803401,83,0.9610786811,0.008649802511
288,1,0,0.2266803401,84,0.9607286319,0.008722649378
288,1,0,0.2266803401,85,0.9603769894,0.00879537855
288,1,0,0.2266803401,86,0.9600264055,0.00886861777
288,1,0,0.2266803401,87,0.9596804792,0.008939709342
288,1,0,0.2266803401,88,0.9593298384,0.009012122183
288,1,0,0.2266803401,89,0.9589779276,0.009086158744
288,1,0,0.2266803401,90,0.958633049,0.009160135184
288,1,0,0.2266803401,91,0.9582877738,0.009235333033
288,1,0,0.2266803401,92,0.9579442775,0.009311578215
288,1,0,0.2266803401,93,0.9576079038,0.009383675946
288,1,0,0.2266803401,94,0.9572706589,0.009452290641
288,1,0,0.2266803401,95,0.9569354782,0.00952044973
288,1,0,0.2266803401,96,0.9566008952,0.009590482414
288,1,0,0.2266803401,97,0.9562713857,0.009659408063
288,1,0,0.2266803401,98,0.9559423974,0.009731057802
288,1,0,0.2266803401,99,0.9556106833,0.009807380942
288,1,0,0.2266803401,100,0.9552699668,0.009888474201
288,1,0,0.2266803401,101,0.9549335744,0.009965943798
288,1,0,0.2266803401,102,0.9545965835,0.01004413166
288,1,0,0.2266803401,103,0.9542504446,0.0101265275
288,1,0,0.2266803401,104,0.9539131421,0.01020155753
288,1,0,0.2266803401,105,0.9535791228,0.01027738041
288,1,0,0.2266803401,106,0.9532445108,0.0103516388
288,1,0,0.2266803401,107,0.9529104866,0.01042343814
288,1,0,0.2266803401,108,0.9525770161,0.01049723872
288,1,0,0.2266803401,109,0.9522492233,0.01056976996
288,1,0,0.2266803401,110,0.9519227829,0.01063880869
288,1,0,0.2266803401,111,0.9515986674,0.01070236142
288,1,0,0.2266803401,112,0.9512757891,0.01076519775
288,1,0,0.2266803401,113,0.950946933,0.01083372235
288,1,0,0.2266803401,114,0.9506170974,0.01090381003
288,1,0,0.2266803401,115,0.9502952085,0.01097113177
288,1,0,0.2266803401,116,0.9499739327,0.01104027933
288,1,0,0.2266803401,117,0.9496500928,0.01111067124
288,1,0,0.2266803401,118,0.9493315707,0.01117964999
288,1,0,0.2266803401,119,0.9490153154,0.01124871809
288,1,0,0.2266803401,120,0.9486928989,0.01131970084
288,1,0,0.2266803401,121,0.948371753,0.01139089708
288,1,0,0.2266803401,122,0.9480517485,0.01146507852
288,1,0,0.2266803401,123,0.9477269605,0.01154351
288,1,0,0.2266803401,124,0.9474014649,0.01162036566
288,1,0,0.2266803401,125,0.9470711398,0.01170327626
288,1,0,0.2266803401,126,0.9467401572,0.01178554174
288,1,0,0.2266803401,127,0.9464091097,0.01186908319
288,1,0,0.2266803401,128,0.9460785249,0.01194993235
288,1,0,0.2266803401,129,0.9457472186,0.01202797432
288,1,0,0.2266803401,130,0.9454162285,0.0121049738
288,1,0,0.2266803401,131,0.9450818252,0.01218052018
288,1,0,0.2266803401,132,0.9447549803,0.01225044691
288,1,0,0.2266803401,133,0.9444330234,0.01231879278
288,1,0,0.2266803401,134,0.9441059788,0.01238776834
288,1,0,0.2266803401,135,0.9437709457,0.01245960953
288,1,0,0.2266803401,136,0.943441679,0.0125322629
288,1,0,0.2266803401,137,0.94311531,0.01260327729
288,1,0,0.2266803401,138,0.942797007,0.01267487985
288,1,0,0.2266803401,139,0.9424816364,0.01274477389
288,1,0,0.2266803401,140,0.9421642235,0.01281300898
288,1,0,0.2266803401,141,0.9418613443,0.01287450703
288,1,0,0.2266803401,142,0.941559458,0.01293539806
288,1,0,0.2266803401,143,0.9412626095,0.01299622954
288,1,0,0.2266803401,144,0.9409617091,0.01305840391
288,1,0,0.2266803401,145,0.9406633823,0.01311896266
288,1,0,0.2266803401,146,0.9403636973,0.01318084744
288,1,0,0.2266803401,147,0.9400549343,0.01324673987
288,1,0,0.2266803401,148,0.9397471477,0.01331208656
288,1,0,0.2266803401,149,0.9394380643,0.01337598363
288,1,0,0.2266803401,150,0.9391271212,0.01343856311
288,1,0,0.2266803401,151,0.9388153798,0.01350330143
288,1,0,0.2266803401,152,0.9385075392,0.01356732661
288,1,0,0.2266803401,153,0.938202337,0.0136305351
288,1,0,0.2266803401,154,0.937897834,0.01369532744
288,1,0,0.2266803401,155,0.9375994298,0.0137601379
288,1,0,0.2266803401,156,0.9372945298,0.01382424001
288,1,0,0.2266803401,157,0.936987326,0.01389110384
288,1,0,0.2266803401,158,0.936671461,0.01396037181
288,1,0,0.2266803401,159,0.9363628574,0.0140264855
288,1,0,0.2266803401,160,0.9360569771,0.01409043058
288,1,0,0.2266803401,161,0.9357433194,0.01415857786
288,1,0,0.2266803401,162,0.9354288579,0.01422788949
288,1,0,0.2266803401,163,0.9351230861,0.01429442554
288,1,0,0.2266803401,164,0.9348122007,0.01436299783
288,1,0,0.2266803401,165,0.9345060774,0.01443224686
288,1,0,0.2266803401,166,0.9341912825,0.01450787429
288,1,0,0.2266803401,167,0.9338818284,0.01457936602
288,1,0,0.2266803401,168,0.9335739051,0.01465132762
288,1,0,0.2266803401,169,0.933264065,0.01472119291
288,1,0,0.2266803401,170,0.9329545291,0.01479085373
288,1,0,0.2266803401,171,0.9326486954,0.01486137016
288,1,0,0.2266803401,172,0.9323431428,0.01492809242
288,1,0,0.2266803401,173,0.932041403,0.01499523822
288,1,0,0.2266803401,174,0.9317428209,0.01506023515
288,1,0,0.2266803401,175,0.9314488176,0.01512381016
288,1,0,0.2266803401,176,0.931150431,0.01518722859
288,1,0,0.2266803401,177,0.9308456797,0.01525366409
288,1,0,0.2266803401,178,0.9305462021,0.01531940755
288,1,0,0.2266803401,179,0.9302508965,0.01538272425
288,1,0,0.2266803401,180,0.9299606841,0.01544220719
288,1,0,0.2266803401,181,0.9296655765,0.0155027267
288,1,0,0.2266803401,182,0.9293704179,0.01556146379
288,1,0,0.2266803401,183,0.929071106,0.01562495539
288,1,0,0.2266803401,184,0.9287740354,0.01568932029
288,1,0,0.2266803401,185,0.9284806135,0.01574912914
288,1,0,0.2266803401,186,0.9282005906,0.01580436266
288,1,0,0.2266803401,187,0.9279273689,0.01586037664
288,1,0,0.2266803401,188,0.9276489546,0.01591708658
288,1,0,0.2266803401,189,0.9273756877,0.01596810579
288,1,0,0.2266803401,190,0.92709839,0.01601979573
288,1,0,0.2266803401,191,0.9268169757,0.01607460973
288,1,0,0.2266803401,192,0.9265333035,0.01612928387
