n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
288,1,0,0.2266803401,7.93509186,2.626320165
288,1,0,0.3205744114,6.012082464,0.5841736132
288,1,0,0.3926218662,5.771922702,0.05702638279
288,1,0,0.4533606803,5.828569491,0.6670611657
288,1,0,0.5068726497,4.820514672,0.07813595858
288,1,0,0.5552511681,4.422419556,0.1946858908
288,1,0,0.6411488227,3.751661145,0.2303901508
288,1,0,0.6800410204,3.63081638,0.1182661709
288,1,0,0.7168261756,3.225139465,0.05029246925
288,1,0,0.7518136356,3.057919396,0.08099271981
288,1,0,0.7852437324,2.995523282,0.05372014945
288,1,0,0.8173075895,2.828580039,0.02769718528
288,1,0,0.8481601691,2.684203356,0.08140714925
288,1,0,0.9067213606,2.419121881,0.0569498736
288,1,0,0.9346269857,2.375195018,0.03964295995
288,1,0,0.9617232341,2.274195984,0.04726752296
288,1,0,0.9880766952,2.239845579,0.06314538298
288,1,0,1.013745299,2.120671857,0.03461608266
288,1,0,1.038779817,2.099654299,0.02924774363
288,1,0,1.06322504,2.01595534,0.02211072696
288,1,0,1.110502336,1.932671343,0.01411587912
288,1,0,1.133401701,1.860979187,0.01682502725
288,1,0,1.155847478,1.840681746,0.0295689255
288,1,0,1.177865599,1.809221426,0.01468998037
288,1,0,1.22071099,1.735636972,0.0160825526
288,1,0,1.241579356,1.68502926,0.01553639379
288,1,0,1.282297645,1.636890994,0.02270326918
288,1,0,1.302179415,1.611696794,0.02337730979
288,1,0,1.321762159,1.60017852,0.01527696478
288,1,0,1.341058978,1.561327175,0.01037586457
288,1,0,1.360082041,1.555241223,0.008515058304
288,1,0,1.378842679,1.53718631,0.02347484104
288,1,0,1.397351463,1.505812977,0.01230955594
288,1,0,1.433652351,1.456824911,0.01351767456
288,1,0,1.45146238,1.449887712,0.01011281166
288,1,0,1.469056506,1.442552713,0.009849093159
288,1,0,1.486442395,1.399283254,0.01685028091
