run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.2855993321,7.133104634,0.5446208245,7.133104634,1.707144752,1.58440168,1.246845873,0.1597756148,0.04274372671,0.02296017363,0.008138947642,1345.834163,0.002309024017,1420.120589,1.207006553,-0.09394378863,-0.2217081172,-0.7558190333,3.329545695,1.99792715,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.2855993321,9.178083224,1.480042505,9.178083224,1.893612208,2.037866482,1.509040089,0.3490516556,0.04528143999,0.02461253983,0.009061330306,1626.814599,0.001844521908,1649.598603,1.142524922,-0.1537991123,-0.4629110195,-0.7571493947,3.339176131,2.001885597,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed5,144,40,22,0.975,0.025,5,0.2855993321,8.144025231,1.709691043,8.144025231,1.818838596,1.753081517,1.290056143,0.3285039274,0.04574202945,0.02465795417,0.008834495782,1982.674817,0.002110410069,923.2657379,0.3659480512,0.2526305134,0.3201334299,-0.7567672447,3.328597758,2.000085777,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed6,144,40,22,0.975,0.025,6,0.2855993321,8.351641394,1.283532792,8.351641394,1.731010465,1.778072483,1.330230232,0.2456127484,0.04451265558,0.0239825121,0.008605732797,1326.72966,0.002100357479,1348.479088,1.738835958,-0.2215843674,-0.3507678302,-0.7590168473,3.332201516,1.999599687,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed7,144,40,22,0.975,0.025,7,0.2855993321,11.17032142,1.58945801,11.17032142,1.808528505,1.652133442,1.495237966,0.1953668707,0.04913668159,0.0273747771,0.01049735196,1396.420787,0.001592942265,1277.207559,0.755196136,0.1133858934,0.0555841756,-0.7568808447,3.319150468,1.998765294,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed8,144,40,22,0.975,0.025,8,0.4038984489,6.362669457,0.5070839077,5.748533456,1.720929844,1.801705094,1.279943927,0.1384555163,0.04377518766,0.02286780907,0.007624435461,663.0000693,0.005216162817,648.8631754,0.9708197065,0.02481241192,-0.1648826311,-0.7534453034,3.341526056,2.001320522,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.2855993321,8.55868079,1.255464799,8.55868079,1.675498504,1.855518493,1.500888722,0.329969393,0.05066252763,0.0279168667,0.0101438138,1312.026639,0.002120645453,1357.995914,1.037219619,0.02555630647,0.5463439316,-0.7317963256,3.329101532,1.999337519,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.2855993321,7.768068126,1.130685081,7.768068126,1.628142344,1.944205225,1.175490032,0.3331603655,0.0471732331,0.02545379487,0.008993865225,997.2575132,0.002310825921,550.2983459,0.497499561,-0.01133573365,0.3686254084,-0.729234855,3.335102129,2.00037141,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.2855993321,10.66533446,2.12057941,10.66533446,1.573737258,1.848403848,1.142115805,0.2780330124,0.04758092252,0.02678497903,0.01033970204,2513.837722,0.001554029889,2452.033953,1.204889058,-0.0191437023,-0.400326692,-0.7324060642,3.322288395,1.998390824,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.2855993321,13.07392274,1.654112483,13.07392274,1.603272552,1.563337594,1.197444136,0.1688918047,0.05201275387,0.02990757622,0.01191480225,1755.552729,0.00128812309,1795.736623,1.650244829,-0.1482217157,0.05637937404,-0.7274053158,3.324327609,1.998709405,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed5,144,40,22,0.95,0.05,5,0.2855993321,8.470754896,1.645037872,8.470754896,1.608983553,1.83223733,1.149919002,0.3200467256,0.04778660716,0.02577795079,0.009202072181,1150.495834,0.002173295997,1051.421435,0.7598390015,0.08508275403,-0.5238159815,-0.7283027068,3.320022961,2.000089166,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed6,144,40,22,0.95,0.05,6,0.2855993321,10.15779233,1.330630662,10.15779233,1.575486726,1.728119393,1.016576862,0.202558915,0.04888159875,0.02727276728,0.01029665557,1651.603285,0.001702319944,1541.1771,1.106085217,-0.001612480897,0.006748056758,-0.728957152,3.33266615,2.002298412,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed7,144,40,22,0.95,0.05,7,0.2855993321,11.14266411,2.539841372,11.14266411,1.687588158,1.973647795,1.412448248,0.3983765121,0.05089264478,0.02830807934,0.01075997264,1714.111679,0.001651573285,1771.336405,1.514009246,0.001084706556,0.05331404897,-0.7297187034,3.31226262,2.00075884,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed8,144,40,22,0.95,0.05,8,0.2855993321,13.39519288,2.924398413,13.39519288,1.555342661,1.746611902,1.205297756,0.344239174,0.0521799794,0.0298502047,0.01189443024,2286.169353,0.001326785249,2332.42459,1.78802515,-0.06476936452,0.6603590736,-0.7320126656,3.314779809,2.000581341,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed1,144,40,22,0.925,0.075,1,0.2855993321,13.27026182,1.566369841,13.27026182,1.477787274,1.663628454,1.375008833,0.205134966,0.05471561864,0.03109012112,0.01213711917,2971.493914,0.001380609134,3143.192158,1.688038515,0.09935291538,0.2069904924,-0.7050525756,3.313959377,1.997791112,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed2,144,40,22,0.925,0.075,2,0.2855993321,11.50660193,0.5015720298,11.50660193,1.462432881,1.58430585,1.078816816,0.1446102912,0.05179362674,0.0291723463,0.0112522513,2159.185489,0.001510753539,1815.116136,0.6412759292,0.1892694694,-0.08731555643,-0.701156608,3.32424759,2.001304124,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed3,144,40,22,0.925,0.075,3,0.2855993321,9.658500436,1.099932733,9.658500436,1.508440507,1.53154633,1.115670697,0.1782372038,0.04751274667,0.02612900267,0.009653649113,5738.013316,0.001771520829,2418.563101,0.3394756958,0.3874490123,-0.1747254739,-0.7047098695,3.312322506,2.001224493,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed4,144,40,22,0.925,0.075,4,0.2855993321,13.32963872,1.510505004,13.32963872,1.52261671,1.602223955,1.460858989,0.21757323,0.05401047225,0.03106394508,0.01230353769,1629.764686,0.001348773106,590.9900462,0.3161584929,0.2972782307,-0.2938643092,-0.7041011752,3.320961257,2.00212943,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed5,144,40,22,0.925,0.075,5,0.4038984489,8.912741339,0.5131209161,8.661821658,1.493131345,1.754920829,1.501525967,0.09762674299,0.05237668365,0.02898599883,0.01053488292,1204.150598,0.003845238408,1242.452622,1.179303772,-0.1356424547,-0.07484219484,-0.7060874292,3.30781238,2.001793291,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed6,144,40,22,0.925,0.075,6,0.2855993321,15.22742229,1.91220039,15.22742229,1.492448456,1.4875744,1.437012796,0.1886182434,0.05388707495,0.03131160873,0.01280702945,1926.307618,0.001188650667,1920.041111,1.707967344,-0.1651149912,0.0678417446,-0.7031593411,3.331601983,2.001825656,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed7,144,40,22,0.925,0.075,7,0.2855993321,10.91724374,1.389524903,10.91724374,1.483509917,1.564869068,1.442001159,0.2034067523,0.05314204903,0.02955628103,0.01109002695,4040.72512,0.001651231796,3476.674347,0.7642034978,0.2923104467,-0.4232028905,-0.7027154838,3.31234276,1.999333688,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed8,144,40,22,0.925,0.075,8,0.2855993321,10.96749815,2.514620647,10.96749815,1.527460547,1.830887866,1.390040896,0.3191154087,0.05405485897,0.03058223838,0.0116318656,1507.749389,0.001679113504,1552.344,1.83132401,-0.3013758151,-0.3273297724,-0.703964807,3.317210258,1.996787839,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.2855993321,15.86425724,1.067739396,15.86425724,1.417012052,1.570770716,1.450157678,0.1461911415,0.05939350886,0.03464277371,0.01406303673,,0.001154890707,3987.855326,0.3425218962,0.4535991832,0.2042447793,-0.6776492003,3.32727269,2.00373083,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.2855993321,12.14958893,1.786952695,12.14958893,1.337174615,1.921948463,1.664671187,0.2600649438,0.05509349752,0.03113940596,0.01189669135,2432.114036,0.001455770967,2289.614561,0.4658663371,0.3095318184,0.09497508079,-0.6805257348,3.317548621,1.999709395,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed3,144,40,22,0.9,0.1,3,0.2855993321,12.94887456,1.85771461,12.94887456,1.39222836,1.698461409,1.391680124,0.1819396047,0.055650373,0.03258682875,0.01302755798,1930.803883,0.001336655666,2042.834938,1.243081485,0.04630295985,0.05321867063,-0.6762295188,3.312794599,1.99850641,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed4,144,40,22,0.9,0.1,4,0.2855993321,13.94290914,2.590480227,13.94290914,1.32143662,1.759604677,1.071268934,0.2545505433,0.05690356191,0.03295777131,0.0131102436,4082.747807,0.001256032731,3901.616298,0.7541821291,0.3216798161,-0.02840545767,-0.6765030089,3.32256515,2.001540806,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed5,144,40,22,0.9,0.1,5,0.2855993321,15.89348733,2.447310925,15.89348733,1.378904513,1.661874642,1.187774649,0.2084682404,0.06072972221,0.03593586175,0.01473545765,2219.502989,0.001146478132,1070.33821,0.3280887541,0.3257617081,0.5410928936,-0.6794570185,3.320834141,2.000691681,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed6,144,40,22,0.9,0.1,6,0.2855993321,13.68036196,1.994822922,13.68036196,1.333584385,1.783953155,1.322825223,0.2608104116,0.05633209788,0.03251579146,0.01282767227,1345.875456,0.001315884688,1212.586465,0.6088292293,0.1091467409,-0.2227645655,-0.6801832661,3.311757782,1.999133582,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed7,144,40,22,0.9,0.1,7,0.2855993321,10.20039403,1.742889618,10.20039403,1.363248832,2.018608408,1.262681083,0.4331037893,0.05791908793,0.03254683141,0.01198289966,1356.01605,0.001898795489,1406.630882,1.252570355,-0.2528084444,-0.4903883252,-0.679316065,3.31786069,1.99938649,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed8,144,40,22,0.9,0.1,8,0.2855993321,11.91938175,2.181742506,11.91938175,1.346865486,1.768615069,1.449431804,0.2301210395,0.0577238736,0.03341358644,0.01305909849,1861.640513,0.001551180903,1950.493184,1.086992117,-0.008009079136,-0.2650158695,-0.6757598921,3.318767166,1.999913138,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed1,144,40,22,0.875,0.125,1,0.2855993321,16.44501285,3.690713355,16.44501285,1.293515083,1.705807392,1.442492324,0.3068905997,0.06242779518,0.03647164221,0.01467819246,2929.474411,0.001141036226,3029.322132,0.4896523765,0.360359833,0.8798350597,-0.6555174732,3.314338131,1.999722133,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed2,144,40,22,0.875,0.125,2,0.2855993321,15.58571294,2.983247986,15.58571294,1.296209592,1.861967457,1.644571731,0.3278503674,0.06183235848,0.03651786007,0.01476108105,2542.854794,0.001180528063,2586.319043,1.711594034,0.06351396485,-0.2780701078,-0.6545959147,3.309920676,1.999041933,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed3,144,40,22,0.875,0.125,3,0.2855993321,12.20594838,1.433699426,12.20594838,1.319322537,1.885287588,1.025365046,0.2571327206,0.05710449551,0.03325043195,0.0130081114,1532.041031,0.001434345229,1617.737262,1.513907068,-0.140538732,-0.595852179,-0.653415684,3.311783377,2.000665737,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed4,144,40,22,0.875,0.125,4,0.2855993321,23.26373661,1.545369837,23.26373661,1.312857495,1.576810902,1.277677946,0.09295223562,0.06706189309,0.04151987764,0.01840754074,2844.485849,0.0008484813076,3061.682831,1.280663965,0.1852809129,-0.1732496815,-0.6537945259,3.324222352,2.000521258,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed5,144,40,22,0.875,0.125,5,0.2855993321,18.85091577,1.831087094,18.85091577,1.29058922,1.472576594,1.234264973,0.1458631905,0.06449811442,0.03877644363,0.01632691019,1978.063954,0.001059442965,2043.901034,1.047828017,-0.07103823825,-0.2386331101,-0.654373273,3.313724901,2.001524465,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed6,144,40,22,0.875,0.125,6,0.2855993321,22.04187507,3.253323264,22.04187507,1.289213957,1.472072706,1.441640916,0.1415046483,0.06468038248,0.03970685934,0.01741929544,,0.0008026341233,12742.54037,0.2464588755,0.6091146364,0.2105103644,-0.6537783962,3.322270899,2.003555831,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed7,144,40,22,0.875,0.125,7,0.2855993321,17.5160567,4.674040994,17.5160567,1.259417195,1.949152209,1.17536701,0.3817379042,0.06618518896,0.03969867959,0.01642159673,1933.974417,0.001163124902,1847.310162,0.8053006468,0.1545522953,0.9151809578,-0.6548093261,3.321424975,2.001153501,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p875_seed8,144,40,22,0.875,0.125,8,0.2855993321,24.39443843,1.406489345,24.39443843,1.252635511,1.433695638,1.344523504,0.0848702203,0.0683184173,0.0424728821,0.01898892363,5095.030197,0.0007923986925,5547.913528,1.030798362,0.4120569818,-0.1591792543,-0.6561404058,3.311588941,1.999814497,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed1,144,40,22,0.85,0.15,1,0.2855993321,19.35567064,2.507185821,19.35567064,1.219482502,1.896863584,1.230423503,0.2780587363,0.07078220217,0.04315544234,0.01817253937,1791.710319,0.001015981163,1859.396448,1.613237125,0.006010604093,-0.0232885474,-0.6316965328,3.319127565,1.998928167,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed2,144,40,22,0.85,0.15,2,0.2855993321,11.8036667,0.6077070464,11.8036667,1.238961788,1.482693593,1.05428821,0.1299725959,0.06053729681,0.03475931151,0.01320333218,2219.377813,0.001558449667,2095.515632,1.096439227,0.09008121389,0.1484645405,-0.633233346,3.312011855,2.000878592,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed3,144,40,22,0.85,0.15,3,0.2855993321,17.79950775,3.212865357,17.79950775,1.221179286,1.483555765,1.524120212,0.2196207143,0.06336684247,0.0383551542,0.01607909016,5063.369511,0.001004154495,5713.939512,1.634260561,0.4375482765,-0.3032201992,-0.6281616279,3.30296578,1.998918427,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed4,144,40,22,0.85,0.15,4,0.2855993321,17.35792197,3.100027186,17.35792197,1.21356373,1.625637686,1.648387179,0.2354768426,0.06692850635,0.04042431314,0.01668474049,2583.864485,0.001115065677,2603.800621,1.180505144,0.1330133011,0.1260801392,-0.6313167789,3.318481129,2.000165167,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed5,144,40,22,0.85,0.15,5,0.2855993321,33.92187452,3.148046082,33.92187452,1.239192907,1.401646307,1.365554542,0.1097601666,0.07747033034,0.05031751311,0.02407011479,5774.303927,0.0005720901414,5890.114651,1.124195005,0.4570727465,-0.2449119736,-0.6326742072,3.319532966,2.000261691,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed6,144,40,22,0.85,0.15,6,0.2855993321,30.87258627,2.493385014,30.87258627,1.199440546,1.581451753,1.584072582,0.07089538687,0.07368414436,0.04754040697,0.02244803756,3495.703444,0.0006406211502,3806.726347,0.8457949695,0.3263885529,0.1351734602,-0.63381414,3.323259546,2.002097358,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed7,144,40,22,0.85,0.15,7,0.2855993321,30.31722464,3.278793615,30.31722464,1.220584838,1.542238442,1.621854538,0.09529902192,0.08054211306,0.05187173318,0.02396353836,,0.0006383389319,10314.88966,0.7514082779,0.5741514058,0.2662833998,-0.632718607,3.30874801,1.997595289,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed8,144,40,22,0.85,0.15,8,0.2855993321,19.64928272,2.663165103,19.64928272,1.195457679,1.775648546,1.192784017,0.2735541469,0.06730966371,0.04064246627,0.01705075103,2471.740526,0.001002473844,2485.438567,1.232862918,0.08626547761,-0.04012480045,-0.6307906032,3.317295642,1.998851636,12500
