run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,7.774710486,0.8991043873,7.774710486,2.02998035,1.7204604,1.215415907,0.2358420501,0.04367782856,0.02334253201,0.008354311599,1543.00134,0.002237983711,1519.140083,1.145534172,-0.1890214283,-0.5546560579,-0.7854206241,3.329200656,1.997352636,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.2855993321,8.87493977,1.838388937,8.87493977,2.135310174,1.866425589,1.175339565,0.2845715117,0.04256710733,0.02293478543,0.008483015821,1988.859471,0.00193688838,2041.444573,1.401658245,-0.09128857741,-0.1296904694,-0.7865394507,3.332810093,2.000145609,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.2855993321,9.309155921,1.692400716,9.309155921,1.987885611,1.632396331,1.091033019,0.2639045701,0.04250177401,0.0234674643,0.0089305825,2108.539898,0.001739957861,1891.351323,0.7970553181,0.1480120198,-0.1896124087,-0.7865109826,3.332364885,2.000107097,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.2855993321,7.23764764,1.291006674,7.23764764,1.993669593,1.974429617,1.174386451,0.4480733836,0.04210682239,0.02243143758,0.007946460317,1067.344776,0.002325746284,1088.021106,0.9631912975,-0.06560169204,-0.4597953103,-0.7823063597,3.327735168,1.999696507,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed5,144,40,22,1,0,5,0.2855993321,7.77229274,0.6010483221,7.77229274,1.94492798,1.563192139,1.23732968,0.1443567562,0.04289301492,0.02279249409,0.00811861597,1529.256675,0.002243945525,1430.595106,0.6201939836,0.1577829715,0.155827967,-0.7847337178,3.327983216,2.000309907,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed6,144,40,22,1,0,6,0.2855993321,5.889702972,0.7779647838,5.889702972,2.052465957,1.851167766,1.196590407,0.219733307,0.0405305389,0.0211012699,0.007142175509,986.0807511,0.002843495986,1012.315987,0.9723910708,0.002648816539,0.549901149,-0.7852785398,3.337186929,2.001378865,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed7,144,40,22,1,0,7,0.2855993321,9.359716882,1.264164688,9.359716882,1.980964418,1.714676595,1.177328536,0.3093516803,0.04647857675,0.02549618619,0.009492371513,1357.282274,0.001862516501,1418.264271,1.439734142,-0.2154206949,-0.3266557158,-0.7844871007,3.320742948,1.998742219,12500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed8,144,40,22,1,0,8,0.2855993321,6.579198182,0.6173695114,6.579198182,2.123958106,1.693984253,1.328394652,0.2468055768,0.04243618221,0.02233938112,0.007740945025,1081.444469,0.002555426238,1125.039641,1.514803854,-0.2179551612,-0.108004815,-0.7849656072,3.324926355,2.000390821,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.2855993321,7.352949184,0.9656142349,7.352949184,1.788343674,1.626888967,1.27098298,0.1849260534,0.04637312799,0.02483659974,0.008707226073,4106.23548,0.002407833106,3220.240329,0.4957804612,0.3228580662,-0.06137495492,-0.7603350374,3.314681381,2.000894315,12500
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.2855993321,8.040918544,1.397443414,8.040918544,1.782294196,1.899696093,1.219511318,0.3614614447,0.04479960909,0.02402431399,0.008558784507,1634.665862,0.002135306033,1527.515397,0.6283532699,0.1562602279,-0.03116163401,-0.7561869198,3.335322299,1.998567026,12500
