n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,7.849670574,0.449270555
144,1,0,0.4038984489,5.844547414,0.1371001548
144,1,0,0.4946725539,4.72420105,0.1145717833
144,1,0,0.5711986643,4.149518324,0.1155690218
144,1,0,0.638619521,3.598741146,0.04232603463
144,1,0,0.6995726346,3.251709696,0.04165237611
144,1,0,0.8077968978,2.739087187,0.03564601658
144,1,0,0.8567979964,2.537488523,0.03326869995
144,1,0,0.9031443878,2.398654316,0.02894109374
144,1,0,0.9472258251,2.258849387,0.03508962953
144,1,0,0.9893451078,2.152092175,0.03188276404
144,1,0,1.029743036,2.052613811,0.02854816588
144,1,0,1.068614851,1.947211502,0.01837590255
144,1,0,1.142397329,1.81504925,0.02094954046
144,1,0,1.177556213,1.742380407,0.01907231957
144,1,0,1.211695347,1.687867864,0.01571063487
144,1,0,1.244898627,1.64101239,0.01735440432
144,1,0,1.277239042,1.609485241,0.01683506195
144,1,0,1.308780558,1.564368486,0.01751842519
144,1,0,1.339579608,1.525633566,0.01518896187
144,1,0,1.399145269,1.462541658,0.01262645006
144,1,0,1.427996661,1.436635039,0.01630947127
144,1,0,1.456276568,1.414535684,0.01264355802
144,1,0,1.484017662,1.38705175,0.01234482833
144,0.975,0.025,0.2855993321,8.139947136,0.5616857532
144,0.975,0.025,0.4038984489,6.253698571,0.1365633525
144,0.975,0.025,0.4946725539,5.185177724,0.06600652525
144,0.975,0.025,0.5711986643,4.508523895,0.145510683
144,0.975,0.025,0.638619521,3.940383548,0.03884381747
144,0.975,0.025,0.6995726346,3.408077302,0.03442374945
144,0.975,0.025,0.8077968978,2.790770178,0.03205580366
144,0.975,0.025,0.8567979964,2.640154539,0.02933975827
144,0.975,0.025,0.9031443878,2.433857359,0.02416292111
144,0.975,0.025,0.9472258251,2.302684686,0.02755330953
144,0.975,0.025,0.9893451078,2.154621746,0.03505043991
144,0.975,0.025,1.029743036,2.069387273,0.02662832541
144,0.975,0.025,1.068614851,1.970843235,0.02033938755
144,0.975,0.025,1.142397329,1.842419573,0.01854613213
144,0.975,0.025,1.177556213,1.765410722,0.02004976449
144,0.975,0.025,1.211695347,1.717772331,0.01795781957
144,0.975,0.025,1.244898627,1.660135291,0.01897588039
144,0.975,0.025,1.277239042,1.602392179,0.01937907684
144,0.975,0.025,1.308780558,1.577714351,0.01433441714
144,0.975,0.025,1.339579608,1.539048886,0.01672279124
144,0.975,0.025,1.399145269,1.477913073,0.01280862729
144,0.975,0.025,1.427996661,1.443088174,0.01295509239
144,0.975,0.025,1.456276568,1.417890814,0.01340295135
144,0.975,0.025,1.484017662,1.392499384,0.01331172431
144,0.95,0.05,0.2855993321,10.40405129,0.7421137441
144,0.95,0.05,0.4038984489,7.155106007,0.1865405412
144,0.95,0.05,0.4946725539,5.872081257,0.1274926357
144,0.95,0.05,0.5711986643,4.558515102,0.1120709673
144,0.95,0.05,0.638619521,4.024259614,0.04631273029
144,0.95,0.05,0.6995726346,3.547132086,0.04685264501
144,0.95,0.05,0.8077968978,2.875852123,0.04440791122
144,0.95,0.05,0.8567979964,2.672185166,0.03506559211
144,0.95,0.05,0.9031443878,2.491578951,0.03955549802
144,0.95,0.05,0.9472258251,2.340027542,0.03692759795
144,0.95,0.05,0.9893451078,2.206665587,0.02145381287
144,0.95,0.05,1.029743036,2.091801831,0.02599059638
144,0.95,0.05,1.068614851,2.00626207,0.02468829211
144,0.95,0.05,1.142397329,1.840297575,0.02884512429
144,0.95,0.05,1.177556213,1.776381311,0.0243224558
144,0.95,0.05,1.211695347,1.722155122,0.02046010823
144,0.95,0.05,1.244898627,1.671506,0.01740628126
144,0.95,0.05,1.277239042,1.625275128,0.01985998274
144,0.95,0.05,1.308780558,1.576124973,0.01567496421
144,0.95,0.05,1.339579608,1.540540757,0.01938839297
144,0.95,0.05,1.399145269,1.476018504,0.01587272698
144,0.95,0.05,1.427996661,1.448092464,0.01388375581
144,0.95,0.05,1.456276568,1.414290029,0.01403822408
144,0.95,0.05,1.484017662,1.390556378,0.0130402097
144,0.925,0.075,0.2855993321,11.69237359,0.7576821384
144,0.925,0.075,0.4038984489,7.698785427,0.3094464798
144,0.925,0.075,0.4946725539,6.028671487,0.2130649368
144,0.925,0.075,0.5711986643,4.97581128,0.1208012459
144,0.925,0.075,0.638619521,4.222417664,0.05435442636
144,0.925,0.075,0.6995726346,3.713276244,0.05296898141
144,0.925,0.075,0.8077968978,3.027462743,0.02961379685
144,0.925,0.075,0.8567979964,2.738856312,0.04146572855
144,0.925,0.075,0.9031443878,2.542909117,0.02982946596
144,0.925,0.075,0.9472258251,2.378030406,0.03139988932
144,0.925,0.075,0.9893451078,2.242115292,0.01825353513
144,0.925,0.075,1.029743036,2.126866932,0.02249636874
144,0.925,0.075,1.068614851,2.024598399,0.0221075034
144,0.925,0.075,1.142397329,1.855408564,0.03008180667
144,0.925,0.075,1.177556213,1.799165742,0.01939525819
144,0.925,0.075,1.211695347,1.738617263,0.01969586944
144,0.925,0.075,1.244898627,1.675115919,0.01755151204
144,0.925,0.075,1.277239042,1.641611475,0.01964571094
144,0.925,0.075,1.308780558,1.591290801,0.01651517359
144,0.925,0.075,1.339579608,1.550772621,0.02069642588
144,0.925,0.075,1.399145269,1.482563524,0.01655036842
144,0.925,0.075,1.427996661,1.445548923,0.01421012816
144,0.925,0.075,1.456276568,1.420980654,0.01303584081
144,0.925,0.075,1.484017662,1.392132694,0.01246907916
144,0.9,0.1,0.2855993321,13.32490687,0.6919825934
144,0.9,0.1,0.4038984489,9.190805791,0.3670102405
144,0.9,0.1,0.4946725539,6.602053806,0.2336495634
144,0.9,0.1,0.5711986643,5.216884382,0.09859362735
144,0.9,0.1,0.638619521,4.425150792,0.0792593925
144,0.9,0.1,0.6995726346,3.822080102,0.08587159143
144,0.9,0.1,0.8077968978,3.094183362,0.06094698689
144,0.9,0.1,0.8567979964,2.80385847,0.03762305283
144,0.9,0.1,0.9031443878,2.587433464,0.03508357283
144,0.9,0.1,0.9472258251,2.389514422,0.03207364608
144,0.9,0.1,0.9893451078,2.239632016,0.03243301873
144,0.9,0.1,1.029743036,2.144940002,0.02564432389
144,0.9,0.1,1.068614851,2.034459445,0.02142723988
144,0.9,0.1,1.142397329,1.872251366,0.0213956431
144,0.9,0.1,1.177556213,1.802167327,0.01987598619
144,0.9,0.1,1.211695347,1.740282292,0.02079023895
144,0.9,0.1,1.244898627,1.674491053,0.02102080702
144,0.9,0.1,1.277239042,1.626462124,0.02065315686
144,0.9,0.1,1.308780558,1.587657959,0.01658305388
144,0.9,0.1,1.339579608,1.548393792,0.01645818901
144,0.9,0.1,1.399145269,1.477235837,0.01610403046
144,0.9,0.1,1.427996661,1.451518077,0.01370644548
144,0.9,0.1,1.456276568,1.413934356,0.01269919282
144,0.9,0.1,1.484017662,1.390164846,0.01345356874
144,0.875,0.125,0.2855993321,18.78796209,1.480477155
144,0.875,0.125,0.4038984489,9.795642474,0.2813844846
144,0.875,0.125,0.4946725539,7.370696132,0.2288384807
144,0.875,0.125,0.5711986643,5.379640054,0.1489589924
144,0.875,0.125,0.638619521,4.510818836,0.08430064227
144,0.875,0.125,0.6995726346,3.957872577,0.05156167727
144,0.875,0.125,0.8077968978,2.993924059,0.04979239779
144,0.875,0.125,0.8567979964,2.779291108,0.02615568003
144,0.875,0.125,0.9031443878,2.573799451,0.03357135505
144,0.875,0.125,0.9472258251,2.386696382,0.03188803971
144,0.875,0.125,0.9893451078,2.270536817,0.04321944925
144,0.875,0.125,1.029743036,2.145421869,0.02862165038
144,0.875,0.125,1.068614851,2.027586218,0.02290836475
144,0.875,0.125,1.142397329,1.877410683,0.02890490217
144,0.875,0.125,1.177556213,1.790647163,0.02308876598
144,0.875,0.125,1.211695347,1.730017236,0.02146347032
144,0.875,0.125,1.244898627,1.676814423,0.01754254796
144,0.875,0.125,1.277239042,1.625704057,0.01540086907
144,0.875,0.125,1.308780558,1.578229017,0.01655769017
144,0.875,0.125,1.339579608,1.54655883,0.01666168371
144,0.875,0.125,1.399145269,1.47319022,0.01495304799
144,0.875,0.125,1.427996661,1.439857034,0.01317702949
144,0.875,0.125,1.456276568,1.413265921,0.01394157598
144,0.875,0.125,1.484017662,1.383869287,0.01360190796
144,0.85,0.15,0.2855993321,22.6347169,2.810959947
144,0.85,0.15,0.4038984489,11.29299273,0.5131782852
144,0.85,0.15,0.4946725539,7.577737641,0.3107264932
144,0.85,0.15,0.5711986643,5.89611896,0.1733705149
144,0.85,0.15,0.638619521,4.53891442,0.08911184515
