n_chains,eps_AB,delta_eps,n_seeds,box_size,S_psi_peak_seed_relative_variance,S_psi_peak_mean,S_psi_peak_sem,S_psi_kmin_mean,S_psi_kmin_sem,S_rho_kmin_mean,S_rho_kmin_sem,non_gaussian_ratio_peak_mean,non_gaussian_ratio_peak_sem,shell_anisotropy_peak_mean,shell_anisotropy_peak_sem,peak_intensity_relative_variance_mean,peak_intensity_relative_variance_sem,cg_variance_1p5_mean,cg_variance_1p5_sem,cg_variance_2_mean,cg_variance_2_sem,cg_variance_3_mean,cg_variance_3_sem,tau_psi_peak_mean,tau_psi_peak_sem,gamma_psi_peak_mean,gamma_psi_peak_sem,kww_tau_peak_mean,kww_tau_peak_sem,kww_beta_peak_mean,kww_beta_peak_sem,plateau_psi_peak_mean,plateau_psi_peak_sem,S_psi_peak_relative_drift_mean,S_psi_peak_relative_drift_sem,energy_per_bead_mean,energy_per_bead_sem,mean_Rg_mean,mean_Rg_sem,q_peak_mean,q_peak_sem
144,1,0,4,22,0.0885932114,24.50028229,3.646206954,18.56280047,3.769589195,161.5861542,0.6419704175,1.672099248,0.1060690024,1.705404796,0.2185500221,0.1859522367,0.03513988578,0.1325019027,0.00924672213,0.07167410413,0.007552356518,0.02442653646,0.003936676706,560.5433481,,0.002751774609,0.0008180675332,1589.377833,380.6492577,0.9301132629,0.1161600075,0.4580787813,0.1109317469,-0.4887255172,0.1481635803,-1.531344535,0.0007585760253,3.191361811,0.01761747894,0.5102420828,0.03977309429
144,0.975,0.025,4,22,0.07509781961,55.31534335,7.579303199,52.80119719,8.833439364,155.6910567,0.8577917039,1.387962989,0.04896300189,1.638483873,0.1552349143,0.0456187934,0.005621206303,0.2046571343,0.005941231574,0.1242928489,0.005432753163,0.05036680064,0.003775806135,,,0.0005997384232,0.0001420492095,153398219.4,153396314.2,1.093907986,0.3477607761,0.7261389382,0.07433619127,0.003055880169,0.1395448104,-1.497877842,0.002431384715,3.185772883,0.01052891498,0.3151741113,0.02957477919
144,0.95,0.05,4,22,0.1499841223,167.2545563,32.38699131,167.2545563,32.38699131,149.918122,0.9578935032,1.212522077,0.04326441262,1.737745617,0.2959088537,0.115247844,0.03881468597,0.3729171264,0.03134393608,0.2652348325,0.02810549454,0.1316274914,0.01832602588,,,0.0002148706143,5.591056428e-05,2.071627387e+11,2.071627349e+11,1.0550313,0.3888819231,0.8719765917,0.03173328335,0.5502271617,0.1245161544,-1.475868488,0.003288041782,3.175288592,0.008336658949,0.2855993321,0
144,0.9,0.1,4,22,0.09998578156,393.5741851,62.22511847,393.5741851,62.22511847,144.02598,1.049562131,1.143645699,0.03061501167,1.67230129,0.2344048309,0.04607749437,0.02348091164,0.6116003334,0.01961617357,0.4753282236,0.02142198998,0.2654273729,0.02004386931,,,0.0001344152915,4.298985502e-05,1.220796108e+13,1.218363505e+13,0.249105227,0.2111641123,0.9326523364,0.0214578442,0.2973864099,0.1032947106,-1.46014175,0.003612157973,3.154639311,0.008039524313,0.2855993321,0
144,0.85,0.15,4,22,0.00937479138,644.4083471,31.19693784,644.4083471,31.19693784,135.0683764,3.620058515,1.192023659,0.08073271893,1.899711117,0.2459781315,0.009938209263,0.004202173387,0.7393565189,0.009972013926,0.6009719872,0.01114429314,0.3650473132,0.01041799806,,,5.500051501e-05,7.239830399e-06,8.63254286e+14,8.51268044e+14,0.03016047159,0.002028332598,0.968199368,0.004962600258,0.147054193,0.04447326805,-1.453433715,0.006376162451,3.179368764,0.00680250156,0.2855993321,0
144,0.8,0.2,4,22,0.0001227115783,743.4285587,4.117674528,743.4285587,4.117674528,125.4487938,4.450424311,1.050467171,0.0118925531,1.876768152,0.1614145515,0.002480826882,0.0007679442746,0.7827774193,0.001782728725,0.6437349192,0.001669803645,0.4003010129,0.001428092927,,,5.818063932e-05,8.298339732e-06,2.243166413e+19,2.243156525e+19,0.3766492278,0.347537491,0.9585528383,0.007713727206,0.040833014,0.01600591517,-1.441257763,0.005345568444,3.200722835,0.009827764248,0.2855993321,0
144,0.7,0.3,4,22,0.0003862026234,801.1685663,7.872297818,801.1685663,7.872297818,113.2453158,4.940789054,1.047247927,0.007195358437,1.442068193,0.05172581945,0.0005971563228,0.0001460321385,0.8292533381,0.004307022194,0.6861466965,0.00453754803,0.429540513,0.003745836139,,,5.910062543e-05,3.283430437e-06,1.552195827e+18,1.537853354e+18,0.03071414319,0.004555236252,0.9622727227,0.005388037326,0.007305293898,0.00906750857,-1.42306432,0.005668016005,3.19152179,0.007356271142,0.2855993321,0
144,0.6,0.4,4,22,0.0007527722218,877.0962343,12.03231085,877.0962343,12.03231085,84.00404137,4.855896335,1.087128285,0.04539289741,2.247234292,0.3220369125,0.0004133834779,4.355302741e-05,0.8637830577,0.004813310572,0.7215669201,0.005422534435,0.45886713,0.004847078507,,,5.785241134e-05,1.39094046e-06,1.583219041e+18,1.583111708e+18,0.02971586979,0.004802230195,0.9686369916,0.005969678931,0.01257902768,0.007741164167,-1.397283478,0.004430991284,3.232074766,0.007357734679,0.2855993321,0
144,0.5,0.5,4,22,0.0009631040776,902.7871734,14.00851164,902.7871734,14.00851164,69.36965051,7.620765981,1.100038788,0.03786849011,2.026325204,0.300259544,0.0003308737515,6.692691012e-05,0.8826067972,0.002813943786,0.7389215179,0.003644774614,0.4709737948,0.004052182516,,,6.107904864e-05,3.252978401e-06,1.386425502e+18,1.239313764e+18,0.02580664587,0.002962166883,0.9694105999,0.003156995639,0.007382317252,0.006861487167,-1.383769678,0.006439141055,3.212125869,0.01685918067,0.2855993321,0
144,0.3,0.7,4,22,0.000290520109,980.1606421,8.353247765,980.1606421,8.353247765,33.4282258,4.588535964,1.153891549,0.05554921187,2.694397234,0.1405665852,0.0003906372718,0.0001849929134,0.9165460392,0.004539465925,0.7757732106,0.004938966101,0.5022653379,0.004120419618,,,5.310527279e-05,3.249664325e-06,1.184063846e+23,1.184062038e+23,0.6964432572,0.4321207574,0.9570616718,0.0103024447,0.01473149925,0.01189468599,-1.35829051,0.003256593783,3.24527345,0.007795432368,0.2855993321,0
