ensemble,epsilon,N,kappa,pi,disorder_idx,tw,lag,Q_mean,chi4,D4_mean,D4_std,n_traj,n_pairs,MSD_mean,alpha2_mean,energy_mean,Rg_mean,n_contacts_mean
iid,0.0,30,0.0,0.0,0,0,167,0.0,0.0,4154.572153175539,1380.4044044057703,6,406,13.106885448055252,-0.09977253745800735,53.2739021631557,4.270714944355098,10.666666666666666
iid,0.0,30,0.0,0.0,0,0,235,0.0,0.0,4909.0174113212315,1710.4906916613409,6,406,15.309227526821877,-0.11024649508382399,14.94970391625006,3.97196457152978,16.5
iid,0.0,30,0.0,0.0,0,0,330,0.00041050903119868636,0.0003420908593322387,5348.442831731789,1968.1712723717053,6,406,17.309766126614587,-0.09057282999287787,-13.000719578268852,3.8047998186684087,22.833333333333332
iid,0.0,30,0.0,0.0,0,0,464,0.0012315270935960591,0.0006157635467980298,5886.837283335491,2201.64528630357,6,406,20.226081781849874,-0.10317522003854311,-33.60984231327645,3.5527027228884207,30.666666666666668
iid,0.0,30,0.0,0.0,0,0,653,0.00041050903119868636,0.0003420908593322387,6363.305282226738,2269.33113957147,6,406,22.343629402006698,-0.09791309637865714,-58.01938046039063,3.366414331935882,39.833333333333336
iid,0.0,30,0.0,0.0,0,0,918,0.0,0.0,6886.595306619726,2407.1271696676804,6,406,23.620233675798772,-0.07982945101495285,-66.15382186496076,3.1628358216708237,43.833333333333336
iid,0.0,30,0.0,0.0,0,0,1292,0.00041050903119868636,0.0003420908593322387,7101.72832192521,2328.3818600676723,6,406,25.94626391193846,-0.08831928981343219,-62.64282019959083,3.0641777754279578,46.5
iid,0.0,30,0.0,0.0,0,0,1817,0.00041050903119868636,0.0003420908593322387,7417.698602241434,2845.781916680006,6,406,27.264189573050178,-0.05212642348611729,-79.29010662936896,2.891150997885435,50.833333333333336
iid,0.0,30,0.0,0.0,0,0,2555,0.00041050903119868636,0.0003420908593322387,8156.150369202827,3280.819678510287,6,406,29.679895347220253,-0.07995750444072758,-74.49036639981047,2.6342567213791033,49.666666666666664
iid,0.0,30,0.0,0.0,0,0,3594,0.0008210180623973727,0.0005473453749315821,9069.582961179789,3777.863954100407,6,406,32.30023651454261,-0.06522962888619889,-93.73707114130072,2.1798602050325138,57.166666666666664
iid,0.0,30,0.0,0.0,0,0,5055,0.0008210180623973727,0.0005473453749315821,10046.66515617716,4944.998539139729,6,406,33.736977541103336,-0.04646791521960638,-103.41017776639437,1.7408922001430713,65.0
iid,0.0,30,0.0,0.0,0,0,7110,0.0,0.0,10464.490470574658,5785.269214002776,6,406,35.4505062122415,-0.07466680485782917,-107.59305519191902,1.570800531804296,64.33333333333333
iid,0.0,30,0.0,0.0,0,0,10000,0.0012315270935960591,0.0014367816091954023,10708.603182454877,6182.980929968492,6,406,37.873148233158666,-0.04153011540505924,-114.96206685219904,1.4532976397795137,69.16666666666667
iid,0.0,30,0.0,0.0,0,100,0,0.016420361247947456,0.11877394636015327,0.0,0.0,6,406,0.0,0.0,106.19319953446403,4.7244965606295795,6.666666666666667
iid,0.0,30,0.0,0.0,0,100,1,0.016420361247947456,0.11877394636015327,3.7441474921972215,1.5882376579375757,6,406,0.033959163444309194,1.060838489386665,103.55339392358427,4.71401049770433,7.333333333333333
iid,0.0,30,0.0,0.0,0,100,2,0.016009852216748766,0.10652709359605915,8.487102889964733,4.2733331980752105,6,406,0.06822491171259898,0.2856128656478897,101.57175128087624,4.701460011831723,7.666666666666667
iid,0.0,30,0.0,0.0,0,100,3,0.015599343185550082,0.09496442255062945,14.124435881020773,7.040139945540846,6,406,0.10874844130085666,0.3696541571101801,101.55308410762494,4.696275631965299,7.833333333333333
iid,0.0,30,0.0,0.0,0,100,4,0.013546798029556653,0.047413793103448267,19.189279970768172,7.137049747118403,6,406,0.14575457075499185,0.2779150085796404,99.62668042744913,4.6856066304247665,7.0
iid,0.0,30,0.0,0.0,0,100,6,0.013957307060755339,0.065407772304324,28.091512989127313,12.232007629510587,6,406,0.20241581955646618,0.3041213097825755,96.54026834372547,4.664150608901991,7.666666666666667
iid,0.0,30,0.0,0.0,0,100,8,0.013957307060755339,0.0777230432402846,36.674881822192674,14.01224219083284,6,406,0.27414398819932084,0.20082154464357913,96.16534436678666,4.648718836706535,7.833333333333333
iid,0.0,30,0.0,0.0,0,100,11,0.011083743842364532,0.06629720853858785,50.162708245766645,17.788994070650386,6,406,0.3644131842109631,0.12158905410926646,92.50800429389841,4.6363187614010934,6.833333333333333
iid,0.0,30,0.0,0.0,0,100,15,0.012725779967159276,0.0709496442255063,67.89549714874882,27.39522932290769,6,406,0.4862679301817971,0.07790671806850542,88.23895639671996,4.627971877527017,8.5
iid,0.0,30,0.0,0.0,0,100,22,0.011083743842364532,0.0465927750410509,104.05506328162556,60.14559333334257,6,406,0.6332114914630395,0.0131883712934824,82.07746294417954,4.560042166679267,9.0
iid,0.0,30,0.0,0.0,0,100,30,0.010673234811165846,0.07115489874110563,135.57031182805414,62.187248147020426,6,406,0.8506208939942397,0.10116850583274876,73.60484333132258,4.4898273883854065,10.166666666666666
iid,0.0,30,0.0,0.0,0,100,43,0.006978653530377668,0.04303503010399562,203.2099653899683,100.82540981682618,6,406,1.1728195175386371,0.1711525787279721,68.48170890665665,4.413022872060143,8.333333333333334
iid,0.0,30,0.0,0.0,0,100,60,0.007799671592775041,0.04878215654077724,308.42664372427544,150.13923745529215,6,406,1.5985443184932524,0.13562064393938064,61.55898628505142,4.286622950286234,9.833333333333334
iid,0.0,30,0.0,0.0,0,100,84,0.0073891625615763535,0.07142857142857144,423.19811893049433,215.72028789514962,6,406,2.1943762163710963,0.13454466150181407,50.44617195590169,4.188125825290304,10.666666666666666
iid,0.0,30,0.0,0.0,0,100,119,0.008210180623973726,0.03749315818281336,520.6480761432209,254.59510016933962,6,406,2.723172426353726,0.020516026015061473,23.16628545740484,4.050201820093892,15.833333333333334
iid,0.0,30,0.0,0.0,0,100,167,0.0073891625615763535,0.032019704433497546,709.1999677509424,389.3035295648071,6,406,3.7068191954225758,0.024085709414094436,8.412928297732966,3.899997621210908,17.333333333333332
iid,0.0,30,0.0,0.0,0,100,235,0.009031198686371101,0.04488232074438969,867.3015534166661,483.47212778515734,6,406,4.735360496458572,0.011274270886278174,-14.617142522513399,3.781273451032426,24.0
iid,0.0,30,0.0,0.0,0,100,330,0.005747126436781609,0.01696770662287904,1079.3363122579974,617.5706634907142,6,406,6.180649632066015,-0.017318796161934196,-28.58419523334996,3.5620915448758246,28.0
iid,0.0,30,0.0,0.0,0,100,464,0.005336617405582923,0.00937328954570334,1267.3592619821843,660.3927288145082,6,406,7.802336209683806,0.04271045154376287,-49.70418147571528,3.3998402698138896,36.333333333333336
iid,0.0,30,0.0,0.0,0,100,653,0.006157635467980296,0.01785714285714286,1401.6714569931037,640.9221129054392,6,406,8.735224808795872,0.004116447585920983,-59.70821201907487,3.278004193755034,40.166666666666664
iid,0.0,30,0.0,0.0,0,100,918,0.0036945812807881776,0.015394088669950734,1564.5334712105562,747.5769149298243,6,406,9.440184546559609,-0.00979987013459612,-61.210270031400995,3.1344809770629873,40.666666666666664
iid,0.0,30,0.0,0.0,0,100,1292,0.005336617405582923,0.004447181171319102,1671.5385054879605,753.8170241260957,6,406,10.829437551254566,0.020417223936741873,-68.27030474517561,3.0697385930503547,46.833333333333336
iid,0.0,30,0.0,0.0,0,100,1817,0.005336617405582923,0.017583470169677068,1976.7098038650295,996.2591485905652,6,406,12.562388265825248,0.025530083025305628,-76.37039212902603,2.7600968640078367,49.833333333333336
iid,0.0,30,0.0,0.0,0,100,2555,0.003284072249589491,0.0013683634373289556,2367.356764476073,1279.9655832212643,6,406,14.374114050604746,0.0002938503118994536,-81.19445854005674,2.579197296158567,55.5
iid,0.0,30,0.0,0.0,0,100,3594,0.0049261083743842365,0.0024630541871921165,2884.396999957304,1635.3896611080181,6,406,15.676144637896895,-0.008094702570295412,-97.98170221905973,2.119896856595933,61.333333333333336
iid,0.0,30,0.0,0.0,0,100,5055,0.003284072249589491,0.0038314176245210735,3461.902905935624,2309.702407630978,6,406,18.012252157166674,-0.055303264163757214,-101.96887620808333,1.758862729171425,63.666666666666664
iid,0.0,30,0.0,0.0,0,100,7110,0.0016420361247947454,0.0013683634373289552,3779.435558381496,2916.567580565062,6,406,19.48974365493433,-0.05688869973993197,-108.50857395682074,1.5774657727523602,61.666666666666664
iid,0.0,30,0.0,0.0,0,100,10000,0.003284072249589491,0.0038314176245210748,3947.953352649655,3168.249345996341,6,406,22.092323640663295,-0.04204174796243674,-117.43375911580303,1.4548340320224975,72.83333333333333
iid,0.0,30,0.0,0.0,0,300,0,0.04802955665024631,0.29864532019704415,0.0,0.0,6,406,0.0,0.0,-3.768071684221598,3.8323761164899626,19.5
iid,0.0,30,0.0,0.0,0,300,1,0.043924466338259444,0.3115079365079367,1.3517185655891275,0.7831969020257655,6,406,0.016729721442245046,2.1273507253315294,-3.398430956560441,3.8309308235812236,18.666666666666668
iid,0.0,30,0.0,0.0,0,300,2,0.043924466338259444,0.28687739463601525,3.41300704589637,1.9482962277077016,6,406,0.036338114759097075,1.0035632045782268,-4.762912318922245,3.8326725128885326,19.166666666666668
iid,0.0,30,0.0,0.0,0,300,3,0.04228243021346469,0.2523946360153258,4.626732777708636,2.7079604414958194,6,406,0.053388692875834115,0.6282596080901244,-3.647610974713342,3.833614161921622,19.0
iid,0.0,30,0.0,0.0,0,300,4,0.0422824302134647,0.25239463601532564,6.302349059207931,3.6548247827845746,6,406,0.0696711723730784,0.3991766424232201,-5.326011520824685,3.8180404115275812,20.166666666666668
iid,0.0,30,0.0,0.0,0,300,6,0.041050903119868636,0.2608100711548987,9.10691719437523,5.653458172645886,6,406,0.09846395401025866,0.2831949451775084,-7.365519212048852,3.8176946843293984,19.833333333333332
iid,0.0,30,0.0,0.0,0,300,8,0.038177339901477834,0.28468801313628894,12.193158089939297,7.891098972132703,6,406,0.13476760345226257,0.36831567881855626,-4.138174754549722,3.822927076564317,19.333333333333332
iid,0.0,30,0.0,0.0,0,300,11,0.03940886699507389,0.19704433497536947,14.939946678247141,9.966849346796607,6,406,0.1660658642474199,0.3114712850213653,-4.722577186886549,3.8254634056143324,20.666666666666668
iid,0.0,30,0.0,0.0,0,300,15,0.03858784893267652,0.21811713191023543,22.05603563561924,14.198459584862828,6,406,0.22675299358370668,0.37380359195490387,-8.286619693570387,3.8249370339197597,21.333333333333332
iid,0.0,30,0.0,0.0,0,300,22,0.03489326765188835,0.20313355227148308,28.764147430470477,17.17894376974501,6,406,0.3312869928602889,0.31326334188091304,-6.546502813754201,3.8287739691066194,21.666666666666668
iid,0.0,30,0.0,0.0,0,300,30,0.03448275862068966,0.14121510673234783,42.24803382460167,28.80171932522772,6,406,0.4302683216209941,0.3461236987408521,-13.000719578268852,3.8047998186684087,22.833333333333332
iid,0.0,30,0.0,0.0,0,300,43,0.02750410509031199,0.19163929939792002,60.24209755034343,54.17308972501716,6,406,0.5669697215835648,0.0828744858226192,-14.01188197063964,3.772538412456141,21.5
iid,0.0,30,0.0,0.0,0,300,60,0.02504105090311987,0.13252599890530925,76.366670663361,61.52835728927564,6,406,0.8171535097902947,0.03501796288070408,-14.20822933439887,3.7266326530329086,21.666666666666668
iid,0.0,30,0.0,0.0,0,300,84,0.020935960591133004,0.16235632183908053,107.95743620605612,77.9751550991455,6,406,1.1010645519934414,0.07296605332241098,-20.405804717581457,3.6633722244872833,22.833333333333332
iid,0.0,30,0.0,0.0,0,300,119,0.023809523809523808,0.12041598248494799,127.66729964505556,87.9333522160331,6,406,1.35534250392738,0.028455724489448164,-28.84048325102525,3.578228404955967,26.833333333333332
iid,0.0,30,0.0,0.0,0,300,167,0.02175697865353038,0.09311713191023537,160.28775130676823,122.69097041625585,6,406,1.7244940689281574,-0.011971749628082526,-34.08444854352404,3.560986407155241,30.0
iid,0.0,30,0.0,0.0,0,300,235,0.01929392446633826,0.06602353585112206,188.2497239210363,102.0232108764912,6,406,2.116435985722575,0.05763210346012717,-45.274749039463224,3.415819954809754,34.166666666666664
iid,0.0,30,0.0,0.0,0,300,330,0.020525451559934318,0.06294471811713194,231.2238918013743,128.1915636275329,6,406,2.660463826760155,0.02673381650407532,-59.35967827549556,3.3848802075558955,39.5
iid,0.0,30,0.0,0.0,0,300,464,0.018883415435139574,0.06212370005473454,276.20621566735707,150.65425732185554,6,406,2.9334175184579574,-0.02858407925879536,-61.19931014640887,3.2763078976765905,41.333333333333336
iid,0.0,30,0.0,0.0,0,300,653,0.018883415435139574,0.09085933223864257,382.2268594215487,250.10633305199494,6,406,3.3749296499049115,0.04788942111914479,-63.57788795012567,3.1469370450555707,41.166666666666664
iid,0.0,30,0.0,0.0,0,300,918,0.017651888341543517,0.1292419266557197,442.2885674535505,262.2004433370238,6,406,4.150149232802723,0.06203101658985236,-66.03899018836533,3.105356672186629,44.166666666666664
iid,0.0,30,0.0,0.0,0,300,1292,0.015599343185550082,0.06704980842911876,544.5708363951627,349.09530417060614,6,406,5.524971915617297,-0.01432789931787378,-70.13965574984239,3.0138625193598707,48.0
iid,0.0,30,0.0,0.0,0,300,1817,0.013136288998357963,0.01943076081007116,706.7004228214952,530.8284689099062,6,406,6.399735823120721,-0.05125827661482183,-80.26782442813527,2.7307323905124163,50.833333333333336
iid,0.0,30,0.0,0.0,0,300,2555,0.01354679802955665,0.006362889983579651,940.3220867886265,727.7579714009149,6,406,8.006809861466701,-0.020359574806236253,-87.7993379049121,2.4101572580247317,54.166666666666664
iid,0.0,30,0.0,0.0,0,300,3594,0.01231527093596059,0.007389162561576351,1291.0517917160225,982.0511488680346,6,406,9.62411890441777,-0.09502618938419244,-101.17357979112302,2.0548952658609556,61.5
iid,0.0,30,0.0,0.0,0,300,5055,0.013136288998357963,0.007936507936507936,1662.723885064366,1255.693149029361,6,406,11.303660487593968,-0.031204125064194826,-103.41018106626842,1.7824774313691696,63.0
iid,0.0,30,0.0,0.0,0,300,7110,0.009031198686371098,0.015325670498084308,1936.1233543998624,1722.9640865605227,6,406,13.690797024088043,-0.019977984005109677,-108.64723405574046,1.5764632163326595,66.0
iid,0.0,30,0.0,0.0,0,300,10000,0.011083743842364532,0.017857142857142853,2062.804991094478,1904.4646410552293,6,406,15.804184895893862,-0.01726788233136974,-115.01578286388452,1.4691337678519856,70.5
iid,0.0,30,0.0,0.0,0,1000,0,0.10016420361247948,0.6860974274767385,0.0,0.0,6,406,0.0,0.0,-57.63561095287101,3.157600889883378,40.666666666666664
iid,0.0,30,0.0,0.0,0,1000,1,0.09975369458128079,0.6993021346469617,0.8515427441867022,1.1621289212475123,6,406,0.008935483962375158,4.050636199230921,-57.33668766291112,3.15395037786063,41.166666666666664
iid,0.0,30,0.0,0.0,0,1000,2,0.09523809523809523,0.6565407772304321,1.5718081291095374,2.1061033866477943,6,406,0.019523030430433398,1.855078072511852,-59.523131669550075,3.1571028928904314,40.833333333333336
iid,0.0,30,0.0,0.0,0,1000,3,0.09195402298850575,0.6204159824849477,2.294701789307092,2.5498111779826735,6,406,0.031059692351481278,1.4458403379469873,-59.99893643350962,3.1530305393331726,40.0
iid,0.0,30,0.0,0.0,0,1000,4,0.08949096880131363,0.61056376573618,3.1468934466836163,3.560598856284518,6,406,0.0396543381235206,0.8464571041001475,-59.23426888353436,3.1601709595237213,39.333333333333336
iid,0.0,30,0.0,0.0,0,1000,6,0.08661740558292282,0.5610974274767391,5.765366955502348,6.849753298424552,6,406,0.06632786526107075,0.5203475509810206,-60.12030127921151,3.154385928901451,39.833333333333336
iid,0.0,30,0.0,0.0,0,1000,8,0.08661740558292282,0.5496031746031755,5.991130971535309,6.857985585020131,6,406,0.08665402417151578,0.5028155227042884,-58.43552699616865,3.1521408797380635,39.5
iid,0.0,30,0.0,0.0,0,1000,11,0.08210180623973727,0.48412698412698457,9.08280821331417,9.890199939307221,6,406,0.11636381621049978,0.4112835272049957,-58.67851396321748,3.1547953661677286,39.333333333333336
iid,0.0,30,0.0,0.0,0,1000,15,0.08087027914614121,0.6005062944718121,14.916699493864433,16.93772214778924,6,406,0.17085130800497902,0.674996717244834,-59.744668040777704,3.1426290982487335,40.0
iid,0.0,30,0.0,0.0,0,1000,22,0.08169129720853859,0.5528872468527645,20.015292548331917,23.54919070458279,6,406,0.24391935049919408,0.4728340885836131,-62.03472895990328,3.1344137808640693,41.833333333333336
iid,0.0,30,0.0,0.0,0,1000,30,0.0784072249589491,0.590654077723043,27.941424315197946,29.350873700498145,6,406,0.31418683577257317,0.4898944341625291,-60.62784501928547,3.118991624772775,40.5
iid,0.0,30,0.0,0.0,0,1000,43,0.0784072249589491,0.5348248494800216,31.74992019305572,30.19437116465662,6,406,0.38775543547868013,0.3772776224128697,-61.440755705662546,3.0992751688444553,43.5
iid,0.0,30,0.0,0.0,0,1000,60,0.06937602627257801,0.5857279693486586,39.73331786398759,39.16819690284611,6,406,0.4852961544054602,0.30871238440088405,-63.71439008071741,3.09728831057622,40.333333333333336
iid,0.0,30,0.0,0.0,0,1000,84,0.06609195402298851,0.6062534209085936,43.08677189657464,39.703244101677186,6,406,0.5484331923191053,0.22142105089651154,-65.11397000927919,3.123125231930663,41.166666666666664
iid,0.0,30,0.0,0.0,0,1000,119,0.06198686371100164,0.43712370005473444,63.49779336179082,55.28625616129932,6,406,0.7647708776743887,0.3258282557788984,-66.27523530062344,3.0913735749114504,44.666666666666664
iid,0.0,30,0.0,0.0,0,1000,167,0.05623973727422003,0.32382320744389753,77.766512185388,81.10296883054053,6,406,0.9599923840272994,0.12914151629411352,-65.35265739680253,3.1165019369810487,44.0
iid,0.0,30,0.0,0.0,0,1000,235,0.0480295566502463,0.24363711001642044,90.93532345599698,90.26880666808343,6,406,1.2996224462659376,0.3018287011068819,-60.188166491787364,3.1160123760900382,45.166666666666664
iid,0.0,30,0.0,0.0,0,1000,330,0.04351395730706076,0.23700054734537507,102.30519510447421,107.67154942590867,6,406,1.5396240991570538,0.23143870340815761,-64.16876450342522,3.073520734461981,45.5
iid,0.0,30,0.0,0.0,0,1000,464,0.038998357963875206,0.19163929939791996,127.81525388205779,123.80558338034216,6,406,1.848924929141158,0.4063602385978431,-63.427479449991516,3.060422383546868,44.333333333333336
iid,0.0,30,0.0,0.0,0,1000,653,0.041871921182266014,0.24958949096880115,161.99901386745373,154.3566547748297,6,406,2.426890898061831,0.14467356247237903,-78.03583343924369,2.991580437519238,49.833333333333336
iid,0.0,30,0.0,0.0,0,1000,918,0.03981937602627258,0.10789545703338801,232.41444455523174,230.4892771427538,6,406,2.617393074812349,0.10119205181741214,-75.5797057343245,2.773195302726053,50.5
iid,0.0,30,0.0,0.0,0,1000,1292,0.03981937602627258,0.17521893814997277,363.48202172208863,354.96127686707223,6,406,3.166813146428584,0.062110776951294966,-82.03175863883095,2.6945752508401686,54.5
iid,0.0,30,0.0,0.0,0,1000,1817,0.03284072249589492,0.09414340448823187,454.87649484055675,447.6280046213858,6,406,4.296481282215163,0.05002482676533471,-86.59772273603556,2.45888217417253,54.333333333333336
iid,0.0,30,0.0,0.0,0,1000,2555,0.029146141215106735,0.06848659003831414,606.2786336054317,568.3147188479226,6,406,5.447475556185222,0.07788867502559621,-97.51323634769591,2.1978245509765375,61.0
iid,0.0,30,0.0,0.0,0,1000,3594,0.02175697865353038,0.04385604816639296,897.8841079387571,838.8133281400986,6,406,6.954114024788521,0.038286097409077346,-104.5369371998781,1.8582055497086136,66.66666666666667
iid,0.0,30,0.0,0.0,0,1000,5055,0.022167487684729065,0.01970443349753692,1100.6953790268117,1235.6832960838972,6,406,7.727763774307039,-0.024056245770758395,-112.26310734219032,1.7213639334447117,65.33333333333333
iid,0.0,30,0.0,0.0,0,1000,7110,0.024630541871921183,0.05747126436781609,1389.235299900866,1834.2228513806654,6,406,10.899821734816143,0.0406320947037014,-117.7430386563391,1.5549130764800043,69.83333333333333
iid,0.0,30,0.0,0.0,0,1000,10000,0.011904761904761904,0.02086754241926657,1458.8877078179758,1995.2149195833967,6,406,11.879254838764316,0.009391402105481431,-106.12475100954661,1.5103704710701908,66.66666666666667
iid,0.0,30,0.0,0.0,0,3000,0,0.14080459770114942,0.5594553913519442,0.0,0.0,6,406,0.0,0.0,-95.15626785502347,2.370944965369198,57.166666666666664
iid,0.0,30,0.0,0.0,0,3000,1,0.13752052545155993,0.6095374931581843,0.5893398961648607,0.7979044135947109,6,406,0.009042438796319897,2.719989198041562,-93.04365546018589,2.3736984845943,57.166666666666664
iid,0.0,30,0.0,0.0,0,3000,2,0.13423645320197045,0.6122742200328396,1.135803467775606,1.9031061253322494,6,406,0.018022816085433966,1.5675791190820485,-92.15977036658388,2.368487566769905,57.166666666666664
iid,0.0,30,0.0,0.0,0,3000,3,0.13177339901477833,0.5252463054187183,1.886033229292865,2.5879370654134863,6,406,0.02800797431602517,1.2857547505379292,-91.05524885035362,2.3681435738070205,56.5
iid,0.0,30,0.0,0.0,0,3000,4,0.12725779967159276,0.46770662287903897,3.0971688846942667,4.803834024153218,6,406,0.040555839051122373,1.2247299302059012,-89.19905908064283,2.3741545935477295,54.833333333333336
iid,0.0,30,0.0,0.0,0,3000,6,0.1239737274220033,0.4594964422550623,5.080671210349402,8.343198430859998,6,406,0.05503863280268762,1.018491202069097,-87.78657421513394,2.37333153404497,54.666666666666664
iid,0.0,30,0.0,0.0,0,3000,8,0.12068965517241377,0.43760262725780175,6.6971197790070995,11.277529190264284,6,406,0.06871771072581463,0.9115853987841064,-88.33631440047293,2.3678581313748,54.333333333333336
iid,0.0,30,0.0,0.0,0,3000,11,0.12151067323481117,0.438970990695128,8.241363017015194,16.183546244192573,6,406,0.08964380071023563,0.8323923663282087,-85.5854568849691,2.383066384784301,54.5
iid,0.0,30,0.0,0.0,0,3000,15,0.11781609195402298,0.538108921729613,7.607782186626306,13.769609880849726,6,406,0.1003217263271526,0.6556673330350492,-86.1344825066786,2.391050281319186,53.666666666666664
iid,0.0,30,0.0,0.0,0,3000,22,0.11371100164203611,0.5290777230432416,8.082430176983712,13.496933280763404,6,406,0.15317917648045254,0.9384202543498438,-85.84702637668322,2.3719730790993467,53.666666666666664
iid,0.0,30,0.0,0.0,0,3000,30,0.11371100164203611,0.35255883962780604,11.234242680228803,19.203492798691165,6,406,0.1856306310504415,0.8225630628233823,-86.75348961306399,2.3952427405680385,55.166666666666664
iid,0.0,30,0.0,0.0,0,3000,43,0.10755336617405582,0.29693486590038454,13.252408872688248,16.267743548784928,6,406,0.28163957913883747,1.022529703941604,-91.71886741706116,2.3568352650694107,57.0
iid,0.0,30,0.0,0.0,0,3000,60,0.10591133004926108,0.31116584564860483,15.077280030938534,25.604769286788805,6,406,0.33458481464335493,0.8560931821818211,-94.44297007511183,2.345590302652603,57.5
iid,0.0,30,0.0,0.0,0,3000,84,0.1022167487684729,0.4267241379310355,14.169933656674973,21.784348508265055,6,406,0.37814352631163245,0.9966623991617559,-90.72204615393177,2.3536009383852123,57.833333333333336
iid,0.0,30,0.0,0.0,0,3000,119,0.09195402298850575,0.3388067870826486,19.849082920900653,26.634789941728748,6,406,0.48826090154596075,0.8800196572661073,-88.53983872875453,2.359362012283422,56.166666666666664
iid,0.0,30,0.0,0.0,0,3000,167,0.08087027914614121,0.3722632731253417,31.038546203069014,39.69531723492382,6,406,0.6192400068742586,0.526375925035617,-81.1627222721145,2.344167055468216,53.833333333333336
iid,0.0,30,0.0,0.0,0,3000,235,0.07676518883415434,0.20805966064586803,39.98394999056607,52.099139186169694,6,406,0.8144254805865495,0.27817629965004576,-86.27264399960909,2.383351403314569,58.0
iid,0.0,30,0.0,0.0,0,3000,330,0.06978653530377667,0.2821565407772313,50.7504316467605,72.49361381197357,6,406,1.1186149405374126,0.33870367280455094,-93.02451737247407,2.3396736424499576,58.333333333333336
iid,0.0,30,0.0,0.0,0,3000,464,0.06444991789819376,0.2014915161466883,62.57523983623716,73.53168721459167,6,406,1.3512692178324082,0.19790222312086278,-92.52452385274931,2.2540588073756798,59.5
iid,0.0,30,0.0,0.0,0,3000,653,0.0665024630541872,0.11986863711001645,119.83268793588648,146.8443224578518,6,406,1.733821738484737,0.17457259374883635,-97.56228842819587,2.1209327393079533,62.5
iid,0.0,30,0.0,0.0,0,3000,918,0.04885057471264368,0.09147509578544057,139.61089990381632,200.4802638370286,6,406,2.0584307341106225,0.13595259129201673,-97.38531142640421,2.051736499166156,58.166666666666664
iid,0.0,30,0.0,0.0,0,3000,1292,0.0451559934318555,0.11959496442255052,232.97961206885125,313.722296816122,6,406,2.480873442427356,0.31048109140028096,-99.76718237305535,1.9222812724033709,60.333333333333336
