ensemble,epsilon,kappa,pi,disorder_idx,tw,lag,Q_mean,chi4,D4_mean,D4_std,n_traj,n_pairs
iid,0.0,0.0,0.0,0,100,84,0.009236453201970442,0.02139778325123154,406.82994669256186,232.35041549461346,8,406
iid,0.0,0.0,0.0,0,100,119,0.007081280788177341,0.020589593596059108,548.00851416506,300.4261349588375,8,406
iid,0.0,0.0,0.0,0,100,167,0.006465517241379311,0.006734913793103438,685.7521199980004,373.5621315997546,8,406
iid,0.0,0.0,0.0,0,100,235,0.007389162561576355,0.02401477832512315,973.2392789639953,608.5026381518089,8,406
iid,0.0,0.0,0.0,0,100,330,0.006773399014778325,0.018934729064039413,1270.665693868833,860.5745641088249,8,406
iid,0.0,0.0,0.0,0,100,464,0.006157635467980296,0.008004926108374383,1557.0838245049376,952.0773938836214,8,406
iid,0.0,0.0,0.0,0,100,653,0.0067733990147783255,0.015855911330049252,1775.4579701783296,967.4611953642241,8,406
iid,0.0,0.0,0.0,0,100,918,0.004618226600985222,0.00827432266009852,2076.299349627317,1055.1859457367343,8,406
iid,0.0,0.0,0.0,0,100,1292,0.00708128078817734,0.007042795566502463,2237.4807487166586,1217.6552649344815,8,406
iid,0.0,0.0,0.0,0,100,1817,0.005541871921182266,0.009082512315270935,2324.5120243679276,1032.1216016951141,8,406
iid,0.0,0.0,0.0,0,100,2555,0.004618226600985221,0.004579741379310347,2558.067416390763,998.0424036672287,8,406
iid,0.0,0.0,0.0,0,100,3594,0.004618226600985222,0.002116687192118226,2688.4048488365074,1116.8630470593814,8,406
iid,0.0,0.0,0.0,0,100,5055,0.004310344827586207,0.004772167487684731,2908.861084512738,1384.1848155807102,8,406
iid,0.0,0.0,0.0,0,100,7110,0.004310344827586207,0.008466748768472908,3185.082381682353,2003.412369534839,8,406
iid,0.0,0.0,0.0,0,100,10000,0.002770935960591133,0.003348214285714286,3193.7797085082825,2026.2656816414112,8,406
iid,0.0,0.0,0.0,0,300,1,0.0458743842364532,0.07446890394088673,2.1129988408645444,1.4811803630839373,8,406
iid,0.0,0.0,0.0,0,300,2,0.04495073891625616,0.07189039408866993,3.803878569993951,2.4365133111156156,8,406
iid,0.0,0.0,0.0,0,300,3,0.04217980295566503,0.06554033251231524,5.6368476046921785,5.232909866926905,8,406
iid,0.0,0.0,0.0,0,300,4,0.04156403940886699,0.08893934729064043,6.637236674638518,5.794185989259405,8,406
iid,0.0,0.0,0.0,0,300,6,0.0397167487684729,0.08462900246305445,9.680468498554385,7.96044364839007,8,406
iid,0.0,0.0,0.0,0,300,8,0.03633004926108374,0.06758004926108387,12.251091454897917,8.129475730957848,8,406
iid,0.0,0.0,0.0,0,300,11,0.03417487684729063,0.07539254926108395,17.041353488808433,14.746126071199484,8,406
iid,0.0,0.0,0.0,0,300,15,0.03263546798029557,0.06265394088669943,21.63503874900325,16.109674447345913,8,406
iid,0.0,0.0,0.0,0,300,22,0.0332512315270936,0.0628078817733991,33.09761830910661,28.562907332004585,8,406
iid,0.0,0.0,0.0,0,300,30,0.03201970443349754,0.054802955665024564,45.80479371987677,40.21701060245133,8,406
iid,0.0,0.0,0.0,0,300,43,0.02986453201970443,0.06554033251231534,61.95420014031244,57.45692659147141,8,406
iid,0.0,0.0,0.0,0,300,60,0.028633004926108374,0.05230141625615764,78.91394880722207,58.415443608695305,8,406
iid,0.0,0.0,0.0,0,300,84,0.024014778325123155,0.04972290640394093,113.61555940770282,85.6955171576885,8,406
iid,0.0,0.0,0.0,0,300,119,0.024014778325123155,0.024476600985221676,153.49097962995273,139.0533823241117,8,406
iid,0.0,0.0,0.0,0,300,167,0.0166256157635468,0.021397783251231546,211.0940141360102,202.25821218078877,8,406
iid,0.0,0.0,0.0,0,300,235,0.022167487684729065,0.011699507389162547,262.712227493597,220.0731298770276,8,406
iid,0.0,0.0,0.0,0,300,330,0.02062807881773399,0.017202894088669977,357.9834731123733,312.2328332921357,8,406
iid,0.0,0.0,0.0,0,300,464,0.017549261083743845,0.015047721674876792,427.60639284879477,343.83737301687404,8,406
iid,0.0,0.0,0.0,0,300,653,0.01816502463054187,0.018434421182266042,512.9835357045902,331.1912556453612,8,406
iid,0.0,0.0,0.0,0,300,918,0.02124384236453202,0.02828663793103446,607.2918894514078,376.3581156138332,8,406
iid,0.0,0.0,0.0,0,300,1292,0.01847290640394089,0.013546798029556613,667.9321186903751,422.643883182446,8,406
iid,0.0,0.0,0.0,0,300,1817,0.01416256157635468,0.016471674876847284,689.9692915365755,254.16416391337165,8,406
iid,0.0,0.0,0.0,0,300,2555,0.015086206896551725,0.010737376847290616,859.545879855987,322.7432158496738,8,406
iid,0.0,0.0,0.0,0,300,3594,0.012623152709359604,0.00889008620689655,981.7810815489535,503.36225440734216,8,406
iid,0.0,0.0,0.0,0,300,5055,0.01354679802955665,0.008004926108374383,1046.042637278395,567.9852541316978,8,406
iid,0.0,0.0,0.0,0,300,7110,0.012007389162561576,0.01874230295566502,1283.9698130937154,1146.605333111439,8,406
iid,0.0,0.0,0.0,0,300,10000,0.012623152709359604,0.019358066502463078,1269.3071660999203,1132.7523532795367,8,406
iid,0.0,0.0,0.0,0,1000,1,0.10837438423645321,0.26293103448275884,0.3225624496719524,0.3496855466479131,8,406
iid,0.0,0.0,0.0,0,1000,2,0.10621921182266009,0.26135314039409024,0.7452325847099806,0.568277045717098,8,406
iid,0.0,0.0,0.0,0,1000,3,0.10406403940886699,0.2523091133004933,1.4545284383019164,1.6995225227352386,8,406
iid,0.0,0.0,0.0,0,1000,4,0.10160098522167489,0.24738300492610776,1.8913305043586304,2.243248233835236,8,406
iid,0.0,0.0,0.0,0,1000,6,0.09729064039408869,0.2653940886699495,2.3185840540481877,1.9940810393900623,8,406
iid,0.0,0.0,0.0,0,1000,8,0.09636699507389161,0.26381619458128236,3.68401969169622,4.290644105037298,8,406
iid,0.0,0.0,0.0,0,1000,11,0.0935960591133005,0.24507389162561483,5.230448255388732,6.469365383695858,8,406
iid,0.0,0.0,0.0,0,1000,15,0.09051724137931036,0.217826354679802,6.737482310391583,8.583520066691992,8,406
iid,0.0,0.0,0.0,0,1000,22,0.08866995073891626,0.26046798029556606,10.216121140284855,16.38909038555754,8,406
iid,0.0,0.0,0.0,0,1000,30,0.0852832512315271,0.2524245689655175,12.338808346287932,18.834004489366833,8,406
iid,0.0,0.0,0.0,0,1000,43,0.08312807881773399,0.19504310344827588,16.05234921706251,24.789119988548574,8,406
iid,0.0,0.0,0.0,0,1000,60,0.07974137931034483,0.1902324507389159,21.714651564029797,33.914153528614534,8,406
iid,0.0,0.0,0.0,0,1000,84,0.07389162561576354,0.16564039408867035,25.22781232333285,32.21017852161409,8,406
iid,0.0,0.0,0.0,0,1000,119,0.06403940886699508,0.22167487684729034,36.10898735945126,52.15279479325997,8,406
iid,0.0,0.0,0.0,0,1000,167,0.06434729064039409,0.2102447660098523,37.38745635286012,50.86910628950187,8,406
iid,0.0,0.0,0.0,0,1000,235,0.06157635467980295,0.19273399014778367,46.592561948133174,65.43022512382089,8,406
iid,0.0,0.0,0.0,0,1000,330,0.05511083743842364,0.19392703201970474,75.39608897064697,130.24106066579796,8,406
iid,0.0,0.0,0.0,0,1000,464,0.05295566502463055,0.11761083743842358,58.66777090891994,70.98682882619957,8,406
iid,0.0,0.0,0.0,0,1000,653,0.04371921182266011,0.0725061576354676,59.48800834121778,55.73653721985265,8,406
iid,0.0,0.0,0.0,0,1000,918,0.0354064039408867,0.054764470443349776,76.33760634900793,73.36490514381205,8,406
iid,0.0,0.0,0.0,0,1000,1292,0.03294334975369458,0.04060190886699501,105.12747721560899,120.31831383558567,8,406
iid,0.0,0.0,0.0,0,1000,1817,0.03078817733990148,0.02463054187192114,150.38338517045509,125.31941614715141,8,406
iid,0.0,0.0,0.0,0,1000,2555,0.029556650246305424,0.018472906403940743,195.52331505226957,188.70075565006536,8,406
iid,0.0,0.0,0.0,0,1000,3594,0.03017241379310345,0.02262931034482761,279.56675876100036,350.3910176407478,8,406
iid,0.0,0.0,0.0,0,1000,5055,0.031711822660098525,0.03536791871921173,335.8756766002935,464.8191793285148,8,406
iid,0.0,0.0,0.0,0,1000,7110,0.03140394088669951,0.07312192118226589,447.2520558341331,739.561413626522,8,406
iid,0.0,0.0,0.0,0,1000,10000,0.029248768472906406,0.027978756157635426,446.28035848038814,733.5994944794925,8,406
iid,0.0,0.0,0.0,0,3000,1,0.14624384236453203,0.405749692118225,0.17511702963447454,0.18716536028516562,8,406
iid,0.0,0.0,0.0,0,3000,2,0.1434729064039409,0.40440270935960476,0.3802365925039888,0.39701603238349426,8,406
iid,0.0,0.0,0.0,0,3000,3,0.14039408866995073,0.4181034482758611,0.5618902363330777,0.7497485563465116,8,406
iid,0.0,0.0,0.0,0,3000,4,0.1391625615763547,0.3688423645320165,0.7698645380479726,0.8389273792769683,8,406
iid,0.0,0.0,0.0,0,3000,6,0.13392857142857142,0.44023245073891704,1.0669445284362655,1.1545668712181658,8,406
iid,0.0,0.0,0.0,0,3000,8,0.1290024630541872,0.36018318965517276,1.7484180484493246,2.002664041341037,8,406
iid,0.0,0.0,0.0,0,3000,11,0.12807881773399016,0.3282019704433485,1.8332754490526306,2.3869346006703003,8,406
iid,0.0,0.0,0.0,0,3000,15,0.12530788177339902,0.35125461822660076,2.0856064273499104,2.4044822001944404,8,406
iid,0.0,0.0,0.0,0,3000,22,0.12407635467980294,0.4063654556650258,3.196859685806203,4.425571762909029,8,406
iid,0.0,0.0,0.0,0,3000,30,0.12130541871921183,0.33235837438423615,3.4748702829949183,4.891023913940798,8,406
iid,0.0,0.0,0.0,0,3000,43,0.11268472906403942,0.36068349753694445,5.328262464313842,6.631303121111022,8,406
iid,0.0,0.0,0.0,0,3000,60,0.10960591133004927,0.42302955665024666,5.9165035525144125,5.712457990857886,8,406
iid,0.0,0.0,0.0,0,3000,84,0.10745073891625616,0.3343211206896565,8.18476257988609,7.286565150129543,8,406
iid,0.0,0.0,0.0,0,3000,119,0.0994458128078818,0.40636545566502297,12.16081581526203,13.833565038583528,8,406
iid,0.0,0.0,0.0,0,3000,167,0.09359605911330049,0.39408866995073893,18.12301101635457,22.238483333169235,8,406
iid,0.0,0.0,0.0,0,3000,235,0.08713054187192118,0.24503540640394092,22.67350015805095,32.89771154910722,8,406
iid,0.0,0.0,0.0,0,3000,330,0.0769704433497537,0.22583128078817663,24.243947189471257,31.741731466575775,8,406
iid,0.0,0.0,0.0,0,3000,464,0.0643472906403941,0.20593442118226582,28.43639062080717,37.37992395989937,8,406
iid,0.0,0.0,0.0,0,3000,653,0.06249999999999999,0.20870535714285762,35.91930954308828,55.302200358788006,8,406
iid,0.0,0.0,0.0,0,3000,918,0.048953201970443345,0.1301955049261086,43.70821673193308,65.85137267587119,8,406
iid,0.0,0.0,0.0,0,3000,1292,0.049876847290640396,0.07866379310344834,46.77936420557851,71.70435485825968,8,406
iid,0.0,0.0,0.0,0,3000,1817,0.04679802955665025,0.09790640394088636,61.70576919070143,95.31089838194904,8,406
iid,0.0,0.0,0.0,0,3000,2555,0.034482758620689655,0.027093596059113403,72.74735123459007,110.48684581101223,8,406
iid,0.0,0.0,0.0,0,3000,3594,0.0332512315270936,0.030172413793103425,139.10867457118215,290.4205548904175,8,406
iid,0.0,0.0,0.0,0,3000,5055,0.025246305418719216,0.03186576354679799,173.9057204164891,375.13389532482324,8,406
iid,0.0,0.0,0.0,0,3000,7110,0.03355911330049261,0.014739839901477824,177.67555152640412,378.8380317591198,8,406
iid,0.0,0.0,0.0,0,3000,10000,0.027401477832512317,0.011968903940886726,173.33638077037284,376.3351263829681,8,406
iid,0.0,0.0,0.0,0,10000,1,0.17025862068965517,0.02736299261083701,0.06361936315852489,0.0406347941547312,8,406
iid,0.0,0.0,0.0,0,10000,2,0.16594827586206895,0.021513238916257914,0.15955722620352297,0.09596034911230324,8,406
iid,0.0,0.0,0.0,0,10000,3,0.16625615763546797,0.021551724137930765,0.22299790610549694,0.09979289234125718,8,406
iid,0.0,0.0,0.0,0,10000,4,0.16502463054187191,0.022167487684730196,0.29760485895889593,0.11648731315948341,8,406
iid,0.0,0.0,0.0,0,10000,6,0.16379310344827586,0.011083743842364394,0.37912522594605486,0.13732966342011468,8,406
iid,0.0,0.0,0.0,0,10000,8,0.15917487684729065,0.03506003694581017,0.43975823227364147,0.14537791287771276,8,406
iid,0.0,0.0,0.0,0,10000,11,0.1585591133004926,0.027670874384238132,0.5573995521023635,0.092880241739478,8,406
iid,0.0,0.0,0.0,0,10000,15,0.15578817733990147,0.03309729064039473,0.7040851178135193,0.13479293611312393,8,406
iid,0.0,0.0,0.0,0,10000,22,0.15086206896551724,0.017087438423646163,0.8649364998627213,0.2242672521890657,8,406
iid,0.0,0.0,0.0,0,10000,30,0.1511699507389163,0.047375307881772015,1.0342804918831272,0.3638291099121613,8,406
iid,0.0,0.0,0.0,0,10000,43,0.14316502463054187,0.03290486453202202,1.4953042003345618,0.676492129077575,8,406
iid,0.0,0.0,0.0,0,10000,60,0.14224137931034483,0.017087438423646163,1.7038423645082856,0.45630275395069414,8,406
iid,0.0,0.0,0.0,0,10000,84,0.13054187192118227,0.01600985221674716,2.470392736256351,0.7454004913098431,8,406
iid,0.0,0.0,0.0,0,10000,119,0.11853448275862069,0.1197275246305431,3.760725597614674,1.3737634687050664,8,406
iid,0.0,0.0,0.0,0,10000,167,0.10991379310344827,0.06892703201970418,4.829897275429567,1.6429197956879276,8,406
iid,0.0,0.0,0.0,0,10000,235,0.10344827586206896,0.09729064039408886,5.796917546234167,1.9155392451923032,8,406
iid,0.0,0.0,0.0,0,10000,330,0.08836206896551724,0.16344673645320232,7.516531156703821,2.1371560549481563,8,406
iid,0.0,0.0,0.0,0,10000,464,0.08097290640394089,0.10125461822659998,9.051442164340248,2.9996701176623484,8,406
iid,0.0,0.0,0.0,0,10000,653,0.07850985221674876,0.08524476600985248,10.42567205076928,2.613775569833587,8,406
iid,0.0,0.0,0.0,0,10000,918,0.07019704433497537,0.07389162561576333,10.330328325144556,2.438928962181698,8,406
iid,0.0,0.0,0.0,0,10000,1292,0.06126847290640394,0.06554033251231542,11.505073534144547,2.671716931414755,8,406
iid,0.0,0.0,0.0,0,10000,1817,0.05172413793103449,0.02339901477832483,12.816982419565711,2.1106434481760146,8,406
iid,0.0,0.0,0.0,0,10000,2555,0.04433497536945813,0.019704433497536877,12.72915480427914,2.175334074076226,8,406
iid,0.0,0.0,0.0,0,10000,3594,0.04094827586206897,0.042449199507389075,15.734354350053225,3.1106192285198637,8,406
iid,0.0,0.0,0.0,0,10000,5055,0.03725369458128079,0.043988608374384126,15.284792958322832,2.460313372106066,8,406
iid,0.0,0.0,0.0,0,10000,7110,0.03633004926108375,0.020782019704433326,15.653720152479233,1.5145671398912801,8,406
iid,0.0,0.0,0.0,0,10000,10000,0.032327586206896554,0.022436884236453188,16.18868683383839,2.9342589126445584,8,406
iid,0.0,0.0,0.0,1,0,1,0.0021551724137931034,0.0015009236453201976,7.067184537707391,2.0379957652548293,8,406
iid,0.0,0.0,0.0,1,0,2,0.001539408866995074,0.0011930418719211821,17.04994937454737,4.882483173755025,8,406
iid,0.0,0.0,0.0,1,0,3,0.0018472906403940886,0.0016933497536945814,32.59049551061712,6.198276875558924,8,406
iid,0.0,0.0,0.0,1,0,4,0.0015394088669950737,0.001808805418719212,49.861183642005386,12.960323145090554,8,406
iid,0.0,0.0,0.0,1,0,6,0.0012315270935960591,0.0012315270935960591,78.9437410692914,16.727430284289493,8,406
iid,0.0,0.0,0.0,1,0,8,0.0012315270935960591,0.0012315270935960591,117.35339203180204,23.819769626160337,8,406
iid,0.0,0.0,0.0,1,0,11,0.0012315270935960591,0.001847290640394089,170.03395215861067,39.32149108342496,8,406
iid,0.0,0.0,0.0,1,0,15,0.001539408866995074,0.0011930418719211825,244.88496790286916,51.96156162240043,8,406
iid,0.0,0.0,0.0,1,0,22,0.0009236453201970443,0.0011930418719211823,408.3017947906727,94.16158910757787,8,406
iid,0.0,0.0,0.0,1,0,30,0.0009236453201970443,0.0011930418719211823,660.7841772250925,108.30416654069687,8,406
iid,0.0,0.0,0.0,1,0,43,0.0009236453201970443,0.0011930418719211823,1034.6702011561804,218.9053701521212,8,406
iid,0.0,0.0,0.0,1,0,60,0.0003078817733990148,0.000269396551724138,1532.0930034435066,275.4135607497971,8,406
iid,0.0,0.0,0.0,1,0,84,0.0009236453201970443,0.0005772783251231529,2333.920915921621,561.3143955674434,8,406
iid,0.0,0.0,0.0,1,0,119,0.0006157635467980296,0.00046182266009852225,3083.445338136157,734.849758181551,8,406
iid,0.0,0.0,0.0,1,0,167,0.0006157635467980296,0.00046182266009852225,3878.9667055869204,1045.7391845896598,8,406
iid,0.0,0.0,0.0,1,0,235,0.0006157635467980296,0.00046182266009852225,4518.6776679183795,1242.4354652486613,8,406
iid,0.0,0.0,0.0,1,0,330,0.0,0.0,5170.638909922696,1475.3740675618108,8,406
iid,0.0,0.0,0.0,1,0,464,0.0,0.0,5649.004306982117,1429.6703381551695,8,406
iid,0.0,0.0,0.0,1,0,653,0.0003078817733990148,0.000269396551724138,6170.606038371809,1637.935754650516,8,406
iid,0.0,0.0,0.0,1,0,918,0.0009236453201970443,0.0011930418719211823,6432.549073208886,1700.1740805486631,8,406
iid,0.0,0.0,0.0,1,0,1292,0.0003078817733990148,0.000269396551724138,6669.5452921870365,1745.51686766267,8,406
iid,0.0,0.0,0.0,1,0,1817,0.0006157635467980296,0.001077586206896552,7069.734241357352,2170.6436019081284,8,406
iid,0.0,0.0,0.0,1,0,2555,0.0003078817733990148,0.000269396551724138,7358.202587683491,2343.294305568144,8,406
iid,0.0,0.0,0.0,1,0,3594,0.0006157635467980296,0.00046182266009852225,7802.353218455716,2785.0514638140585,8,406
iid,0.0,0.0,0.0,1,0,5055,0.0003078817733990148,0.000269396551724138,7779.933995437346,2878.918119881213,8,406
iid,0.0,0.0,0.0,1,0,7110,0.0006157635467980296,0.001077586206896552,8439.550192027866,2944.6103693811015,8,406
iid,0.0,0.0,0.0,1,0,10000,0.0003078817733990148,0.000269396551724138,8564.38082427979,3082.4958749761336,8,406
iid,0.0,0.0,0.0,1,100,1,0.014470443349753694,0.040294027093596085,3.783450780834823,1.7962017549956015,8,406
iid,0.0,0.0,0.0,1,100,2,0.01354679802955665,0.032635467980295575,8.662432066961719,6.212776961997203,8,406
iid,0.0,0.0,0.0,1,100,3,0.013854679802955664,0.029518165024630557,12.112437749403227,6.262066351611415,8,406
iid,0.0,0.0,0.0,1,100,4,0.013238916256157635,0.03136545566502463,16.3158035992025,7.34331491232406,8,406
iid,0.0,0.0,0.0,1,100,6,0.01231527093596059,0.020935960591133007,24.424742603108967,10.485603809739988,8,406
iid,0.0,0.0,0.0,1,100,8,0.010775862068965516,0.017818657635467982,39.91851175581064,26.767900029361975,8,406
iid,0.0,0.0,0.0,1,100,11,0.009852216748768471,0.024014778325123155,52.28603589115317,27.46639086371208,8,406
iid,0.0,0.0,0.0,1,100,15,0.010775862068965516,0.030749692118226618,72.68661293404978,38.12594447194586,8,406
iid,0.0,0.0,0.0,1,100,22,0.010160098522167486,0.01812653940886701,100.9639545513169,50.61407019616959,8,406
iid,0.0,0.0,0.0,1,100,30,0.006773399014778325,0.00846674876847291,142.61333264852163,66.34488590783185,8,406
iid,0.0,0.0,0.0,1,100,43,0.008004926108374383,0.006003694581280796,207.81412142780016,93.95017256799777,8,406
iid,0.0,0.0,0.0,1,100,60,0.007389162561576355,0.0036945812807881754,280.943379033149,127.73530000713036,8,406
iid,0.0,0.0,0.0,1,100,84,0.008620689655172414,0.010467980295566504,394.4277115378511,199.51527373667219,8,406
iid,0.0,0.0,0.0,1,100,119,0.007081280788177341,0.010737376847290639,507.51177966318085,230.4514887111443,8,406
iid,0.0,0.0,0.0,1,100,167,0.0058497536945812815,0.009197967980295561,651.6142438418071,317.28148642372,8,406
iid,0.0,0.0,0.0,1,100,235,0.0067733990147783255,0.010929802955665023,849.8354811647232,359.96167070446745,8,406
iid,0.0,0.0,0.0,1,100,330,0.004926108374384236,0.008620689655172417,1027.3038431402756,461.60685752102705,8,406
iid,0.0,0.0,0.0,1,100,464,0.004618226600985222,0.00827432266009852,1223.4220348943834,491.134726880008,8,406
iid,0.0,0.0,0.0,1,100,653,0.005233990147783251,0.00889008620689655,1362.4882516989553,557.0858560412838,8,406
iid,0.0,0.0,0.0,1,100,918,0.0036945812807881776,0.004926108374384236,1549.0417356653684,624.479958727295,8,406
iid,0.0,0.0,0.0,1,100,1292,0.0040024630541871924,0.005503386699507389,1712.1912522454159,720.8349634462634,8,406
iid,0.0,0.0,0.0,1,100,1817,0.003694581280788177,0.003078817733990148,1959.0047351170401,1013.0851391475385,8,406
iid,0.0,0.0,0.0,1,100,2555,0.003694581280788177,0.003694581280788178,2141.7991930183284,1151.170639583684,8,406
iid,0.0,0.0,0.0,1,100,3594,0.003078817733990148,0.002309113300492611,2428.4253030527216,1297.009997939981,8,406
iid,0.0,0.0,0.0,1,100,5055,0.0040024630541871924,0.006734913793103447,2358.4386009686646,1397.6976601258632,8,406
iid,0.0,0.0,0.0,1,100,7110,0.0033866995073891628,0.0005772783251231531,2662.894059033374,1306.6652923599925,8,406
iid,0.0,0.0,0.0,1,100,10000,0.001539408866995074,0.0005772783251231528,2779.783101681634,1440.4315754586337,8,406
iid,0.0,0.0,0.0,1,300,1,0.05788177339901478,0.15640394088669968,1.967064478321311,1.2620975478160361,8,406
iid,0.0,0.0,0.0,1,300,2,0.055726600985221676,0.15513392857142866,3.1430504459250983,2.0200019300478194,8,406
iid,0.0,0.0,0.0,1,300,3,0.05480295566502463,0.13408251231527102,5.160141001724706,3.2933782045196573,8,406
iid,0.0,0.0,0.0,1,300,4,0.05110837438423646,0.11191502463054154,7.130396521527366,5.01949901716951,8,406
iid,0.0,0.0,0.0,1,300,6,0.049876847290640396,0.09898399014778325,9.293080338237592,7.803970207025639,8,406
iid,0.0,0.0,0.0,1,300,8,0.049876847290640396,0.13161945812807893,13.108862601719316,12.080189203168624,8,406
iid,0.0,0.0,0.0,1,300,11,0.04895320197044335,0.10618072660098521,13.823862202824838,8.809462793506606,8,406
iid,0.0,0.0,0.0,1,300,15,0.04556650246305419,0.07820197044334966,17.382753234498104,12.439747720791045,8,406
iid,0.0,0.0,0.0,1,300,22,0.04495073891625615,0.060190886699507694,20.50846916922473,10.408308652695778,8,406
iid,0.0,0.0,0.0,1,300,30,0.04248768472906405,0.07127463054187155,28.32325897846598,16.065116313274046,8,406
iid,0.0,0.0,0.0,1,300,43,0.041256157635467985,0.11930418719211815,49.62247583522386,27.526224817975212,8,406
iid,0.0,0.0,0.0,1,300,60,0.036637931034482756,0.13450584975369476,54.33423456152628,35.642728649331296,8,406
iid,0.0,0.0,0.0,1,300,84,0.03633004926108375,0.11129926108374377,72.57713514477034,48.26787204318623,8,406
