ensemble,epsilon,kappa,pi,disorder_idx,tw,lag,Q_mean,chi4,D4_mean,D4_std,n_traj,n_pairs
iid,0.0,0.0,0.0,7,1000,10000,0.021551724137931036,0.010314039408866998,420.6050210881564,528.4700749852916,8,406
iid,0.0,0.0,0.0,7,3000,1,0.14716748768472906,0.37669334975369373,0.15114789372115858,0.16749815339643917,8,406
iid,0.0,0.0,0.0,7,3000,2,0.1419334975369458,0.4390009236453224,0.328636557156144,0.26601100975096564,8,406
iid,0.0,0.0,0.0,7,3000,3,0.14039408866995073,0.39778325123152636,0.4990429196530327,0.42935847751459877,8,406
iid,0.0,0.0,0.0,7,3000,4,0.13854679802955666,0.42164408866994935,0.5870556222518418,0.5665250762976952,8,406
iid,0.0,0.0,0.0,7,3000,6,0.13454433497536947,0.43407481527093394,0.9168320244631596,0.838542083923314,8,406
iid,0.0,0.0,0.0,7,3000,8,0.13115763546798032,0.41363916256157507,1.1892556916382866,1.0067748219861548,8,406
iid,0.0,0.0,0.0,7,3000,11,0.12869458128078817,0.4197967980295581,1.5429500418745894,1.3373723798942125,8,406
iid,0.0,0.0,0.0,7,3000,15,0.12438423645320197,0.40640394088670007,1.8786044500167023,1.6960576579248625,8,406
iid,0.0,0.0,0.0,7,3000,22,0.12253694581280788,0.3699199507389169,2.5318791843185,1.8448486351090345,8,406
iid,0.0,0.0,0.0,7,3000,30,0.11822660098522167,0.3362068965517256,3.23529781322977,2.8857488206221196,8,406
iid,0.0,0.0,0.0,7,3000,43,0.11884236453201971,0.2911022167487673,4.335066369118481,4.2886805317042205,8,406
iid,0.0,0.0,0.0,7,3000,60,0.1145320197044335,0.30480295566502646,5.492934755460766,4.9231667221285855,8,406
iid,0.0,0.0,0.0,7,3000,84,0.11391625615763545,0.3656096059113322,9.391418635242854,11.811873249937545,8,406
iid,0.0,0.0,0.0,7,3000,119,0.10714285714285716,0.3195812807881769,11.762296507761885,16.202916502484413,8,406
iid,0.0,0.0,0.0,7,3000,167,0.09975369458128078,0.3589901477832524,20.472852583332106,35.3158831384529,8,406
iid,0.0,0.0,0.0,7,3000,235,0.09298029556650246,0.3126539408867009,19.513402887060572,26.480094850153197,8,406
iid,0.0,0.0,0.0,7,3000,330,0.08128078817733991,0.24014778325123065,22.189193223099437,28.04104177515832,8,406
iid,0.0,0.0,0.0,7,3000,464,0.07850985221674878,0.16714131773399007,35.13261814111696,50.228349302084425,8,406
iid,0.0,0.0,0.0,7,3000,653,0.06927339901477833,0.1794565886699505,42.767263057040395,62.90079900917679,8,406
iid,0.0,0.0,0.0,7,3000,918,0.053571428571428575,0.12238300492610843,42.222848418123746,59.9957268666097,8,406
iid,0.0,0.0,0.0,7,3000,1292,0.047105911330049266,0.11541717980295572,70.22598967019297,117.68870964120062,8,406
iid,0.0,0.0,0.0,7,3000,1817,0.044642857142857144,0.10125461822660103,70.39539372725297,111.56776593518303,8,406
iid,0.0,0.0,0.0,7,3000,2555,0.04094827586206897,0.04737530788177307,84.90521245418883,142.93103090229727,8,406
iid,0.0,0.0,0.0,7,3000,3594,0.038177339901477834,0.049261083743842186,89.135998625521,148.05092794661053,8,406
iid,0.0,0.0,0.0,7,3000,5055,0.035098522167487683,0.046644088669950776,83.49709176415354,139.56584133542577,8,406
iid,0.0,0.0,0.0,7,3000,7110,0.0332512315270936,0.061576354679802894,89.15951972001399,146.03217184840315,8,406
iid,0.0,0.0,0.0,7,3000,10000,0.02432266009852217,0.013816194581280791,90.39592538206888,147.09301319845483,8,406
iid,0.0,0.0,0.0,7,10000,1,0.15732758620689657,0.04645166256157287,0.06663132683115619,0.041204445113831326,8,406
iid,0.0,0.0,0.0,7,10000,2,0.15548029556650245,0.040294027093598285,0.14840898169500216,0.08954060224750891,8,406
iid,0.0,0.0,0.0,7,10000,3,0.15363300492610837,0.05045412561576353,0.1936627552236373,0.10251061564174008,8,406
iid,0.0,0.0,0.0,7,10000,4,0.15178571428571427,0.044912253694582745,0.24662415217808803,0.08630718894549225,8,406
iid,0.0,0.0,0.0,7,10000,6,0.1499384236453202,0.04214131773398953,0.4025542887493925,0.13649920088331888,8,406
iid,0.0,0.0,0.0,7,10000,8,0.14716748768472906,0.04418103448275772,0.48158638800176673,0.1752724204459211,8,406
iid,0.0,0.0,0.0,7,10000,11,0.1434729064039409,0.060190886699506285,0.6752847807272269,0.24572758470715167,8,406
iid,0.0,0.0,0.0,7,10000,15,0.1400862068965517,0.0716979679802974,0.8504461320407882,0.3302692942545437,8,406
iid,0.0,0.0,0.0,7,10000,22,0.1333128078817734,0.06061422413793019,1.183439004481005,0.5326732861245399,8,406
iid,0.0,0.0,0.0,7,10000,30,0.12931034482758622,0.10036945812807757,1.6170269628810299,0.8475656149842037,8,406
iid,0.0,0.0,0.0,7,10000,43,0.12038177339901479,0.08093442118226421,2.131760522485864,1.3162944967465595,8,406
iid,0.0,0.0,0.0,7,10000,60,0.11761083743842365,0.06450123152709314,2.6580918273772514,1.8099957187514044,8,406
iid,0.0,0.0,0.0,7,10000,84,0.11206896551724138,0.11022167487684661,3.1806245942283846,1.8043877745375485,8,406
iid,0.0,0.0,0.0,7,10000,119,0.11145320197044335,0.06265394088669979,3.8721824160101983,1.7416687579942478,8,406
iid,0.0,0.0,0.0,7,10000,167,0.10344827586206898,0.1071428571428558,4.590319183658764,2.061106866070043,8,406
iid,0.0,0.0,0.0,7,10000,235,0.09913793103448278,0.04541256157635305,6.057020890925032,2.6536772223985006,8,406
iid,0.0,0.0,0.0,7,10000,330,0.0895935960591133,0.05538023399014771,6.897743388235773,2.3599086476399327,8,406
iid,0.0,0.0,0.0,7,10000,464,0.08374384236453203,0.08990147783251119,7.84890593628191,2.6710581620072675,8,406
iid,0.0,0.0,0.0,7,10000,653,0.06988916256157635,0.047991071428572146,8.68541833582257,2.6464430562292116,8,406
iid,0.0,0.0,0.0,7,10000,918,0.06126847290640394,0.012584667487684836,9.109276093149777,2.060184156201654,8,406
iid,0.0,0.0,0.0,7,10000,1292,0.056034482758620684,0.022629310344828006,11.001972393757665,2.001595305192075,8,406
iid,0.0,0.0,0.0,7,10000,1817,0.0458743842364532,0.02459205665024626,12.562512931413735,1.5333905933283962,8,406
iid,0.0,0.0,0.0,7,10000,2555,0.03756157635467981,0.03925492610837398,14.556918560098485,2.4865103233591808,8,406
iid,0.0,0.0,0.0,7,10000,3594,0.0394088669950739,0.016009852216748655,14.413643068027339,2.35781580472582,8,406
iid,0.0,0.0,0.0,7,10000,5055,0.03294334975369458,0.06030634236453197,17.520352639487204,6.3736217591937185,8,406
iid,0.0,0.0,0.0,7,10000,7110,0.032327586206896554,0.033520628078817755,16.7758579534035,4.067575966956879,8,406
iid,0.0,0.0,0.0,7,10000,10000,0.027093596059113295,0.011699507389162679,16.7526944114533,4.728921938981892,8,406
iid,0.0,0.0,0.0,8,0,1,0.003078817733990148,0.0047721674876847284,6.977523367318225,2.6462866449909073,8,406
iid,0.0,0.0,0.0,8,0,2,0.002770935960591133,0.005195504926108375,17.621239463187187,7.462876177877246,8,406
iid,0.0,0.0,0.0,8,0,3,0.0018472906403940886,0.0029248768472906403,29.791277555534382,14.169694365796365,8,406
iid,0.0,0.0,0.0,8,0,4,0.0021551724137931034,0.0027324507389162563,41.05984911844162,17.459395063888355,8,406
iid,0.0,0.0,0.0,8,0,6,0.0018472906403940886,0.002309113300492611,68.03803281637964,27.397066445264347,8,406
iid,0.0,0.0,0.0,8,0,8,0.0021551724137931034,0.0027324507389162563,105.11242306673822,47.354260164157864,8,406
iid,0.0,0.0,0.0,8,0,11,0.0015394088669950737,0.0011930418719211828,166.0591283851494,68.48587019411791,8,406
iid,0.0,0.0,0.0,8,0,15,0.0012315270935960591,0.0006157635467980296,230.53348453997026,96.27562908831372,8,406
iid,0.0,0.0,0.0,8,0,22,0.0012315270935960591,0.0006157635467980296,412.28912820422784,143.96955831128736,8,406
iid,0.0,0.0,0.0,8,0,30,0.0009236453201970443,0.0011930418719211823,655.7167933853123,245.3101945811451,8,406
iid,0.0,0.0,0.0,8,0,43,0.0,0.0,1039.5664889145426,358.45123032899403,8,406
iid,0.0,0.0,0.0,8,0,60,0.0003078817733990148,0.000269396551724138,1511.6215590852535,543.9200342846447,8,406
iid,0.0,0.0,0.0,8,0,84,0.0003078817733990148,0.000269396551724138,2020.9730737771329,643.3447885546198,8,406
iid,0.0,0.0,0.0,8,0,119,0.0003078817733990148,0.000269396551724138,2702.226745474438,931.2825972272316,8,406
iid,0.0,0.0,0.0,8,0,167,0.0006157635467980296,0.00046182266009852225,3562.523229386031,1007.1154324826246,8,406
iid,0.0,0.0,0.0,8,0,235,0.0006157635467980296,0.00046182266009852225,4014.152543009758,1105.810826175399,8,406
iid,0.0,0.0,0.0,8,0,330,0.0009236453201970443,0.0005772783251231529,4684.370340838129,1219.8139810884156,8,406
iid,0.0,0.0,0.0,8,0,464,0.0003078817733990148,0.000269396551724138,5093.92648492296,1402.8861434842697,8,406
iid,0.0,0.0,0.0,8,0,653,0.0,0.0,5626.8802909564165,1506.2127307087308,8,406
iid,0.0,0.0,0.0,8,0,918,0.0006157635467980296,0.00046182266009852225,6184.351833893844,1725.4457157482018,8,406
iid,0.0,0.0,0.0,8,0,1292,0.0,0.0,6731.625375167572,2034.3361049276148,8,406
iid,0.0,0.0,0.0,8,0,1817,0.0003078817733990148,0.000269396551724138,7249.737859174619,2316.502038124278,8,406
iid,0.0,0.0,0.0,8,0,2555,0.0,0.0,7684.242521164142,2774.543788562146,8,406
iid,0.0,0.0,0.0,8,0,3594,0.0,0.0,8005.704965302561,3126.1298901908954,8,406
iid,0.0,0.0,0.0,8,0,5055,0.0006157635467980296,0.00046182266009852225,8525.729808905884,3871.290546470469,8,406
iid,0.0,0.0,0.0,8,0,7110,0.0003078817733990148,0.000269396551724138,8712.384801157565,4262.954327191959,8,406
iid,0.0,0.0,0.0,8,0,10000,0.0006157635467980296,0.00046182266009852225,8737.789372607804,4220.53872776753,8,406
iid,0.0,0.0,0.0,8,100,1,0.020320197044334975,0.06388546798029558,3.3163093787284703,1.763153773699813,8,406
iid,0.0,0.0,0.0,8,100,2,0.02001231527093596,0.06369304187192118,7.551467342007643,5.184503195141976,8,406
iid,0.0,0.0,0.0,8,100,3,0.01939655172413793,0.05999846059113298,12.354855706624141,5.861529571259321,8,406
iid,0.0,0.0,0.0,8,100,4,0.019088669950738914,0.0534174876847291,16.569860256959736,7.647105030760061,8,406
iid,0.0,0.0,0.0,8,100,6,0.0166256157635468,0.058343596059113274,24.573439019958997,15.328342473717662,8,406
iid,0.0,0.0,0.0,8,100,8,0.014470443349753694,0.042757081280788194,34.3225221485534,24.561695715171673,8,406
iid,0.0,0.0,0.0,8,100,11,0.01416256157635468,0.05403325123152708,43.31203669468215,21.216051068540477,8,406
iid,0.0,0.0,0.0,8,100,15,0.014778325123152709,0.04064039408866997,53.81758847108126,25.82301035017037,8,406
iid,0.0,0.0,0.0,8,100,22,0.012931034482758622,0.02570812807881771,83.33016642560088,32.21963593178168,8,406
iid,0.0,0.0,0.0,8,100,30,0.012931034482758622,0.018934729064039382,115.64987581901465,46.46306879816746,8,406
iid,0.0,0.0,0.0,8,100,43,0.011083743842364532,0.01847290640394089,183.22767815212384,76.26663852875924,8,406
iid,0.0,0.0,0.0,8,100,60,0.01016009852216749,0.010737376847290633,256.5303952237546,101.22544135053187,8,406
iid,0.0,0.0,0.0,8,100,84,0.00769704433497537,0.013816194581280786,339.12617503095663,124.86171950751829,8,406
iid,0.0,0.0,0.0,8,100,119,0.007389162561576355,0.017857142857142853,427.20431077207354,163.28831634079862,8,406
iid,0.0,0.0,0.0,8,100,167,0.007389162561576355,0.024630541871921183,546.4074452419258,184.34166873649386,8,406
iid,0.0,0.0,0.0,8,100,235,0.00646551724137931,0.005503386699507389,747.0198942283803,219.1714505078908,8,406
iid,0.0,0.0,0.0,8,100,330,0.009544334975369459,0.01935806650246305,875.7752801819331,229.08059404773707,8,406
iid,0.0,0.0,0.0,8,100,464,0.006773399014778325,0.010314039408866998,1056.4565064469678,354.70697962524093,8,406
iid,0.0,0.0,0.0,8,100,653,0.005541871921182266,0.014008620689655171,1264.3783574159304,484.75558588003645,8,406
iid,0.0,0.0,0.0,8,100,918,0.0067733990147783255,0.009698275862068962,1546.3960223534045,626.6934553549218,8,406
iid,0.0,0.0,0.0,8,100,1292,0.0049261083743842365,0.006157635467980296,1818.1415121339785,808.7684896262228,8,406
iid,0.0,0.0,0.0,8,100,1817,0.006157635467980296,0.008004926108374387,2123.4837894736356,1098.2941390943788,8,406
iid,0.0,0.0,0.0,8,100,2555,0.004310344827586207,0.012161330049261083,2414.810568952357,1397.8288748768086,8,406
iid,0.0,0.0,0.0,8,100,3594,0.006157635467980295,0.008004926108374387,2629.273541873059,1687.7599317788342,8,406
iid,0.0,0.0,0.0,8,100,5055,0.006465517241379311,0.017202894088669946,3020.9855944926053,2310.007112737538,8,406
iid,0.0,0.0,0.0,8,100,7110,0.0033866995073891628,0.001808805418719212,3141.3964663902016,2579.8547283695707,8,406
iid,0.0,0.0,0.0,8,100,10000,0.003694581280788177,0.0049261083743842365,3143.673746100865,2574.363150657755,8,406
iid,0.0,0.0,0.0,8,300,1,0.04433497536945812,0.25061576354679826,1.8857369463823819,1.5014031428593075,8,406
iid,0.0,0.0,0.0,8,300,2,0.043411330049261086,0.22840979064039388,3.2603706683730778,2.7278104585123915,8,406
iid,0.0,0.0,0.0,8,300,3,0.04279556650246306,0.22286791871921177,4.967077501477706,4.425337328204047,8,406
iid,0.0,0.0,0.0,8,300,4,0.043103448275862065,0.2315270935960593,7.255030360937545,7.00193387198212,8,406
iid,0.0,0.0,0.0,8,300,6,0.041871921182266014,0.1951970443349753,10.027811479528648,8.534984601562147,8,406
iid,0.0,0.0,0.0,8,300,8,0.04002463054187193,0.15932881773399002,13.37550883957713,11.239156769344872,8,406
iid,0.0,0.0,0.0,8,300,11,0.04064039408866996,0.16871921182266,17.530769355561716,14.302022084536624,8,406
iid,0.0,0.0,0.0,8,300,15,0.03910098522167488,0.1234221059113301,23.362173398984556,18.938212624414422,8,406
iid,0.0,0.0,0.0,8,300,22,0.037561576354679806,0.11560960591133002,35.824680773639344,27.499415010906105,8,406
iid,0.0,0.0,0.0,8,300,30,0.03417487684729064,0.1055649630541872,35.9305189830016,27.1286756383546,8,406
iid,0.0,0.0,0.0,8,300,43,0.030788177339901482,0.0782019704433497,45.67258816030605,25.854915570852068,8,406
iid,0.0,0.0,0.0,8,300,60,0.030788177339901482,0.0720443349753694,65.9571908290061,45.061614049625256,8,406
iid,0.0,0.0,0.0,8,300,84,0.030480295566502467,0.1169565886699506,86.9420876388326,68.65446574282957,8,406
iid,0.0,0.0,0.0,8,300,119,0.026785714285714288,0.06677185960591128,99.10809668487322,61.46658070321495,8,406
iid,0.0,0.0,0.0,8,300,167,0.029248768472906403,0.12280634236453207,129.31049035112113,87.85583832846046,8,406
iid,0.0,0.0,0.0,8,300,235,0.020628078817733993,0.07446890394088665,159.69618867397804,108.0537805636617,8,406
iid,0.0,0.0,0.0,8,300,330,0.02247536945812808,0.06677185960591138,220.8260029750933,186.41828526647484,8,406
iid,0.0,0.0,0.0,8,300,464,0.020935960591133007,0.04987684729064037,298.86541230741506,233.78843027603656,8,406
iid,0.0,0.0,0.0,8,300,653,0.02032019704433498,0.046028325123152684,437.1049773065912,346.1801339346935,8,406
iid,0.0,0.0,0.0,8,300,918,0.0166256157635468,0.026323891625615742,538.776826652662,474.26355073213847,8,406
iid,0.0,0.0,0.0,8,300,1292,0.014470443349753696,0.013200431034482749,700.8168212544197,617.3916963473424,8,406
iid,0.0,0.0,0.0,8,300,1817,0.01631773399014778,0.04614378078817738,863.877238433602,741.5019127983038,8,406
iid,0.0,0.0,0.0,8,300,2555,0.014778325123152709,0.02894088669950738,1018.8609655720651,1032.8003381535525,8,406
iid,0.0,0.0,0.0,8,300,3594,0.01293103448275862,0.0417179802955665,1175.5324530487358,1162.871326292112,8,406
iid,0.0,0.0,0.0,8,300,5055,0.015394088669950737,0.02693965517241381,1524.6812936581782,1895.0888218265331,8,406
iid,0.0,0.0,0.0,8,300,7110,0.012007389162561576,0.019358066502463054,1615.1328906567503,2113.0445626081582,8,406
iid,0.0,0.0,0.0,8,300,10000,0.011699507389162561,0.015855911330049263,1618.1100542610295,2111.4811223547167,8,406
iid,0.0,0.0,0.0,8,1000,1,0.10837438423645321,0.5061576354679803,0.38676689379518164,0.37599004360219745,8,406
iid,0.0,0.0,0.0,8,1000,2,0.1062192118226601,0.5033482142857143,0.9623513110606526,1.122172037604479,8,406
iid,0.0,0.0,0.0,8,1000,3,0.10344827586206896,0.49199507389162583,1.6180130078789494,1.7818063833166078,8,406
iid,0.0,0.0,0.0,8,1000,4,0.10283251231527094,0.5121613300492607,2.815849728584874,3.9585691951952677,8,406
iid,0.0,0.0,0.0,8,1000,6,0.09944581280788178,0.46178417487684636,4.384327106099167,6.146095201936712,8,406
iid,0.0,0.0,0.0,8,1000,8,0.10129310344827584,0.5002693965517255,6.024393183813954,8.788110123781664,8,406
iid,0.0,0.0,0.0,8,1000,11,0.09667487684729063,0.5201662561576357,7.458387546886338,11.43405132187163,8,406
iid,0.0,0.0,0.0,8,1000,15,0.09482758620689655,0.5166256157635474,7.205932729027961,9.37921710215312,8,406
iid,0.0,0.0,0.0,8,1000,22,0.08774630541871922,0.48025708128078737,10.901591890924069,12.911371977454023,8,406
iid,0.0,0.0,0.0,8,1000,30,0.0874384236453202,0.46059113300492566,13.464140511662608,14.866012776486059,8,406
iid,0.0,0.0,0.0,8,1000,43,0.08374384236453203,0.3971674876847287,16.356970324010607,20.350529707201744,8,406
iid,0.0,0.0,0.0,8,1000,60,0.07789408866995073,0.4143703817733994,23.880325027101883,30.057429298517416,8,406
iid,0.0,0.0,0.0,8,1000,84,0.07173645320197045,0.38204279556650256,41.3857352230207,51.70610932977288,8,406
iid,0.0,0.0,0.0,8,1000,119,0.06681034482758622,0.2835206280788173,52.042241182070335,66.54712443365382,8,406
iid,0.0,0.0,0.0,8,1000,167,0.06219211822660098,0.20427955665024658,69.12881665761465,91.96851927050716,8,406
iid,0.0,0.0,0.0,8,1000,235,0.05911330049261084,0.15640394088669932,78.42457892473277,108.38399482679229,8,406
iid,0.0,0.0,0.0,8,1000,330,0.05880541871921182,0.2416487068965518,122.02498226380582,167.3519111690907,8,406
iid,0.0,0.0,0.0,8,1000,464,0.053571428571428575,0.29356527093596047,139.78186853160838,192.504124954841,8,406
iid,0.0,0.0,0.0,8,1000,653,0.05080049261083744,0.24626693349753695,192.268288434792,308.8644637877764,8,406
iid,0.0,0.0,0.0,8,1000,918,0.038177339901477834,0.11514778325123141,255.54990750045235,368.22601739709177,8,406
iid,0.0,0.0,0.0,8,1000,1292,0.03910098522167488,0.21332358374384253,347.1754034903595,520.2422732926796,8,406
iid,0.0,0.0,0.0,8,1000,1817,0.038177339901477834,0.15517241379310337,417.4082062419583,524.8806185669589,8,406
iid,0.0,0.0,0.0,8,1000,2555,0.04002463054187192,0.15871305418719225,538.1777709659124,753.1962349604871,8,406
iid,0.0,0.0,0.0,8,1000,3594,0.031711822660098525,0.05384082512315265,697.2344855572002,917.2294651008738,8,406
iid,0.0,0.0,0.0,8,1000,5055,0.030788177339901482,0.04371921182266004,913.741752751009,1334.4300560460335,8,406
iid,0.0,0.0,0.0,8,1000,7110,0.028633004926108374,0.06092210591133008,918.0482831988442,1345.2551360664556,8,406
iid,0.0,0.0,0.0,8,1000,10000,0.02463054187192118,0.044950738916256165,940.684779454219,1380.6941198263025,8,406
iid,0.0,0.0,0.0,8,3000,1,0.1499384236453202,0.2613531403940895,0.31513656546151214,0.3708451416837565,8,406
iid,0.0,0.0,0.0,8,3000,2,0.1477832512315271,0.25923645320196864,0.2984895864976342,0.31094444924367953,8,406
iid,0.0,0.0,0.0,8,3000,3,0.14439655172413793,0.2555033866995076,0.3454603112122805,0.19248724394079034,8,406
iid,0.0,0.0,0.0,8,3000,4,0.14070197044334976,0.30938269704433385,0.7509350212623934,0.7404105698976367,8,406
iid,0.0,0.0,0.0,8,3000,6,0.14070197044334976,0.2434959975369455,0.9550114964157271,1.128306109333704,8,406
iid,0.0,0.0,0.0,8,3000,8,0.14008620689655174,0.257042795566502,1.1120465715616912,1.4313260377214614,8,406
iid,0.0,0.0,0.0,8,3000,11,0.13577586206896552,0.24780634236453164,1.5873488984486948,2.310090662347686,8,406
iid,0.0,0.0,0.0,8,3000,15,0.13208128078817732,0.2653556034482774,2.172677210502311,2.9540275342040947,8,406
iid,0.0,0.0,0.0,8,3000,22,0.12623152709359606,0.2627770935960597,2.7396761862683783,3.5837518652112657,8,406
iid,0.0,0.0,0.0,8,3000,30,0.12592364532019704,0.23302801724138053,4.555722756051929,7.181576539589041,8,406
iid,0.0,0.0,0.0,8,3000,43,0.1185344827586207,0.2151708743842351,6.704692711329807,10.648011384770975,8,406
iid,0.0,0.0,0.0,8,3000,60,0.11299261083743843,0.22071274630541798,8.249517779407318,9.248702440423502,8,406
iid,0.0,0.0,0.0,8,3000,84,0.10375615763546797,0.18068811576354799,7.927495312801634,8.482566722710986,8,406
iid,0.0,0.0,0.0,8,3000,119,0.1022167487684729,0.21736453201970524,17.24901325869354,22.525094566332946,8,406
iid,0.0,0.0,0.0,8,3000,167,0.0914408866995074,0.16652555418719137,18.806273898465186,20.698299139620712,8,406
iid,0.0,0.0,0.0,8,3000,235,0.08990147783251233,0.16379310344827452,28.458369607051132,40.77006516554215,8,406
iid,0.0,0.0,0.0,8,3000,330,0.08405172413793104,0.12157481527093576,28.27032092511708,32.96185719560873,8,406
iid,0.0,0.0,0.0,8,3000,464,0.0748152709359606,0.0763161945812801,37.264810955104885,50.79153127324672,8,406
iid,0.0,0.0,0.0,8,3000,653,0.06896551724137931,0.11822660098522161,38.54963877060275,43.81930137710686,8,406
iid,0.0,0.0,0.0,8,3000,918,0.06126847290640394,0.06554033251231507,47.768212139879836,61.02780120456299,8,406
iid,0.0,0.0,0.0,8,3000,1292,0.05049261083743842,0.040640394088670324,47.32324609710576,57.10631624775642,8,406
iid,0.0,0.0,0.0,8,3000,1817,0.04495073891625616,0.04787561576354673,91.90780524616477,172.38341123295498,8,406
iid,0.0,0.0,0.0,8,3000,2555,0.03910098522167488,0.05384082512315274,128.06336116543187,268.95139527018864,8,406
iid,0.0,0.0,0.0,8,3000,3594,0.043411330049261086,0.05722752463054168,158.83736050761448,358.16371976714,8,406
iid,0.0,0.0,0.0,8,3000,5055,0.036022167487684734,0.04121767241379294,163.27404204636315,359.8269129463643,8,406
iid,0.0,0.0,0.0,8,3000,7110,0.0332512315270936,0.0886699507389162,165.43111618441182,365.45905579332253,8,406
iid,0.0,0.0,0.0,8,3000,10000,0.03263546798029557,0.0238608374384237,165.73587803522142,363.13701425592217,8,406
iid,0.0,0.0,0.0,8,10000,1,0.167179802955665,0.01566348522167741,0.06511796738553959,0.040543485509724135,8,406
iid,0.0,0.0,0.0,8,10000,2,0.1625615763546798,0.009852216748769758,0.11319564046117658,0.038393387861267,8,406
iid,0.0,0.0,0.0,8,10000,3,0.16071428571428573,0.014624384236452667,0.1751667918673052,0.05282233445873885,8,406
iid,0.0,0.0,0.0,8,10000,4,0.1579433497536946,0.0070427955665008785,0.20402818775529227,0.04604505680436851,8,406
iid,0.0,0.0,0.0,8,10000,6,0.15270935960591134,0.016625615763545182,0.34943239431005796,0.08556137277602514,8,406
iid,0.0,0.0,0.0,8,10000,8,0.15332512315270935,0.030634236453202644,0.46177857197560324,0.10810211492319265,8,406
iid,0.0,0.0,0.0,8,10000,11,0.14870689655172417,0.020281711822659053,0.604029720205013,0.17472538869634852,8,406
iid,0.0,0.0,0.0,8,10000,15,0.145935960591133,0.02447660098521961,0.7701883996429147,0.2420437069111373,8,406
iid,0.0,0.0,0.0,8,10000,22,0.14316502463054187,0.02182112068965622,1.112855857936167,0.31454525974389397,8,406
iid,0.0,0.0,0.0,8,10000,30,0.13577586206896552,0.025515701970442943,1.4761731697602007,0.3356735282720124,8,406
iid,0.0,0.0,0.0,8,10000,43,0.13084975369458127,0.04460437192118303,1.8505003439957144,0.8229031278465717,8,406
iid,0.0,0.0,0.0,8,10000,60,0.12192118226600984,0.07758620689655216,2.2707767935429266,0.9097378811093819,8,406
iid,0.0,0.0,0.0,8,10000,84,0.1206896551724138,0.07881773399014821,2.476911994865997,0.9691092353397044,8,406
iid,0.0,0.0,0.0,8,10000,119,0.11299261083743845,0.026131465517239556,3.34634335226897,0.7768150047901429,8,406
iid,0.0,0.0,0.0,8,10000,167,0.10406403940886698,0.026939655172415217,4.408522314095865,0.7455667474948168,8,406
iid,0.0,0.0,0.0,8,10000,235,0.1022167487684729,0.048645320197045136,5.503779668879041,1.1244888726621893,8,406
iid,0.0,0.0,0.0,8,10000,330,0.09236453201970442,0.0954433497536955,7.918659550825831,3.263599418754343,8,406
iid,0.0,0.0,0.0,8,10000,464,0.08374384236453201,0.07204433497536997,8.383606989693467,3.025916372821144,8,406
iid,0.0,0.0,0.0,8,10000,653,0.0729679802955665,0.11203048029556642,9.052294705028412,2.9113848003072653,8,406
iid,0.0,0.0,0.0,8,10000,918,0.06834975369458128,0.06942733990147767,9.525626021796777,2.5157843209268433,8,406
iid,0.0,0.0,0.0,8,10000,1292,0.05603448275862069,0.08235837438423631,10.617417568560477,1.6603818538895676,8,406
iid,0.0,0.0,0.0,8,10000,1817,0.053571428571428575,0.04849137931034475,11.92529998703637,1.5306070055793686,8,406
iid,0.0,0.0,0.0,8,10000,2555,0.04802955665024631,0.05295566502463059,13.173573294685255,1.0248728682058807,8,406
iid,0.0,0.0,0.0,8,10000,3594,0.03940886699507389,0.03756157635467969,13.817742264670727,1.8525198472757944,8,406
iid,0.0,0.0,0.0,8,10000,5055,0.03140394088669951,0.030634236453201763,14.979116287303404,2.5209475082063584,8,406
iid,0.0,0.0,0.0,8,10000,7110,0.02986453201970443,0.015663485221674902,16.93972558206618,2.134718691714916,8,406
iid,0.0,0.0,0.0,8,10000,10000,0.028017241379310345,0.026439347290640416,19.306457167215246,5.722937280803255,8,406
iid,0.0,0.0,0.0,9,0,1,0.0040024630541871924,0.0036560960591133004,11.023162879531608,5.447274028074147,8,406
iid,0.0,0.0,0.0,9,0,2,0.0040024630541871924,0.0036560960591133004,22.739595892347356,6.744398210836665,8,406
iid,0.0,0.0,0.0,9,0,3,0.0036945812807881776,0.002463054187192118,38.425107303539505,20.304927034423585,8,406
iid,0.0,0.0,0.0,9,0,4,0.0036945812807881776,0.002463054187192118,54.875962602119706,29.742422724217043,8,406
iid,0.0,0.0,0.0,9,0,6,0.0033866995073891628,0.00427185960591133,86.43531520844054,40.40087031844393,8,406
iid,0.0,0.0,0.0,9,0,8,0.0030788177339901475,0.0035406403940886704,126.87166918994757,58.868812616670716,8,406
iid,0.0,0.0,0.0,9,0,11,0.0021551724137931034,0.002116687192118226,204.78980339066428,92.37250993732452,8,406
iid,0.0,0.0,0.0,9,0,15,0.002770935960591133,0.002116687192118226,288.7086714173687,104.24217934341063,8,406
iid,0.0,0.0,0.0,9,0,22,0.0024630541871921183,0.0024630541871921183,530.4458528802315,181.77410448827825,8,406
iid,0.0,0.0,0.0,9,0,30,0.0018472906403940888,0.0023091133004926106,826.1779989635234,233.50772966655924,8,406
iid,0.0,0.0,0.0,9,0,43,0.0006157635467980296,0.001077586206896552,1351.6409912865238,411.86739163651976,8,406
iid,0.0,0.0,0.0,9,0,60,0.0018472906403940886,0.0016933497536945814,2104.6974244774806,708.0423241281135,8,406
iid,0.0,0.0,0.0,9,0,84,0.0012315270935960591,0.0012315270935960591,3098.5535818731432,1076.9067767381737,8,406
