n_chains,eps_AB,delta_eps,n_seeds,box_size,S_psi_peak_seed_relative_variance,S_psi_peak_mean,S_psi_peak_sem,S_psi_kmin_mean,S_psi_kmin_sem,S_rho_kmin_mean,S_rho_kmin_sem,non_gaussian_ratio_peak_mean,non_gaussian_ratio_peak_sem,shell_anisotropy_peak_mean,shell_anisotropy_peak_sem,peak_intensity_relative_variance_mean,peak_intensity_relative_variance_sem,cg_variance_1p5_mean,cg_variance_1p5_sem,cg_variance_2_mean,cg_variance_2_sem,cg_variance_3_mean,cg_variance_3_sem,tau_psi_peak_mean,tau_psi_peak_sem,gamma_psi_peak_mean,gamma_psi_peak_sem,kww_tau_peak_mean,kww_tau_peak_sem,kww_beta_peak_mean,kww_beta_peak_sem,plateau_psi_peak_mean,plateau_psi_peak_sem,S_psi_peak_relative_drift_mean,S_psi_peak_relative_drift_sem,energy_per_bead_mean,energy_per_bead_sem,mean_Rg_mean,mean_Rg_sem,q_peak_mean,q_peak_sem
144,1,0,4,22,0.07042531005,8.016219433,1.063662835,8.016219433,1.063662835,351.9088309,7.269787712,1.357625323,0.07258754765,1.253836419,0.03551836368,0.07326779031,0.02872252025,0.04415009093,0.0007372519821,0.02329069491,0.0005091942194,0.008198492806,0.000376262664,,,0.0005490213149,6.477672931e-05,66799.14093,59013.89383,0.9273005273,0.3283503233,0.7359393311,0.037232172,-0.06683057265,0.1499092162,-2.299098905,0.002418289861,3.105770747,0.01084444888,0.2855993321,0
144,0.95,0.05,4,22,0.006154807387,15.39620837,0.6039361383,11.13707028,1.514986858,360.6420772,4.0373043,1.551465873,0.1472302635,1.724022423,0.1510726114,0.167766742,0.07575739405,0.07530880195,0.002108960854,0.04335863519,0.001440026802,0.01554534601,0.0006485524415,2725.289971,,0.0007686066753,0.0001311001658,12663.51181,7747.108417,0.9646890675,0.1963558602,0.6387035529,0.07269438702,0.1234037669,0.3062970675,-2.22088095,0.001259176302,3.09498458,0.005387154714,0.461535776,0.06135665778
144,0.9,0.1,4,22,0.1026276049,61.56135249,9.860756934,61.56135249,9.860756934,340.0545377,5.954729354,1.154036363,0.03783775303,1.981029957,0.2162172487,0.02959905653,0.005727725168,0.1436120198,0.009758087144,0.09963980411,0.008532683381,0.04861770474,0.005507287413,,,0.0001210189637,1.411752328e-05,8.115230797e+11,8.115230119e+11,0.62904272,0.2424134415,0.9173448409,0.01471743318,0.2428549846,0.03462813308,-2.142208426,0.002710342957,3.072378757,0.01244906015,0.2855993321,0
144,0.85,0.15,4,22,0.06106084256,75.45169582,9.322242712,74.55799659,10.12735553,324.6243941,5.708914354,1.252271085,0.1011193695,1.62493086,0.08146228835,0.02868988843,0.01044438941,0.1884638766,0.006815573251,0.1346633298,0.006043641414,0.06584371025,0.004373905395,,,0.0001280800033,4.230907165e-05,19515934.16,19463954.48,1.100874697,0.4536417287,0.9051247739,0.01278326954,0.117788108,0.119138063,-2.072054724,0.001530453504,3.077611559,0.01564892629,0.3151741113,0.02957477919
144,0.8,0.2,4,22,0.04426890809,115.5156963,12.15235393,115.5156963,12.15235393,312.0141479,4.071736406,1.078236963,0.01323332651,1.803578456,0.145284399,0.03273499273,0.01427821343,0.2208792999,0.006750038682,0.1628573313,0.006242237256,0.08517305798,0.004925970683,,,7.678614969e-05,1.481263119e-05,1.08464662e+17,1.084592565e+17,0.03465625723,0.003723478697,0.9546314094,0.003962434051,0.1924291151,0.1149291016,-2.007162643,0.003700393798,3.086083409,0.02143882892,0.2855993321,0
144,0.75,0.25,4,22,0.1037468894,109.8540705,17.6918684,94.00779424,28.56362161,301.0667594,3.373235299,1.116806375,0.02381962792,2.063567461,0.1566993114,0.02646344849,0.007766268361,0.2330895405,0.005830689096,0.1693820614,0.007810663495,0.08416663642,0.008906381173,,,0.0001077767365,3.45549289e-05,2.216779678e+18,2.134928773e+18,0.3482106325,0.2317202428,0.9228840854,0.03427038017,0.2236379731,0.05147275791,-1.944918908,0.001671965858,3.097615108,0.0112319935,0.3151741113,0.02957477919
144,0.7,0.3,4,22,0.05868635578,149.5599525,18.11564885,149.5599525,18.11564885,291.1350199,3.054820069,1.13376117,0.02498444837,2.273947604,0.1241787887,0.01378525005,0.007441443958,0.2594097234,0.00841552327,0.1956086167,0.00780674588,0.1056354998,0.006324228237,,,6.871606773e-05,7.984506032e-06,3.533422934e+15,3.53303442e+15,0.3913688217,0.359603618,0.9522633241,0.01402639334,0.1408316459,0.06352447632,-1.886555551,0.005060409039,3.105115834,0.005913333119,0.2855993321,0
144,0.6,0.4,4,22,0.09950083381,146.7389818,23.14349081,146.7389818,23.14349081,271.9147118,1.044443586,1.154782971,0.02456991665,2.103570652,0.2121875789,0.04342929712,0.02202077115,0.2756288258,0.009248912777,0.2056121191,0.008458079611,0.1086901189,0.007061976269,,,7.998656462e-05,9.156249651e-06,1.523805807e+13,1.346949567e+13,0.05397102264,0.01788525135,0.9483120315,0.003812153228,0.3116460308,0.09458641034,-1.775340514,0.005309686741,3.120246819,0.008975762774,0.2855993321,0
144,0.5,0.5,4,22,0.04464226914,133.1413741,14.06553222,133.1413741,14.06553222,249.7849748,2.371342957,1.191038686,0.08395324259,1.934462926,0.1689267528,0.0362527428,0.0150145231,0.2845565997,0.006062162865,0.2089307426,0.004005803723,0.1068840703,0.002522197558,,,7.631833458e-05,1.333421565e-05,1.958269863e+10,1.95826723e+10,1.273861576,0.5426167261,0.9396338575,0.003554836958,0.275642215,0.06827000819,-1.671237703,0.007874833584,3.130181605,0.008078547392,0.2855993321,0
144,0.3,0.7,4,22,0.06246553209,110.7246925,13.83676959,108.8298286,14.98488654,212.309462,2.101994235,1.208938672,0.006944799175,1.934057545,0.1308166872,0.0152287272,0.004013679767,0.291302749,0.00799233889,0.2056044193,0.006157029704,0.0980671827,0.00420595069,,,0.0001355714192,3.178453612e-05,9.053172088e+18,9.053172041e+18,0.2754839358,0.2390008969,0.9271822208,0.02435781129,0.1436731222,0.03485274881,-1.49017434,0.0105601998,3.161108377,0.01814975952,0.3151741113,0.02957477919
