run_id,sequence_type,n_chains,chain_length,f_A,kappa,pi,step,total_energy,kinetic_energy,mean_Rg,temperature_inst,k_star,xi_AA,S_AA_peak
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,2000,-26079.429473876953,24577.03515625,3.39051403386306,0.7111410635489004,0.8188236390177561,7.673429304894965,0.00280469829398746
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,4000,-29120.085845947266,24308.189453125,3.3655697232740542,0.7033619633427373,0.6368628303471435,9.8658376777221,0.004731411180062374
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,6000,-31188.403106689453,24199.6796875,3.3431218469582284,0.7002222131799768,0.45490202167653115,13.812172748810937,0.006855229126055827
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,8000,-32002.688201904297,24423.376953125,3.329702636195103,0.7066949349862558,0.45490202167653115,13.812172748810937,0.009606399732938961
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,10000,-32805.48393249512,24243.48046875,3.3489789815336164,0.7014895968967013,0.45490202167653115,13.812172748810937,0.01233033735163964
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,12000,-33492.96830749512,24149.5625,3.339994662917509,0.6987720630787037,0.45490202167653115,13.812172748810937,0.014341684384889588
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,14000,-34480.6750793457,24328.3046875,3.33305117257076,0.7039440013744214,0.45490202167653115,13.812172748810937,0.0164115019210658
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,16000,-34773.174880981445,23882.26953125,3.3264017030330546,0.6910378915292245,0.45490202167653115,13.812172748810937,0.017378669342514516
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,18000,-34947.199630737305,24359.8125,3.337958089105984,0.7048556857638889,0.45490202167653115,13.812172748810937,0.018287336282230247
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,20000,-35304.373947143555,24279.58984375,3.327862239389111,0.7025344283492476,0.27294121300591867,23.0202879146849,0.019442507194191973
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,22000,-35640.11038208008,24247.734375,3.3213926307892034,0.7016126844618055,0.27294121300591867,23.0202879146849,0.021382358014983036
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,24000,-35762.792221069336,24168.263671875,3.3177494384095403,0.6993131849500868,0.27294121300591867,23.0202879146849,0.024177975922322285
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,26000,-36065.804107666016,23998.8046875,3.3117949638090685,0.6944098578559028,0.27294121300591867,23.0202879146849,0.02646903231688076
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,28000,-36312.494049072266,24387.814453125,3.3208949016667453,0.7056659274631076,0.27294121300591867,23.0202879146849,0.02822741752526577
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,30000,-36056.45388793945,24169.931640625,3.324202436958051,0.6993614479347512,0.27294121300591867,23.0202879146849,0.0297549665494832
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,32000,-36485.127853393555,24071.51171875,3.3333461362466204,0.6965136492693865,0.27294121300591867,23.0202879146849,0.03291842587102403
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,34000,-36630.122009277344,24151.43359375,3.3343237202157527,0.6988262035228588,0.27294121300591867,23.0202879146849,0.03518576251943618
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,36000,-36454.12496948242,24285.455078125,3.3301112251675296,0.7027041399920427,0.27294121300591867,23.0202879146849,0.037253545696206675
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,38000,-36885.61331176758,23901.58203125,3.336170244101669,0.6915967022931134,0.27294121300591867,23.0202879146849,0.03926053108095613
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,40000,-36997.66467285156,24423.953125,3.3427761451163867,0.7067116066261574,0.27294121300591867,23.0202879146849,0.042787482761056914
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,42000,-36953.95669555664,24107.80078125,3.3492762963603164,0.6975636800130208,0.27294121300591867,23.0202879146849,0.04163291167498155
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,44000,-37063.221588134766,24203.015625,3.3368054344825757,0.7003187391493055,0.27294121300591867,23.0202879146849,0.04417468989976713
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,46000,-37191.35629272461,24066.1015625,3.34455518775616,0.696357105396412,0.27294121300591867,23.0202879146849,0.046546549449232213
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,48000,-37266.54217529297,24294.138671875,3.343982673392095,0.7029554013852719,0.27294121300591867,23.0202879146849,0.04705025917278308
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,50000,-37247.35444641113,24226.140625,3.344298244718121,0.700987865306713,0.27294121300591867,23.0202879146849,0.04811986371758763
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,52000,-37290.3127746582,24193.875,3.3479640894511973,0.7000542534722223,0.27294121300591867,23.0202879146849,0.0506474923580664
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,54000,-37697.42578125,24082.8515625,3.346274188343471,0.696841769748264,0.27294121300591867,23.0202879146849,0.055404187549321006
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,56000,-37779.83596801758,24093.0625,3.3444921066496693,0.6971372251157407,0.27294121300591867,23.0202879146849,0.057831808949966756
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,58000,-37702.77749633789,24170.447265625,3.3425931256811356,0.6993763676396123,0.27294121300591867,23.0202879146849,0.059557404480890634
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,60000,-37867.024642944336,24251.4296875,3.3501352119737056,0.7017196090133101,0.27294121300591867,23.0202879146849,0.06227750550592775
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,62000,-37601.821197509766,24338.984375,3.342071369477305,0.7042530201099537,0.27294121300591867,23.0202879146849,0.06359833252844682
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,64000,-37994.58642578125,24212.03125,3.3322032947035427,0.7005796079282408,0.27294121300591867,23.0202879146849,0.06612035187446227
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,66000,-37819.63360595703,24428.224609375,3.340433844888707,0.7068352028175636,0.27294121300591867,23.0202879146849,0.0689859246010155
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,68000,-38222.01452636719,24013.5078125,3.342343226040649,0.6948352955005787,0.27294121300591867,23.0202879146849,0.07249684929725639
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,70000,-37770.428619384766,24196.64453125,3.3432807955218222,0.700134390371817,0.27294121300591867,23.0202879146849,0.07258829559413385
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,72000,-38224.888916015625,24058.87109375,3.3390859220164897,0.6961478904441551,0.27294121300591867,23.0202879146849,0.07325085985564093
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,74000,-38082.37712097168,24128.26953125,3.332337429802558,0.6981559470847801,0.27294121300591867,23.0202879146849,0.07514724076388142
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,76000,-38103.62533569336,24055.509765625,3.3284379897316114,0.69605062979239,0.27294121300591867,23.0202879146849,0.07582358877765738
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,78000,-38269.200622558594,24413.41015625,3.3245751937405856,0.7064065438729745,0.27294121300591867,23.0202879146849,0.07835550448901643
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,80000,-38224.396484375,24274.140625,3.3316169558846975,0.7023767541956019,0.27294121300591867,23.0202879146849,0.07992137879455756
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,82000,-38283.453033447266,24368.05859375,3.3273973473449505,0.7050942880135995,0.27294121300591867,23.0202879146849,0.08144031398261505
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,84000,-38120.21551513672,24210.2578125,3.3265006938723216,0.7005282931857639,0.27294121300591867,23.0202879146849,0.08171480117095434
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,86000,-38415.765625,24089.09765625,3.337920110147981,0.6970225016276042,0.27294121300591867,23.0202879146849,0.08106828955413245
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,88000,-38433.87905883789,24198.837890625,3.3283851093513457,0.7001978556315105,0.27294121300591867,23.0202879146849,0.08197036899250341
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,90000,-38343.2018737793,24072.91796875,3.3264204457656517,0.6965543393735533,0.27294121300591867,23.0202879146849,0.08245392115955383
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,92000,-38827.892578125,24168.6875,3.331448825040799,0.6993254484953704,0.27294121300591867,23.0202879146849,0.08537973441918513
M0576_N40_kappa0_pi0p990_seed5,correlated,576,40,0.5,0.0,0.99,94000,-38672.09536743164,24265.337890625,3.329666059422374,0.7021220454463253,0.27294121300591867,23.0202879146849,0.08655148369705502
