n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,6.368858882,1.085290386
144,1,0,0.4038984489,5.181928794,0.1207447523
144,1,0,0.4946725539,4.859914473,0.0775656855
144,1,0,0.5711986643,4.007022085,0.1113520466
144,1,0,0.638619521,3.641878509,0.1081169213
144,1,0,0.6995726346,3.238168129,0.03368464433
144,1,0,0.8077968978,2.755106079,0.01231643323
144,1,0,0.8567979964,2.511967321,0.0660321048
144,1,0,0.9031443878,2.363313242,0.0444365884
144,1,0,0.9472258251,2.251369843,0.0642772291
144,1,0,0.9893451078,2.125299933,0.04136658137
144,1,0,1.029743036,2.065461179,0.05176112737
144,1,0,1.068614851,1.930066953,0.04630586961
144,1,0,1.142397329,1.723753202,0.0615778742
144,1,0,1.177556213,1.740014229,0.03438941992
144,1,0,1.211695347,1.676203359,0.04025534575
144,1,0,1.244898627,1.628211452,0.04002324752
144,1,0,1.277239042,1.593660949,0.02922260559
144,1,0,1.308780558,1.558239032,0.0231055286
144,1,0,1.339579608,1.52021026,0.02840849347
144,1,0,1.399145269,1.45010211,0.02365333341
144,1,0,1.427996661,1.426202891,0.02616695403
144,1,0,1.456276568,1.403410019,0.02569881034
144,1,0,1.484017662,1.379061084,0.0239665724
144,0.95,0.05,0.2855993321,8.315690334,0.8783647961
144,0.95,0.05,0.4038984489,6.631437759,0.2425940445
144,0.95,0.05,0.4946725539,5.388209151,0.3812052966
144,0.95,0.05,0.5711986643,4.317860419,0.3020437281
144,0.95,0.05,0.638619521,3.930557354,0.09836490488
144,0.95,0.05,0.6995726346,3.63987012,0.09305769758
144,0.95,0.05,0.8077968978,2.891173673,0.07591140163
144,0.95,0.05,0.8567979964,2.686185966,0.09227448981
144,0.95,0.05,0.9031443878,2.499816579,0.05292234148
144,0.95,0.05,0.9472258251,2.307478105,0.06586624962
144,0.95,0.05,0.9893451078,2.152512186,0.08927335055
144,0.95,0.05,1.029743036,2.110757789,0.05552358102
144,0.95,0.05,1.068614851,1.98309215,0.02562053166
144,0.95,0.05,1.142397329,1.776000726,0.06114316923
144,0.95,0.05,1.177556213,1.804494321,0.03678340599
144,0.95,0.05,1.211695347,1.705193109,0.02915364967
144,0.95,0.05,1.244898627,1.667976671,0.03461681246
144,0.95,0.05,1.277239042,1.630469683,0.0345810386
144,0.95,0.05,1.308780558,1.572224142,0.02357387922
144,0.95,0.05,1.339579608,1.536494381,0.03594405051
144,0.95,0.05,1.399145269,1.475824802,0.02007909641
144,0.95,0.05,1.427996661,1.439649917,0.0233796834
144,0.95,0.05,1.456276568,1.409197269,0.0232793292
144,0.95,0.05,1.484017662,1.379841676,0.01617136849
144,0.9,0.1,0.2855993321,11.08591756,2.232228539
144,0.9,0.1,0.4038984489,9.658237043,0.5895459278
144,0.9,0.1,0.4946725539,6.401634331,0.3905882646
144,0.9,0.1,0.5711986643,5.737476554,0.3096029198
144,0.9,0.1,0.638619521,4.165599436,0.1020612644
144,0.9,0.1,0.6995726346,3.723555927,0.08103449929
144,0.9,0.1,0.8077968978,3.041679373,0.140092348
144,0.9,0.1,0.8567979964,2.749314331,0.08560874516
144,0.9,0.1,0.9031443878,2.618876754,0.08897540527
144,0.9,0.1,0.9472258251,2.372613596,0.06222640728
144,0.9,0.1,0.9893451078,2.215445745,0.05503344361
144,0.9,0.1,1.029743036,2.086233037,0.07226520517
144,0.9,0.1,1.068614851,2.020600442,0.04576751405
144,0.9,0.1,1.142397329,1.793484078,0.01609809159
