n_chains,eps_AB,delta_eps,shell_q,tau_psi_mean,tau_psi_sem
144,1,0,0.2855993321,1209.249441,377.9512305
144,1,0,0.4038984489,602.3484942,69.31066565
144,1,0,0.4946725539,316.7491085,16.11583796
144,1,0,0.5711986643,245.9417,34.48912616
144,1,0,0.638619521,166.1217731,6.150956157
144,1,0,0.6995726346,111.3848427,3.773112519
144,1,0,0.8077968978,68.59398939,4.014325206
144,1,0,0.8567979964,55.22948996,2.097839155
144,1,0,0.9031443878,44.47673936,1.522808802
144,1,0,0.9472258251,37.8850757,0.9534598108
144,1,0,0.9893451078,31.50563379,1.402303771
144,1,0,1.029743036,27.23408863,0.4200673195
144,1,0,1.068614851,22.90880652,0.649353084
144,1,0,1.142397329,15.83193668,0.6508949751
144,1,0,1.177556213,15.85754536,0.1576452991
144,1,0,1.211695347,13.64343023,0.3649276373
144,1,0,1.244898627,12.27991932,0.3312335301
144,1,0,1.277239042,11.02662339,0.1755742915
144,1,0,1.308780558,10.34700011,0.1142391027
144,1,0,1.339579608,9.270374671,0.1862170372
144,1,0,1.399145269,7.666744785,0.09276578058
144,1,0,1.427996661,7.147282978,0.08397770827
144,1,0,1.456276568,6.880794462,0.1106741719
144,1,0,1.484017662,6.34292202,0.1015362632
144,0.95,0.05,0.2855993321,1583.337824,316.7464129
144,0.95,0.05,0.4038984489,580.7535571,43.48391932
144,0.95,0.05,0.4946725539,352.0560656,17.76261787
144,0.95,0.05,0.5711986643,233.8732597,35.46367255
144,0.95,0.05,0.638619521,168.173781,14.93764308
144,0.95,0.05,0.6995726346,135.9890316,6.319625034
144,0.95,0.05,0.8077968978,72.56798351,1.917955543
144,0.95,0.05,0.8567979964,57.22214522,2.053359305
144,0.95,0.05,0.9031443878,46.92983237,2.111223976
144,0.95,0.05,0.9472258251,37.78488072,1.260715269
144,0.95,0.05,0.9893451078,30.8748126,1.758609428
144,0.95,0.05,1.029743036,27.90415721,0.8792022828
144,0.95,0.05,1.068614851,22.89889327,0.1663278699
144,0.95,0.05,1.142397329,16.66791277,0.8231573834
144,0.95,0.05,1.177556213,16.38533886,0.2984034849
144,0.95,0.05,1.211695347,13.94186101,0.09796695896
144,0.95,0.05,1.244898627,12.75366363,0.148883078
144,0.95,0.05,1.277239042,11.52974084,0.2860779988
144,0.95,0.05,1.308780558,10.10469955,0.1169613648
144,0.95,0.05,1.339579608,9.248738622,0.2270671486
144,0.95,0.05,1.399145269,7.964124469,0.1147497319
144,0.95,0.05,1.427996661,7.24168121,0.1108123763
144,0.95,0.05,1.456276568,6.723745417,0.07812438545
144,0.95,0.05,1.484017662,6.240104798,0.05964922382
144,0.9,0.1,0.2855993321,1225.61417,58.08599813
144,0.9,0.1,0.4038984489,948.5387794,101.9991869
144,0.9,0.1,0.4946725539,413.8541436,40.40367343
144,0.9,0.1,0.5711986643,383.3306803,58.97635481
144,0.9,0.1,0.638619521,175.2609145,6.676357372
144,0.9,0.1,0.6995726346,126.7237851,6.75946564
144,0.9,0.1,0.8077968978,77.83857005,3.524012742
144,0.9,0.1,0.8567979964,57.63857352,0.6584071372
144,0.9,0.1,0.9031443878,50.06697692,2.517616937
144,0.9,0.1,0.9472258251,38.26240302,1.511926724
144,0.9,0.1,0.9893451078,32.12457176,0.9857581385
144,0.9,0.1,1.029743036,27.24202021,1.34909153
144,0.9,0.1,1.068614851,23.13367965,0.2700905273
144,0.9,0.1,1.142397329,16.98619428,0.7090199864
144,0.9,0.1,1.177556213,15.50979776,0.1395572921
144,0.9,0.1,1.211695347,13.87820673,0.2206603421
144,0.9,0.1,1.244898627,12.35194354,0.4106800039
144,0.9,0.1,1.277239042,11.0779957,0.1026588598
144,0.9,0.1,1.308780558,10.06203494,0.1257991889
144,0.9,0.1,1.339579608,9.148290083,0.143060343
144,0.9,0.1,1.399145269,7.592906214,0.1912319632
144,0.9,0.1,1.427996661,7.198096086,0.09006317564
144,0.9,0.1,1.456276568,6.615219855,0.1156807856
144,0.9,0.1,1.484017662,6.172082529,0.08359683331
144,0.85,0.15,0.2855993321,1636.41787,383.6249474
144,0.85,0.15,0.4038984489,1406.780795,242.402485
144,0.85,0.15,0.4946725539,565.1343167,56.30068695
144,0.85,0.15,0.5711986643,256.6310422,39.72384039
144,0.85,0.15,0.638619521,213.1693664,9.380903057
144,0.85,0.15,0.6995726346,131.3314297,4.288829601
144,0.85,0.15,0.8077968978,72.11073937,2.796319292
144,0.85,0.15,0.8567979964,58.97695801,0.9245134862
144,0.85,0.15,0.9031443878,49.88315095,2.223093434
144,0.85,0.15,0.9472258251,40.35120419,0.933663074
144,0.85,0.15,0.9893451078,32.16775163,0.9993325486
144,0.85,0.15,1.029743036,27.37894552,0.563062756
144,0.85,0.15,1.068614851,22.87046036,0.1651778384
144,0.85,0.15,1.142397329,16.70021974,0.6197535364
144,0.85,0.15,1.177556213,15.15607103,0.2387403568
144,0.85,0.15,1.211695347,13.6900269,0.3106071914
144,0.85,0.15,1.244898627,11.91249015,0.2276807044
144,0.85,0.15,1.277239042,10.73768448,0.2431936406
144,0.85,0.15,1.308780558,9.790972047,0.1290736967
144,0.85,0.15,1.339579608,8.870475365,0.1168108253
144,0.85,0.15,1.399145269,7.601889628,0.1223003415
144,0.85,0.15,1.427996661,6.901405461,0.137433409
144,0.85,0.15,1.456276568,6.453175941,0.03908839105
144,0.85,0.15,1.484017662,6.025049063,0.03036143313
144,0.8,0.2,0.2855993321,2834.102951,62.57136532
144,0.8,0.2,0.4038984489,994.4241043,32.61594747
144,0.8,0.2,0.4946725539,694.2722947,152.1334677
144,0.8,0.2,0.5711986643,336.8059081,90.20126483
144,0.8,0.2,0.638619521,195.3254073,13.50997307
144,0.8,0.2,0.6995726346,155.5242448,7.385205326
144,0.8,0.2,0.8077968978,81.37755816,5.320357311
144,0.8,0.2,0.8567979964,64.29235273,2.030267673
144,0.8,0.2,0.9031443878,47.13947785,3.846637882
144,0.8,0.2,0.9472258251,37.98560142,0.8824916868
144,0.8,0.2,0.9893451078,32.43394869,1.878856711
144,0.8,0.2,1.029743036,28.00642952,0.4242356689
144,0.8,0.2,1.068614851,23.46111837,0.740622001
144,0.8,0.2,1.142397329,17.3596227,0.4479095392
144,0.8,0.2,1.177556213,15.15120242,0.3344677127
144,0.8,0.2,1.211695347,13.18141068,0.2528143944
144,0.8,0.2,1.244898627,11.97474166,0.1546790617
144,0.8,0.2,1.277239042,10.77751158,0.2732879885
144,0.8,0.2,1.308780558,9.512807987,0.143794325
144,0.8,0.2,1.339579608,8.688077405,0.1408424156
144,0.8,0.2,1.399145269,7.177484036,0.06962416497
144,0.8,0.2,1.427996661,6.891381003,0.1053617697
144,0.8,0.2,1.456276568,6.304737985,0.09304047245
144,0.8,0.2,1.484017662,5.872047846,0.09545607304
144,0.75,0.25,0.2855993321,2544.410825,50.83440645
144,0.75,0.25,0.4038984489,1222.156349,260.6067097
144,0.75,0.25,0.4946725539,668.9388497,123.9136783
144,0.75,0.25,0.5711986643,350.908957,62.86151246
144,0.75,0.25,0.638619521,222.9812972,6.609653061
144,0.75,0.25,0.6995726346,141.9021346,4.146804907
144,0.75,0.25,0.8077968978,78.57760262,2.011767845
144,0.75,0.25,0.8567979964,62.08562609,1.498257103
144,0.75,0.25,0.9031443878,46.45148766,1.430643558
144,0.75,0.25,0.9472258251,38.24965922,0.6762144987
144,0.75,0.25,0.9893451078,32.89576948,1.959712397
144,0.75,0.25,1.029743036,26.77995141,0.296239122
144,0.75,0.25,1.068614851,22.81182414,0.4580542913
144,0.75,0.25,1.142397329,16.37363559,0.9857021428
144,0.75,0.25,1.177556213,14.89713867,0.02382378497
144,0.75,0.25,1.211695347,13.13703614,0.1907600896
144,0.75,0.25,1.244898627,11.47850198,0.124539648
144,0.75,0.25,1.277239042,10.27774602,0.1665351462
144,0.75,0.25,1.308780558,9.517410819,0.1001498005
144,0.75,0.25,1.339579608,8.659751671,0.1597587582
144,0.75,0.25,1.399145269,7.032953132,0.06375222402
144,0.75,0.25,1.427996661,6.656209795,0.0865251978
144,0.75,0.25,1.456276568,6.256478172,0.05309918954
144,0.75,0.25,1.484017662,5.724143717,0.1351888434
144,0.7,0.3,0.2855993321,,
144,0.7,0.3,0.4038984489,1429.720296,203.6303662
144,0.7,0.3,0.4946725539,573.2300298,23.57250454
144,0.7,0.3,0.5711986643,322.2216993,10.05053901
144,0.7,0.3,0.638619521,235.2258366,17.60650176
144,0.7,0.3,0.6995726346,143.0735054,12.25655745
144,0.7,0.3,0.8077968978,67.30373344,1.380544295
144,0.7,0.3,0.8567979964,55.78971757,1.006620952
144,0.7,0.3,0.9031443878,46.36110027,1.565541524
144,0.7,0.3,0.9472258251,37.73743967,0.3758763741
144,0.7,0.3,0.9893451078,31.57957641,1.593772563
144,0.7,0.3,1.029743036,25.84206598,0.8137834226
144,0.7,0.3,1.068614851,22.22364525,0.2948761085
144,0.7,0.3,1.142397329,16.74180323,0.3956657141
144,0.7,0.3,1.177556213,14.67490231,0.23615854
144,0.7,0.3,1.211695347,12.72500209,0.4523644281
144,0.7,0.3,1.244898627,11.3078234,0.2897353054
144,0.7,0.3,1.277239042,10.20698047,0.2254142636
144,0.7,0.3,1.308780558,9.085537114,0.1473578532
144,0.7,0.3,1.339579608,8.372446024,0.1769881794
144,0.7,0.3,1.399145269,7.049978734,0.165458223
144,0.7,0.3,1.427996661,6.43858758,0.1377984602
144,0.7,0.3,1.456276568,6.012966169,0.1137694555
144,0.7,0.3,1.484017662,5.662540166,0.08726039415
144,0.6,0.4,0.2855993321,,
144,0.6,0.4,0.4038984489,1840.592506,359.2258062
144,0.6,0.4,0.4946725539,503.8497561,61.95435645
144,0.6,0.4,0.5711986643,346.2481947,25.15117256
144,0.6,0.4,0.638619521,219.1775831,9.248201978
144,0.6,0.4,0.6995726346,135.7033769,2.813866613
144,0.6,0.4,0.8077968978,70.50498642,4.767301078
144,0.6,0.4,0.8567979964,56.65167247,2.620352193
144,0.6,0.4,0.9031443878,45.19977922,1.635887651
144,0.6,0.4,0.9472258251,35.32662907,1.821582683
144,0.6,0.4,0.9893451078,28.61448486,1.06875294
144,0.6,0.4,1.029743036,24.32140589,0.5078595952
144,0.6,0.4,1.068614851,20.74218623,0.4667535638
144,0.6,0.4,1.142397329,16.29186926,0.226691826
144,0.6,0.4,1.177556213,13.77081163,0.3103360396
144,0.6,0.4,1.211695347,12.04442497,0.1258632114
144,0.6,0.4,1.244898627,10.72419276,0.3359613774
144,0.6,0.4,1.277239042,9.52115937,0.06962008031
144,0.6,0.4,1.308780558,8.705757021,0.1219400859
144,0.6,0.4,1.339579608,8.020020671,0.1093427198
144,0.6,0.4,1.399145269,6.76407094,0.1524132178
144,0.6,0.4,1.427996661,6.150126151,0.08509994716
144,0.6,0.4,1.456276568,5.756928656,0.11038772
144,0.6,0.4,1.484017662,5.328676635,0.03559651337
144,0.5,0.5,0.2855993321,,
144,0.5,0.5,0.4038984489,1756.41057,348.5234789
144,0.5,0.5,0.4946725539,686.4168132,70.66097124
144,0.5,0.5,0.5711986643,438.6534511,117.9222699
144,0.5,0.5,0.638619521,218.1778702,26.22659779
144,0.5,0.5,0.6995726346,145.2605214,6.561558868
144,0.5,0.5,0.8077968978,82.20316258,3.53324218
144,0.5,0.5,0.8567979964,57.94485617,1.472681505
144,0.5,0.5,0.9031443878,46.22048512,0.3370989966
144,0.5,0.5,0.9472258251,36.7803831,0.5628662264
144,0.5,0.5,0.9893451078,31.86548112,0.9788343858
144,0.5,0.5,1.029743036,24.6254443,1.041442411
144,0.5,0.5,1.068614851,20.7126169,0.2588348423
144,0.5,0.5,1.142397329,15.00827547,0.08874169031
144,0.5,0.5,1.177556213,13.77098615,0.10661509
144,0.5,0.5,1.211695347,11.90216712,0.1085971835
144,0.5,0.5,1.244898627,10.71134466,0.234818537
144,0.5,0.5,1.277239042,9.629347008,0.05627804232
144,0.5,0.5,1.308780558,8.594039116,0.08000494285
144,0.5,0.5,1.339579608,7.862524097,0.09157789453
144,0.5,0.5,1.399145269,6.535541038,0.1111197322
144,0.5,0.5,1.427996661,6.267046653,0.1145795199
144,0.5,0.5,1.456276568,5.713978297,0.09402635726
144,0.5,0.5,1.484017662,5.192942507,0.04464939128
144,0.3,0.7,0.2855993321,,
144,0.3,0.7,0.4038984489,793.0016488,46.72508923
144,0.3,0.7,0.4946725539,896.1443947,190.7877229
144,0.3,0.7,0.5711986643,384.8959864,131.015481
144,0.3,0.7,0.638619521,268.7175636,48.83529241
144,0.3,0.7,0.6995726346,139.8836981,6.882521834
144,0.3,0.7,0.8077968978,77.01692481,9.708812589
144,0.3,0.7,0.8567979964,57.86356347,2.284248166
144,0.3,0.7,0.9031443878,48.16212862,0.6701401411
144,0.3,0.7,0.9472258251,36.31546292,1.746501808
144,0.3,0.7,0.9893451078,29.29815964,2.609131301
144,0.3,0.7,1.029743036,24.23165625,0.8375472639
144,0.3,0.7,1.068614851,20.98958736,0.3290789847
144,0.3,0.7,1.142397329,15.42670969,0.6423860601
144,0.3,0.7,1.177556213,13.45660782,0.09895099041
144,0.3,0.7,1.211695347,11.84588791,0.0587850006
144,0.3,0.7,1.244898627,10.83794733,0.1404738891
144,0.3,0.7,1.277239042,9.65177136,0.1172842787
144,0.3,0.7,1.308780558,8.765281541,0.08104040911
144,0.3,0.7,1.339579608,7.718950268,0.1307169264
