run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,5.799200617,1.427584395,5.799200617,1.967256573,2.291751022,1.27573036,0.4209967251,0.04076163786,0.02084965442,0.006898104652,933.7845635,0.002604221317,995.726467,1.470021332,-0.007345922662,0.44008473,-0.7853846134,3.323735135,1.997752051,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.2855993321,6.912111339,0.9829413369,6.912111339,1.845814527,1.777577002,1.117921884,0.2300815114,0.04138291018,0.02164727968,0.007450237837,1048.753279,0.002266062673,1105.896318,1.11023101,0.08491551351,-0.02683217522,-0.7824010086,3.328253107,2.001316236,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.2855993321,8.981511751,1.825366479,8.981511751,1.99681586,1.751043198,1.558005716,0.2813528733,0.04203190952,0.02299380879,0.008621413691,2298.290998,0.001492177929,2573.807719,1.203118185,0.3847071573,0.8122938486,-0.7856128318,3.341822294,2.000579782,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.4038984489,5.242981297,0.3548777703,3.78261182,2.089847045,1.857329392,1.433684275,0.1723557252,0.03853401167,0.01931064947,0.005967970306,712.9931572,0.005206997193,713.3774808,0.5850199722,0.1358815505,0.02606816256,-0.7834802675,3.353404837,2.000580318,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.2855993321,9.571602028,1.217050012,9.571602028,1.653169556,1.65943361,1.577007342,0.1825962611,0.04941618538,0.02697943585,0.009859581438,2473.402148,0.001691540966,2671.977602,0.7986761103,0.3947851562,0.07214141104,-0.7309223244,3.305535667,2.000384924,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.4038984489,7.249284186,0.4303006895,7.111085674,1.545934438,1.82285733,1.515740328,0.09447106296,0.04621350341,0.02477407576,0.00870601541,677.8517533,0.003789090011,502.1512006,0.4818734396,0.1689549665,0.09021470202,-0.7323029957,3.336405013,1.999444912,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.2855993321,10.05477388,1.004118575,10.05477388,1.595006055,1.472668735,1.069218814,0.139803693,0.04587046135,0.0253731595,0.009578444053,1577.681767,0.001376665949,1688.211896,0.7628126536,0.2991643778,-0.08699521967,-0.7276167677,3.3210127,2.001626064,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.4038984489,6.608095415,0.6650726305,6.525299753,1.631686811,1.755022867,1.391679975,0.1484355017,0.04465224964,0.02359495546,0.008076653553,627.6367534,0.004089472031,654.1361582,1.147001649,-0.01518333846,0.2706075351,-0.7292665488,3.34089341,1.99966858,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.4038984489,10.3793509,0.4521565114,6.175595286,1.39524422,1.824529792,1.352806971,0.06032150835,0.05404890484,0.02954599193,0.01016491087,1013.216944,0.002853353216,936.9341851,0.6221615619,0.1945939021,-0.01532388811,-0.6785204934,3.328456635,1.99768626,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.4038984489,10.44873741,1.663772761,8.751600809,1.380817069,1.817955369,1.65565941,0.1683911629,0.05505602788,0.03101711734,0.01139820137,961.1458109,0.002781983178,1034.921375,0.7120772715,0.1844697934,0.6034683088,-0.6817330043,3.325495029,2.000064854,2500
