n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.2855993321,0,1,0
144,1,0,0.2855993321,2.5,0.9922296734,0.001519296181
144,1,0,0.2855993321,5,0.9859009163,0.002821912956
144,1,0,0.2855993321,7.5,0.9804822969,0.003916630928
144,1,0,0.2855993321,10,0.9755895942,0.004912357799
144,1,0,0.2855993321,12.5,0.9710797379,0.00587730083
144,1,0,0.2855993321,15,0.9668277863,0.006743406635
144,1,0,0.2855993321,17.5,0.9627802467,0.007555580783
144,1,0,0.2855993321,20,0.9589117445,0.008291953563
144,1,0,0.2855993321,22.5,0.9551438727,0.009023208333
144,1,0,0.2855993321,25,0.951425479,0.009745799948
144,1,0,0.2855993321,27.5,0.9477123791,0.01047723
144,1,0,0.2855993321,30,0.9441727997,0.01118145485
144,1,0,0.2855993321,32.5,0.9406840479,0.01184761487
144,1,0,0.2855993321,35,0.9373517665,0.01253696828
144,1,0,0.2855993321,37.5,0.934014552,0.01320127423
144,1,0,0.2855993321,40,0.9308209013,0.01378581576
144,1,0,0.2855993321,42.5,0.9277030377,0.01434855892
144,1,0,0.2855993321,45,0.9245007797,0.01497950626
144,1,0,0.2855993321,47.5,0.9214718464,0.01555279253
144,1,0,0.2855993321,50,0.9184468961,0.01615578245
144,1,0,0.2855993321,52.5,0.9154626591,0.01679717684
144,1,0,0.2855993321,55,0.9125374433,0.01740638224
144,1,0,0.2855993321,57.5,0.9095394387,0.0180744587
144,1,0,0.2855993321,60,0.9065192415,0.01877603644
144,1,0,0.2855993321,62.5,0.90368528,0.01937927933
144,1,0,0.2855993321,65,0.9009076629,0.01997530706
144,1,0,0.2855993321,67.5,0.8981323657,0.02055217974
144,1,0,0.2855993321,70,0.8953525024,0.02106789655
144,1,0,0.2855993321,72.5,0.892622602,0.0215951751
144,1,0,0.2855993321,75,0.8899973281,0.02210560733
144,1,0,0.2855993321,77.5,0.8873528532,0.02260589739
144,1,0,0.2855993321,80,0.8847420038,0.02307319181
144,1,0,0.2855993321,82.5,0.8822164963,0.02354461952
144,1,0,0.2855993321,85,0.8797620541,0.02401061459
144,1,0,0.2855993321,87.5,0.8773043606,0.02447210891
144,1,0,0.2855993321,90,0.8748436524,0.02493519503
144,1,0,0.2855993321,92.5,0.8724126679,0.02547651464
144,1,0,0.2855993321,95,0.8701341362,0.02596834828
