run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p25_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.4038984489,2.386078311,0.1773214615,1.04791372,160.8901281,1.720637389,1.783772224,0.06811286878,0.01895683433,0.008613435535,0.00238068368,963.5679604,0.004842042084,1013.311809,0.6343293638,0.4037767357,-0.01238045319,-1.52929012,3.197074251,1.499998181,1250
M0144_N40_kappa0p25_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.4038984489,2.689242716,0.484498212,1.9054075,162.781528,1.771971559,1.78036587,0.1691027911,0.02028571874,0.009711476674,0.002958729616,1147.923251,0.004153806023,1270.136122,1.022492944,0.4589112667,0.7214892333,-1.530941586,3.193212503,1.502619438,1250
M0144_N40_kappa0p25_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.4038984489,2.173521991,0.1313247436,1.638444922,160.9454986,1.736437751,1.467379777,0.07854158419,0.01847477167,0.008546762638,0.002504103247,662.6431456,0.005273120428,701.0063024,1.342099415,0.2154129012,0.1666948735,-1.527783932,3.207190003,1.503416911,1250
M0144_N40_kappa0p25_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.4038984489,2.104696034,0.1347314824,1.534488263,161.9312826,1.687659694,1.789863563,0.07249235115,0.01799848529,0.008234298728,0.002402777139,1211.347766,0.005375196872,1395.811972,0.9219137217,0.4629331017,-0.0767379766,-1.535483819,3.209698935,1.499682265,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.4946725539,2.398571029,0.562311696,2.320400421,153.5212084,1.58368883,1.287802269,0.3018961188,0.01999057653,0.009444367225,0.002906302597,576.9647209,0.007198740376,619.6327002,1.009429825,0.2108901667,-0.7982420122,-1.487178239,3.205388461,1.500917028,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.2855993321,2.612701329,0.1382555376,2.612701329,152.8296858,1.267933048,1.569131001,0.06986503193,0.01971798263,0.009170103041,0.002811447364,,0.002301164964,40582.00683,0.2913594944,0.7788421189,0.1059376142,-1.483428553,3.228965586,1.500946836,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.2855993321,3.759114574,0.3807704926,3.759114574,154.4400436,1.481240796,1.851392423,0.09773825779,0.0215565058,0.01085489553,0.003804103652,,0.00144803106,1820.771049,1.41707933,0.6517719922,0.3067992857,-1.489040794,3.239999615,1.50063466,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.4946725539,1.992254221,0.2547528042,1.363031752,151.9124862,1.814591239,1.472983257,0.1812885922,0.01818381321,0.007995460183,0.002111285358,854.3535758,0.00811869267,956.012035,1.761872899,0.3156560026,-0.4243886435,-1.481129324,3.209638263,1.501806145,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.4038984489,2.295215083,0.2762878092,1.7778806,141.3030379,1.734150906,1.512648622,0.1167818093,0.02051651808,0.009421918381,0.002716431008,,0.005325383666,1597.246262,0.5996777867,0.479614109,-0.3469922378,-1.430260732,3.220707661,1.497163843,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.4946725539,2.719632135,0.1929659163,1.569106344,144.6806707,1.634202262,1.334213137,0.1296661827,0.02101543595,0.009782465417,0.002750038622,564.4995227,0.006719162949,474.1896463,0.3961399226,0.3470527624,0.1108324915,-1.434740569,3.230363283,1.500539985,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.2855993321,3.254238455,0.3923833517,3.254238455,143.6048124,1.324893392,1.085958092,0.1198433086,0.02218273288,0.01109352845,0.003717867854,,0.001855132436,2899.705022,0.914111455,0.6843142289,0.4096468021,-1.433925077,3.237665653,1.49950618,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.4038984489,2.160125793,0.2205156989,1.317992004,145.0687008,1.622796363,2.090009978,0.07947426217,0.01959572035,0.008806850229,0.002394021429,,0.005708836714,1766.305588,0.4156576821,0.5087214535,-0.01551258347,-1.432544568,3.232131006,1.499852935,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.2855993321,3.675760278,0.5456387006,3.675760278,108.7966312,1.597383228,2.295176182,0.1589216557,0.02347986099,0.01145797349,0.003808864731,,0.001647603893,7976.005628,0.6764139221,0.791280228,-0.4497340157,-1.317324906,3.207250065,1.500056773,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.4038984489,3.07328549,0.3870214031,1.77227328,122.7988711,1.825530489,2.408666376,0.1059635911,0.02400406479,0.01128555438,0.003236877939,942.8732608,0.003973554119,986.1692952,1.730883163,0.3716913234,-0.01918129735,-1.333517451,3.216854046,1.501397759,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p9_seed3,144,40,22,0.9,0.1,3,0.4038984489,2.837125665,0.4006531256,2.143892314,114.8723066,1.773875296,1.851078622,0.1319302993,0.02272401709,0.01081748472,0.003259636924,1229.41536,0.004433187473,1504.640264,1.164185038,0.5097417278,-0.4819871972,-1.325228783,3.211670871,1.498796663,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p9_seed4,144,40,22,0.9,0.1,4,0.5711986643,3.04829407,0.5560140195,2.067957457,125.4016095,1.824055197,1.46014162,0.352788195,0.02326542429,0.01123676409,0.003394025345,489.5428701,0.008139133874,524.1154845,1.317813612,0.1035075789,0.3672905599,-1.338480421,3.221016362,1.502322933,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p85_seed1,144,40,22,0.85,0.15,1,0.4038984489,3.325661034,0.2553632163,1.8813187,91.90712312,1.551693496,2.294023317,0.06896551143,0.02521266964,0.01203161718,0.003517133201,,0.004076271348,1483.63243,0.9578220319,0.4950433022,-0.2809188368,-1.22260221,3.215623536,1.498448767,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p85_seed2,144,40,22,0.85,0.15,2,0.4038984489,3.493160604,0.2372578305,2.977444769,92.12082642,1.588501904,2.06693184,0.06515993656,0.02569126857,0.01255638112,0.003999150013,,0.003852259161,1449.474825,0.7613491142,0.4866214146,0.0867578504,-1.22510704,3.218725043,1.498779148,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p85_seed3,144,40,22,0.85,0.15,3,0.4946725539,4.111589726,0.456349353,2.185098354,95.78406579,1.582457255,1.482286866,0.138264005,0.02519979894,0.0121874459,0.003636636325,842.088665,0.004663905832,810.9440668,1.379300023,0.2756447786,-0.09330593596,-1.226293776,3.256561652,1.501645755,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p85_seed4,144,40,22,0.85,0.15,4,0.2855993321,4.070436709,0.2519018804,4.070436709,91.37400216,1.353534897,1.582496595,0.05107366727,0.02593123743,0.0129348323,0.004318375346,,0.001679032654,1762.022385,1.840625147,0.6867524557,0.1199119849,-1.222248696,3.244407852,1.499230333,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p8_seed1,144,40,22,0.8,0.2,1,0.5711986643,4.493167895,0.9052657962,3.129884277,74.51418527,1.592451074,1.161863515,0.2862913535,0.02914634058,0.01435725569,0.004431025258,860.5535095,0.005983618298,976.0932831,0.9622043026,0.348091191,-0.6939321829,-1.136306016,3.204575162,1.501655335,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p8_seed2,144,40,22,0.8,0.2,2,0.4038984489,4.774562174,0.3689073444,4.676134482,76.16164729,1.669254229,1.809329835,0.06036051981,0.03042263883,0.01579716531,0.005539377438,,0.003047437085,2444.281121,0.5399814652,0.5793614426,-0.2448470037,-1.136826885,3.236667931,1.499276937,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p8_seed3,144,40,22,0.8,0.2,3,0.2855993321,3.951233399,0.4155719866,3.951233399,73.26908523,1.254956818,1.730862349,0.1236270999,0.02770643984,0.01396579069,0.004703614766,,0.001823816353,2380.526584,1.053533692,0.6662716322,-0.3547679321,-1.131383219,3.254385912,1.502188483,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p8_seed4,144,40,22,0.8,0.2,4,0.2855993321,6.006484469,0.684355043,6.006484469,74.64528414,1.413920571,2.159698502,0.0802864653,0.03004130818,0.01579650056,0.005780043735,,0.001234819452,4246.873327,0.9404621265,0.7678275291,-0.4119569995,-1.135272961,3.280780283,1.496465748,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p7_seed1,144,40,22,0.7,0.3,1,0.4946725539,5.259672375,0.367027664,2.718307249,33.61173974,1.68598442,1.283501089,0.116108212,0.03217724329,0.01555008389,0.004462657412,1102.090659,0.004173832563,1017.006882,0.6597003171,0.4045384124,-0.2475504336,-0.9423218184,3.310094383,1.498478083,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p7_seed2,144,40,22,0.7,0.3,2,0.2855993321,10.90011402,0.7467740158,10.90011402,38.05343453,1.313469492,1.869837837,0.03874644435,0.03719292391,0.02065519527,0.008368036809,,0.0008134894201,150.9727544,0.03014546204,0.886815741,0.1022477513,-0.9548759298,3.261585068,1.50145551,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p7_seed3,144,40,22,0.7,0.3,3,0.4038984489,4.933499489,0.6308108572,3.74260489,38.27640039,1.514843293,2.368976861,0.1170577276,0.03189091674,0.01612380294,0.00530589951,,0.00335618765,2343.760487,0.6562044532,0.5699233195,0.2821284616,-0.9502098749,3.310731249,1.498855851,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p7_seed4,144,40,22,0.7,0.3,4,0.2855993321,5.715479578,0.852439884,5.715479578,39.04117976,1.684467513,2.271342675,0.1386568523,0.03318950432,0.01721579231,0.006024891438,,0.00147997266,6494.822697,0.5814719795,0.7373118713,0.4263735881,-0.9562600988,3.263288299,1.497059795,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p6_seed1,144,40,22,0.6,0.4,1,0.4038984489,7.863242383,0.4079124287,4.730384164,4.229892585,1.647207232,2.642875725,0.03648749346,0.04050650304,0.02201275544,0.007660867326,,0.002281611539,5482.314361,0.511615965,0.6867396305,0.1192549033,-0.7766373627,3.321515734,1.497207465,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p6_seed2,144,40,22,0.6,0.4,2,0.2855993321,13.24605378,0.4933280082,13.24605378,3.586115375,1.235739391,1.620319034,0.02729666878,0.04179134484,0.02388428892,0.01008536892,,0.0005651351936,13056.44264,0.8075516878,0.8872236982,-0.1235850095,-0.7707829667,3.320683656,1.501150024,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p6_seed3,144,40,22,0.6,0.4,3,0.2855993321,5.999196417,0.6650617994,5.999196417,4.961676798,1.240723677,1.396846261,0.09097588677,0.03673598043,0.01962951584,0.007065927123,,0.001386630598,4030.526821,0.751345593,0.7207371514,0.1350535796,-0.771317849,3.281657176,1.501694286,1250
