run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p25_pi0p990_epsAB0p6_seed4,144,40,22,0.6,0.4,4,0.2855993321,12.45969729,0.815904293,12.45969729,3.914284282,1.124241682,1.127013575,0.0345484421,0.03795580261,0.02125852231,0.009001287851,,0.0005869360997,23631.38139,0.742846891,0.9118106056,-0.05268363528,-0.7703683878,3.276781716,1.501775607,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p5_seed1,144,40,22,0.5,0.5,1,0.2855993321,8.287920845,1.288090132,8.287920845,1.725374304,1.434886225,1.804521081,0.1322482674,0.04558439862,0.02527799555,0.009270397262,,0.001112527838,13222.70757,0.6196532593,0.8191827511,0.6183422095,-0.6717028719,3.32902078,1.500767086,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p5_seed2,144,40,22,0.5,0.5,2,0.4038984489,6.858287741,0.8150766852,3.763711001,1.650944762,1.575959032,1.389653215,0.08495632429,0.04137975046,0.02128842955,0.006804936594,,0.00281473709,1406.03135,1.081658162,0.5021887767,-0.3910221211,-0.6710801823,3.289280305,1.501213969,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p5_seed3,144,40,22,0.5,0.5,3,0.4038984489,8.367242741,0.7439724937,6.209105108,1.40132744,1.483251786,1.707579108,0.06121255275,0.04241388657,0.02309314255,0.00838064708,,0.001976520278,2577.522549,1.13484507,0.7003654923,0.3154204845,-0.6664875853,3.327549473,1.500868996,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p5_seed4,144,40,22,0.5,0.5,4,0.2855993321,10.93985778,0.6264044239,10.93985778,1.76954553,1.130683236,1.805575976,0.03269195755,0.04261856105,0.02348862907,0.009307107592,,0.0009093307648,11167.77608,0.8344502034,0.8676669703,-0.1445432407,-0.6656875181,3.323676903,1.498426143,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p3_seed1,144,40,22,0.3,0.7,1,0.4038984489,12.18956945,0.6119420209,6.049863794,0.9944369749,1.559483063,3.089078438,0.02494698507,0.05452263539,0.03021726268,0.01072493642,,0.001441408966,2962.744043,1.138062977,0.7372111092,0.003620004338,-0.5066511446,3.339082546,1.498511968,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p3_seed2,144,40,22,0.3,0.7,2,0.2855993321,18.12269149,1.692544397,18.12269149,0.8989567062,1.212792747,1.345971261,0.04863748158,0.05470427675,0.0309313283,0.01285025389,,0.0004671246049,3215.257995,1.951801505,0.8911388366,0.3359350769,-0.5047543349,3.327271865,1.497558634,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p3_seed3,144,40,22,0.3,0.7,3,0.5711986643,7.861370254,1.861696829,6.009878309,0.9191636638,1.680936113,1.454605201,0.3458954009,0.04825946451,0.02494514591,0.008126393118,579.0511623,0.004371798449,577.071924,1.729563205,0.02550061387,-0.869885833,-0.4978912185,3.371298751,1.5013255,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p3_seed4,144,40,22,0.3,0.7,4,0.4038984489,9.254837691,0.8241120449,8.619203113,0.9903134897,1.454673924,2.159361728,0.05917036723,0.05096076225,0.02772252371,0.01019672782,,0.002006004622,2273.246701,1.1867838,0.6760021772,0.2520097674,-0.5016663236,3.32574231,1.499687023,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p1_seed1,144,40,22,0.1,0.9,1,0.2855993321,17.90200545,3.430771704,17.90200545,0.7135747458,1.396669235,1.359789789,0.168173652,0.06639710681,0.03899683907,0.01610691556,,0.0005296275667,12488.95557,0.7156960515,0.8621864938,0.6223334019,-0.365139693,3.393935817,1.498196052,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p1_seed2,144,40,22,0.1,0.9,2,0.4038984489,11.67442289,0.4016803705,6.032118036,0.7500055032,1.531807464,2.24134255,0.02403914526,0.06116384572,0.03258587466,0.01088960055,,0.001524094158,2156.747849,1.442720066,0.7147859209,0.05886387017,-0.3619660843,3.383718987,1.499364409,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p1_seed3,144,40,22,0.1,0.9,3,0.4038984489,10.84641453,0.4350397449,9.329437768,0.7093579907,1.452511393,2.653807946,0.02437687808,0.05820007633,0.03165196926,0.01152308408,,0.001686329413,7154.577488,0.4700317919,0.7235172398,-0.0003128988947,-0.3537218435,3.360540734,1.501730604,1250
M0144_N40_kappa0p25_pi0p990_epsAB0p1_seed4,144,40,22,0.1,0.9,4,0.4038984489,11.82619038,0.4556506969,3.285623429,0.7215714955,1.274981987,1.426632222,0.02804307489,0.05713847629,0.02970706654,0.009389768356,,0.001616234865,64732.05062,0.3562933748,0.8274853999,-0.06198386304,-0.3606803821,3.348281329,1.498046614,1250
