n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,1.531563601,0.1791434803
144,1,0,0.4038984489,2.338384763,0.1313919498
144,1,0,0.4946725539,1.954303041,0.1442068151
144,1,0,0.5711986643,1.691407692,0.1135502082
144,1,0,0.638619521,1.644098679,0.09322738925
144,1,0,0.6995726346,1.575922171,0.02938187626
144,1,0,0.8077968978,1.567720254,0.08050787455
144,1,0,0.8567979964,1.402892394,0.03837080063
144,1,0,0.9031443878,1.360144495,0.02347565595
144,1,0,0.9472258251,1.337746778,0.02311170351
144,1,0,0.9893451078,1.274097699,0.03109932281
144,1,0,1.029743036,1.290592517,0.0323243302
144,1,0,1.068614851,1.242591179,0.01576792148
144,1,0,1.142397329,1.204343216,0.02627031879
144,1,0,1.177556213,1.186267874,0.00924310708
144,1,0,1.211695347,1.177192417,0.0110138564
144,1,0,1.244898627,1.176207215,0.01973325371
144,1,0,1.277239042,1.170897572,0.01099687459
144,1,0,1.308780558,1.154070749,0.004009928373
144,1,0,1.339579608,1.157864699,0.01549069159
144,1,0,1.399145269,1.133442905,0.01093154093
144,1,0,1.427996661,1.123626488,0.007121460916
144,1,0,1.456276568,1.106060127,0.008776903661
144,1,0,1.484017662,1.11219979,0.01149076253
144,0.975,0.025,0.2855993321,2.513812019,0.4934792142
144,0.975,0.025,0.4038984489,1.955535563,0.2246703928
144,0.975,0.025,0.4946725539,2.056565662,0.1448151437
144,0.975,0.025,0.5711986643,1.81168103,0.1206149879
144,0.975,0.025,0.638619521,1.743875793,0.0761734367
144,0.975,0.025,0.6995726346,1.693590289,0.03521691671
144,0.975,0.025,0.8077968978,1.543929069,0.03885152941
144,0.975,0.025,0.8567979964,1.477498236,0.02410014328
144,0.975,0.025,0.9031443878,1.366996957,0.03191502888
144,0.975,0.025,0.9472258251,1.337412348,0.03694926544
144,0.975,0.025,0.9893451078,1.402049623,0.04628366687
144,0.975,0.025,1.029743036,1.288936298,0.03482454194
144,0.975,0.025,1.068614851,1.289381588,0.01365578623
144,0.975,0.025,1.142397329,1.160388831,0.02243782773
144,0.975,0.025,1.177556213,1.241291844,0.01284551538
144,0.975,0.025,1.211695347,1.229055586,0.01561957235
144,0.975,0.025,1.244898627,1.218758794,0.03009185089
144,0.975,0.025,1.277239042,1.194625202,0.007794463179
144,0.975,0.025,1.308780558,1.171870056,0.007095719395
144,0.975,0.025,1.339579608,1.161943301,0.01822587485
144,0.975,0.025,1.399145269,1.159206729,0.00566638436
144,0.975,0.025,1.427996661,1.133273166,0.01589202425
144,0.975,0.025,1.456276568,1.134983361,0.01326852782
144,0.975,0.025,1.484017662,1.131805796,0.02591799207
144,0.95,0.05,0.2855993321,1.979804351,0.4350884893
144,0.95,0.05,0.4038984489,2.3216009,0.08054183545
144,0.95,0.05,0.4946725539,2.391153256,0.2977971996
144,0.95,0.05,0.5711986643,1.788232556,0.0733507514
144,0.95,0.05,0.638619521,1.992401682,0.09236602335
