n_chains,eps_AB,delta_eps,shell_q,tau_psi_mean,tau_psi_sem
144,0.95,0.05,1.277239042,18.98445666,0.3442930805
144,0.95,0.05,1.308780558,16.90601747,0.4529757192
144,0.95,0.05,1.339579608,15.80503585,0.2162830106
144,0.95,0.05,1.399145269,12.60061698,0.3599650969
144,0.95,0.05,1.427996661,11.61981242,0.2789973956
144,0.95,0.05,1.456276568,10.79912521,0.1754292444
144,0.95,0.05,1.484017662,10.17880994,0.3106464574
144,0.9,0.1,0.2855993321,1001.609761,
144,0.9,0.1,0.4038984489,957.0692399,153.3054847
144,0.9,0.1,0.4946725539,501.5247275,50.72168084
144,0.9,0.1,0.5711986643,370.2764483,71.98440807
144,0.9,0.1,0.638619521,260.4434597,49.90965386
144,0.9,0.1,0.6995726346,246.4224795,34.46758525
144,0.9,0.1,0.8077968978,118.58933,6.955397792
144,0.9,0.1,0.8567979964,95.30706799,6.799931669
144,0.9,0.1,0.9031443878,70.22734294,4.163877928
144,0.9,0.1,0.9472258251,57.06617877,5.336430675
144,0.9,0.1,0.9893451078,55.32393179,2.133635367
144,0.9,0.1,1.029743036,43.46536014,1.785237497
144,0.9,0.1,1.068614851,36.00931442,0.6051916083
144,0.9,0.1,1.142397329,26.28025258,2.262537632
144,0.9,0.1,1.177556213,23.96849154,0.6178147219
144,0.9,0.1,1.211695347,20.70118207,0.8893153216
144,0.9,0.1,1.244898627,20.3979026,0.5478184407
144,0.9,0.1,1.277239042,18.22693285,0.5937364752
144,0.9,0.1,1.308780558,15.61089495,0.1886446805
144,0.9,0.1,1.339579608,15.87744751,0.2119806091
144,0.9,0.1,1.399145269,12.60937547,0.3082235601
144,0.9,0.1,1.427996661,11.43107559,0.3086916915
144,0.9,0.1,1.456276568,10.5618948,0.1190110845
144,0.9,0.1,1.484017662,9.738967334,0.1941233173
144,0.85,0.15,0.2855993321,1219.761206,
144,0.85,0.15,0.4038984489,709.1388801,
144,0.85,0.15,0.4946725539,579.7703826,142.7604488
144,0.85,0.15,0.5711986643,676.9480944,179.9406475
144,0.85,0.15,0.638619521,342.0118009,43.56380339
144,0.85,0.15,0.6995726346,195.07726,17.22609177
144,0.85,0.15,0.8077968978,111.091873,5.86146298
144,0.85,0.15,0.8567979964,86.45520485,8.257018898
144,0.85,0.15,0.9031443878,64.80021418,5.09833664
144,0.85,0.15,0.9472258251,56.67073724,3.867875231
144,0.85,0.15,0.9893451078,48.9408874,1.966363192
144,0.85,0.15,1.029743036,40.27069965,2.772677626
144,0.85,0.15,1.068614851,33.6353308,1.341184586
144,0.85,0.15,1.142397329,28.72509861,3.255541162
144,0.85,0.15,1.177556213,23.83807354,1.076124606
144,0.85,0.15,1.211695347,21.04173968,0.4329092082
144,0.85,0.15,1.244898627,19.37361864,0.7325284079
144,0.85,0.15,1.277239042,17.59587872,0.5155068021
144,0.85,0.15,1.308780558,15.32350107,0.3307216975
144,0.85,0.15,1.339579608,14.21185535,0.3565249264
144,0.85,0.15,1.399145269,12.22157287,0.2654088914
144,0.85,0.15,1.427996661,11.19310309,0.1859368107
144,0.85,0.15,1.456276568,9.958271996,0.1958449399
144,0.85,0.15,1.484017662,9.464963645,0.1669899098
144,0.8,0.2,0.2855993321,,
144,0.8,0.2,0.4038984489,1125.335682,
144,0.8,0.2,0.4946725539,511.8974494,92.76614646
144,0.8,0.2,0.5711986643,411.4439568,152.1280419
144,0.8,0.2,0.638619521,298.8020146,35.74448514
144,0.8,0.2,0.6995726346,217.3093528,20.56909815
144,0.8,0.2,0.8077968978,130.701378,20.48856368
144,0.8,0.2,0.8567979964,91.9479783,6.337775312
144,0.8,0.2,0.9031443878,70.10911102,2.021843305
144,0.8,0.2,0.9472258251,55.39138994,4.39433818
144,0.8,0.2,0.9893451078,43.91866411,2.830674384
144,0.8,0.2,1.029743036,38.52484005,1.902013709
144,0.8,0.2,1.068614851,33.26191297,1.046933125
144,0.8,0.2,1.142397329,25.51999824,1.88792728
144,0.8,0.2,1.177556213,22.49528507,0.1849354346
144,0.8,0.2,1.211695347,20.96692354,0.8962622084
144,0.8,0.2,1.244898627,19.02334056,0.780717931
144,0.8,0.2,1.277239042,16.47584601,0.685370836
144,0.8,0.2,1.308780558,15.04359482,0.6116836879
144,0.8,0.2,1.339579608,13.60663708,0.2080056783
144,0.8,0.2,1.399145269,11.81965273,0.4587073047
144,0.8,0.2,1.427996661,10.72556814,0.279829351
144,0.8,0.2,1.456276568,9.831210571,0.1211025474
144,0.8,0.2,1.484017662,9.567272353,0.08180382869
144,0.7,0.3,0.2855993321,,
144,0.7,0.3,0.4038984489,958.4111891,264.0391115
144,0.7,0.3,0.4946725539,712.5376362,133.9295998
144,0.7,0.3,0.5711986643,461.187028,114.9071789
144,0.7,0.3,0.638619521,302.6855843,33.06433895
144,0.7,0.3,0.6995726346,231.1546625,19.79115558
144,0.7,0.3,0.8077968978,124.9719195,13.59587562
144,0.7,0.3,0.8567979964,79.74327514,2.940818671
144,0.7,0.3,0.9031443878,75.35332904,8.046827736
144,0.7,0.3,0.9472258251,55.52956815,2.244219747
144,0.7,0.3,0.9893451078,51.92995309,3.289656172
144,0.7,0.3,1.029743036,41.02303629,3.203840827
144,0.7,0.3,1.068614851,33.7812602,1.327059306
144,0.7,0.3,1.142397329,25.16157169,0.907889583
144,0.7,0.3,1.177556213,21.57331926,1.096639504
144,0.7,0.3,1.211695347,19.91398654,0.3537221198
144,0.7,0.3,1.244898627,17.7222678,0.3381174421
144,0.7,0.3,1.277239042,15.28314052,0.414894268
144,0.7,0.3,1.308780558,13.9904285,0.3543461186
144,0.7,0.3,1.339579608,12.85667928,0.4105847123
144,0.7,0.3,1.399145269,10.26678219,0.1114302997
144,0.7,0.3,1.427996661,9.871345796,0.2009368717
144,0.7,0.3,1.456276568,9.030325945,0.01007670415
144,0.7,0.3,1.484017662,8.369703886,0.1290825573
144,0.6,0.4,0.2855993321,,
144,0.6,0.4,0.4038984489,907.5774197,262.8382838
144,0.6,0.4,0.4946725539,621.1794022,121.6966561
144,0.6,0.4,0.5711986643,337.2822984,84.84356431
144,0.6,0.4,0.638619521,297.1535118,14.79989056
144,0.6,0.4,0.6995726346,171.5008031,5.70372379
144,0.6,0.4,0.8077968978,91.47688926,7.479733261
144,0.6,0.4,0.8567979964,71.80207861,2.937236401
144,0.6,0.4,0.9031443878,53.42534628,1.205171907
144,0.6,0.4,0.9472258251,47.67398866,1.9519571
144,0.6,0.4,0.9893451078,43.08156344,6.496134104
144,0.6,0.4,1.029743036,34.62570003,1.90183997
144,0.6,0.4,1.068614851,29.52654208,0.976672598
144,0.6,0.4,1.142397329,22.48122069,0.7256331593
144,0.6,0.4,1.177556213,20.1941929,0.2429271166
144,0.6,0.4,1.211695347,17.36259038,0.5506637235
144,0.6,0.4,1.244898627,16.19074856,0.5491120167
144,0.6,0.4,1.277239042,13.88576726,0.2743533233
144,0.6,0.4,1.308780558,12.69962549,0.1552024398
144,0.6,0.4,1.339579608,11.32519306,0.07202200759
144,0.6,0.4,1.399145269,9.659314426,0.09510510832
144,0.6,0.4,1.427996661,8.802361231,0.1544823096
144,0.6,0.4,1.456276568,8.170574036,0.1475717278
144,0.6,0.4,1.484017662,7.616412982,0.07718985409
144,0.5,0.5,0.2855993321,1148.474359,
144,0.5,0.5,0.4038984489,,
144,0.5,0.5,0.4946725539,723.2422021,133.4029015
144,0.5,0.5,0.5711986643,391.8483864,52.72813057
144,0.5,0.5,0.638619521,335.4228822,28.57635841
144,0.5,0.5,0.6995726346,235.269622,24.35320761
144,0.5,0.5,0.8077968978,104.8830768,6.967363796
144,0.5,0.5,0.8567979964,72.86394885,4.337003728
144,0.5,0.5,0.9031443878,67.29978049,2.137575038
144,0.5,0.5,0.9472258251,50.71531321,2.739076264
144,0.5,0.5,0.9893451078,48.48270426,5.150618902
144,0.5,0.5,1.029743036,34.9547165,1.370490012
144,0.5,0.5,1.068614851,30.99274663,0.5857060247
144,0.5,0.5,1.142397329,21.67360562,2.102428295
144,0.5,0.5,1.177556213,19.34453316,0.4121464001
144,0.5,0.5,1.211695347,18.04909917,0.8560226894
144,0.5,0.5,1.244898627,14.92689163,0.2295440706
144,0.5,0.5,1.277239042,14.53357991,0.2515914979
144,0.5,0.5,1.308780558,12.52988616,0.2119018954
144,0.5,0.5,1.339579608,11.46427996,0.220034864
144,0.5,0.5,1.399145269,9.724254388,0.2433439358
144,0.5,0.5,1.427996661,9.170819379,0.1249819671
144,0.5,0.5,1.456276568,8.251652368,0.130928226
144,0.5,0.5,1.484017662,7.752378699,0.2158879142
144,0.3,0.7,0.2855993321,,
144,0.3,0.7,0.4038984489,631.8519888,
144,0.3,0.7,0.4946725539,391.1665669,
144,0.3,0.7,0.5711986643,557.0811757,84.2937289
144,0.3,0.7,0.638619521,387.0405963,42.37269713
144,0.3,0.7,0.6995726346,270.2730938,33.0860137
144,0.3,0.7,0.8077968978,132.600016,7.018037097
144,0.3,0.7,0.8567979964,105.7905446,4.413340179
144,0.3,0.7,0.9031443878,80.00471592,6.843965444
144,0.3,0.7,0.9472258251,62.77347608,3.66841694
144,0.3,0.7,0.9893451078,50.17236838,6.801747432
144,0.3,0.7,1.029743036,40.23882924,1.878631604
144,0.3,0.7,1.068614851,33.90180492,0.5438737173
144,0.3,0.7,1.142397329,26.17512205,1.762007368
144,0.3,0.7,1.177556213,21.75950858,0.3829478526
144,0.3,0.7,1.211695347,19.56866427,0.4378718317
144,0.3,0.7,1.244898627,17.40592861,0.1615264276
144,0.3,0.7,1.277239042,15.19305239,0.08801972843
144,0.3,0.7,1.308780558,13.38042561,0.2097951109
144,0.3,0.7,1.339579608,12.0784138,0.3357341172
144,0.3,0.7,1.399145269,10.28092867,0.122838042
144,0.3,0.7,1.427996661,9.37149555,0.1422976229
144,0.3,0.7,1.456276568,8.600754996,0.09295481027
144,0.3,0.7,1.484017662,7.959432534,0.2034632124
144,0.1,0.9,0.2855993321,,
144,0.1,0.9,0.4038984489,,
144,0.1,0.9,0.4946725539,944.1440482,64.98004826
144,0.1,0.9,0.5711986643,673.0414984,211.526937
144,0.1,0.9,0.638619521,426.9546111,66.79863062
144,0.1,0.9,0.6995726346,257.0722544,12.85417755
144,0.1,0.9,0.8077968978,179.6398857,26.76472267
144,0.1,0.9,0.8567979964,115.88323,7.432209065
144,0.1,0.9,0.9031443878,87.1662894,6.574820376
144,0.1,0.9,0.9472258251,73.61553108,9.948854661
144,0.1,0.9,0.9893451078,57.09487633,4.737550561
144,0.1,0.9,1.029743036,48.91250499,1.177246774
144,0.1,0.9,1.068614851,41.35797505,1.22573617
144,0.1,0.9,1.142397329,32.77012822,1.845126586
144,0.1,0.9,1.177556213,24.09358375,0.1974232618
144,0.1,0.9,1.211695347,22.28801888,0.2991699687
144,0.1,0.9,1.244898627,18.3272177,0.3046694538
144,0.1,0.9,1.277239042,17.44381709,0.6330631984
144,0.1,0.9,1.308780558,15.30973578,0.1198176723
144,0.1,0.9,1.339579608,13.88729622,0.3210694294
144,0.1,0.9,1.399145269,10.68396018,0.1435425607
144,0.1,0.9,1.427996661,9.992460118,0.1682688976
144,0.1,0.9,1.456276568,9.165152482,0.06774642369
144,0.1,0.9,1.484017662,8.220935529,0.09878460135
