run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,9.273998944,0.2515075505,9.273998944,451.7530449,1.046344729,2.155349188,0.006683623963,0.03874678895,0.01987746664,0.007409337758,,0.0002705232801,1.605467252e+19,0.02075112646,0.9736593131,0.08515647576,-2.745133932,3.140434828,0.7003050572,625
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.4038984489,4.022998517,0.09348716672,2.820081811,436.8749108,1.315422573,2.552609943,0.01038471187,0.0313546407,0.01463712306,0.004407636882,,0.001193634071,1.684541899e+10,0.04441982736,0.9358106313,-0.05206832032,-2.749664308,3.239404063,0.699252711,625
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.6995726346,5.037554753,0.2860293677,1.757890746,450.4303043,1.234914267,2.809694545,0.01990758669,0.03891381948,0.01748382922,0.004354881031,,0.002497162769,4156.006045,0.6033159687,0.8455843841,0.1255577603,-2.753022414,3.225330265,0.6995844109,625
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.4038984489,5.998002766,0.2126663192,5.740479525,457.3561653,1.33675422,2.10783151,0.008067727696,0.04030348568,0.02025639163,0.006866006006,,0.0005780534458,1.751187011e+10,0.04105878227,0.9534423341,-0.0297161999,-2.7422628,3.227247135,0.6987383497,625
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.2855993321,20.63352386,0.2463869965,20.63352386,464.0836037,1.034013184,2.594497762,0.001855173058,0.07076001501,0.04002984832,0.01580487569,,0.0002026745415,2738.840775,0.002003880496,0.991546872,0.03980481847,-2.717923413,3.261499243,0.700132676,625
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.5711986643,6.043004718,0.6231241271,5.095548901,407.2941028,1.186378118,1.228408757,0.07047818168,0.04119413838,0.0196494771,0.006099370184,,0.00193278062,6586.846668,0.446252831,0.8343969355,0.04163199213,-2.696621674,3.292332367,0.7012879203,625
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.4038984489,4.698068395,0.1631692797,2.707465864,457.7857767,1.184923958,2.718863073,0.008914403045,0.03889079996,0.0177988618,0.004896537711,,0.001123868373,1384.706923,1.398407525,0.9074768829,0.1204586308,-2.712772212,3.295994942,0.7019515471,625
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.4038984489,9.721604761,0.4138279247,5.67026244,438.512052,1.102197584,2.243719504,0.009704880062,0.06123826196,0.03278624297,0.0102385113,,0.0004314434876,5.224422499e+21,0.01828565153,0.9767368969,0.1514929196,-2.70083423,3.293893383,0.7005265643,625
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.4946725539,11.99447893,0.9719487006,8.800893943,444.6590753,1.078289611,1.743803625,0.03176536983,0.06738974233,0.03532783168,0.0113091356,,0.0005302733318,1.286706408e+14,0.02813146247,0.96414779,-0.2892371596,-2.673457976,3.221907646,0.6984627812,625
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.4038984489,9.947822602,0.348742135,7.175947618,462.0348405,1.073659974,2.276034526,0.007192058033,0.05296164657,0.02755347922,0.009700452055,,0.000712554281,2.043241555e+14,0.03117753188,0.955636552,-0.05942388674,-2.671356391,3.200383117,0.6989017844,625
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.4038984489,8.538321904,0.2862853368,2.649298866,458.4149484,1.18338976,2.606198713,0.006934975998,0.0579060813,0.02800890837,0.007535068881,,0.0007949688513,24.58876147,0.00985920278,0.9618032437,-0.09570886688,-2.672684793,3.166815114,0.6999181032,625
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.5711986643,11.92901712,0.5472495358,8.44438824,429.7898851,1.102652083,1.279102167,0.01631387818,0.06030013467,0.0303944233,0.009454023614,,0.0008251972988,4.006332364e+15,0.02553979031,0.9641159897,0.1565912591,-2.666315945,3.209875312,0.6998022688,625
M0144_N40_kappa0p5_pi0p990_epsAB0p925_seed1,144,40,22,0.925,0.075,1,0.6995726346,7.755752653,0.4257024295,4.01125938,443.6725876,1.315896048,3.15104391,0.01477031703,0.05955519876,0.02683386817,0.006851300391,,0.001962707365,5433.936124,0.6561547437,0.8825755006,0.1817035687,-2.631858987,3.322756944,0.6996448855,625
