n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,0.85,0.15,0.9031443878,7.047780129,1.558879796
144,0.85,0.15,0.9472258251,4.677827282,0.4510657349
144,0.85,0.15,0.9893451078,3.578528877,0.3497596251
144,0.85,0.15,1.029743036,3.571312066,0.3617542184
144,0.85,0.15,1.068614851,4.147278214,0.1624068109
144,0.85,0.15,1.142397329,3.773138159,0.3474346108
144,0.85,0.15,1.177556213,3.019051843,0.3211544875
144,0.85,0.15,1.211695347,2.86297231,0.09372208036
144,0.85,0.15,1.244898627,2.406549107,0.2114246435
144,0.85,0.15,1.277239042,2.797859,0.2302180355
144,0.85,0.15,1.308780558,2.381625394,0.04803388196
144,0.85,0.15,1.339579608,2.132413748,0.08834206148
144,0.85,0.15,1.399145269,1.750941423,0.08453899961
144,0.85,0.15,1.427996661,1.906319233,0.08183339966
144,0.85,0.15,1.456276568,1.903620656,0.05841546399
144,0.85,0.15,1.484017662,1.616724689,0.08546924424
144,0.825,0.175,0.2855993321,12.76000886,1.376186036
144,0.825,0.175,0.4038984489,12.55915733,2.503901185
144,0.825,0.175,0.4946725539,13.18167304,5.931863253
144,0.825,0.175,0.5711986643,16.80148103,4.727841554
144,0.825,0.175,0.638619521,10.58509976,1.09669286
144,0.825,0.175,0.6995726346,10.49054195,1.606339467
144,0.825,0.175,0.8077968978,11.91984588,2.616362621
144,0.825,0.175,0.8567979964,7.800008805,1.154318424
144,0.825,0.175,0.9031443878,5.991158711,0.2589865158
144,0.825,0.175,0.9472258251,6.163875361,1.21348321
144,0.825,0.175,0.9893451078,5.746017402,1.390553835
144,0.825,0.175,1.029743036,4.708449217,0.9962129587
144,0.825,0.175,1.068614851,4.241442599,0.6917913623
144,0.825,0.175,1.142397329,4.622976042,1.247421932
144,0.825,0.175,1.177556213,3.563950514,0.3339677828
144,0.825,0.175,1.211695347,3.115029259,0.08349765653
144,0.825,0.175,1.244898627,2.897308578,0.3475011474
144,0.825,0.175,1.277239042,2.482632144,0.2049472256
144,0.825,0.175,1.308780558,2.469804587,0.1416689961
144,0.825,0.175,1.339579608,2.067851665,0.05974005872
144,0.825,0.175,1.399145269,2.334138943,0.1913628674
144,0.825,0.175,1.427996661,1.945149367,0.1750465878
144,0.825,0.175,1.456276568,1.913226492,0.08306174917
144,0.825,0.175,1.484017662,1.725347119,0.1366658009
144,0.8,0.2,0.2855993321,12.50019993,3.448819004
144,0.8,0.2,0.4038984489,17.16988961,2.339396692
144,0.8,0.2,0.4946725539,15.56575171,3.72184625
144,0.8,0.2,0.5711986643,15.80769815,2.573799002
144,0.8,0.2,0.638619521,17.7717438,1.027574414
144,0.8,0.2,0.6995726346,13.82101205,1.879014649
144,0.8,0.2,0.8077968978,8.181207996,1.329469111
144,0.8,0.2,0.8567979964,7.542345566,0.9381755229
144,0.8,0.2,0.9031443878,8.408822976,0.4487301672
144,0.8,0.2,0.9472258251,6.455518724,0.8494347046
144,0.8,0.2,0.9893451078,4.613570071,0.7979655592
144,0.8,0.2,1.029743036,4.64571406,0.5564913311
144,0.8,0.2,1.068614851,4.345761106,0.2437835436
144,0.8,0.2,1.142397329,4.33730232,1.060236
144,0.8,0.2,1.177556213,3.151221257,0.2765489398
144,0.8,0.2,1.211695347,2.904242306,0.2810233881
144,0.8,0.2,1.244898627,2.465367235,0.1619383875
144,0.8,0.2,1.277239042,2.617594591,0.1781512929
144,0.8,0.2,1.308780558,2.350437882,0.1568526233
144,0.8,0.2,1.339579608,2.31687572,0.1484513264
144,0.8,0.2,1.399145269,2.069082854,0.165399353
144,0.8,0.2,1.427996661,1.815404783,0.09299788504
144,0.8,0.2,1.456276568,1.762249743,0.02446159062
144,0.8,0.2,1.484017662,1.701827616,0.1444360381
144,0.775,0.225,0.2855993321,10.94134948,1.928867507
144,0.775,0.225,0.4038984489,18.48285942,4.038256897
144,0.775,0.225,0.4946725539,17.33473574,5.117467454
144,0.775,0.225,0.5711986643,20.72086374,3.519314907
144,0.775,0.225,0.638619521,15.04356723,1.528195514
144,0.775,0.225,0.6995726346,16.1885095,2.901232822
144,0.775,0.225,0.8077968978,10.66743754,0.6829986357
144,0.775,0.225,0.8567979964,9.589312237,0.8697967737
144,0.775,0.225,0.9031443878,6.564739593,0.6273552792
144,0.775,0.225,0.9472258251,6.686185984,1.261115715
144,0.775,0.225,0.9893451078,5.05140938,0.670656207
144,0.775,0.225,1.029743036,5.662057494,0.4432489384
144,0.775,0.225,1.068614851,4.573992827,0.2162968928
144,0.775,0.225,1.142397329,3.257744225,0.3323625528
144,0.775,0.225,1.177556213,3.845261532,0.2334240893
144,0.775,0.225,1.211695347,3.424325957,0.3936925949
