run_id,sequence_type,n_chains,chain_length,f_A,kappa,pi,step,total_energy,kinetic_energy,mean_Rg,temperature_inst,k_star,xi_AA,S_AA_peak
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,2000,-24244.605262756348,12359.9306640625,3.296054618702229,0.7152737652813946,0.34487794607595235,18.21857668392586,0.08603789177704425
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,4000,-25522.82650756836,12134.029296875,3.291536159648801,0.702200769495081,0.34487794607595235,18.21857668392586,0.09948898011425363
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,6000,-25955.469123840332,12232.166015625,3.2988292502320715,0.7078799777560765,0.34487794607595235,18.21857668392586,0.10808330404176394
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,8000,-26003.91530609131,12061.88671875,3.305050393072238,0.6980258517795138,0.34487794607595235,18.21857668392586,0.11869432678494579
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,10000,-26219.066215515137,12051.9130859375,3.3025951014803905,0.6974486739547164,0.34487794607595235,18.21857668392586,0.1369096467662354
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,12000,-26621.202144622803,12137.8896484375,3.2921646452688176,0.7024241694697627,0.34487794607595235,18.21857668392586,0.1490818302140291
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,14000,-26980.95417022705,12179.78515625,3.307174968033097,0.7048486780237269,0.34487794607595235,18.21857668392586,0.16298867049162186
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,16000,-26665.155586242676,12282.83984375,3.304430429880941,0.7108124909577547,0.34487794607595235,18.21857668392586,0.16627778983186986
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,18000,-26981.413982391357,12155.66015625,3.3013449222534974,0.7034525553385417,0.34487794607595235,18.21857668392586,0.1711733482256067
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,20000,-27191.19691467285,11969.4599609375,3.297358396753483,0.6926770810727719,0.34487794607595235,18.21857668392586,0.17811524943433085
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,22000,-27322.13087463379,12208.767578125,3.294403410463275,0.7065259015118635,0.34487794607595235,18.21857668392586,0.17892379465294628
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,24000,-27404.021659851074,12104.724609375,3.2978241600468983,0.7005048963758681,0.34487794607595235,18.21857668392586,0.18248195023078437
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,26000,-27395.678619384766,12108.484375,3.308346836160266,0.7007224754050926,0.34487794607595235,18.21857668392586,0.18440287986544288
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,28000,-27394.01030731201,12120.349609375,3.304631169677133,0.7014091209129051,0.34487794607595235,18.21857668392586,0.18544757039213286
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,30000,-27575.90505218506,12205.5712890625,3.31235477226699,0.7063409310800058,0.34487794607595235,18.21857668392586,0.1877670188193947
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,32000,-27775.496490478516,11984.873046875,3.315251213422952,0.6935690420645255,0.34487794607595235,18.21857668392586,0.19393971557376113
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,34000,-27835.245109558105,12052.6943359375,3.320334142107182,0.6974938851815682,0.34487794607595235,18.21857668392586,0.20152377571541863
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,36000,-27886.433685302734,12202.36328125,3.3269210630579042,0.7061552824797453,0.34487794607595235,18.21857668392586,0.203264964871228
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,38000,-27771.205192565918,11976.08203125,3.334349908514595,0.6930603027343749,0.34487794607595235,18.21857668392586,0.20666484254246245
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,40000,-27970.47695159912,12115.1015625,3.349483280236059,0.7011054144965277,0.34487794607595235,18.21857668392586,0.2051848412637273
M0288_N40_kappa1_pi0p990_seed3,correlated,288,40,0.5,1.0,0.99,42000,-27798.781845092773,12165.224609375,3.359591198979438,0.7040060537832754,0.34487794607595235,18.21857668392586,0.2065141205759678
