n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,0.95,0.05,0.2855993321,12.7183261,3.530989054
144,0.95,0.05,0.4038984489,10.17515015,0.7993404295
144,0.95,0.05,0.4946725539,9.001913386,0.9422777828
144,0.95,0.05,0.5711986643,10.63788798,1.46878194
144,0.95,0.05,0.638619521,7.775819086,0.5908184596
144,0.95,0.05,0.6995726346,6.504489634,0.4459400879
144,0.95,0.05,0.8077968978,4.625883838,0.1349136155
144,0.95,0.05,0.8567979964,4.328974312,0.2084608968
144,0.95,0.05,0.9031443878,3.845159833,0.2201475668
144,0.95,0.05,0.9472258251,3.476864221,0.2441894109
144,0.95,0.05,0.9893451078,3.229612573,0.2426023429
144,0.95,0.05,1.029743036,3.0998328,0.2159894534
144,0.95,0.05,1.068614851,2.721454415,0.1430763487
144,0.95,0.05,1.142397329,2.264396514,0.159825428
144,0.95,0.05,1.177556213,2.248966115,0.05459669904
144,0.95,0.05,1.211695347,2.14613337,0.07785850079
144,0.95,0.05,1.244898627,2.069533247,0.09309053714
144,0.95,0.05,1.277239042,1.966473567,0.08668117786
144,0.95,0.05,1.308780558,1.871829307,0.03526644847
144,0.95,0.05,1.339579608,1.758807057,0.05239333747
144,0.95,0.05,1.399145269,1.680460937,0.04906398379
144,0.95,0.05,1.427996661,1.680872342,0.03274860503
144,0.95,0.05,1.456276568,1.567058306,0.04181616599
144,0.95,0.05,1.484017662,1.530352967,0.04583973104
144,0.9375,0.0625,0.2855993321,12.4738724,2.454576239
144,0.9375,0.0625,0.4038984489,9.900355902,1.346059529
144,0.9375,0.0625,0.4946725539,12.11274971,2.33372879
144,0.9375,0.0625,0.5711986643,11.32749562,1.586597614
144,0.9375,0.0625,0.638619521,8.189039405,0.969776955
144,0.9375,0.0625,0.6995726346,7.154706825,0.7341335559
144,0.9375,0.0625,0.8077968978,5.513858354,0.3906887614
144,0.9375,0.0625,0.8567979964,4.923382093,0.3809142876
144,0.9375,0.0625,0.9031443878,4.755212749,0.3980123783
144,0.9375,0.0625,0.9472258251,3.715498243,0.160972913
144,0.9375,0.0625,0.9893451078,3.09575246,0.3618774701
144,0.9375,0.0625,1.029743036,3.027635859,0.182679556
144,0.9375,0.0625,1.068614851,2.774144305,0.1060662289
144,0.9375,0.0625,1.142397329,2.279303385,0.1993937407
144,0.9375,0.0625,1.177556213,2.295664132,0.05918802199
