n_chains,eps_AB,delta_eps,n_seeds,box_size,S_psi_peak_seed_relative_variance,S_psi_peak_mean,S_psi_peak_sem,S_psi_kmin_mean,S_psi_kmin_sem,S_rho_kmin_mean,S_rho_kmin_sem,non_gaussian_ratio_peak_mean,non_gaussian_ratio_peak_sem,shell_anisotropy_peak_mean,shell_anisotropy_peak_sem,peak_intensity_relative_variance_mean,peak_intensity_relative_variance_sem,cg_variance_1p5_mean,cg_variance_1p5_sem,cg_variance_2_mean,cg_variance_2_sem,cg_variance_3_mean,cg_variance_3_sem,tau_psi_peak_mean,tau_psi_peak_sem,gamma_psi_peak_mean,gamma_psi_peak_sem,kww_tau_peak_mean,kww_tau_peak_sem,kww_beta_peak_mean,kww_beta_peak_sem,plateau_psi_peak_mean,plateau_psi_peak_sem,S_psi_peak_relative_drift_mean,S_psi_peak_relative_drift_sem,energy_per_bead_mean,energy_per_bead_sem,mean_Rg_mean,mean_Rg_sem,q_peak_mean,q_peak_sem
144,0.95,0.05,8,22,0.2187421423,16.18831946,2.676843636,12.7183261,3.530989054,483.5321558,9.320015518,1.251508328,0.03680290376,1.90050063,0.1788889646,0.03097969458,0.006117525787,0.07741618295,0.004407548796,0.04208233256,0.003401724441,0.01444233072,0.001937566337,,,0.0003604996521,9.302068304e-05,6.604375419e+19,6.604374955e+19,0.4696108713,0.2548088824,0.9311109108,0.01521537041,0.09800690339,0.05951290927,-2.676209996,0.002212965906,3.081517329,0.01649458924,0.3979207075,0.04627393574
144,0.9375,0.0625,8,22,0.0698347551,18.49152747,1.727681173,12.4738724,2.454576239,480.8879662,9.863872149,1.229725701,0.03849599557,2.135002439,0.1855707326,0.02278765715,0.005108447701,0.08302086802,0.003743921,0.04461065706,0.002725982515,0.01479307559,0.001494252942,,,0.000365509125,0.0001009182645,1.054448091e+11,1.026475746e+11,0.6460976522,0.3269021987,0.9171001963,0.02129319527,0.08876034493,0.04517128415,-2.655767288,0.002427096605,3.082798163,0.02239633184,0.4420482311,0.05169509509
144,0.925,0.075,8,22,0.0524768237,19.04499373,1.542480245,12.63439268,2.673391871,489.1060544,9.524378717,1.18990239,0.02823938762,2.436334861,0.172044625,0.02003699732,0.008483786324,0.1004895085,0.005058287385,0.0555724385,0.003986817834,0.0185805201,0.00203757796,,,0.0003551979336,0.0001082201122,4266806538,2937767820,0.9622265141,0.3584175377,0.9086313296,0.02346377607,0.1511271033,0.05249996712,-2.642058928,0.002287848804,3.070471735,0.01136583455,0.4036638037,0.03851783058
144,0.9125,0.0875,8,22,0.07295798435,23.43720363,2.238191352,12.9661348,2.054321406,461.9850721,8.252061634,1.232965465,0.03127534169,2.163875922,0.2531394048,0.03177090478,0.003702735453,0.104256475,0.004852372812,0.05783229978,0.003471542268,0.019255474,0.001515629563,,,0.0002955549213,4.76067357e-05,3.628099748e+19,3.628099748e+19,0.857597723,0.204679904,0.9150311228,0.01200423967,0.2049360639,0.04387535787,-2.619244996,0.002018933605,3.053775469,0.02121307501,0.4274954867,0.03958568076
144,0.9,0.1,8,22,0.02095768089,26.66694717,1.364897124,21.18265205,2.996393653,481.4076353,7.534103432,1.173876713,0.03184359185,2.148469241,0.2071619004,0.02117287647,0.006776753158,0.1213614931,0.003634845583,0.0699299369,0.003128400743,0.02506714133,0.002000043957,,,0.0002550111115,5.519765414e-05,5.273104185e+16,4.531827915e+16,0.1557603528,0.1177215175,0.9497574924,0.01181131686,0.1410764432,0.04373228826,-2.608290429,0.002115622734,3.073102574,0.02812488472,0.4092674706,0.04784773344
144,0.8875,0.1125,8,22,0.06936784079,25.53205865,2.377496729,13.51297772,3.925586595,473.2297965,7.211738931,1.181875053,0.03112064382,2.008779755,0.180328962,0.02982360823,0.007308429833,0.1201602862,0.006255209627,0.06584368616,0.004884454182,0.02119339166,0.002665397087,,,0.0004315432589,9.214518651e-05,4.074200189e+11,4.030148197e+11,0.474279288,0.135229425,0.8951765784,0.01990847686,0.1342670077,0.06527847704,-2.590711842,0.001929120213,3.057362449,0.01739943701,0.5134480641,0.04081252949
144,0.875,0.125,8,22,0.01180310184,26.57904246,1.020921652,16.3956406,2.551121816,464.4036676,6.610580444,1.227473665,0.0439910718,1.770212112,0.1675255088,0.04675246625,0.008616415035,0.1330782609,0.004050639485,0.07329064307,0.00324956045,0.02323211574,0.001817190764,,,0.0003348977831,4.916202975e-05,1.717709136e+20,1.190095472e+20,0.585903437,0.3017119023,0.9189206886,0.01375345228,0.01294035825,0.1160782754,-2.573215387,0.001700135681,3.044099296,0.01347747224,0.4788863043,0.04685668589
144,0.8625,0.1375,8,22,0.04282519636,31.47885196,2.303157157,22.70655963,3.529592082,468.3998113,6.702211524,1.165596779,0.02638195922,2.252265428,0.1653500826,0.02736043074,0.005732487242,0.1531774081,0.006935774665,0.08958020332,0.005681913145,0.03178600239,0.00297518406,,,0.0002805898127,6.394802141e-05,7.29715816e+15,7.29620475e+15,0.8813633172,0.3046816412,0.9249059137,0.01646295668,0.1975424182,0.05107169573,-2.560185927,0.001570342015,3.035367277,0.008991632837,0.42635733,0.04130202548
144,0.85,0.15,8,22,0.1095979153,34.96987921,4.093080493,20.22495369,5.821551653,462.0913767,7.759851367,1.254382477,0.05119727432,2.160989548,0.1543644315,0.02366481362,0.004728075418,0.1604012694,0.008979358865,0.09292742433,0.007721939064,0.03159063915,0.004483497462,,,0.0002805915482,7.213013496e-05,1.044938777e+20,1.044934488e+20,0.8862220605,0.3843280649,0.9243788347,0.01606024388,0.17291131,0.03317314245,-2.542879835,0.002560741809,3.051007669,0.01848914832,0.4734040096,0.03853330086
144,0.8375,0.1625,8,22,0.04301616343,32.4377457,2.378600512,19.61743342,4.844960332,466.3521995,6.16575909,1.187236088,0.01248585884,2.413065317,0.225182928,0.02472143007,0.006355351983,0.1627298915,0.00554508251,0.09277385684,0.005110892898,0.0310368244,0.003197277816,,,0.0002723228162,7.029780696e-05,6.085287632e+10,3.611770119e+10,0.5039331715,0.1921946206,0.9327573283,0.01383988412,0.1990738519,0.05066097122,-2.530765767,0.002236519568,3.024967012,0.01247515544,0.42635733,0.04130202548
144,0.825,0.175,8,22,0.07016409302,41.33566391,3.871126664,21.46480017,4.206402349,461.7092335,3.178294154,1.18422747,0.02738253111,2.137185412,0.2104082814,0.02507537314,0.005758866118,0.1775078114,0.006311615557,0.102440339,0.005424882854,0.03393253672,0.003097132267,,,0.000277032914,5.012470051e-05,1.189561901e+12,9.330455985e+11,0.6775312911,0.1860380362,0.9186140198,0.01625015637,0.08449268231,0.08255684301,-2.518383182,0.001224122093,3.046794039,0.01097895695,0.4536296394,0.03450355855
144,0.8125,0.1875,8,22,0.03114752611,41.45864538,2.586913419,23.36772475,4.921778269,463.6461957,3.645126844,1.115156548,0.02327709275,2.029269259,0.2446293851,0.0338219228,0.01061842437,0.1822571773,0.006449872455,0.1068735066,0.00573935957,0.0369342349,0.003527745134,,,0.000213627903,2.308827727e-05,2.12920319e+21,2.12908459e+21,0.8183665614,0.3296162148,0.930414398,0.0203518647,0.214261713,0.06262648724,-2.503888229,0.002002256515,3.062489427,0.009699146564,0.4440638756,0.03099474768
144,0.8,0.2,8,22,0.03851666495,42.29247238,2.934556116,22.43550837,3.726023573,451.084465,5.902646198,1.195945807,0.0383161675,2.208801359,0.1575365069,0.03225726286,0.008517657204,0.1871777662,0.006514554941,0.1081464915,0.005681208462,0.03618054357,0.003311256857,,,0.0002745505069,4.065146059e-05,4.682814371e+16,4.682809754e+16,0.7356112918,0.2503674919,0.9153686649,0.01397538917,0.2010310388,0.06037687305,-2.488814713,0.002587983065,3.080573427,0.01907944911,0.4995381623,0.02766749576
144,0.7875,0.2125,8,22,0.0534747522,46.44431924,3.797187114,23.53983845,4.456070591,455.7342272,6.518319781,1.133901933,0.0208337365,2.371821831,0.2779912385,0.01459845902,0.002455289377,0.1985923956,0.006312784391,0.1154991234,0.005417639522,0.03873471351,0.003179084992,,,0.0002303761159,4.080628535e-05,1.4854678e+21,1.4854678e+21,0.8671823092,0.3348169939,0.9307614026,0.01391560281,0.09740312943,0.03809195418,-2.479037353,0.001217678887,3.102356576,0.01467551668,0.4458448749,0.02709716328
144,0.775,0.225,8,22,0.04040684638,53.46436258,3.799678734,20.90698867,3.703217657,453.1014383,2.708585964,1.141120473,0.02473120193,2.132463767,0.1932902261,0.01216313902,0.001530484477,0.212405276,0.00580530313,0.1269757547,0.004745760792,0.04371145564,0.00245684869,,,0.0001969429575,1.591111519e-05,6.277941934e+12,5.287623665e+12,0.4643548747,0.2792971119,0.9396226795,0.009653440178,0.09872657335,0.03575326618,-2.466816063,0.002149017483,3.074429696,0.01402510643,0.4588512652,0.02257949462
144,0.7625,0.2375,8,22,0.05353289314,50.2214651,4.108229929,24.1422874,5.164933361,462.0468735,6.496540148,1.130669656,0.02008552647,1.984339281,0.1339704182,0.03575384473,0.007503776872,0.2099541071,0.008268995955,0.1225032488,0.007620519369,0.04142310809,0.004590720266,,,0.0002268844209,3.718547586e-05,1.668993679e+17,1.668516315e+17,0.8178140909,0.3200175274,0.9362619642,0.01032440916,0.2520607107,0.06555529276,-2.455953982,0.001993955222,3.062520002,0.01553526169,0.4536296394,0.03450355855
144,0.75,0.25,8,22,0.06137628273,47.46120025,4.157133911,22.53108285,3.22426458,449.3929703,3.363483594,1.146017295,0.01819344228,2.210631537,0.2403572305,0.02612264286,0.00829438999,0.2092079812,0.006072974622,0.1209855804,0.005308003927,0.04035607381,0.003010137964,,,0.0002483448414,3.092916596e-05,1.337302466e+12,1.233839826e+12,0.5232868113,0.2413726768,0.9306471221,0.007534528137,0.2044270365,0.05200103699,-2.440616822,0.001940370929,3.066795129,0.009435898902,0.468417029,0.02644314081
144,0.7375,0.2625,8,22,0.02907378681,51.50971775,3.10523861,28.15918079,4.331840747,436.1095063,5.133716785,1.195208875,0.03838204099,2.450135388,0.2608626634,0.02561069195,0.006704287926,0.2219516285,0.004136059566,0.1300888864,0.003286518831,0.0441878394,0.001814418571,,,0.0002150725158,1.257611157e-05,1.072840931e+12,7.464415557e+11,0.398609194,0.1957195294,0.9325899715,0.008546500086,0.1758913904,0.05866911082,-2.427242124,0.001420997755,3.079783672,0.01783191722,0.4701980283,0.02145761635
144,0.725,0.275,8,22,0.09247867849,58.74775896,6.316363545,25.28424285,5.967696504,438.4056994,7.792894447,1.203409764,0.02168214625,2.271772086,0.130992644,0.02013835471,0.004590843091,0.2270944996,0.004973832332,0.1338589331,0.004611648349,0.04551490351,0.003065397671,,,0.0001971599912,1.406499539e-05,2.998025637e+16,2.997829623e+16,0.4596106852,0.2883111466,0.941021247,0.007646104546,0.1596515919,0.04522278212,-2.416394932,0.001485223845,3.0728423,0.01484324931,0.4701980283,0.02145761635
144,0.7125,0.2875,8,22,0.07629300429,48.58127986,4.744236353,29.29126724,4.622846496,445.8728334,8.860852445,1.154075249,0.034171974,2.221959046,0.3305311726,0.01873811965,0.004257844436,0.2296771683,0.006381415251,0.1341401115,0.005282003095,0.04535412552,0.002966319171,,,0.0002453874203,2.566481573e-05,4.02396509e+23,4.014251998e+23,0.8766830656,0.3472516807,0.9269869995,0.01351035505,0.1635620283,0.02470568121,-2.406738117,0.003750448519,3.053313713,0.01713518811,0.4554106387,0.0309711127
