ensemble,epsilon,N,kappa,pi,disorder_idx,tw,lag,Q_mean,chi4,D4_mean,D4_std,n_traj,n_pairs
correlated,3.0,30,0.7,0.9,0,0,1,0.0016420361247947454,0.0013683634373289546,6.293499524553918,5.112232219306204,6,406
correlated,3.0,30,0.7,0.9,0,0,2,0.0016420361247947454,0.0021893814997263283,13.409176974665366,10.576257696892318,6,406
correlated,3.0,30,0.7,0.9,0,0,3,0.00041050903119868636,0.0003420908593322387,21.77690403815464,15.248752957421072,6,406
correlated,3.0,30,0.7,0.9,0,0,4,0.0016420361247947454,0.0013683634373289546,30.728970364948978,12.779015885824691,6,406
correlated,3.0,30,0.7,0.9,0,0,5,0.0016420361247947454,0.0013683634373289546,40.141351995418574,17.388811312906018,6,406
correlated,3.0,30,0.7,0.9,0,0,6,0.0008210180623973727,0.0005473453749315821,48.77756704145384,21.181018866566067,6,406
correlated,3.0,30,0.7,0.9,0,0,7,0.0008210180623973727,0.0005473453749315821,56.64078116543367,20.399805413225565,6,406
correlated,3.0,30,0.7,0.9,0,0,9,0.0,0.0,85.39130130130127,29.93862840555943,6,406
correlated,3.0,30,0.7,0.9,0,0,10,0.0,0.0,99.10019361993487,35.92615926559709,6,406
correlated,3.0,30,0.7,0.9,0,0,12,0.0,0.0,119.581591672179,34.84076638230273,6,406
correlated,3.0,30,0.7,0.9,0,0,15,0.0,0.0,179.02121399871479,80.2373532607911,6,406
correlated,3.0,30,0.7,0.9,0,0,17,0.0,0.0,213.88135515131384,78.89670665689384,6,406
correlated,3.0,30,0.7,0.9,0,0,20,0.0,0.0,295.0418367900074,119.61899309758695,6,406
correlated,3.0,30,0.7,0.9,0,0,24,0.0,0.0,395.4041284574967,169.00363395919484,6,406
correlated,3.0,30,0.7,0.9,0,0,28,0.0,0.0,473.49379171360283,163.5270351784738,6,406
correlated,3.0,30,0.7,0.9,0,0,34,0.0,0.0,567.4505315242133,170.45455536641632,6,406
correlated,3.0,30,0.7,0.9,0,0,40,0.0008210180623973727,0.0005473453749315821,715.7343915184815,203.08465797894942,6,406
correlated,3.0,30,0.7,0.9,0,0,47,0.00041050903119868636,0.0003420908593322387,857.5927206109164,255.68840478704834,6,406
correlated,3.0,30,0.7,0.9,0,0,56,0.00041050903119868636,0.0003420908593322387,1052.2682459634254,290.6904689025375,6,406
correlated,3.0,30,0.7,0.9,0,0,66,0.0,0.0,1213.5624948163882,328.9368372376239,6,406
correlated,3.0,30,0.7,0.9,0,0,78,0.0,0.0,1377.7530322246594,392.58893339798294,6,406
correlated,3.0,30,0.7,0.9,0,0,92,0.0,0.0,1525.49216462571,405.5666037213863,6,406
correlated,3.0,30,0.7,0.9,0,0,109,0.0,0.0,1731.610446801499,447.11427136541903,6,406
correlated,3.0,30,0.7,0.9,0,0,129,0.0,0.0,1924.651412970932,638.2512707986216,6,406
correlated,3.0,30,0.7,0.9,0,0,152,0.00041050903119868636,0.0003420908593322387,2022.6061226409531,648.9090069975032,6,406
correlated,3.0,30,0.7,0.9,0,0,180,0.00041050903119868636,0.0003420908593322387,2161.0335525885234,607.9918525131985,6,406
correlated,3.0,30,0.7,0.9,0,0,212,0.00041050903119868636,0.0003420908593322387,2339.666629762378,770.1186804374363,6,406
correlated,3.0,30,0.7,0.9,0,0,251,0.00041050903119868636,0.0003420908593322387,2402.374364147279,750.5845038659223,6,406
correlated,3.0,30,0.7,0.9,0,0,297,0.0,0.0,2556.7763350635346,749.7909831447224,6,406
correlated,3.0,30,0.7,0.9,0,0,351,0.00041050903119868636,0.0003420908593322387,2717.5352077995162,710.1142107354246,6,406
correlated,3.0,30,0.7,0.9,0,0,415,0.00041050903119868636,0.0003420908593322387,2789.37625893598,805.9787521605815,6,406
correlated,3.0,30,0.7,0.9,0,0,491,0.0008210180623973727,0.0005473453749315821,2901.3567116579757,897.8012918545663,6,406
correlated,3.0,30,0.7,0.9,0,0,580,0.0008210180623973727,0.0005473453749315821,3140.819582660613,1078.3561716754782,6,406
correlated,3.0,30,0.7,0.9,0,0,686,0.00041050903119868636,0.0003420908593322387,3072.0337178658324,983.8627254383548,6,406
correlated,3.0,30,0.7,0.9,0,0,811,0.00041050903119868636,0.0003420908593322387,3437.743141386249,1346.4905242303048,6,406
correlated,3.0,30,0.7,0.9,0,0,959,0.00041050903119868636,0.0003420908593322387,3309.244692910621,1045.3888775714786,6,406
correlated,3.0,30,0.7,0.9,0,0,1134,0.00041050903119868636,0.0003420908593322387,3316.1607168830838,1096.3001896953917,6,406
correlated,3.0,30,0.7,0.9,0,0,1341,0.0008210180623973727,0.0005473453749315821,3262.641529260045,1016.8081590584299,6,406
correlated,3.0,30,0.7,0.9,0,0,1585,0.00041050903119868636,0.0003420908593322387,3418.341540534045,1290.2204361524027,6,406
correlated,3.0,30,0.7,0.9,0,0,1874,0.0,0.0,3389.4987666377674,1151.580093008244,6,406
correlated,3.0,30,0.7,0.9,0,0,2215,0.00041050903119868636,0.0003420908593322387,3762.4080141949557,1731.3104977661078,6,406
correlated,3.0,30,0.7,0.9,0,0,2619,0.0,0.0,3910.281305767416,2033.0751951674872,6,406
