ensemble,epsilon,N,kappa,pi,disorder_idx,tw,lag,Q_mean,chi4,D4_mean,D4_std,n_traj,n_pairs
iid,3.0,30,0.0,0.0,0,0,1,0.0027709359605911,0.0039639778325123,7.750058200630305,3.097211078452853,8,406
iid,3.0,30,0.0,0.0,0,0,2,0.0027709359605911,0.0039639778325123,16.732726304021877,5.14724805444978,8,406
iid,3.0,30,0.0,0.0,0,0,3,0.0021551724137931,0.0027324507389162,27.807746730026206,10.570291387550926,8,406
iid,3.0,30,0.0,0.0,0,0,4,0.001539408866995,0.0018088054187192,38.351333876398,16.068631396665175,8,406
iid,3.0,30,0.0,0.0,0,0,6,0.001539408866995,0.0018088054187192,64.15908478086553,30.022636906883957,8,406
iid,3.0,30,0.0,0.0,0,0,8,0.001847290640394,0.0029248768472906,98.85484328895404,42.48666089366488,8,406
iid,3.0,30,0.0,0.0,0,0,11,0.0021551724137931,0.0039639778325123,157.86455647830198,81.23430135664118,8,406
iid,3.0,30,0.0,0.0,0,0,15,0.001847290640394,0.0029248768472906,251.6559123312433,138.0287502956066,8,406
iid,3.0,30,0.0,0.0,0,0,22,0.001231527093596,0.001847290640394,431.51433209767583,244.45754000395047,8,406
iid,3.0,30,0.0,0.0,0,0,30,0.000923645320197,0.0011930418719211,690.3122449447733,403.4805942757269,8,406
iid,3.0,30,0.0,0.0,0,0,43,0.000615763546798,0.0010775862068965,1118.531447587598,575.2104372349983,8,406
iid,3.0,30,0.0,0.0,0,0,60,0.000307881773399,0.0002693965517241,1643.4522036535834,902.5538772595164,8,406
iid,3.0,30,0.0,0.0,0,0,84,0.000615763546798,0.0004618226600985,2361.75055071435,1334.9502941108174,8,406
iid,3.0,30,0.0,0.0,0,0,119,0.000923645320197,0.0005772783251231,3056.917937713391,1922.6490073485863,8,406
iid,3.0,30,0.0,0.0,0,0,167,0.000615763546798,0.0004618226600985,3840.95770162653,2469.9678555222645,8,406
iid,3.0,30,0.0,0.0,0,0,235,0.000615763546798,0.0004618226600985,4903.92708731503,3135.731536502822,8,406
iid,3.0,30,0.0,0.0,0,0,330,0.000923645320197,0.0011930418719211,5525.44679047695,3615.798762751245,8,406
iid,3.0,30,0.0,0.0,0,0,464,0.000923645320197,0.0011930418719211,6333.243070801671,4164.31939773197,8,406
iid,3.0,30,0.0,0.0,0,0,653,0.000923645320197,0.0011930418719211,6766.661741376267,4160.082323760747,8,406
iid,3.0,30,0.0,0.0,0,0,918,0.001539408866995,0.0024245689655172,7377.429472616328,4653.871032041202,8,406
iid,3.0,30,0.0,0.0,0,0,1292,0.001231527093596,0.0024630541871921,7904.460947660966,5035.557183603489,8,406
iid,3.0,30,0.0,0.0,0,0,1817,0.001847290640394,0.0023091133004926,8435.509503272406,5380.751252338199,8,406
iid,3.0,30,0.0,0.0,0,0,2555,0.001539408866995,0.0024245689655172,8829.999763416965,5655.959842825682,8,406
iid,3.0,30,0.0,0.0,0,0,3594,0.001847290640394,0.0023091133004926,9190.040536610732,5952.904696202835,8,406
iid,3.0,30,0.0,0.0,0,0,5055,0.001847290640394,0.0029248768472906,9807.66415016538,6509.794780437041,8,406
iid,3.0,30,0.0,0.0,0,0,7110,0.001539408866995,0.0018088054187192,9881.489227986274,6559.138943428941,8,406
iid,3.0,30,0.0,0.0,0,0,10000,0.001847290640394,0.0016933497536945,9912.070914479384,6572.951622103821,8,406
iid,3.0,30,0.0,0.0,0,100,1,0.0193965517241379,0.0421413177339901,5.404100813308109,5.621491570470208,8,406
iid,3.0,30,0.0,0.0,0,100,2,0.0197044334975369,0.0412561576354679,9.75516888773145,7.899710616691992,8,406
iid,3.0,30,0.0,0.0,0,100,3,0.0184729064039408,0.041871921182266,13.631814093717782,9.106328594058157,8,406
iid,3.0,30,0.0,0.0,0,100,4,0.0187807881773399,0.0362915640394088,19.942095782553583,14.4177478660955,8,406
iid,3.0,30,0.0,0.0,0,100,6,0.0175492610837438,0.0341363916256157,30.186133668529948,19.56980443696486,8,406
iid,3.0,30,0.0,0.0,0,100,8,0.0172413793103448,0.0455665024630541,37.01600804004089,22.89678188246613,8,406
iid,3.0,30,0.0,0.0,0,100,11,0.0175492610837438,0.0458358990147783,46.86754231326767,30.382587869124396,8,406
iid,3.0,30,0.0,0.0,0,100,15,0.0157019704433497,0.0338285098522167,58.56208492346552,38.43379092694456,8,406
iid,3.0,30,0.0,0.0,0,100,22,0.0150862068965517,0.0446043719211822,94.01648987149444,78.9900480139507,8,406
iid,3.0,30,0.0,0.0,0,100,30,0.0141625615763546,0.0429495073891625,132.51285189148868,132.32877275255714,8,406
iid,3.0,30,0.0,0.0,0,100,43,0.0157019704433497,0.0362915640394088,195.4705444418019,145.81024136761548,8,406
iid,3.0,30,0.0,0.0,0,100,60,0.0138546798029556,0.0313654556650246,277.158624182983,214.2552366975659,8,406
iid,3.0,30,0.0,0.0,0,100,84,0.0116995073891625,0.0244766009852216,441.06352336299335,358.10366640028036,8,406
iid,3.0,30,0.0,0.0,0,100,119,0.0129310344827586,0.0250923645320196,674.7935294812921,560.590629739863,8,406
iid,3.0,30,0.0,0.0,0,100,167,0.0116995073891625,0.0213977832512315,891.3400281104424,781.2805014488068,8,406
iid,3.0,30,0.0,0.0,0,100,235,0.0113916256157635,0.0208974753694581,1091.734955785912,1017.2164459496374,8,406
iid,3.0,30,0.0,0.0,0,100,330,0.0116995073891625,0.0207820197044334,1439.8012198324968,1368.1506039859814,8,406
iid,3.0,30,0.0,0.0,0,100,464,0.0120073891625615,0.0242841748768472,1611.7396330490858,1486.2320047776832,8,406
iid,3.0,30,0.0,0.0,0,100,653,0.0120073891625615,0.0224368842364532,1996.053712439838,1828.786044225007,8,406
iid,3.0,30,0.0,0.0,0,100,918,0.0101600985221674,0.0175107758620689,2286.731994407529,2039.3535459247405,8,406
iid,3.0,30,0.0,0.0,0,100,1292,0.0116995073891625,0.0201662561576354,2539.413729987042,2198.817557599206,8,406
iid,3.0,30,0.0,0.0,0,100,1817,0.0104679802955665,0.0146243842364531,2797.943384697702,2392.5507744771726,8,406
iid,3.0,30,0.0,0.0,0,100,2555,0.0107758620689655,0.0135083128078817,3093.281696101276,2633.0064697961343,8,406
iid,3.0,30,0.0,0.0,0,100,3594,0.0095443349753694,0.0255157019704433,3449.6393503380664,2999.333305430978,8,406
iid,3.0,30,0.0,0.0,0,100,5055,0.0076970443349753,0.0101216133004926,3920.146698466963,3570.99384870197,8,406
iid,3.0,30,0.0,0.0,0,100,7110,0.0070812807881773,0.0076585591133004,3978.257810713657,3635.8893292295425,8,406
iid,3.0,30,0.0,0.0,0,100,10000,0.0070812807881773,0.0119689039408867,3987.4404578692593,3623.449832327947,8,406
iid,3.0,30,0.0,0.0,0,1000,1,0.1219211822660098,0.3860837438423667,0.5284901666134706,0.6632829479248995,8,406
iid,3.0,30,0.0,0.0,0,1000,2,0.1222290640394088,0.3786560960591155,1.117928547668565,1.969509127224878,8,406
iid,3.0,30,0.0,0.0,0,1000,3,0.1216133004926108,0.3823506773399015,4.066421235032599,9.606948946575868,8,406
iid,3.0,30,0.0,0.0,0,1000,4,0.1209975369458127,0.3709590517241402,5.381060556009199,12.674407858525967,8,406
iid,3.0,30,0.0,0.0,0,1000,6,0.1166871921182265,0.3688038793103472,6.637957897430075,14.848189066894454,8,406
iid,3.0,30,0.0,0.0,0,1000,8,0.1139162561576354,0.4468903940886725,6.6859033397555105,15.205908669188906,8,406
iid,3.0,30,0.0,0.0,0,1000,11,0.1133004926108374,0.4550492610837438,9.278661100972847,19.292726611213578,8,406
iid,3.0,30,0.0,0.0,0,1000,15,0.1111453201970443,0.4676339285714282,10.05365739533912,17.65548639178901,8,406
iid,3.0,30,0.0,0.0,0,1000,22,0.1089901477832512,0.4604371921182275,10.339284602534075,17.846806975706492,8,406
iid,3.0,30,0.0,0.0,0,1000,30,0.1089901477832512,0.5158559113300509,12.55073609265824,21.076036508432303,8,406
iid,3.0,30,0.0,0.0,0,1000,43,0.1065270935960591,0.3939347290640412,22.535254615358017,38.8390305466268,8,406
iid,3.0,30,0.0,0.0,0,1000,60,0.105603448275862,0.3808112684729058,31.973747911936844,58.94642309276447,8,406
iid,3.0,30,0.0,0.0,0,1000,84,0.1034482758620689,0.3633004926108378,19.19353528466345,19.943335821035152,8,406
iid,3.0,30,0.0,0.0,0,1000,119,0.1003694581280788,0.3705357142857149,31.19333758628572,34.7724137443561,8,406
iid,3.0,30,0.0,0.0,0,1000,167,0.0985221674876847,0.4371921182266005,41.385930626567166,57.867829546035175,8,406
iid,3.0,30,0.0,0.0,0,1000,235,0.0945197044334975,0.3724984605911332,48.91946198307741,56.78905135175218,8,406
iid,3.0,30,0.0,0.0,0,1000,330,0.0880541871921182,0.326816502463055,105.90597934910816,190.86061133023384,8,406
iid,3.0,30,0.0,0.0,0,1000,464,0.0911330049261083,0.2296798029556642,141.85090638059276,258.0615658068135,8,406
iid,3.0,30,0.0,0.0,0,1000,653,0.0855911330049261,0.2874076354679809,212.41159232785225,420.995165647736,8,406
iid,3.0,30,0.0,0.0,0,1000,918,0.0825123152709359,0.2758620689655183,195.23242425580625,302.14298389545183,8,406
iid,3.0,30,0.0,0.0,0,1000,1292,0.0754310344827586,0.2456511699507396,300.8607912370709,548.1296761517888,8,406
iid,3.0,30,0.0,0.0,0,1000,1817,0.0745073891625615,0.1667179802955658,345.86348602987306,621.37725243687,8,406
iid,3.0,30,0.0,0.0,0,1000,2555,0.0729679802955665,0.1785329433497535,522.0887836815119,1016.4687762334324,8,406
iid,3.0,30,0.0,0.0,0,1000,3594,0.0711206896551724,0.2053186576354678,901.6228033934682,1858.9393909955115,8,406
iid,3.0,30,0.0,0.0,0,1000,5055,0.0652709359605911,0.1625615763546798,977.395936369615,1979.0067701281205,8,406
iid,3.0,30,0.0,0.0,0,1000,7110,0.0625,0.136661022167488,1013.9387362401808,2055.657927508319,8,406
