run_id,eps_BB,kappa,f_A,k_off,k_on,k_fb,seed,f_B,largest_B_cluster_fraction,n_B_clusters,dense_B_fraction,mean_BB_coordination,mean_A_coordination,mean_B_coordination,B_cluster_size_second_moment,mean_coordination,mean_Rg,S_BB_peak,q_BB_peak,S_BB_kmin,tau_BB_peak,plateau_BB_peak,S_psi_peak,f_B_final,f_B_drift,mark_memory_time,mark_persistence,largest_cluster_time_std,f_B_time_std
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0_seed1,1.0,0.5,0.7,0.001,0.00042857142857142866,0.0,1,0.29733611111111113,0.018269113711301615,82.612,0.011588135302633824,1.5583713262810992,3.594746530704038,4.132418377824837,6.044864504241554,3.754697222222222,3.774246847662172,0.6382690858864186,0.5021012828287303,0.5071535244524911,77.18453231773529,-0.013004101060629117,1.203522498178102,0.2977430555555556,-0.0004138888888889358,474.6312585113707,0.0005208333333333333,0.004767868805362746,0.004993538649168617
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0_seed2,1.0,0.5,0.7,0.001,0.00042857142857142866,0.0,2,0.2986076388888889,0.02013158187721045,81.476,0.013970849410886868,1.5870364045183734,3.5917872640474324,4.145816711798975,6.458520622392023,3.7574777777777775,3.785058595769662,0.6644753341390247,0.4583536645959616,0.6643107634363113,93.35691990359646,0.043217217659477836,1.2400315576130416,0.3046875,0.008948611111110949,472.5076080579226,0.0008680555555555555,0.00576763596320674,0.007753254524982825
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0_seed3,1.0,0.5,0.7,0.001,0.00042857142857142866,0.0,3,0.2964868055555555,0.018441985359364445,81.104,0.012070126265008287,1.54530688023929,3.594594067162605,4.139226172038627,6.003078464700222,3.756172222222222,3.802343430143682,0.6504506353465236,0.4099639807090835,0.5278090088133138,112.70703897702596,0.021139510447312604,1.2015289236275104,0.30572916666666666,-0.0010819444444444826,484.24858658077693,0.00017361111111111112,0.004398637361685832,0.004356373986403553
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0_seed4,1.0,0.5,0.7,0.001,0.00042857142857142866,0.0,4,0.29988750000000003,0.019420587669711692,82.628,0.013989896656270763,1.5937117431306782,3.5954598282046644,4.161793811713034,6.470600931695523,3.7653583333333334,3.7932945647189364,0.6868884388478341,0.5021012828287303,0.5328233454011317,88.94433148601637,-0.009753939742095609,1.2105290741076487,0.30243055555555554,0.0027638888888888435,478.2679195914676,0.0010416666666666667,0.004590672115118815,0.004907553740830133
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p01_seed1,1.0,0.5,0.7,0.001,0.00042857142857142866,0.01,1,0.7273729166666666,0.9417994177662442,10.696,0.7295437747623332,7.502940691928764,4.881464626787331,8.687077536548934,3717.1074144811537,7.649666666666666,3.3177474365257265,498.7334751650246,0.20498199035454176,498.7334751650246,,0.9861360374362238,283.97665068276575,0.7256944444444444,-0.004656944444444311,250.8022515003432,0.001388888888888889,0.009102992191120925,0.0071827467173145275
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p01_seed2,1.0,0.5,0.7,0.001,0.00042857142857142866,0.01,2,0.7220298611111111,0.9416829837353459,10.624,0.7250194894223541,7.4662548546086125,4.829276948436556,8.658736054035922,3689.2328083798643,7.594343055555556,3.329287742976659,428.7595978446715,0.20498199035454176,428.7595978446715,,0.9208162025926916,244.69748944758922,0.7168402777777778,0.0033958333333332646,256.48039986707806,0.0020833333333333333,0.009730231893584932,0.007391806448060339
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p01_seed3,1.0,0.5,0.7,0.001,0.00042857142857142866,0.01,3,0.7108430555555556,0.9300417138018184,12.368,0.6993791906088518,7.2766751764105875,4.639367633917378,8.471770693384501,3543.149971590683,7.36377638888889,3.2945543085622755,189.5859513197354,0.2898883108016239,150.23970559401397,,0.9121627007844217,122.5412369007818,0.7157986111111111,-0.0031166666666665455,268.5066666585864,0.001736111111111111,0.012504579117561298,0.0052142329549649015
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p01_seed4,1.0,0.5,0.7,0.001,0.00042857142857142866,0.01,4,0.7164548611111111,0.9346827689369163,12.248,0.7121604492490489,7.3870651766756525,4.710240857181292,8.573035379270886,3606.8346965223477,7.478101388888889,3.318437290454453,268.95541451194214,0.20498199035454176,268.95541451194214,,0.8481586749760002,149.39580255901615,0.7105902777777777,0.006734722222222378,262.06845813805455,0.0012152777777777778,0.012161017329641796,0.006432397331940621
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p03_seed1,1.0,0.5,0.7,0.001,0.00042857142857142866,0.03,1,0.9286625,0.9990193307620209,1.02,0.9334387623818027,9.984752180236482,6.542569648483937,10.432354297362009,5338.616209889777,10.154980555555555,3.070741171579898,1471.0485093323814,0.20498199035454176,1471.0485093323814,,0.9850182572697254,1304.9168002534122,0.9300347222222223,-0.0011972222222221829,76.41893541582088,0.0015625,0.0005284091958743937,0.0038576950815989333
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p03_seed2,1.0,0.5,0.7,0.001,0.00042857142857142866,0.03,2,0.9274708333333334,0.9989309688631912,1.028,0.9281161651716123,9.941127721148659,6.404951004113926,10.386588073162308,5330.825573317184,10.097775,3.0880281475648763,1332.8987164319215,0.20498199035454176,1332.8987164319215,,0.9789606988561467,1183.3884696398056,0.9227430555555556,0.00011111111111095084,79.05721787115436,0.0026041666666666665,0.0005698627846401352,0.003317681423956223
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p03_seed3,1.0,0.5,0.7,0.001,0.00042857142857142866,0.03,3,0.9275513888888889,0.9990201561185394,1.016,0.9299085713184058,9.905372976631133,6.3926166533895294,10.349289246721245,5332.240358044399,10.062619444444444,3.0804571558161533,1399.956837780932,0.20498199035454176,1399.956837780932,,0.9870000239677673,1235.110410545271,0.934375,0.0015027777777777418,78.32848331825834,0.001736111111111111,0.000562896502098853,0.0038226453758821387
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p03_seed4,1.0,0.5,0.7,0.001,0.00042857142857142866,0.03,4,0.9298965277777778,0.9989665413016395,1.04,0.9340740556029437,9.994350000902006,6.575983519591662,10.437348981360529,5345.149955648218,10.166702777777779,3.1274764695406883,1474.0093249864062,0.20498199035454176,1474.0093249864062,,0.9861788368426191,1309.528450299593,0.9260416666666667,0.00079583333333344,75.3728563750034,0.0019097222222222222,0.0006401731753374978,0.0034897577347242736
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p1_seed1,1.0,0.5,0.7,0.001,0.00042857142857142866,0.1,1,0.9798409722222222,0.9999199215537901,1.0,0.9519198260176042,10.513787600240478,7.299249638368617,10.659693141743503,5642.980221069587,10.591990277777779,3.0139269678061624,1658.0506215466291,0.20498199035454176,1658.0506215466291,,0.9841229354481666,1602.584240542749,0.9807291666666667,0.00023194444444440965,20.981651963593098,0.0015625,0.0001276908616052961,0.001898821033058777
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p1_seed2,1.0,0.5,0.7,0.001,0.00042857142857142866,0.1,2,0.9797868055555556,0.9999149196382782,1.004,0.9492984956978289,10.435781941243222,7.175954324814626,10.57964025552396,5642.612323301075,10.510855555555555,3.034225948270944,1597.2379203842993,0.20498199035454176,1597.2379203842993,,0.9635868042349847,1542.9168841746332,0.9782986111111112,0.0003097222222222529,21.35659927019768,0.002777777777777778,0.00015950003198642666,0.0018678878745477965
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p1_seed3,1.0,0.5,0.7,0.001,0.00042857142857142866,0.1,3,0.9797430555555554,0.9999312393149765,1.0,0.9516000471454541,10.517106492903615,7.253212600282777,10.66289675911605,5642.544201324608,10.593866666666667,3.0230227438126764,1659.0864531902666,0.20498199035454176,1659.0864531902666,,0.9818120735010796,1603.7286723756515,0.9795138888888889,0.0002694444444446553,21.455975595664754,0.0019097222222222222,0.0001274894261253788,0.0017591663596329338
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p1_seed4,1.0,0.5,0.7,0.001,0.00042857142857142866,0.1,4,0.9799020833333333,0.9999149480681476,1.0,0.9521178655202841,10.517218280755827,7.325601159857077,10.663175592989125,5643.276283503357,10.596120833333332,3.028419638760488,1659.137395013615,0.20498199035454176,1659.137395013615,,0.9874773806087166,1603.9453462944089,0.9795138888888889,-0.0003013888888886429,21.090844104985095,0.0019097222222222222,0.00014280455448698742,0.0018438472981232145
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p3_seed1,1.0,0.5,0.7,0.001,0.00042857142857142866,0.3,1,0.9928305555555554,0.9999895057012514,1.0,0.9555735007927592,10.661630823489965,7.93677694812731,10.71847318904659,5718.5840265839815,10.698584722222222,3.0016182261589504,1709.7526928635764,0.20498199035454176,1709.7526928635764,,0.9847982506188427,1688.648944188406,0.9930555555555556,9.444444444450806e-05,6.493302177953591,0.001736111111111111,4.705922297048401e-05,0.001138555167908163
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p3_seed2,1.0,0.5,0.7,0.001,0.00042857142857142866,0.3,2,0.9929055555555556,0.9999825087722056,1.0,0.9531954910439346,10.60142268989319,7.806781947569234,10.656621815772114,5718.936054561913,10.636334722222221,2.9894249981421375,1655.9009623447741,0.20498199035454176,1655.9009623447741,,0.9697233652211485,1635.2308864351871,0.9939236111111112,5.000000000021654e-05,6.655499169609832,0.002777777777777778,6.86314047462401e-05,0.001136184967716179
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p3_seed3,1.0,0.5,0.7,0.001,0.00042857142857142866,0.3,3,0.9928854166666666,0.9999839104461696,1.0,0.9557275150701686,10.66647359341567,7.9342318309792885,10.72275086319249,5718.836046167079,10.702861111111112,3.023383896251566,1709.0511835553073,0.20498199035454176,1709.0511835553073,,0.9872356344957413,1687.9666328754506,0.9940972222222222,0.00010694444444481199,6.59652508831584,0.0019097222222222222,6.146437607592239e-05,0.0011588538415521843
epsBB1_kappa0p5_fA0p7_koff0p001_kfb0p3_seed4,1.0,0.5,0.7,0.001,0.00042857142857142866,0.3,4,0.9928430555555555,0.9999825104870886,1.0,0.9557852727562995,10.668840145557809,7.938317791307832,10.725495431285168,5718.576040577838,10.705502777777777,3.045523591298243,1709.735773318251,0.20498199035454176,1709.735773318251,,0.9892500508084504,1688.668073248214,0.9935763888888889,-0.00013055555555552267,6.5629882225122955,0.0019097222222222222,5.6945097608103896e-05,0.0010787080750189642
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0_seed1,1.0,0.5,0.7,0.003,0.001285714285714286,0.0,1,0.3029423611111111,0.018724007641276227,85.084,0.013116129309319324,1.6004728501251517,3.596599691916633,4.154150489955002,6.371249337245515,3.765575,3.798308841579101,0.6774020401632553,0.5797766216032478,0.5550692648820975,50.23017410597502,0.017389466455676374,1.2138201926654644,0.2972222222222222,-0.0008736111111110612,203.9340520487476,0.0,0.004392416136959502,0.006701571708790076
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0_seed2,1.0,0.5,0.7,0.003,0.001285714285714286,0.0,2,0.30111041666666666,0.018433302432950355,84.352,0.012545067622832393,1.5830078901897877,3.594535677645566,4.143065774331127,6.244053929873298,3.759758333333333,3.7999673776989367,0.6307103643366262,0.5021012828287303,0.5613815631958143,56.710817418865766,-0.013941628519785523,1.1980684104720862,0.3059027777777778,-0.00015416666666673295,205.4312533591962,0.0,0.004449394251562903,0.00464050251584212
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0_seed3,1.0,0.5,0.7,0.003,0.001285714285714286,0.0,3,0.29937222222222226,0.018287151433063534,82.728,0.012189578614750915,1.570505889766324,3.595213145077408,4.144669799431278,6.179266861424934,3.7597805555555555,3.785731016166962,0.635667869482299,0.5021012828287303,0.5422223204785988,58.8957651137335,0.011660762853018149,1.1920538630672084,0.2921875,-0.004711111111111221,206.89753662046866,0.0,0.00496968696629926,0.006413535040284957
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0_seed4,1.0,0.5,0.7,0.003,0.001285714285714286,0.0,4,0.30028125,0.018477842947223398,84.348,0.01194817557524598,1.5726874745374633,3.5928148831826676,4.138833828769248,6.158487980494302,3.756851388888889,3.7942477041137517,0.6379499048476436,0.6798483507862646,0.47882087531325335,37.79610891689491,-0.005247968804495453,1.1869365157159715,0.3020833333333333,-0.0030819444444444843,205.35191736419637,0.0,0.004864419071668434,0.006098460904612949
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0p01_seed1,1.0,0.5,0.7,0.003,0.001285714285714286,0.01,1,0.41281875,0.05906498708303117,93.4,0.11157605398888824,2.7753320444431755,3.6641559411328974,4.839050572295654,34.24769549268398,4.149545833333334,3.6840982344128634,2.6228791971384746,0.4099639807090835,1.7842750329070634,228.38581950919388,-0.05711135006642616,2.0970340614738805,0.41041666666666665,0.0013458333333333794,177.43202832217182,0.0,0.018839917898957843,0.009080151737435099
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0p01_seed2,1.0,0.5,0.7,0.003,0.001285714285714286,0.01,2,0.40460625000000006,0.05558982454513687,95.5,0.10064406064969324,2.6795989233502304,3.6523684949219275,4.772053581376471,30.09086365389061,4.105584722222222,3.6928542214465816,2.1755132984810124,0.4583536645959616,1.5969283331953652,148.94232914102918,-0.029492558317223642,1.920783822824563,0.4131944444444444,0.0012763888888888686,178.97964144371653,0.0,0.01730670731932414,0.005950909200491972
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0p01_seed3,1.0,0.5,0.7,0.003,0.001285714285714286,0.01,3,0.4071680555555556,0.059603820295624124,94.152,0.10713206361619089,2.73352303972537,3.6512892305702906,4.804996710499052,32.570606716529454,4.121458333333333,3.699730614544751,2.36374540514309,0.35503922193065984,1.8093199321334699,314.09001811374225,0.0706867780443563,2.024398043013484,0.4076388888888889,-0.005649999999999988,179.68006063371186,0.0,0.01917841214367658,0.008186784791116068
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0p01_seed4,1.0,0.5,0.7,0.003,0.001285714285714286,0.01,4,0.40778749999999997,0.056417860369349315,95.036,0.1058903890596971,2.728705010452997,3.651432739825541,4.806126079075902,31.470343759018885,4.1229,3.7228417120094086,2.248804166635098,0.4583536645959616,1.6254797995644248,160.7914048333716,0.0010249922815137285,2.0033285338507647,0.4131944444444444,-0.009497222222222212,178.69405379845017,0.0,0.01799933291571944,0.00947595346435608
epsBB1_kappa0p5_fA0p7_koff0p003_kfb0p03_seed1,1.0,0.5,0.7,0.003,0.001285714285714286,0.03,1,0.7310611111111112,0.9518638432029989,8.808,0.7279637639127625,7.401630598404961,4.972437067643456,8.604543027806143,3815.8759432454267,7.627841666666667,3.2832412427459103,356.2951790475011,0.20498199035454176,356.2951790475011,,0.9249805567679302,204.1542186818278,0.7340277777777777,0.0037000000000001476,97.19875875481694,0.0,0.007396567026794737,0.005824253681061467
