run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p75_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.4038984489,11.32989754,0.8699454352,7.257874745,162.6040353,1.691650739,2.25016932,0.05988938722,0.07466120204,0.03869955128,0.0122562655,1171.151398,0.002418734382,1138.42128,0.8838372571,0.4253655439,0.1576058941,-1.534686455,3.170547156,1.500811343,1250
M0144_N40_kappa0p75_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.4038984489,18.17842285,2.968156693,16.63587185,160.6976321,1.69125605,2.205426922,0.1270441351,0.09073978393,0.05151519079,0.01957258011,,0.00129763462,2105.055563,1.230785217,0.6662331541,0.4921128694,-1.526662907,3.24667927,1.498860701,1250
M0144_N40_kappa0p75_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.4038984489,19.29837495,2.378549614,8.842636553,161.4761187,1.443261136,1.827934539,0.08469347335,0.09052598098,0.05050201376,0.01738506907,1238.598775,0.001296550539,1347.444059,1.653096844,0.5465149609,-0.11377015,-1.526362718,3.193752668,1.501228678,1250
M0144_N40_kappa0p75_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.4038984489,12.89663259,2.757638802,9.052984609,162.2512984,1.672954306,2.318758648,0.2250326572,0.0794295273,0.04202592927,0.01376753537,,0.002154031926,2023.684131,0.5501792902,0.5548566345,0.7565640428,-1.530747218,3.203537787,1.500526837,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.2855993321,31.64619197,1.493307842,31.64619197,152.1709689,1.267845587,2.026623611,0.02998669484,0.1088844204,0.06618530883,0.02804996998,,0.0004766992688,33585.8346,0.3415280876,0.8158274894,-0.0653704357,-1.486342071,3.16659631,1.499051586,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.5711986643,18.69933407,3.201442436,11.41548706,149.5903917,1.524255884,1.631412964,0.1976619902,0.1063412079,0.05813420439,0.01884568371,,0.00265142602,2194.030863,0.5114346287,0.5582647215,-0.1879526522,-1.485386308,3.218206374,1.499951708,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.4038984489,20.32196856,3.189269974,17.80686548,153.5051932,1.489176483,2.111358127,0.1390649089,0.1131086282,0.06519600275,0.02360156916,,0.001346087961,1658.687517,1.737690092,0.6471729959,0.5225074549,-1.48476756,3.196381515,1.498718277,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.2855993321,26.86615491,2.363903137,26.86615491,154.7359879,1.19858828,1.727068078,0.04220599961,0.1088704124,0.06484173322,0.02602137548,,0.0006436261084,9560.820289,0.7884656965,0.8453484473,0.3278563439,-1.492300308,3.174343464,1.497321983,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.2855993321,26.35999723,2.495904786,26.35999723,145.4784029,1.557554765,2.282294076,0.0752883659,0.1202328397,0.07121525401,0.02786055635,,0.0007622604038,7191.77823,0.5723728142,0.7521682647,0.1482871886,-1.449513767,3.164004927,1.497156438,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.2855993321,46.99721872,2.192755681,46.99721872,146.1464561,1.140521644,1.623276138,0.03171853085,0.1718646632,0.111487143,0.04837726215,,0.0003577087068,2705.477538,1.011494295,0.7215262448,-0.0485927471,-1.455925731,3.214329525,1.498647884,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.2855993321,76.29382696,4.228725128,76.29382696,147.1211766,1.147947226,1.416022392,0.0334340934,0.1666186503,0.1114295771,0.05412119014,,0.0001732306945,2582.158313,1.858718008,0.8460788776,0.0005206691595,-1.453308987,3.183877651,1.501370305,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.2855993321,31.63489309,7.888706582,31.63489309,146.5067498,1.54000418,1.32544373,0.2687857027,0.1403028331,0.0863390096,0.03469016893,,0.0005748506791,3706.738753,0.8679534894,0.7478397186,0.8889875599,-1.449801497,3.194207277,1.498787523,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.2855993321,155.3107095,10.56363803,155.3107095,134.0574804,1.05580716,1.157729818,0.02400943399,0.2652692707,0.1962679841,0.1050572193,,0.0001843036744,2.94955978e+14,0.03143456121,0.9532906403,0.1058542336,-1.394657136,3.184345357,1.499490334,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.2855993321,124.3623672,23.60251201,124.3623672,134.0497057,1.361766686,2.418059591,0.1549938734,0.2616501153,0.1881427223,0.09543018711,,0.000231569147,3914.030109,1.306305287,0.8468708734,0.6985734072,-1.394496616,3.184086623,1.500791162,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p9_seed3,144,40,22,0.9,0.1,3,0.4038984489,77.04153708,9.163298471,41.77983863,132.9368028,1.225787687,1.943467049,0.06237831231,0.2256228471,0.1510567283,0.06435893906,,0.0004767164899,9110.304611,0.9627450395,0.8832892637,0.4474237689,-1.390286208,3.180225015,1.500324952,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p9_seed4,144,40,22,0.9,0.1,4,0.2855993321,177.4846737,15.99707892,177.4846737,132.2452839,1.25689488,2.574864348,0.03647709869,0.2731518356,0.20380147,0.1117878295,,0.0001718536052,30351.3339,0.6373589351,0.9068218437,0.2570534678,-1.394816786,3.140563681,1.4990038,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p85_seed1,144,40,22,0.85,0.15,1,0.2855993321,298.2836211,13.22221419,298.2836211,108.8169771,1.064730442,2.337531857,0.01146246893,0.3589262781,0.2841544124,0.1691787099,,6.282785184e-05,27242.06254,0.780262719,0.9382842732,0.1638196757,-1.330557354,3.206280774,1.497057253,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p85_seed2,144,40,22,0.85,0.15,2,0.2855993321,148.1887859,21.24518285,148.1887859,113.8124494,1.35945381,2.313845248,0.08946879961,0.3263154116,0.2424418226,0.1244567138,,0.0001768866547,7563.470646,1.033068298,0.8912249226,0.5016314477,-1.335286115,3.185684072,1.501055613,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p85_seed3,144,40,22,0.85,0.15,3,0.2855993321,315.3436147,8.763484285,315.3436147,121.9454467,1.096106027,1.808428698,0.004916272927,0.3859972713,0.3059913962,0.1817377004,,8.253811073e-05,3384.668257,2.334632336,0.9415750506,0.04033774466,-1.354797572,3.157429454,1.50138759,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p85_seed4,144,40,22,0.85,0.15,4,0.2855993321,178.5109083,16.65260131,178.5109083,114.3192174,1.146067721,1.610024061,0.04060623051,0.3169586883,0.23838093,0.1275866866,,7.949504527e-05,1.064395364e+11,0.03933091024,0.9577794731,0.2960960889,-1.33487052,3.201767963,1.499186721,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p8_seed1,144,40,22,0.8,0.2,1,0.2855993321,323.8499354,12.44632152,323.8499354,98.20823659,1.174938532,1.895241601,0.008528423355,0.3851528323,0.3064898028,0.1831442788,,8.291170843e-05,1.940343848e+12,0.03490527133,0.9549905692,0.124926618,-1.282697486,3.203253048,1.498678088,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p8_seed2,144,40,22,0.8,0.2,2,0.2855993321,306.7303536,16.67620167,306.7303536,103.1794974,1.065339147,1.641009572,0.01454967164,0.3993698765,0.3141291808,0.1828903899,,0.000119087711,18087.04186,0.8806435341,0.9297484559,0.2076888139,-1.293160635,3.175650266,1.499728663,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p8_seed3,144,40,22,0.8,0.2,3,0.2855993321,348.5587394,3.325362836,348.5587394,107.0705485,1.044597203,1.741724673,0.001248216725,0.416978807,0.3322119872,0.1979260331,,8.963244379e-05,1.83372568e+15,0.02725775,0.9643406953,-0.02516432917,-1.306723395,3.196057256,1.500040078,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p8_seed4,144,40,22,0.8,0.2,4,0.2855993321,299.9088304,25.63605548,299.9088304,114.8233122,1.084905465,1.088660177,0.03215943952,0.3902497076,0.3093579259,0.1812129305,,6.451097024e-05,2.528468755e+15,0.02603468668,0.9706323155,0.2941172929,-1.301596272,3.188997734,1.499743427,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p7_seed1,144,40,22,0.7,0.3,1,0.2855993321,338.9995634,17.04175404,338.9995634,85.45925312,1.082369613,2.321577517,0.012471585,0.4257252792,0.3407775462,0.2022721455,,8.427337939e-05,6.00452127e+10,0.03972631586,0.9523411791,0.1915173853,-1.206869338,3.21256854,1.500751706,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p7_seed2,144,40,22,0.7,0.3,2,0.2855993321,440.3685401,8.232901615,440.3685401,81.62345147,1.281023914,2.542829464,0.002083607536,0.4655931826,0.3804502994,0.2362202361,,6.564446659e-05,8.013515425e+18,0.02165056496,0.9717892368,0.05349988614,-1.215972375,3.204511094,1.500141213,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p7_seed3,144,40,22,0.7,0.3,3,0.2855993321,450.5537227,3.73679085,450.5537227,73.30222784,1.092508518,2.111799498,0.001230015791,0.4648588494,0.3805831582,0.2374302947,,6.495753102e-05,1.048332177e+10,0.04401566275,0.948061766,0.02168829813,-1.211046183,3.1826784,1.50045288,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p7_seed4,144,40,22,0.7,0.3,4,0.2855993321,383.23825,19.24323033,383.23825,72.30640501,1.03711492,2.171416219,0.01218422828,0.4283918,0.3471183093,0.2120794343,,5.429716535e-05,3.161665388e+13,0.03063036525,0.9649620909,0.1796066387,-1.186811947,3.235339488,1.498253477,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p6_seed1,144,40,22,0.6,0.4,1,0.2855993321,433.6579114,8.015993528,433.6579114,57.39967061,1.284804869,2.819788425,0.002066283531,0.4585860731,0.3765438475,0.2346395297,,8.265174604e-05,,,0.9813326504,0.0524364159,-1.115834297,3.242977662,1.496849107,1250
M0144_N40_kappa0p75_pi0p990_epsAB0p6_seed2,144,40,22,0.6,0.4,2,0.2855993321,411.2657081,20.0289563,411.2657081,63.872995,1.036570158,1.261806149,0.01093224508,0.4739546168,0.3841658342,0.2333118603,,7.509548606e-05,1.77743703e+19,0.0208928333,0.9725471666,0.1788516533,-1.138725824,3.246662785,1.499247728,1250
