n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,10.44734194,2.101386749
144,1,0,0.4038984489,15.42583198,1.952495711
144,1,0,0.4946725539,10.02086214,1.491622807
144,1,0,0.5711986643,7.036226916,0.9333112646
144,1,0,0.638619521,7.311933973,0.3588648416
144,1,0,0.6995726346,6.5461346,0.2093534349
144,1,0,0.8077968978,5.363724414,0.146276261
144,1,0,0.8567979964,4.544856064,0.01999352314
144,1,0,0.9031443878,4.400956333,0.095538078
144,1,0,0.9472258251,3.959943465,0.09965928668
144,1,0,0.9893451078,3.731303884,0.1979276439
144,1,0,1.029743036,3.65699695,0.0884014281
144,1,0,1.068614851,3.214115688,0.03016837835
144,1,0,1.142397329,2.801076084,0.09631164906
144,1,0,1.177556213,2.83707194,0.05601610693
144,1,0,1.211695347,2.630019445,0.05090511669
144,1,0,1.244898627,2.594734366,0.02628936872
144,1,0,1.277239042,2.43287851,0.02826198034
144,1,0,1.308780558,2.338124084,0.01228017304
144,1,0,1.339579608,2.335791814,0.02776358763
144,1,0,1.399145269,2.096816718,0.01882451143
144,1,0,1.427996661,2.030489053,0.02966543943
144,1,0,1.456276568,2.011304292,0.01301779106
144,1,0,1.484017662,1.937466365,0.007700474031
144,0.975,0.025,0.2855993321,21.93367485,4.530684075
144,0.975,0.025,0.4038984489,18.18498929,0.7760541934
144,0.975,0.025,0.4946725539,15.24868033,1.685823315
144,0.975,0.025,0.5711986643,12.79595104,2.119362687
144,0.975,0.025,0.638619521,8.557065201,0.8438292912
144,0.975,0.025,0.6995726346,7.699070782,0.5193348163
144,0.975,0.025,0.8077968978,5.577543143,0.3786481773
144,0.975,0.025,0.8567979964,5.121026252,0.1477185693
144,0.975,0.025,0.9031443878,4.71373999,0.1298665139
144,0.975,0.025,0.9472258251,3.94310563,0.1042254473
144,0.975,0.025,0.9893451078,3.441473922,0.208514208
144,0.975,0.025,1.029743036,3.487935054,0.05892696412
144,0.975,0.025,1.068614851,3.284088081,0.04671307805
144,0.975,0.025,1.142397329,3.201505968,0.1546451215
144,0.975,0.025,1.177556213,2.823049621,0.02678606571
144,0.975,0.025,1.211695347,2.650953429,0.02955816521
144,0.975,0.025,1.244898627,2.524941217,0.05969767872
144,0.975,0.025,1.277239042,2.360769691,0.01699823132
144,0.975,0.025,1.308780558,2.287529872,0.03738656265
144,0.975,0.025,1.339579608,2.195568067,0.01831412784
144,0.975,0.025,1.399145269,2.07951706,0.02407883548
144,0.975,0.025,1.427996661,2.040404543,0.02653664959
144,0.975,0.025,1.456276568,1.918765697,0.02411767467
144,0.975,0.025,1.484017662,1.870663016,0.01829273251
144,0.95,0.05,0.2855993321,45.321484,11.21366304
144,0.95,0.05,0.4038984489,28.82643639,4.362707144
144,0.95,0.05,0.4946725539,16.19002834,2.398426957
144,0.95,0.05,0.5711986643,10.72091551,0.9567629268
144,0.95,0.05,0.638619521,11.15706881,0.3743654553
144,0.95,0.05,0.6995726346,8.158703717,0.4689919279
144,0.95,0.05,0.8077968978,6.450998545,0.1457111699
144,0.95,0.05,0.8567979964,5.002218985,0.1002414919
144,0.95,0.05,0.9031443878,4.808641453,0.2019316267
144,0.95,0.05,0.9472258251,4.017371649,0.1419458448
144,0.95,0.05,0.9893451078,3.646233708,0.1524830125
144,0.95,0.05,1.029743036,3.481378767,0.1122880095
144,0.95,0.05,1.068614851,3.281677295,0.05424368567
144,0.95,0.05,1.142397329,2.594609421,0.07348036218
144,0.95,0.05,1.177556213,2.563778842,0.04930073296
144,0.95,0.05,1.211695347,2.406800253,0.01445154604
144,0.95,0.05,1.244898627,2.441443484,0.04674736893
144,0.95,0.05,1.277239042,2.156829852,0.04149565287
144,0.95,0.05,1.308780558,2.116617845,0.05147001234
144,0.95,0.05,1.339579608,2.089591361,0.03394167071
144,0.95,0.05,1.399145269,1.908068359,0.03337813815
144,0.95,0.05,1.427996661,1.831079615,0.02702791065
144,0.95,0.05,1.456276568,1.781921337,0.03334911141
144,0.95,0.05,1.484017662,1.722595556,0.02852071019
144,0.9,0.1,0.2855993321,124.7343973,29.71966204
144,0.9,0.1,0.4038984489,54.12503379,8.815529032
144,0.9,0.1,0.4946725539,23.29696061,2.476781541
144,0.9,0.1,0.5711986643,12.64568371,2.29863751
144,0.9,0.1,0.638619521,10.01649381,0.6275666731
144,0.9,0.1,0.6995726346,8.002991828,0.7229865214
144,0.9,0.1,0.8077968978,5.583474225,0.4244945065
144,0.9,0.1,0.8567979964,4.327596277,0.1391170465
144,0.9,0.1,0.9031443878,3.810909808,0.2045965857
144,0.9,0.1,0.9472258251,3.585028396,0.08481910655
144,0.9,0.1,0.9893451078,3.031144612,0.2384357796
144,0.9,0.1,1.029743036,2.840074548,0.1668991796
144,0.9,0.1,1.068614851,2.675342973,0.09810829408
144,0.9,0.1,1.142397329,2.540063134,0.158066427
144,0.9,0.1,1.177556213,2.143473093,0.05201557058
144,0.9,0.1,1.211695347,2.036760539,0.05187902395
144,0.9,0.1,1.244898627,1.870209604,0.06115534141
144,0.9,0.1,1.277239042,1.852316892,0.0524224183
144,0.9,0.1,1.308780558,1.76796369,0.04950309703
144,0.9,0.1,1.339579608,1.724134624,0.04197509546
144,0.9,0.1,1.399145269,1.57401861,0.04620686267
144,0.9,0.1,1.427996661,1.512626519,0.04043866758
144,0.9,0.1,1.456276568,1.463588365,0.03425387505
144,0.9,0.1,1.484017662,1.41291614,0.04827331203
144,0.85,0.15,0.2855993321,235.0817325,42.018935
144,0.85,0.15,0.4038984489,58.76265151,13.24762592
144,0.85,0.15,0.4946725539,19.9656552,4.219025376
144,0.85,0.15,0.5711986643,12.09281328,1.678006092
144,0.85,0.15,0.638619521,8.749048707,0.5611522362
144,0.85,0.15,0.6995726346,5.723107531,0.1926623657
144,0.85,0.15,0.8077968978,4.094699711,0.2415661891
144,0.85,0.15,0.8567979964,3.54658134,0.1388346263
144,0.85,0.15,0.9031443878,3.090679921,0.1122962824
144,0.85,0.15,0.9472258251,2.725948124,0.1103117984
144,0.85,0.15,0.9893451078,2.391342353,0.1189396732
144,0.85,0.15,1.029743036,2.339548512,0.09242306791
144,0.85,0.15,1.068614851,2.137805576,0.07914965064
144,0.85,0.15,1.142397329,1.906804816,0.1008142977
144,0.85,0.15,1.177556213,1.789265881,0.06072926685
144,0.85,0.15,1.211695347,1.671271195,0.08280865636
144,0.85,0.15,1.244898627,1.600317931,0.06106284267
144,0.85,0.15,1.277239042,1.562834711,0.05238366454
144,0.85,0.15,1.308780558,1.458925708,0.03965331461
144,0.85,0.15,1.339579608,1.411282994,0.04652278639
144,0.85,0.15,1.399145269,1.322414697,0.03090165046
144,0.85,0.15,1.427996661,1.276005153,0.03612717968
144,0.85,0.15,1.456276568,1.269394771,0.0385227962
144,0.85,0.15,1.484017662,1.213258772,0.03402871676
144,0.8,0.2,0.2855993321,319.7619647,10.83949403
144,0.8,0.2,0.4038984489,44.38723256,5.214503265
144,0.8,0.2,0.4946725539,21.27186703,1.5686034
144,0.8,0.2,0.5711986643,11.55103033,1.36147459
144,0.8,0.2,0.638619521,8.5418596,0.780626799
144,0.8,0.2,0.6995726346,5.253545927,0.2624996436
144,0.8,0.2,0.8077968978,3.540428784,0.1485055228
144,0.8,0.2,0.8567979964,3.188957402,0.05554093099
144,0.8,0.2,0.9031443878,2.682638706,0.06543511222
144,0.8,0.2,0.9472258251,2.49095612,0.06850758026
144,0.8,0.2,0.9893451078,2.436756444,0.1271323385
144,0.8,0.2,1.029743036,1.950385297,0.04367664597
144,0.8,0.2,1.068614851,1.88436516,0.04482940445
144,0.8,0.2,1.142397329,1.607562042,0.04650567219
144,0.8,0.2,1.177556213,1.597612111,0.03610481336
144,0.8,0.2,1.211695347,1.527494105,0.02615574294
144,0.8,0.2,1.244898627,1.400148627,0.01515383084
144,0.8,0.2,1.277239042,1.382477555,0.03322717181
144,0.8,0.2,1.308780558,1.30486749,0.008295484167
144,0.8,0.2,1.339579608,1.282503873,0.03189481969
144,0.8,0.2,1.399145269,1.196538088,0.02184227061
144,0.8,0.2,1.427996661,1.150729391,0.01417430028
144,0.8,0.2,1.456276568,1.128928535,0.02210174896
144,0.8,0.2,1.484017662,1.093555366,0.008430911838
144,0.7,0.3,0.2855993321,403.290019,26.05124843
144,0.7,0.3,0.4038984489,33.70299457,10.14237473
144,0.7,0.3,0.4946725539,16.29315249,3.939228015
144,0.7,0.3,0.5711986643,14.06933753,3.373442679
144,0.7,0.3,0.638619521,6.087008171,0.2576800425
144,0.7,0.3,0.6995726346,4.630171477,0.419830453
144,0.7,0.3,0.8077968978,2.80236458,0.1838670091
144,0.7,0.3,0.8567979964,2.859844298,0.1291821453
144,0.7,0.3,0.9031443878,2.736658374,0.1533180902
144,0.7,0.3,0.9472258251,2.38317497,0.06703755212
144,0.7,0.3,0.9893451078,2.035422152,0.05254564025
144,0.7,0.3,1.029743036,1.852655692,0.06247226887
144,0.7,0.3,1.068614851,1.66024174,0.02751950911
144,0.7,0.3,1.142397329,1.720550344,0.1154230213
144,0.7,0.3,1.177556213,1.438888092,0.0142728657
144,0.7,0.3,1.211695347,1.354301091,0.01983302889
144,0.7,0.3,1.244898627,1.290414646,0.02650523048
144,0.7,0.3,1.277239042,1.233219083,0.009788794593
144,0.7,0.3,1.308780558,1.218008904,0.02276553179
144,0.7,0.3,1.339579608,1.162412013,0.007702664931
144,0.7,0.3,1.399145269,1.086412315,0.02240218145
144,0.7,0.3,1.427996661,1.066858201,0.01269938206
144,0.7,0.3,1.456276568,1.038848299,0.01286453808
144,0.7,0.3,1.484017662,1.018571124,0.008248126009
144,0.6,0.4,0.2855993321,447.6853581,18.82797179
144,0.6,0.4,0.4038984489,29.88155954,7.133777476
144,0.6,0.4,0.4946725539,12.61962024,2.230191087
144,0.6,0.4,0.5711986643,9.914965002,2.182368583
144,0.6,0.4,0.638619521,5.735681677,0.3940077405
144,0.6,0.4,0.6995726346,3.922466849,0.2667620931
144,0.6,0.4,0.8077968978,3.213145177,0.4220626826
144,0.6,0.4,0.8567979964,2.891730181,0.08213865238
144,0.6,0.4,0.9031443878,2.581295472,0.142182013
144,0.6,0.4,0.9472258251,2.11003175,0.07510487611
144,0.6,0.4,0.9893451078,1.805069054,0.1127720735
144,0.6,0.4,1.029743036,1.729717251,0.03845287198
