n_chains,eps_AB,delta_eps,shell_q,tau_psi_mean,tau_psi_sem
144,1,0,0.2855993321,,
144,1,0,0.4038984489,671.4355761,79.77507668
144,1,0,0.4946725539,456.6739697,65.86531792
144,1,0,0.5711986643,464.4368012,107.7107094
144,1,0,0.638619521,332.3893887,53.28973749
144,1,0,0.6995726346,242.8647858,34.03094902
144,1,0,0.8077968978,182.5429482,14.20835964
144,1,0,0.8567979964,118.2029224,11.09432553
144,1,0,0.9031443878,103.3261682,3.292141645
144,1,0,0.9472258251,84.43335368,3.104046057
144,1,0,0.9893451078,85.11810303,7.127921966
144,1,0,1.029743036,60.90930698,4.777435417
144,1,0,1.068614851,55.32958251,2.401627549
144,1,0,1.142397329,39.22208573,3.979968186
144,1,0,1.177556213,36.52957248,0.5600810765
144,1,0,1.211695347,30.62119146,0.9680691019
144,1,0,1.244898627,27.89504878,1.921792358
144,1,0,1.277239042,26.13809611,0.9246116351
144,1,0,1.308780558,23.58137886,0.844536988
144,1,0,1.339579608,19.96863786,0.3960782449
144,1,0,1.399145269,17.19052834,0.6198617654
144,1,0,1.427996661,16.19469717,0.4966147729
144,1,0,1.456276568,14.49083533,0.3188910706
144,1,0,1.484017662,13.30712326,0.3001132229
144,0.975,0.025,0.2855993321,937.4051879,
144,0.975,0.025,0.4038984489,1066.053997,134.772514
144,0.975,0.025,0.4946725539,945.9916708,45.9491907
144,0.975,0.025,0.5711986643,484.144031,159.76966
144,0.975,0.025,0.638619521,335.5304343,46.03364492
144,0.975,0.025,0.6995726346,303.0895177,34.32465174
144,0.975,0.025,0.8077968978,146.7957911,20.63850031
144,0.975,0.025,0.8567979964,132.0487064,8.753449665
144,0.975,0.025,0.9031443878,110.9177732,6.224221576
144,0.975,0.025,0.9472258251,87.48502133,4.664602321
144,0.975,0.025,0.9893451078,75.13965819,10.13269305
144,0.975,0.025,1.029743036,62.59449997,3.943323112
144,0.975,0.025,1.068614851,51.36601158,3.193989638
144,0.975,0.025,1.142397329,47.50138476,3.365010739
144,0.975,0.025,1.177556213,34.38785643,0.4865180275
144,0.975,0.025,1.211695347,30.65263206,0.6144570817
144,0.975,0.025,1.244898627,26.21155789,0.7591410014
144,0.975,0.025,1.277239042,24.00743517,1.52523595
144,0.975,0.025,1.308780558,21.66789317,0.7398755024
144,0.975,0.025,1.339579608,20.94910572,0.8883926355
144,0.975,0.025,1.399145269,16.62225824,0.7536018746
144,0.975,0.025,1.427996661,15.64765256,0.3977268808
144,0.975,0.025,1.456276568,14.40294708,0.1267414242
144,0.975,0.025,1.484017662,13.52242278,0.6059148621
144,0.95,0.05,0.2855993321,,
144,0.95,0.05,0.4038984489,,
144,0.95,0.05,0.4946725539,685.4848488,238.1473234
144,0.95,0.05,0.5711986643,745.1316774,222.587344
144,0.95,0.05,0.638619521,393.6724954,46.17942148
144,0.95,0.05,0.6995726346,315.6859517,26.50271336
144,0.95,0.05,0.8077968978,202.7612073,31.08555449
144,0.95,0.05,0.8567979964,134.1059771,8.990191773
144,0.95,0.05,0.9031443878,97.23108581,2.877978956
144,0.95,0.05,0.9472258251,92.13096737,2.508556654
144,0.95,0.05,0.9893451078,71.0632282,13.17474222
144,0.95,0.05,1.029743036,62.85554738,5.867060568
144,0.95,0.05,1.068614851,50.23448114,2.29440392
144,0.95,0.05,1.142397329,35.0125891,4.595053595
144,0.95,0.05,1.177556213,34.15122482,0.5686195758
144,0.95,0.05,1.211695347,29.50152033,1.521394947
144,0.95,0.05,1.244898627,27.21999546,0.7599292284
144,0.95,0.05,1.277239042,24.00653076,0.9492318929
144,0.95,0.05,1.308780558,21.44791236,0.1114200088
144,0.95,0.05,1.339579608,20.51374225,0.6567936775
144,0.95,0.05,1.399145269,15.76840482,0.4564409659
144,0.95,0.05,1.427996661,15.0602397,0.1837952428
144,0.95,0.05,1.456276568,13.79518198,0.3569200072
144,0.95,0.05,1.484017662,12.94359306,0.2361056714
144,0.9,0.1,0.2855993321,,
144,0.9,0.1,0.4038984489,,
144,0.9,0.1,0.4946725539,840.5864378,
144,0.9,0.1,0.5711986643,656.3720988,199.0229794
144,0.9,0.1,0.638619521,399.0135071,62.10782992
144,0.9,0.1,0.6995726346,297.8095919,27.35746946
144,0.9,0.1,0.8077968978,181.2207884,16.23474674
144,0.9,0.1,0.8567979964,135.2906513,6.528187839
144,0.9,0.1,0.9031443878,105.7134058,2.675239437
144,0.9,0.1,0.9472258251,87.23886566,3.204654318
144,0.9,0.1,0.9893451078,87.19113842,10.21413006
144,0.9,0.1,1.029743036,65.57848982,6.664192879
