n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,5.123772188,0.7417249024
144,1,0,0.4038984489,5.159304398,0.3119161934
144,1,0,0.4946725539,4.748090734,0.6436952966
144,1,0,0.5711986643,3.940309721,0.5353112158
144,1,0,0.638619521,3.607413767,0.263997733
144,1,0,0.6995726346,3.278998989,0.09336982148
144,1,0,0.8077968978,3.048965022,0.1346047813
144,1,0,0.8567979964,2.589538716,0.07685578961
144,1,0,0.9031443878,2.51079788,0.02897125288
144,1,0,0.9472258251,2.351025769,0.08825413572
144,1,0,0.9893451078,2.202381509,0.04839800998
144,1,0,1.029743036,2.163459441,0.05758520951
144,1,0,1.068614851,2.042297416,0.05538300726
144,1,0,1.142397329,1.867643538,0.04204357049
144,1,0,1.177556213,1.81078326,0.02628227272
144,1,0,1.211695347,1.734648838,0.04312274834
144,1,0,1.244898627,1.657227138,0.04858015918
144,1,0,1.277239042,1.649054425,0.01993643164
144,1,0,1.308780558,1.617594611,0.03707389539
144,1,0,1.339579608,1.539968198,0.02141667466
144,1,0,1.399145269,1.489445069,0.03337135334
144,1,0,1.427996661,1.473203271,0.01142327057
144,1,0,1.456276568,1.421769165,0.02665521419
144,1,0,1.484017662,1.40561005,0.03314813695
144,0.975,0.025,0.2855993321,5.822474397,0.9648077774
144,0.975,0.025,0.4038984489,6.596420417,0.5244944133
144,0.975,0.025,0.4946725539,6.126871136,0.946366168
144,0.975,0.025,0.5711986643,4.121422305,0.3709203626
144,0.975,0.025,0.638619521,4.118297676,0.05529263697
144,0.975,0.025,0.6995726346,3.803145004,0.247627173
144,0.975,0.025,0.8077968978,2.958004691,0.2057940707
144,0.975,0.025,0.8567979964,2.80652882,0.1148137428
144,0.975,0.025,0.9031443878,2.60162975,0.03265143617
144,0.975,0.025,0.9472258251,2.429734953,0.08541181457
144,0.975,0.025,0.9893451078,2.308958465,0.1240960101
144,0.975,0.025,1.029743036,2.20201231,0.06193905426
144,0.975,0.025,1.068614851,2.021959548,0.07418368691
