run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.4946725539,5.987226725,0.8698892303,3.568675479,160.9253904,1.712008202,2.183057519,0.178322781,0.03949893199,0.01960307407,0.005972976703,,0.004076804286,1297.345865,0.5985674581,0.4547618434,0.431083761,-1.531539351,3.211318322,1.498542523,1250
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.4946725539,5.724956117,1.370994621,4.141618843,162.9132001,1.851358824,1.704788328,0.3225584828,0.039972472,0.01988095155,0.006125247169,583.3958398,0.004175054611,606.332764,2.25416923,0.04750720705,-0.8685897733,-1.534409361,3.221232379,1.49912896,1250
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.2855993321,6.399471248,0.7155341355,6.399471248,160.3997164,1.348402069,1.969230971,0.101988333,0.04042956091,0.02125653078,0.007426156918,,0.001534924683,4711.65036,0.6727236166,0.7128280827,-0.3470071735,-1.529007417,3.218247659,1.498822573,1250
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.2855993321,6.385323182,0.9758454224,6.385323182,160.6599166,1.545953529,1.512249973,0.1443527214,0.04014254464,0.02039263204,0.006801857501,,0.001230257948,1431.24557,1.292819002,0.5462310757,0.2119730386,-1.531811175,3.193469801,1.497461295,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed1,144,40,22,0.975,0.025,1,0.4946725539,8.888752916,1.311956655,5.342997294,153.8578515,1.890937547,1.786491877,0.1827673911,0.04868339697,0.02524891809,0.008004208355,1036.687565,0.00289999737,1141.622195,1.350412209,0.4347999421,0.125960696,-1.486157204,3.212960816,1.502158132,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed2,144,40,22,0.975,0.025,2,0.4038984489,8.157241994,1.031789495,6.425171535,153.0509429,1.541563818,2.45172369,0.08913030631,0.04795364925,0.02569030594,0.008871233242,,0.00224794196,2536.705966,0.6000737999,0.5933056047,0.3378006415,-1.482350957,3.177826162,1.500364743,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed3,144,40,22,0.975,0.025,3,0.4038984489,6.02751747,0.9042119986,3.462004352,153.722152,1.719028215,2.529236118,0.1391484695,0.04092973594,0.0207873586,0.00636299454,1184.315837,0.002822967873,1246.933161,1.089530144,0.4592673414,-0.4643037887,-1.485915227,3.180124723,1.499842491,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p975_seed4,144,40,22,0.975,0.025,4,0.2855993321,8.059724406,2.112744081,8.059724406,154.0785846,1.528836802,1.480434513,0.3318220637,0.04558930118,0.02402877545,0.008459423552,,0.001272952686,2343.654027,0.7849586271,0.6181944859,0.8389286755,-1.487913343,3.185079627,1.498684215,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.2855993321,18.53974815,0.9293591293,18.53974815,144.8819155,1.174201108,1.385166898,0.02817019916,0.06116648301,0.03577031059,0.0148453988,,0.0005368864108,12580.43998,0.7502606073,0.8718552755,0.1572921978,-1.444065376,3.192904632,1.497539396,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.2855993321,10.65194162,1.178649157,10.65194162,143.3157664,1.338576314,1.093765783,0.09092741451,0.05666827704,0.03147528069,0.01141931638,,0.0008989702614,2130.271124,1.541019696,0.7275367945,-0.114885304,-1.438776855,3.216777335,1.500209126,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.4038984489,10.92639237,1.350690086,10.23350472,145.0424485,1.407765601,1.324486777,0.08584184358,0.05457379197,0.03138160907,0.01209004355,,0.001519674161,4458.588089,0.4773227168,0.6731144997,-0.3584443996,-1.440414572,3.205053223,1.499515322,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.2855993321,11.10569345,1.299995546,11.10569345,144.0874703,1.235185698,1.75692472,0.0856509435,0.05406302809,0.03000464179,0.01113489201,,0.0007585483913,52012.87906,0.4372400383,0.8599633334,-0.3671388388,-1.438217931,3.167913157,1.50048756,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.4038984489,14.92918797,1.648785586,12.22172575,127.6661962,1.511248593,3.398391765,0.08708602237,0.07049850954,0.04093102309,0.01556046555,,0.001312820622,2140.256437,1.716465514,0.7476628975,0.1756345787,-1.353345549,3.208188985,1.499185656,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.2855993321,36.75820094,2.663732284,36.75820094,131.2119892,1.182733711,1.511457045,0.02820648924,0.08550591104,0.05557974218,0.02626167363,,0.0003667159568,31554.55973,0.573991995,0.8897570778,0.2337079319,-1.356650582,3.181822771,1.498741918,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed3,144,40,22,0.9,0.1,3,0.4038984489,13.71679019,1.024809921,11.92989747,125.0984358,1.625009356,2.387387093,0.03935193392,0.06634274536,0.03924266958,0.01512633792,,0.001417984769,5565.061416,0.5139598447,0.7072687852,-0.249474014,-1.343635742,3.214428717,1.500798016,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed4,144,40,22,0.9,0.1,4,0.4038984489,12.60994989,0.9434141688,8.174488245,126.466484,1.632594947,2.137585974,0.03604458087,0.06646379278,0.03733544607,0.01298868104,,0.001600280651,1771.590914,0.8474161602,0.5666854439,0.2375843195,-1.348416789,3.18934653,1.500899153,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed1,144,40,22,0.85,0.15,1,0.2855993321,32.00413009,3.536650834,32.00413009,97.76493225,1.146182538,1.386001343,0.07310073011,0.09486299497,0.06037598191,0.02686691501,,0.0004175222943,3236.34924,2.515570893,0.934618306,-0.3616086849,-1.252884762,3.201099452,1.499319212,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed2,144,40,22,0.85,0.15,2,0.2855993321,44.92052535,5.261047583,44.92052535,96.20393665,1.173194069,1.772064595,0.0738088603,0.09756261864,0.06555457889,0.03230795008,,0.0003385061292,4523.593792,1.582870222,0.9042626819,0.4905156388,-1.248818172,3.21246195,1.497640472,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed3,144,40,22,0.85,0.15,3,0.2855993321,32.31120542,1.644158567,32.31120542,111.5597317,1.316274586,2.344966464,0.02543550605,0.09754523455,0.06423962324,0.02909620939,,0.0003337627257,12165.06295,0.739854177,0.8702330407,-0.05115260594,-1.272858691,3.173499395,1.500427246,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed4,144,40,22,0.85,0.15,4,0.2855993321,27.93885033,4.430876233,27.93885033,108.6578429,1.446613422,1.60225695,0.1243984269,0.09236940818,0.05878989142,0.02564998439,,0.0003888238792,3539.217768,1.255578797,0.8202787715,0.503711511,-1.266744839,3.217588608,1.500639127,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed1,144,40,22,0.8,0.2,1,0.2855993321,69.48875383,1.899645597,69.48875383,85.76537371,1.102934926,1.965985558,0.009318305821,0.1379543399,0.09774031471,0.04988780036,,0.0002583194556,19258.72767,0.8133814724,0.9167097985,-0.04555401922,-1.188173905,3.231608062,1.499865078,1250
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed2,144,40,22,0.8,0.2,2,0.2855993321,74.17170321,4.224105965,74.17170321,91.59344855,1.111448906,1.587557859,0.01722853918,0.1362909885,0.09800908188,0.05134369974,,0.0002021965953,2217475415,0.05437338964,0.9262103984,0.132924251,-1.194671859,3.180461138,1.501037926,1250
