run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,14.96438562,0.5689216812,14.96438562,540.0410998,1.12887084,1.455951159,0.01265573395,0.05667022236,0.03265814519,0.01327417138,,0.0001486359897,239043.3712,0.4999939202,0.9180144646,0.02683431114,-2.766201026,3.094291114,0.699879338,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.4038984489,9.737203339,0.3397936439,5.861016883,543.8985219,1.280300312,3.015431791,0.01192270598,0.04734588491,0.02544302732,0.008942948625,,0.0003741199776,16302.19327,0.8113611499,0.81289045,0.1114653212,-2.769731424,3.087452957,0.6994965547,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.2855993321,6.566442504,1.115257688,6.566442504,545.9716735,1.381979794,2.12217139,0.1335122671,0.03887578243,0.0201377247,0.007200723206,,0.0002706671748,12654.00856,0.8191703079,0.7851856448,0.5474063739,-2.769149622,3.100791183,0.7004483945,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.2855993321,8.23155,0.663316264,8.23155,536.5757036,1.200929942,1.136869261,0.03762806787,0.04754501277,0.0259176709,0.009453674805,,0.0001755030667,9827.254803,1.839403007,0.9193845201,0.2265177275,-2.766120219,3.125944146,0.7006541558,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.4038984489,13.01073679,0.8857276846,12.55796813,523.1554667,1.327319715,3.41855109,0.03172659553,0.08304815329,0.04503095653,0.01536785718,,0.0003331911639,16006.81879,0.8491875914,0.8269830858,-0.05169919081,-2.684703874,3.006940618,0.6990051954,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.4946725539,19.67885336,1.242543365,6.982459675,436.6852302,1.245348309,2.181730848,0.03636812352,0.07673600155,0.04154109635,0.01268575684,,0.0003424450099,179727.3811,0.402240762,0.8702416336,-0.1458452253,-2.66473166,3.040443401,0.6997770919,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.4038984489,11.10345929,0.5667911974,6.035012077,540.7383764,1.56054047,2.880912338,0.01909407406,0.06674741336,0.03469256996,0.01097217876,,0.0003719256158,15345.89976,0.9263970274,0.831338516,0.1875214041,-2.689322367,3.056564165,0.6995061293,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.4038984489,13.54262301,1.785012883,11.65942935,528.9593608,1.393906243,2.821736679,0.07967621483,0.08071682854,0.04435584615,0.01521011145,,0.0003227733026,7687.547617,1.098800548,0.7583958473,0.4613859024,-2.68468442,3.084281904,0.7002783325,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.4038984489,54.77628737,2.537984421,28.44259227,524.1065675,1.29388946,2.092011645,0.01113002107,0.1822421016,0.118557182,0.04780381889,,0.0001300303873,41252.41862,0.7578152795,0.8985151015,0.1514026125,-2.622786701,3.034499393,0.6995344186,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.4038984489,46.8460621,3.248371186,23.97323009,533.9797747,1.216950214,2.905561483,0.02294177939,0.1677624571,0.1062744502,0.04113538,,0.0001333281314,13560.64054,1.452644905,0.9172594827,0.2007702405,-2.626747967,3.005546422,0.6999409632,2500
