n_chains,eps_AB,delta_eps,q_peak,lag_time,F_psi_mean,F_psi_sem
144,1,0,0.2855993321,0,1,0
144,1,0,0.2855993321,2.5,0.999255598,0.0001292159536
144,1,0,0.2855993321,5,0.9987270588,0.0002203920492
144,1,0,0.2855993321,7.5,0.998273563,0.0002957848505
144,1,0,0.2855993321,10,0.9978664426,0.0003626436637
144,1,0,0.2855993321,12.5,0.9974945912,0.0004190147463
144,1,0,0.2855993321,15,0.9971480295,0.0004679140579
144,1,0,0.2855993321,17.5,0.9968125179,0.0005203951994
144,1,0,0.2855993321,20,0.99649447,0.0005635029373
144,1,0,0.2855993321,22.5,0.9961809496,0.0006113962293
144,1,0,0.2855993321,25,0.9958780697,0.0006571444734
144,1,0,0.2855993321,27.5,0.9955931253,0.0007058016921
144,1,0,0.2855993321,30,0.9953135966,0.0007507823179
144,1,0,0.2855993321,32.5,0.995037617,0.0007965962
144,1,0,0.2855993321,35,0.9947736086,0.0008341752098
144,1,0,0.2855993321,37.5,0.9945151531,0.0008750060856
144,1,0,0.2855993321,40,0.994267508,0.0009119395162
144,1,0,0.2855993321,42.5,0.994031269,0.00095152156
144,1,0,0.2855993321,45,0.9937978502,0.0009926920125
144,1,0,0.2855993321,47.5,0.9935566972,0.00103590693
144,1,0,0.2855993321,50,0.9933232623,0.00107338233
144,1,0,0.2855993321,52.5,0.9930967475,0.001104256418
144,1,0,0.2855993321,55,0.992874451,0.001139020291
144,1,0,0.2855993321,57.5,0.9926540905,0.00117359633
144,1,0,0.2855993321,60,0.9924267818,0.001212874416
144,1,0,0.2855993321,62.5,0.9922038771,0.001246672056
144,1,0,0.2855993321,65,0.9919737375,0.001281132318
144,1,0,0.2855993321,67.5,0.9917506719,0.001314125209
144,1,0,0.2855993321,70,0.9915310748,0.001351380327
144,1,0,0.2855993321,72.5,0.991314557,0.00138449262
144,1,0,0.2855993321,75,0.9911051955,0.001415800486
144,1,0,0.2855993321,77.5,0.9908895872,0.001455037188
144,1,0,0.2855993321,80,0.9906658327,0.001491437422
144,1,0,0.2855993321,82.5,0.9904508395,0.001525599561
144,1,0,0.2855993321,85,0.9902353916,0.00156043556
144,1,0,0.2855993321,87.5,0.9900240568,0.001592326272
144,1,0,0.2855993321,90,0.9898098833,0.001629045529
144,1,0,0.2855993321,92.5,0.9895956937,0.001660541706
144,1,0,0.2855993321,95,0.989378205,0.001690018143
144,1,0,0.2855993321,97.5,0.9891680612,0.001723570827
144,1,0,0.2855993321,100,0.9889576212,0.001757631914
144,1,0,0.2855993321,102.5,0.9887412149,0.001788139507
144,1,0,0.2855993321,105,0.9885183686,0.001822026189
