n_chains,eps_AB,delta_eps,n_seeds,box_size,S_psi_peak_seed_relative_variance,S_psi_peak_mean,S_psi_peak_sem,S_psi_kmin_mean,S_psi_kmin_sem,S_rho_kmin_mean,S_rho_kmin_sem,non_gaussian_ratio_peak_mean,non_gaussian_ratio_peak_sem,shell_anisotropy_peak_mean,shell_anisotropy_peak_sem,peak_intensity_relative_variance_mean,peak_intensity_relative_variance_sem,cg_variance_1p5_mean,cg_variance_1p5_sem,cg_variance_2_mean,cg_variance_2_sem,cg_variance_3_mean,cg_variance_3_sem,tau_psi_peak_mean,tau_psi_peak_sem,gamma_psi_peak_mean,gamma_psi_peak_sem,kww_tau_peak_mean,kww_tau_peak_sem,kww_beta_peak_mean,kww_beta_peak_sem,plateau_psi_peak_mean,plateau_psi_peak_sem,S_psi_peak_relative_drift_mean,S_psi_peak_relative_drift_sem,energy_per_bead_mean,energy_per_bead_sem,mean_Rg_mean,mean_Rg_sem,q_peak_mean,q_peak_sem
144,1,0,4,22,0.1352574798,9.874895367,1.815863305,8.905848753,2.079750998,541.6217497,2.082997942,1.248020222,0.05431485446,1.9326059,0.4152151577,0.04892969372,0.02882021247,0.04760922562,0.00363373274,0.02603914203,0.002565931235,0.009717879503,0.001279765919,,,0.0002422315522,5.116636387e-05,69456.70696,56544.41995,0.9924820963,0.2919277031,0.8588687699,0.03500425932,0.2280559334,0.1140433331,-2.767800573,0.0009543871894,3.10211985,0.008395282868,0.3151741113,0.02957477919
144,0.95,0.05,4,22,0.06713538774,14.33391811,1.856994743,9.308717309,1.638396028,507.3846085,23.84859506,1.381778684,0.06688415383,2.825732739,0.2531851742,0.04171625199,0.01316914774,0.07681209918,0.003599062075,0.04140511725,0.002361678305,0.01355897606,0.001058785902,,,0.0003425837731,1.057370494e-05,54691.91182,41721.22154,0.8191564822,0.1484424477,0.8217397707,0.02324598819,0.1128407226,0.1357242146,-2.68086058,0.005485864893,3.047057522,0.01614812542,0.4265919752,0.02269352624
144,0.9,0.1,4,22,0.03497205911,44.63393851,4.173455787,30.50743251,3.948171719,523.9706005,4.050144468,1.231727326,0.03321630199,2.04355152,0.334766503,0.03910749639,0.01333362896,0.1655149382,0.01003356235,0.105101179,0.008184899467,0.04158043954,0.004170981605,,,0.0001493820214,2.715406744e-05,28611.42574,10650.85067,1.318760198,0.3403692487,0.9135850899,0.006557671158,0.2820556345,0.06219081701,-2.621847013,0.002315958144,3.049010516,0.01840857123,0.397017196,0.04286141679
144,0.85,0.15,4,22,0.08271251357,57.25584788,8.23332889,49.20793726,11.4344587,514.1422904,4.429796637,1.186834469,0.0500435856,1.67128532,0.0518081787,0.0215002099,0.004430178785,0.2121915126,0.009388425901,0.1393235795,0.009199157143,0.05818836249,0.006638829656,,,0.0001375735873,3.013824157e-05,5394527421,5394452881,0.7171686119,0.2588650036,0.9030202711,0.02601141457,0.2062071128,0.05363713684,-2.562084029,0.000637468917,3.021840657,0.01766015478,0.3743236697,0.02957477919
144,0.8,0.2,4,22,0.01993957094,60.8549291,4.296587589,52.32931045,5.744329017,479.6443358,20.85219654,1.209988,0.04034226076,3.07707692,0.4606864322,0.02427964122,0.009368155353,0.235494021,0.006744315028,0.1537576773,0.00682115328,0.06355496526,0.004338308729,,,0.0001232760558,2.241297188e-05,6.854754527e+21,6.854754527e+21,0.5634759875,0.3875211186,0.9242496586,0.02658798349,0.1891427585,0.09127193081,-2.499815901,0.003379841697,3.029684913,0.01070470692,0.3743236697,0.02957477919
144,0.75,0.25,4,22,0.012251532,50.88736622,2.816275762,37.24712038,3.921796798,487.2202809,4.765209507,1.21608218,0.04736405568,1.926136082,0.1973823381,0.02780079387,0.009666866257,0.2387921623,0.00811303278,0.1462697865,0.005600866051,0.05312239762,0.002595601297,,,0.0001972204559,3.616712661e-05,1.170965963e+10,1.170941367e+10,0.7183330072,0.3997822068,0.889014653,0.01980109671,0.1403672711,0.11996732,-2.452490298,0.002607411267,3.008973013,0.01632285577,0.4197107222,0.04956010269
144,0.7,0.3,4,22,0.07263485606,76.80101606,10.34926506,28.14693474,8.541693928,451.5184685,10.67907379,1.173460634,0.04527539913,2.359462808,0.04051020417,0.0164757696,0.004451157707,0.260081847,0.009529651155,0.160568282,0.007215651846,0.05693102384,0.003082196239,,,0.0001399647523,2.071354231e-05,198836.67,166508.4519,0.804339451,0.1723057517,0.8870812535,0.02707584987,0.1491478138,0.03540311737,-2.39750059,0.006235223321,3.049459775,0.01998250794,0.4424042484,0.05226830543
144,0.6,0.4,4,22,0.02991456965,71.37296597,6.172273029,35.24435202,7.245383976,424.0072961,8.480841199,1.192471169,0.03983362948,2.117239247,0.2616947724,0.01249515215,0.004003601537,0.2854320785,0.005399935264,0.1768898788,0.004023179079,0.06480758354,0.003019855122,,,0.0001666841867,3.24802341e-05,2080899.408,2027926.258,0.6697729975,0.1570650444,0.9186923111,0.006806850629,0.1021096615,0.0677601335,-2.312005419,0.003697230479,3.083939558,0.01230708779,0.4265919752,0.02269352624
144,0.5,0.5,4,22,0.02480998826,75.16975041,5.920063866,41.52125749,15.16932763,414.1803282,17.64689993,1.079284174,0.02944161506,2.002786219,0.2566710351,0.03620019901,0.02568356706,0.2951725404,0.007478647122,0.1752145228,0.00679435507,0.06084075122,0.004404691192,,,0.0001300497886,2.690627264e-05,1.319100375e+16,1.319100375e+16,0.3995604812,0.1893757135,0.9402800556,0.01565529445,0.2368489852,0.126635482,-2.241689178,0.01028223558,3.046655707,0.03589706099,0.3674424168,0.0507552387
144,0.3,0.7,4,22,0.0108902752,58.32444961,3.04326717,21.52484874,3.97780805,388.6217899,5.448605085,1.195619,0.03576931751,2.363439291,0.4495195564,0.02682879808,0.01007838587,0.291091384,0.004762956659,0.1576321066,0.00299139303,0.04524980372,0.002518494481,,,0.0002777570196,2.343735936e-05,3545689.397,1836716.714,0.524875689,0.3404822732,0.9035093311,0.01430685164,0.02680098474,0.09660968498,-2.118215435,0.006773316581,3.092889014,0.01638660404,0.4946725539,0
