n_chains,eps_AB,delta_eps,shell_q,tau_psi_mean,tau_psi_sem
144,1,0,0.2855993321,,
144,1,0,0.4038984489,,
144,1,0,0.4946725539,2780.98769,42.89994286
144,1,0,0.5711986643,,
144,1,0,0.638619521,1521.271038,101.1380832
144,1,0,0.6995726346,2334.911599,473.2455503
144,1,0,0.8077968978,3104.917502,
144,1,0,0.8567979964,2094.429149,211.6196434
144,1,0,0.9031443878,1453.223901,524.3346672
144,1,0,0.9472258251,930.5508794,62.40645105
144,1,0,0.9893451078,580.1754384,113.9310144
144,1,0,1.029743036,827.3082358,146.8587515
144,1,0,1.068614851,586.7157308,15.97772514
144,1,0,1.142397329,367.8183723,41.04912986
144,1,0,1.177556213,390.4907299,22.91280058
144,1,0,1.211695347,292.5659574,8.933331845
144,1,0,1.244898627,278.0383258,27.60059674
144,1,0,1.277239042,249.0863172,18.87511018
144,1,0,1.308780558,231.9544688,3.013101288
144,1,0,1.339579608,230.0335578,7.526093843
144,1,0,1.399145269,191.8817661,28.07420132
144,1,0,1.427996661,169.1569243,10.48825958
144,1,0,1.456276568,170.3150748,5.45453203
144,1,0,1.484017662,141.7741306,6.314114854
144,0.95,0.05,0.2855993321,,
144,0.95,0.05,0.4038984489,,
144,0.95,0.05,0.4946725539,,
144,0.95,0.05,0.5711986643,,
144,0.95,0.05,0.638619521,,
144,0.95,0.05,0.6995726346,2627.854727,105.5588394
144,0.95,0.05,0.8077968978,1722.887377,103.8144814
144,0.95,0.05,0.8567979964,1796.609355,230.1406519
144,0.95,0.05,0.9031443878,1491.328117,378.2096321
144,0.95,0.05,0.9472258251,1289.551307,326.3348293
144,0.95,0.05,0.9893451078,1107.568496,417.7444024
144,0.95,0.05,1.029743036,680.3745426,60.33229858
144,0.95,0.05,1.068614851,631.7889611,51.3972439
144,0.95,0.05,1.142397329,705.8001817,151.0228667
144,0.95,0.05,1.177556213,392.2576689,25.83572884
144,0.95,0.05,1.211695347,393.4463395,46.0502488
144,0.95,0.05,1.244898627,334.3100993,33.87185049
144,0.95,0.05,1.277239042,264.8498981,16.08700245
144,0.95,0.05,1.308780558,261.1542338,21.36002108
144,0.95,0.05,1.339579608,204.956587,7.604510612
144,0.95,0.05,1.399145269,190.6312007,14.77096614
144,0.95,0.05,1.427996661,162.0771412,6.466856659
144,0.95,0.05,1.456276568,166.6268905,5.230764423
144,0.95,0.05,1.484017662,143.852711,4.149748429
144,0.9,0.1,0.2855993321,,
144,0.9,0.1,0.4038984489,,
144,0.9,0.1,0.4946725539,,
144,0.9,0.1,0.5711986643,,
144,0.9,0.1,0.638619521,,
144,0.9,0.1,0.6995726346,2566.71954,
144,0.9,0.1,0.8077968978,1357.526485,394.4318696
144,0.9,0.1,0.8567979964,1624.680817,254.8441258
144,0.9,0.1,0.9031443878,1505.712176,83.83727374
144,0.9,0.1,0.9472258251,1583.374862,201.7811485
144,0.9,0.1,0.9893451078,881.6433408,215.6784218
144,0.9,0.1,1.029743036,844.5733841,197.0974858
144,0.9,0.1,1.068614851,568.5348696,51.38096401
144,0.9,0.1,1.142397329,729.6587727,209.1043864
144,0.9,0.1,1.177556213,391.0994595,24.0488625
144,0.9,0.1,1.211695347,330.8200466,33.72664334
144,0.9,0.1,1.244898627,277.7202921,41.54819052
144,0.9,0.1,1.277239042,264.922583,25.20827156
144,0.9,0.1,1.308780558,222.9698705,9.560167985
144,0.9,0.1,1.339579608,197.8835837,21.08577061
144,0.9,0.1,1.399145269,158.141474,8.293806715
144,0.9,0.1,1.427996661,152.6745002,9.454353863
144,0.9,0.1,1.456276568,136.6095894,5.687261823
144,0.9,0.1,1.484017662,126.595671,6.004405838
