n_chains,eps_AB,delta_eps,shell_q,S_psi_mean,S_psi_sem
144,1,0,0.2855993321,8.905848753,2.079750998
144,1,0,0.4038984489,8.045477484,0.8618310841
144,1,0,0.4946725539,3.46001085,0.6512790138
144,1,0,0.5711986643,4.953497992,1.057085714
144,1,0,0.638619521,3.627969701,0.4803187655
144,1,0,0.6995726346,3.152932521,0.3155617387
144,1,0,0.8077968978,3.517642515,0.1892949917
144,1,0,0.8567979964,3.126535421,0.1009936314
144,1,0,0.9031443878,2.582644581,0.1246018921
144,1,0,0.9472258251,2.183520723,0.1176414245
144,1,0,0.9893451078,2.19762628,0.2134547377
144,1,0,1.029743036,2.277772992,0.1112379507
144,1,0,1.068614851,2.097176447,0.02930189748
144,1,0,1.142397329,1.906938704,0.1053054085
144,1,0,1.177556213,1.862885763,0.05702423211
144,1,0,1.211695347,1.671693322,0.04418342356
144,1,0,1.244898627,1.716430199,0.09173180072
144,1,0,1.277239042,1.642061763,0.03931445648
144,1,0,1.308780558,1.598447092,0.009889315265
144,1,0,1.339579608,1.594789352,0.03376180954
144,1,0,1.399145269,1.521312982,0.06600926855
144,1,0,1.427996661,1.468466785,0.03045634962
144,1,0,1.456276568,1.504013906,0.006177412382
144,1,0,1.484017662,1.417174517,0.02486502832
144,0.95,0.05,0.2855993321,9.308717309,1.638396028
144,0.95,0.05,0.4038984489,11.67843203,1.018709173
144,0.95,0.05,0.4946725539,10.08495854,3.276753437
144,0.95,0.05,0.5711986643,8.886971806,1.411374655
144,0.95,0.05,0.638619521,8.123696815,0.788170699
144,0.95,0.05,0.6995726346,6.372229386,0.5624377523
144,0.95,0.05,0.8077968978,4.679248456,0.4660159704
144,0.95,0.05,0.8567979964,4.327834837,0.3103839785
144,0.95,0.05,0.9031443878,3.772396858,0.4236902227
144,0.95,0.05,0.9472258251,3.607817609,0.2912383483
144,0.95,0.05,0.9893451078,3.183879062,0.2708985986
144,0.95,0.05,1.029743036,2.786136552,0.1420739484
144,0.95,0.05,1.068614851,2.615581451,0.05079476143
144,0.95,0.05,1.142397329,2.510260668,0.2934926831
144,0.95,0.05,1.177556213,2.151058969,0.1007345703
144,0.95,0.05,1.211695347,2.153390807,0.04229586056
144,0.95,0.05,1.244898627,1.986879569,0.06154730674
144,0.95,0.05,1.277239042,1.901301915,0.03380357155
144,0.95,0.05,1.308780558,1.817001349,0.04672653159
144,0.95,0.05,1.339579608,1.65568095,0.05073318858
144,0.95,0.05,1.399145269,1.673002458,0.01478331262
144,0.95,0.05,1.427996661,1.574973523,0.03307230259
144,0.95,0.05,1.456276568,1.590252145,0.01989271848
144,0.95,0.05,1.484017662,1.528619509,0.02379118281
144,0.9,0.1,0.2855993321,30.50743251,3.948171719
144,0.9,0.1,0.4038984489,39.61044542,8.233368257
144,0.9,0.1,0.4946725539,30.03364648,2.420834002
144,0.9,0.1,0.5711986643,14.85766732,2.436302136
144,0.9,0.1,0.638619521,12.6416789,1.292146519
144,0.9,0.1,0.6995726346,9.205786883,1.599063736
144,0.9,0.1,0.8077968978,5.458072578,1.081996484
144,0.9,0.1,0.8567979964,4.109686748,0.1860095961
144,0.9,0.1,0.9031443878,3.921929627,0.3104033384
144,0.9,0.1,0.9472258251,3.720078025,0.1230021259
144,0.9,0.1,0.9893451078,2.48170188,0.184684165
144,0.9,0.1,1.029743036,2.45307886,0.1507129415
144,0.9,0.1,1.068614851,2.310819037,0.08440370888
144,0.9,0.1,1.142397329,2.44400964,0.3948305398
144,0.9,0.1,1.177556213,1.992974118,0.07260517601
144,0.9,0.1,1.211695347,1.824906096,0.1089670041
144,0.9,0.1,1.244898627,1.715061589,0.1091905543
144,0.9,0.1,1.277239042,1.694638735,0.03969192064
144,0.9,0.1,1.308780558,1.606323301,0.03713645621
144,0.9,0.1,1.339579608,1.534141893,0.07760229003
144,0.9,0.1,1.399145269,1.473951073,0.03119292409
144,0.9,0.1,1.427996661,1.442317828,0.05104944268
144,0.9,0.1,1.456276568,1.399220738,0.02029450195
144,0.9,0.1,1.484017662,1.354020843,0.02238483046
144,0.85,0.15,0.2855993321,49.20793726,11.4344587
144,0.85,0.15,0.4038984489,51.86913197,3.016382921
144,0.85,0.15,0.4946725539,36.1083932,1.764343185
144,0.85,0.15,0.5711986643,15.78691784,3.131483169
144,0.85,0.15,0.638619521,15.22748195,2.183130449
