run_index,run_id,n_chains,kappa,pi,seed,shell_index,shell_n2,degeneracy,q,q_units,S_AA,S_BB,S_AB,S_CC,S_psi_psi_over_2,S_psi_psi_over_2_early,S_psi_psi_over_2_early_to_final_change,S_psi_psi_over_2_final_window_slope_per_step,diagnostic_AA_minus_AB
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,0,1,6,0.28559933214452665,nm^-1,75.390551114698994,71.394115999163915,72.463253061880877,1.858160990101148,0.929080495050574,0.79565214307195919,0.1334283519786148,-6.912530513821912e-06,2.9272980528181165
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,1,2,12,0.40389844892348786,nm^-1,8.3076452985003293,9.0275697104712727,8.3522144272291161,0.63078615451336428,0.31539307725668214,0.50189412704380365,-0.18650104978712151,-7.0265117137518527e-06,-0.044569128728786822
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,2,3,8,0.49467255388205938,nm^-1,0.66004394667391109,2.8756712676201941,0.61423518222903406,2.3072448498360369,1.1536224249180185,1.1887245148774723,-0.035102089959453853,1.4583101039545e-06,0.045808764444877026
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,3,4,6,0.5711986642890533,nm^-1,1.6548585330750492,4.1309562230287344,1.3377464179487941,3.1103219202061951,1.5551609601030976,1.0574760317090552,0.49768492839404233,-2.0356489327821917e-05,0.31711211512625503
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,4,5,24,0.63861952100370245,nm^-1,2.3504301720283438,1.998327708952959,0.39313775032063714,3.562482380340029,1.7812411901700145,1.8985432696401161,-0.11730207947010163,-2.5955482125600382e-06,1.9572924217077068
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,5,6,24,0.69957263463374397,nm^-1,2.0896037093292841,1.9693988679033072,-0.49527030826735352,5.0495431937672981,2.524771596883649,2.5079382161481663,0.016833380735482795,1.0509009709704788e-05,2.5848740175966376
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,6,8,12,0.80779689784697573,nm^-1,1.9933272931385198,1.495960805061048,-0.55071710158430676,4.5907223013681815,2.2953611506840907,2.3362290671503509,-0.040867916466260201,-5.1676122704631237e-05,2.5440443947228264
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,7,9,30,0.8567979964335799,nm^-1,3.1402632046290124,2.9538922377860422,-2.2821496236012195,10.658454689617491,5.3292273448087455,5.4784204297423207,-0.14919308493357519,-7.9633156558287738e-05,5.4224128282302324
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,8,10,24,0.90314438779964556,nm^-1,2.3375171253322802,3.0608966703262475,-2.1235706194708461,9.6455550346002212,4.8227775173001106,5.0907867205305291,-0.26800920323041844,-0.00011893755346978541,4.4610877448031268
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,9,11,24,0.94722582509948294,nm^-1,2.7559949014189398,2.4559625153197047,-2.1087114220814889,9.4293802609016222,4.7146901304508111,4.8803934029663534,-0.16570327251554229,1.3999703859547572e-05,4.8647063235004282
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,10,12,8,0.98934510776411877,nm^-1,2.4173580361800635,2.4984944755192804,-2.2638038167468659,9.4434601451930753,4.7217300725965377,4.0282661234638955,0.6934639491326422,-3.207125682869e-05,4.6811618529269294
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,11,13,24,1.0297430362853615,nm^-1,3.6922913116699618,3.3001782346189872,-3.1582989639379955,13.309067474164943,6.6545337370824713,7.055971974732242,-0.40143823764977071,-9.251547020413636e-06,6.8505902756079573
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,12,14,48,1.0686148507762725,nm^-1,3.4820507253442194,3.2396655408246113,-3.0588671481333973,12.839450562435625,6.4197252812178123,6.0564008068754358,0.36332447434237647,0.00010678940001041802,6.5409178734776168
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,13,16,6,1.1423973285781066,nm^-1,6.2057877890036028,3.4008755354506461,-4.3512357824947054,18.309134889443659,9.1545674447218293,6.9610042292376191,2.1935632154842102,0.0007265658201041997,10.557023571498309
