n_chains,kappa,pi,n_seeds,shell_index,shell_n2,degeneracy,q,q_units,selected_as_primary,S_AA_mean,S_AA_sem,S_BB_mean,S_BB_sem,S_AB_mean,S_AB_sem,S_CC_mean,S_CC_sem,S_psi_psi_over_2_mean,S_psi_psi_over_2_sem,diagnostic_AA_minus_AB_mean,diagnostic_AA_minus_AB_sem,S_psi_psi_over_2_early_mean,S_psi_psi_over_2_early_sem,S_psi_psi_over_2_early_to_final_change_mean,S_psi_psi_over_2_early_to_final_change_sem,S_psi_psi_over_2_final_window_slope_mean_per_step,S_psi_psi_over_2_final_window_slope_sem_per_step
144,0,0.98999999999999999,5,0,1,6,0.28559933214452665,nm^-1,False,66.15272590072513,4.5037668756712472,65.910561031183377,3.7540154202668177,65.352944479065869,3.8941446120519974,1.3573979737767694,0.24735532357112835,0.6786989868883847,0.12367766178556418,0.79978142165925736,1.1027226756539539,0.65798522094423118,0.12059092558262365,0.020713765944153507,0.031549604135044707,3.4426837448294473e-06,4.8188794355282154e-06
144,0,0.98999999999999999,5,1,2,12,0.40389844892348786,nm^-1,False,11.404883554192864,2.5711315308408391,12.015486144298622,1.5823019772409554,10.972198215513499,1.9637770568410144,1.4759732674644845,0.27872412558943938,0.73798663373224227,0.13936206279471969,0.43268533867936421,0.74583850380827277,0.79305233384235796,0.13161674112927599,-0.055065700110115766,0.068170195774339623,-1.06192571724266e-05,2.2185867832782912e-06
144,0,0.98999999999999999,5,2,3,8,0.49467255388205938,nm^-1,False,2.7696851360072521,0.90460612196444956,2.5214723275753768,0.72408918436473624,1.3069173677400763,0.64086136419470807,2.6773227281024763,0.55533744809282481,1.3386613640512381,0.27766872404641241,1.4627677682671758,0.47892710126626836,1.2957631635829063,0.24639167061213638,0.042898200468331614,0.096457213148163398,-1.0874851559646553e-05,1.5984557872863795e-05
144,0,0.98999999999999999,5,3,4,6,0.5711986642890533,nm^-1,False,1.9820351952062789,0.23717489529703331,2.8673096704237144,0.35288824892210802,0.42229629956972781,0.29914324435968065,4.0047522664905379,0.66503598946848008,2.002376133245269,0.33251799473424004,1.5597388956365512,0.4758771140898797,1.7950189859154748,0.37054725658644333,0.2073571473297946,0.15127315271185712,8.5771681195386485e-06,1.3052082576819812e-05
144,0,0.98999999999999999,5,4,5,24,0.63861952100370245,nm^-1,False,2.5350317673730616,0.22579657590508501,2.0799602831273352,0.12516378738611439,0.26306879556439183,0.24553331100438977,4.0888544593716132,0.37941420822373995,2.0444272296858066,0.18970710411186997,2.2719629718086702,0.10809865816202849,2.0263292108881616,0.1297012171728702,0.018098018797645388,0.062752511358901322,-1.2679230672728189e-05,1.5068993368408175e-05
144,0,0.98999999999999999,5,5,6,24,0.69957263463374397,nm^-1,False,1.7810292170431861,0.15438605119383852,2.2550882079414203,0.12245448781531025,-0.62236536399908526,0.071752157621853913,5.2808481529827764,0.17460209979612129,2.6404240764913882,0.087301049898060645,2.4033945810422712,0.10220089982033352,2.7305755341895503,0.074405904760591154,-0.090151457698161866,0.046245286166656088,-2.0924534943717271e-05,2.2995882605206557e-05
144,0,0.98999999999999999,5,6,8,12,0.80779689784697573,nm^-1,False,2.0073102923410056,0.15213574565793564,2.0853466608382591,0.33229620528556764,-0.91073112157834823,0.17500481658367184,5.9141191963359603,0.79428187215054402,2.9570595981679801,0.39714093607527201,2.9180414139193536,0.31407432297465387,2.7468799986598547,0.21841860527557364,0.2101795995081252,0.32701340338277346,5.2491291851308036e-06,2.8571612799050102e-05
144,0,0.98999999999999999,5,7,9,30,0.8567979964335799,nm^-1,False,2.660521023277612,0.19536003061577259,2.2994472345123009,0.21280545895496492,-1.7001258756047661,0.22936252872279433,8.3602200089994447,0.8353447869844649,4.1801100044997224,0.41767239349223245,4.3606468988823774,0.41143444988450634,4.1580719651978111,0.44419153337391559,0.022038039301910218,0.075702144598654708,-1.334228156915452e-05,3.6830907385310211e-05
144,0,0.98999999999999999,5,8,10,24,0.90314438779964556,nm^-1,False,2.5751883792379018,0.22658799666963089,2.8970308049523226,0.42465430604134008,-1.9049577451402477,0.22867685971574514,9.2821346744707203,1.0791469322849567,4.6410673372353601,0.53957346614247836,4.48014612437815,0.43703118974780697,4.7639246444105066,0.68279170804733302,-0.1228573071751466,0.22937208329182493,-4.8775202236743444e-05,4.6011188545612253e-05
144,0,0.98999999999999999,5,9,11,24,0.94722582509948294,nm^-1,True,3.542061996900042,0.57015581912297519,3.2726452440608229,0.73550632087049728,-2.8210495282238437,0.57209978395495442,12.456806297408551,2.4300033931375666,6.2284031487042757,1.2150016965687833,6.3631115251238857,1.1357160982298764,5.9769081786192917,1.0301060709289815,0.25149497008498367,0.20922503906897397,-1.5425897461999663e-05,6.0321192460246396e-05
