n_chains,kappa,pi,n_seeds,bin_index,q_low,q_high,q_units,selected_as_sensitivity_peak,S_psi_psi_over_2_final_mean,S_psi_psi_over_2_final_sem,S_psi_psi_over_2_early_mean,S_psi_psi_over_2_early_sem,early_to_final_change_mean,early_to_final_change_sem,final_window_slope_mean_per_step,final_window_slope_sem_per_step
144,0,0.98999999999999999,5,0,0.14999999999999999,0.29999999999999999,nm^-1,False,0.6786989868883847,0.12367766178556418,0.65798522094423118,0.12059092558262365,0.020713765944153507,0.031549604135044707,3.4426837448294473e-06,4.8188794355282154e-06
144,0,0.98999999999999999,5,1,0.29999999999999999,0.45000000000000001,nm^-1,False,0.73798663373224227,0.13936206279471969,0.79305233384235796,0.13161674112927599,-0.055065700110115766,0.068170195774339623,-1.06192571724266e-05,2.2185867832782912e-06
144,0,0.98999999999999999,5,2,0.45000000000000001,0.59999999999999998,nm^-1,False,1.6231105508486798,0.18430956485106217,1.5097299445825787,0.1993749834951635,0.1133806062661015,0.044836863351278733,-2.5382716971386043e-06,1.3376077680895704e-05
144,0,0.98999999999999999,5,3,0.59999999999999998,0.75,nm^-1,False,2.3424256530885978,0.12867593792826748,2.3784523725388551,0.088649855908610894,-0.036026719450258149,0.043111947850903477,-1.6801882808222667e-05,1.3515789272739769e-05
144,0,0.98999999999999999,5,4,0.75,0.90000000000000002,nm^-1,False,3.8306670312620819,0.31457993186939193,3.7548742604726826,0.2817430095582697,0.075792770789399541,0.094178786752253413,-8.0304499250729871e-06,2.9198752179993364e-05
144,0,0.98999999999999999,5,5,0.90000000000000002,1.05,nm^-1,True,5.3227728494730107,0.48867227391985835,5.3797832114641757,0.4762988960573587,-0.05701036199116398,0.11448237255748205,-1.1415471989768831e-05,2.9962174489572797e-05
144,0,0.98999999999999999,5,6,1.05,1.2,nm^-1,False,5.1425548046951297,0.26372912794885717,5.1856932803235107,0.22840137902860563,-0.043138475628381023,0.16686891502855333,2.6182327482054133e-05,1.7843445620480263e-05
144,0,0.98999999999999999,5,7,1.2,1.3500000000000001,nm^-1,False,3.6283532431663383,0.1682666945261202,3.5179420798630092,0.17878538278751149,0.11041116330332894,0.01834470065261282,-8.1184277770720024e-06,1.1961759945579599e-05
144,0,0.98999999999999999,5,8,1.3500000000000001,1.5,nm^-1,False,1.8746694460364348,0.039150753697699402,1.7960545126857403,0.10158863589822724,0.078614933350694333,0.086881057773989703,-2.1641090425640695e-06,1.0315173020439935e-05
144,1,0.98999999999999999,5,0,0.14999999999999999,0.29999999999999999,nm^-1,True,540.93544046679256,13.372100607649759,539.87444724641966,14.831580707427905,1.0609932203728931,1.8071568113436589,0.00042949243498552466,0.0004027541078264618
144,1,0.98999999999999999,5,1,0.29999999999999999,0.45000000000000001,nm^-1,False,36.878943681234759,6.2643683145363367,37.144363274394436,6.4892451925616843,-0.26541959315967745,0.3060686667425469,2.1254926912532758e-05,5.0123996807450039e-05
144,1,0.98999999999999999,5,2,0.45000000000000001,0.59999999999999998,nm^-1,False,17.279298641144628,3.4995814104256153,16.748989022716703,3.2101446835988177,0.53030961842792945,0.42638627772726501,-9.3779649664182664e-05,0.00010875571809050849
144,1,0.98999999999999999,5,3,0.59999999999999998,0.75,nm^-1,False,5.1664585497182207,0.52997121042329565,5.2269133145655307,0.64001479000044137,-0.060454764847308343,0.11258306671648807,-2.8477755407567955e-05,2.4901787592638792e-05
144,1,0.98999999999999999,5,4,0.75,0.90000000000000002,nm^-1,False,1.9505352947316055,0.14624411521649427,2.0637380487362682,0.14842086684512298,-0.11320275400466309,0.094689904125410784,-4.7344789683820679e-06,1.0030523783492953e-05
144,1,0.98999999999999999,5,5,0.90000000000000002,1.05,nm^-1,False,1.528227923369035,0.070083366919800841,1.5531944203053363,0.071152513383275412,-0.024966496936301395,0.0039855732452360989,9.5757556359899443e-06,2.7525682898406469e-06
144,1,0.98999999999999999,5,6,1.05,1.2,nm^-1,False,0.76566431721654871,0.03706561013983356,0.74470943852963245,0.052637337699418738,0.020954878686916346,0.027632900597632536,8.118725818515529e-07,5.4550508462519291e-06
