run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed4,144,40,22,0.85,0.15,4,0.2855993321,63.48582317,1.625848835,63.48582317,110.6449779,1.211707271,1.716931192,0.01582346467,0.1158611913,0.08135793515,0.0421566921,,0.0001800579162,18559.02327,0.8452251413,0.8468654737,0.1010805786,-1.272351599,3.18674018,1.498797368,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed1,144,40,22,0.8,0.2,1,0.2855993321,105.7124457,7.80489512,105.7124457,83.34716884,1.354897005,2.087480535,0.02957690124,0.1520681875,0.1133499658,0.06359486116,,0.0001024155973,7818.452501,1.920199209,0.8963323016,-0.134489682,-1.189023046,3.231628456,1.498997956,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed2,144,40,22,0.8,0.2,2,0.2855993321,83.87537469,7.049057989,83.87537469,82.05265104,1.172505991,1.664381537,0.03804410674,0.1340501591,0.09740625199,0.05274162656,,0.0001848877185,8744.852303,1.148426952,0.7964239565,0.2553273931,-1.177962749,3.211429268,1.499804244,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed3,144,40,22,0.8,0.2,3,0.2855993321,56.03179649,3.471089494,56.03179649,89.37997428,1.243164725,1.611258798,0.02798604096,0.1209527728,0.08557095148,0.04331718605,,0.0002539674807,69048.96873,0.4428861594,0.831632939,0.04355046337,-1.18456448,3.203782914,1.500331445,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p8_seed4,144,40,22,0.8,0.2,4,0.2855993321,106.7783448,6.885599813,106.7783448,95.48780154,1.108452215,1.225692842,0.0244449308,0.152386439,0.115015626,0.06520901397,,0.0001382906959,52349.11196,0.6464550048,0.8840746908,-0.1964279517,-1.200390721,3.209787076,1.500045359,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p75_seed1,144,40,22,0.75,0.25,1,0.2855993321,99.88003441,4.406860129,99.88003441,69.38293992,1.327615401,2.115178755,0.01979292143,0.154499155,0.1140171846,0.06276585314,,0.0001337747551,1.340850274e+13,0.03601814502,0.9444318041,0.1052211613,-1.111844009,3.216319189,1.499464124,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p75_seed2,144,40,22,0.75,0.25,2,0.2855993321,101.2366684,4.694647773,101.2366684,69.50200958,1.205810782,1.097243808,0.01367277114,0.1517537353,0.1125447874,0.06239742123,,0.0001348337663,21297.67754,1.103576928,0.9097040578,-0.002498668913,-1.114940311,3.241219699,1.500359241,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p75_seed3,144,40,22,0.75,0.25,3,0.2855993321,96.004143,5.828603611,96.004143,67.21351166,1.131789294,1.690071529,0.02303532155,0.1452758776,0.1080246467,0.05985898134,,0.0001281045746,29753.12508,1.01496687,0.9233933816,0.03876791248,-1.108188334,3.220490031,1.500805426,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p75_seed4,144,40,22,0.75,0.25,4,0.2855993321,120.952331,8.044481756,120.952331,69.87859031,1.371824647,2.625475508,0.02589214887,0.1624603799,0.1235083299,0.07088710655,,0.000123577254,1.527678877e+12,0.03654043116,0.9494059444,-0.1839632188,-1.114035304,3.232250455,1.499310238,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p7_seed1,144,40,22,0.7,0.3,1,0.2855993321,140.4599939,7.097692266,140.4599939,54.08538151,1.076931037,2.081612773,0.01646422205,0.1799558426,0.1379800745,0.08040518097,,0.0001374299568,1112468.335,0.3300938655,0.9099867633,-0.02807000012,-1.050447127,3.238350025,1.500618229,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p7_seed2,144,40,22,0.7,0.3,2,0.2855993321,138.313021,3.967740495,138.313021,55.25820329,1.406760281,2.486780592,0.007984049351,0.1753996089,0.1347154681,0.07862679842,,0.0001025795817,387361.4244,0.4304340628,0.9167620963,0.08388706701,-1.04594955,3.248940356,1.49894708,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p7_seed3,144,40,22,0.7,0.3,3,0.2855993321,135.7091638,2.40685277,135.7091638,51.6373337,1.19665862,1.440638154,0.00531216059,0.163023423,0.1258696707,0.07464659481,,0.000100997182,21575.33853,0.9272752662,0.8833185491,0.002893079986,-1.036740681,3.240952467,1.499555241,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p7_seed4,144,40,22,0.7,0.3,4,0.2855993321,135.6461484,3.708651782,135.6461484,56.36631122,1.219675557,1.487746054,0.00750987275,0.1743064826,0.1336253751,0.0776780804,,0.0001183537819,17284.59328,1.207566532,0.9065050534,-0.0181666029,-1.048013744,3.238339882,1.501028187,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p6_seed1,144,40,22,0.6,0.4,1,0.2855993321,153.2827887,3.475975867,153.2827887,22.09705911,1.456818937,2.473466868,0.007886269193,0.1898509353,0.1462535923,0.08599427015,,0.0001069827335,11630.82691,1.774269071,0.9276522647,0.03809647588,-0.909602663,3.252620482,1.50039773,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p6_seed2,144,40,22,0.6,0.4,2,0.2855993321,143.1705946,7.066518757,143.1705946,23.9219709,1.221524471,2.567652314,0.01402384723,0.1812435666,0.1390073964,0.08118033697,,0.0001313631013,14478.77585,1.091901577,0.8703064488,0.1363012328,-0.9054025804,3.254396192,1.499859452,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p6_seed3,144,40,22,0.6,0.4,3,0.2855993321,152.5578185,4.656878646,152.5578185,19.42649052,1.25235311,2.747479465,0.006856355099,0.1760884295,0.1377524546,0.08301258241,,0.0001066176298,7156025325,0.05819132416,0.9360564692,-0.1029341442,-0.8909256226,3.257533779,1.499445615,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p6_seed4,144,40,22,0.6,0.4,4,0.2855993321,139.4894292,3.121503475,139.4894292,22.44481031,1.097400463,1.287943571,0.006887410942,0.1820604632,0.1395642026,0.08077161317,,0.0001052197949,9598.99444,1.226284566,0.8376065411,-0.02009687236,-0.8974298417,3.241176191,1.500115053,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p5_seed1,144,40,22,0.5,0.5,1,0.2855993321,140.6137056,5.910174854,140.6137056,4.156443207,1.095227836,1.09235097,0.01390667362,0.1920993645,0.1456470124,0.08285590347,,0.0001454411576,16722.94057,1.046148638,0.8740683246,0.02764659419,-0.7886914088,3.289804366,1.49908741,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p5_seed2,144,40,22,0.5,0.5,2,0.2855993321,159.670725,5.158796639,159.670725,4.094321323,1.412893649,2.554988779,0.01123141776,0.1930603256,0.1501596487,0.08932333679,,0.0001287512427,14133.66162,1.186633343,0.8784214086,0.003001938833,-0.7838773204,3.291762833,1.500132515,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p5_seed3,144,40,22,0.5,0.5,3,0.2855993321,140.0430849,2.567995293,140.0430849,3.24166735,1.210597703,1.406464618,0.005290477751,0.1756325546,0.1350639561,0.07911495301,,0.0001294674724,16997.37848,1.066784011,0.8826500984,0.003056997333,-0.7693683737,3.275929047,1.500159583,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p5_seed4,144,40,22,0.5,0.5,4,0.2855993321,153.9539164,2.353087593,153.9539164,3.302861585,1.174839489,1.81184407,0.003847758041,0.1906176906,0.1478474525,0.08727991142,,0.0001234497462,814516.9341,0.3707647027,0.9187485131,0.04242761712,-0.7787454989,3.289604545,1.500392212,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p3_seed1,144,40,22,0.3,0.7,1,0.2855993321,176.843295,3.51498245,176.843295,1.61083242,1.260439606,2.512451333,0.005810561045,0.216141577,0.1676142106,0.09914541712,,0.0001132435136,1.807082888e+13,0.03686507789,0.9449890045,0.01677767759,-0.6518524495,3.297915414,1.500045206,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p3_seed2,144,40,22,0.3,0.7,2,0.2855993321,185.2233303,5.866090139,185.2233303,1.812819292,1.23914222,2.791761267,0.006167018046,0.2099295279,0.1648236828,0.09999175499,,9.370115915e-05,7189.31537,1.931042069,0.8805355572,0.04898843737,-0.6401055584,3.32742597,1.499297992,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p3_seed3,144,40,22,0.3,0.7,3,0.2855993321,159.476284,1.901712133,159.476284,1.453134413,1.302814647,2.20421612,0.00496506768,0.1910272571,0.1479857745,0.08808490852,,0.0001035349913,47526.58316,0.8075771924,0.9176566577,-0.008538735713,-0.6207640984,3.289336648,1.499068069,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p3_seed4,144,40,22,0.3,0.7,4,0.2855993321,168.822835,7.485888012,168.822835,1.4740848,1.078465629,1.747437153,0.01025388113,0.2043139495,0.1581428882,0.09369924883,,0.0001162242511,29100.70073,0.763999966,0.8726787207,0.1497542477,-0.6402854561,3.279821172,1.499804225,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p1_seed1,144,40,22,0.1,0.9,1,0.2855993321,195.7853751,3.750483572,195.7853751,1.356898539,1.301582195,2.750115892,0.003643915718,0.2290404731,0.1778343302,0.1064573982,,9.376800573e-05,8.540203768e+14,0.03098939407,0.9555467423,-0.008146829145,-0.5436315671,3.308885997,1.499284042,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p1_seed2,144,40,22,0.1,0.9,2,0.2855993321,185.7674397,6.907492174,185.7674397,1.037955551,1.643088532,2.70392975,0.008650602808,0.2201473964,0.1712571541,0.102474504,,9.391146394e-05,32509.90803,0.8765706194,0.9070356434,0.1126566274,-0.5249929646,3.329343836,1.500864515,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p1_seed3,144,40,22,0.1,0.9,3,0.2855993321,152.2464928,2.070589199,152.2464928,1.19240457,1.045695187,1.171747445,0.004524578055,0.2022981921,0.1544919951,0.08904850149,,0.0001215782375,17805.34525,1.183863988,0.904824411,-0.01465730209,-0.5076084472,3.309485828,1.49982867,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p1_seed4,144,40,22,0.1,0.9,4,0.2855993321,173.7290861,4.261251595,173.7290861,1.092600111,1.225920913,2.245933456,0.005290881348,0.2165856153,0.1665737942,0.09778293097,,0.0001102614228,37176.23287,0.8530242155,0.9116772134,0.09796391478,-0.5246969759,3.305319251,1.499459899,2500
