run_id,n_chains,chain_length,box_size,eps_AB,delta_eps,seed,q_peak,S_psi_peak,S_psi_peak_sem_time,S_psi_kmin,S_rho_kmin,non_gaussian_ratio_peak,shell_anisotropy_peak,peak_intensity_relative_variance,cg_variance_1p5,cg_variance_2,cg_variance_3,tau_psi_peak,gamma_psi_peak,kww_tau_peak,kww_beta_peak,plateau_psi_peak,S_psi_peak_relative_drift,energy_per_bead,mean_Rg,T_inst_star,n_frames_window
M0144_N40_kappa0p5_pi0p990_epsAB1_seed1,144,40,22,1,0,1,0.2855993321,13.54206741,1.467437165,13.54206741,161.0119501,1.4112664,1.701281097,0.1154538074,0.05392194926,0.03126405404,0.01259444237,,0.0005959928038,7274.8462,1.808344159,0.8258039866,-0.02864225856,-1.529181456,3.215435758,1.499973952,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed2,144,40,22,1,0,2,0.2855993321,12.01248934,1.288430674,12.01248934,162.2564592,1.376116469,1.410147323,0.09309569326,0.04899037118,0.02776672918,0.0109420712,,0.0006618144593,4760.020012,1.073405633,0.6165940129,-0.1493170332,-1.529859263,3.212615724,1.500366173,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed3,144,40,22,1,0,3,0.4038984489,5.530678174,0.5391451369,4.970000599,162.0550704,1.839958935,1.764168445,0.09680682942,0.03908749419,0.02015503186,0.00665351426,1324.916427,0.002721339929,1240.298618,0.5131466713,0.298741311,-0.0925538601,-1.533017772,3.212113836,1.499205311,2500
M0144_N40_kappa0p5_pi0p990_epsAB1_seed4,144,40,22,1,0,4,0.4038984489,5.893096215,0.7177670435,3.891251735,163.6966834,1.905216764,1.939727392,0.1522577907,0.04076385444,0.02065188724,0.006442876397,1161.705301,0.002626031767,1274.339045,1.212150104,0.116970795,0.3359791302,-1.534978124,3.221485385,1.500088611,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed1,144,40,22,0.95,0.05,1,0.4038984489,9.75230518,0.7557316059,7.811476304,143.4716423,1.605456579,1.931778097,0.07115610324,0.05536821281,0.03033499435,0.01068181195,1672.637824,0.001844286183,1756.406782,1.534331029,0.1892262793,-0.1927299429,-1.441018809,3.201023317,1.501434024,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed2,144,40,22,0.95,0.05,2,0.2855993321,19.20344507,1.464624236,19.20344507,144.4490518,1.769048509,1.319554488,0.04645739787,0.05927565482,0.03486461357,0.01473775936,2527.629446,0.0005065691867,2617.16955,2.244616355,0.4331987068,-0.1609508084,-1.438742213,3.177440958,1.499784025,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed3,144,40,22,0.95,0.05,3,0.4038984489,9.097665644,0.8326713714,7.58406978,145.2776833,1.57236691,1.527772019,0.08801281923,0.05155351874,0.02839674743,0.01007264324,1621.468228,0.001892826708,1718.723451,0.9061921661,0.2667709244,-0.2984209522,-1.438608209,3.205486533,1.499920881,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p95_seed4,144,40,22,0.95,0.05,4,0.2855993321,18.53631042,1.992281398,18.53631042,144.2974436,1.470602122,1.694508625,0.07380907704,0.05773395064,0.03411538134,0.01459748852,,0.0004653704713,5929.542649,1.807827466,0.7990405615,0.1109573524,-1.438193599,3.231383486,1.499555612,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed1,144,40,22,0.9,0.1,1,0.2855993321,22.58022438,1.454193589,22.58022438,124.8775421,1.447678645,1.674247859,0.06176517091,0.07662472437,0.0460053766,0.01916862462,,0.00045296128,17821.73223,0.6897357837,0.7841410908,-0.01319198584,-1.351905673,3.18659659,1.498165498,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed2,144,40,22,0.9,0.1,2,0.2855993321,27.34942729,2.605515207,27.34942729,127.5898517,1.313361326,1.927433908,0.0574359772,0.08058090957,0.05088667573,0.02251538738,,0.0003774139655,10417.42978,1.229469088,0.826243121,0.2449911763,-1.351129269,3.17428831,1.500658714,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed3,144,40,22,0.9,0.1,3,0.4038984489,15.8400729,2.387934569,13.35819437,127.3766847,1.52824542,1.604402925,0.1173570686,0.0730122204,0.04395074783,0.01709357191,,0.001165698577,3573.473645,1.009599279,0.5050182974,0.4777356493,-1.352214776,3.211630861,1.500872026,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p9_seed4,144,40,22,0.9,0.1,4,0.2855993321,14.76950079,1.732903586,14.76950079,127.4440244,1.35984747,1.40839669,0.133314305,0.06927182467,0.04064036284,0.01579117204,,0.0006658602633,9787.074155,0.3552203229,0.6516922531,0.4723701605,-1.349667787,3.198311015,1.49866564,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed1,144,40,22,0.85,0.15,1,0.2855993321,71.57527931,5.304463221,71.57527931,109.5250452,1.244010777,2.076195044,0.03504497205,0.122090102,0.0870215936,0.04632772878,,0.0001707418665,146555.2204,0.5745012434,0.9180683593,0.2182945501,-1.276354761,3.228205248,1.500479892,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed2,144,40,22,0.85,0.15,2,0.2855993321,40.12949242,5.214369827,40.12949242,109.6816363,1.155574437,1.597032324,0.08917714216,0.1059296098,0.07093637104,0.03327732243,,0.0002911461689,5523.893419,1.482972217,0.7471019808,0.4595322332,-1.270980167,3.190688126,1.499099854,2500
M0144_N40_kappa0p5_pi0p990_epsAB0p85_seed3,144,40,22,0.85,0.15,3,0.2855993321,39.22495943,4.718328882,39.22495943,109.8636712,1.666533781,2.214371228,0.0855258949,0.1019891744,0.06913554428,0.03297139144,,0.0003971559744,161262.4116,0.3156132299,0.8248754907,-0.2492598374,-1.270164768,3.183238196,1.498451283,2500
