run_index,run_id,n_chains,kappa,pi,seed,shell_index,shell_n2,degeneracy,q,q_units,S_AA,S_BB,S_AB,S_CC,S_psi_psi_over_2,S_psi_psi_over_2_early,S_psi_psi_over_2_early_to_final_change,S_psi_psi_over_2_final_window_slope_per_step,diagnostic_AA_minus_AB
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,17,20,24,1.2772390420074049,nm^-1,2.6217776884014583,2.3487992875709809,-2.1531523394450214,9.276881654862482,4.638440827431241,4.4347749237530998,0.20366590367814119,3.7107515153605438e-05,4.7749300278464801
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,18,21,48,1.308780557981128,nm^-1,1.8473352749382534,1.8540233399539852,-1.7020771910581078,7.1055129970084518,3.5527564985042259,3.2650226991981817,0.28773379930604426,-6.365961859080344e-05,3.5494124659963613
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,19,22,24,1.3395796084857341,nm^-1,1.1503656980280499,1.0948291603813096,-1.0104642271795741,4.2661233127685083,2.1330616563842542,2.3405279189715569,-0.20746626258730272,-2.7890271485799987e-06,2.160829925207624
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,20,24,24,1.3991452692674879,nm^-1,1.7324445811331046,1.8296978015740009,-1.6237083451280441,6.8095590729631947,3.4047795364815974,2.9511079601615462,0.45367157632005117,-2.4440028163029636e-06,3.3561529262611485
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,21,25,30,1.4279966607226333,nm^-1,0.58058108744061321,0.73328496872113447,-0.52465174866839981,2.3631695534985475,1.1815847767492738,1.6799627182520922,-0.49837794150281844,-0.0001188056676491708,1.1052328361090131
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,22,26,72,1.4562765676740084,nm^-1,0.79087195344763495,0.9011148315339399,-0.69770402304435886,3.0873948310702923,1.5436974155351462,1.4934783188022407,0.050219096732905477,3.1595624423371169e-05,1.4885759764919939
0,M0144_N40_kappa0_pi0p990_seed1,144,0,0.98999999999999999,1,23,27,32,1.4840176616461782,nm^-1,0.67195988498369119,0.58939151427417946,-0.49053555289691531,2.2424225050517013,1.1212112525258506,0.88738955510628759,0.23382169741956305,5.8720938014872014e-05,1.1624954378806065
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,0,1,6,0.28559933214452665,nm^-1,59.640008428058856,63.842140516878693,60.996340857378961,1.4894672301796199,0.74473361508980995,0.62472621826875829,0.12000739682105166,2.5975636726595133e-05,-1.3563324293201049
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,1,2,12,0.40389844892348786,nm^-1,14.290132084003002,12.344413404430771,12.431321142657932,1.7719032031179089,0.88595160155895447,0.84019239140622892,0.045759210152725549,3.7900491613323538e-06,1.8588109413450695
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,2,3,8,0.49467255388205938,nm^-1,4.5042191059642294,3.1392808400700334,2.6554567730241838,2.3325863999858933,1.1662931999929467,1.0855088548110507,0.080784345181895922,-2.2058702442308277e-05,1.8487623329400455
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,3,4,6,0.5711986642890533,nm^-1,1.3597530373965772,1.527548483069245,0.5500118084025577,1.7872779036607067,0.89363895183035336,0.8972482433275133,-0.0036092914971599388,9.2434017660233395e-07,0.80974122899401946
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,4,5,24,0.63861952100370245,nm^-1,1.6527767391128283,1.818380877682521,-0.26840758242254709,4.0079727816404427,2.0039863908202213,1.9215960686268594,0.082390322193361953,5.856799364004769e-06,1.9211843215353754
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,5,6,24,0.69957263463374397,nm^-1,1.5809115844108632,1.374825202645644,-0.024506084901440246,3.0047489568593879,1.502374478429694,1.4771810115352504,0.025193466894443572,1.740813160239927e-05,1.6054176693123035
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,6,8,12,0.80779689784697573,nm^-1,2.331274871036586,0.94396693527130648,-0.43956706680367202,4.1543759399152353,2.0771879699576177,1.4061891850814887,0.67099878487612896,1.3012660385902018e-05,2.7708419378402582
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,7,9,30,0.8567979964335799,nm^-1,1.8806552065382296,1.4507741591987644,-0.95936414764606437,5.2501576610291227,2.6250788305145614,2.6055814690800867,0.019497361434474669,-6.2457921968878374e-05,2.8400193541842942
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,8,10,24,0.90314438779964556,nm^-1,2.2547927178749063,2.2971019317863939,-1.5927219560123445,7.7373385616859895,3.8686692808429948,4.3066199560334821,-0.43795067519048736,-0.00010639945192359896,3.8475146738872508
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,9,11,24,0.94722582509948294,nm^-1,2.3475059450593769,2.7925890841341454,-2.0286957220173973,9.1974864732283148,4.5987432366141574,4.1136216025607482,0.48512163405340925,-2.5107539912162791e-05,4.3762016670767743
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,10,12,8,0.98934510776411877,nm^-1,4.3066409672961417,5.1662357653422992,-4.3567117130911317,18.186300158820703,9.0931500794103517,8.7335592426377531,0.35959083677259862,9.0858980505280121e-05,8.6633526803872734
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,11,13,24,1.0297430362853615,nm^-1,3.5477719371330396,2.9965267701676854,-2.9205906964637292,12.385480100228182,6.1927400501140912,5.9127960018182115,0.27994404829587971,0.0001250103963636675,6.4683626335967688
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,12,14,48,1.0686148507762725,nm^-1,3.0999628056300153,3.1207939124495052,-2.8459544083960595,11.912665534871639,5.9563327674358195,5.4285670952904637,0.52776567214535586,-0.0001378386746958572,5.9459172140260748
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,13,16,6,1.1423973285781066,nm^-1,1.918399138557588,1.5211405624778993,-1.4267302349406699,6.2930001709168275,3.1465000854584138,4.7326341446045177,-1.5861340591461039,-3.5470720148096732e-05,3.3451293734982581
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,14,17,48,1.1775562130377446,nm^-1,2.5026782226410829,2.7047779132809935,-2.3078774200121606,9.8232109759463988,4.9116054879731994,4.5926626776418766,0.31894281033132277,8.0414674359200676e-05,4.8105556426532434
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,15,18,36,1.2116953467704634,nm^-1,1.9501857195176577,1.8928714901089407,-1.666834384698284,7.1767259790231659,3.5883629895115829,3.8310763956666434,-0.24271340615506043,0.00011674688633823257,3.6170201042159418
1,M0144_N40_kappa0_pi0p990_seed2,144,0,0.98999999999999999,2,16,19,24,1.2448986271606992,nm^-1,1.7853344237463595,2.0187912507553341,-1.7271931864622576,7.2585120474262101,3.6292560237131051,3.710912693147133,-0.08165666943402794,-5.6890140967432401e-05,3.5125276102086174
