n_chains,kappa,n_seeds,k_star,peak,peak_sem,box_size
144,0,5,1.0297430362853617,6.125204887329159,0.882209512120457,22.0
144,1,5,0.2855993321445266,521.1733779942066,18.903892817496207,22.0
288,0,3,0.9880766951743308,8.565459837383111,0.6316175691500844,27.71826309768721
288,1,3,0.2266803401438184,665.4283757939648,215.42135073739917,27.71826309768721
576,0,4,1.0643992158579183,6.5507546930490195,0.40418057079312986,34.922823143300384
576,1,4,0.2544400789092958,684.8478839740135,60.785951487787194,34.922823143300384
