n_chains,kappa,pi,n_seeds,shell_index,shell_n2,degeneracy,q,q_units,selected_as_primary,S_AA_mean,S_AA_sem,S_BB_mean,S_BB_sem,S_AB_mean,S_AB_sem,S_CC_mean,S_CC_sem,S_psi_psi_over_2_mean,S_psi_psi_over_2_sem,diagnostic_AA_minus_AB_mean,diagnostic_AA_minus_AB_sem,S_psi_psi_over_2_early_mean,S_psi_psi_over_2_early_sem,S_psi_psi_over_2_early_to_final_change_mean,S_psi_psi_over_2_early_to_final_change_sem,S_psi_psi_over_2_final_window_slope_mean_per_step,S_psi_psi_over_2_final_window_slope_sem_per_step
144,0,0.98999999999999999,5,0,1,6,0.28559933214452665,nm^-1,False,67.130036005925149,4.8089178038713944,69.005704359789135,5.1403494784178063,67.386725005530735,4.8357134550208301,1.3622903546527991,0.18268302312716189,0.68114517732639956,0.091341511563580946,-0.25668899960559771,0.82468297005434776,0.65710295718450706,0.10278866942230776,0.024042220141892445,0.027800284044689663,1.2307379783615786e-05,8.8538738510507849e-06
144,0,0.98999999999999999,5,1,2,12,0.40389844892348786,nm^-1,False,11.373803527836525,2.2657748062609864,10.696966618894155,1.3249796635584592,10.192827890355145,1.737135987446353,1.68511436602039,0.23248876781211056,0.842557183010195,0.11624438390605528,1.1809756374813798,0.55649974568354066,0.83332479964432982,0.14182663775796517,0.0092323833658652932,0.032607942813964841,3.8318785876674967e-06,3.1407177279335047e-06
144,0,0.98999999999999999,5,2,3,8,0.49467255388205938,nm^-1,False,3.1725855690247942,0.65759439232353512,3.9154176298358108,0.91738940801266133,2.227468359333689,0.77266844222362974,2.6330664801932278,0.50267221351221314,1.3165332400966139,0.25133610675610657,0.94511720969110535,0.38600386536164694,1.3022549597035307,0.25753597751172708,0.014278280393083275,0.079276729816420963,-1.4448154629554888e-05,2.0049947896221531e-05
144,0,0.98999999999999999,5,3,4,6,0.5711986642890533,nm^-1,False,1.857211856165393,0.1645767708397553,1.4401479675951385,0.46496568957458817,0.11612350020036408,0.18212342591789302,3.0651128233598035,0.53672799010484729,1.5325564116799018,0.26836399505242364,1.741088355965029,0.25900487016680918,1.5413441684327627,0.21656764883627225,-0.0087877567528608317,0.1235629190734405,4.1545738291890699e-05,4.348115200977588e-05
144,0,0.98999999999999999,5,4,5,24,0.63861952100370245,nm^-1,False,2.25823798640578,0.26213913175046061,2.1058704841505151,0.13235299042669166,0.38082205658525448,0.25357698478247581,3.6024643573857857,0.45287269001019509,1.8012321786928929,0.22643634500509754,1.8774159298205255,0.26443005567646055,1.8357702576052977,0.27262395641170506,-0.034538078912404922,0.081792267328715265,7.2675425353056071e-06,1.2000442992509961e-05
144,0,0.98999999999999999,5,5,6,24,0.69957263463374397,nm^-1,False,1.74401517739709,0.21688970240836256,1.5706509455509303,0.20362424541790444,-0.61956059024284049,0.21296851172583645,4.5537873034337011,0.7327013271335856,2.2768936517168505,0.3663506635667928,2.3635757676399303,0.39925358599236821,2.2969432562947518,0.38700394545819322,-0.020049604577901371,0.077747062450091026,1.5282401923102388e-05,1.0023842033380705e-05
144,0,0.98999999999999999,5,6,8,12,0.80779689784697573,nm^-1,False,2.2784696826316901,0.3396331939182059,1.9233566316852588,0.36066323211206647,-0.53791022186242876,0.10737577947785089,5.2776467580418061,0.30879600471068491,2.638823379020903,0.15439800235534246,2.8163799044941191,0.24942514400773966,2.4640193675161459,0.31060914575320298,0.17480401150475719,0.20440627209552242,1.2702901840403916e-05,2.7494655779663511e-05
144,0,0.98999999999999999,5,7,9,30,0.8567979964335799,nm^-1,False,2.3526317198245712,0.39563717345751265,1.9151969859421651,0.26520277030303502,-1.4227867490751387,0.23384364052207102,7.1134022039170137,1.0965660819813605,3.5567011019585069,0.54828304099068026,3.7754184688997094,0.62562433070181334,3.4068751098180683,0.49869330178727206,0.14982599214043812,0.089665001339356717,2.3621752110250662e-07,2.5264701982470258e-05
144,0,0.98999999999999999,5,8,10,24,0.90314438779964556,nm^-1,False,3.1213884240184173,0.44792568505919611,2.9920522742090676,0.27927828343589595,-2.3921397746401665,0.30682491759395719,10.897720247507817,1.196592424204991,5.4488601237539083,0.59829621210249551,5.5135281986585838,0.68348406874645551,5.3444296039042154,0.4881414740724882,0.10443051984969287,0.17950264096918112,-2.7042154495194954e-05,3.5646561170806367e-05
144,0,0.98999999999999999,5,9,11,24,0.94722582509948294,nm^-1,False,3.0325273939628574,0.47108309092358225,3.1437309446401116,0.42632099913662963,-2.6511748318873805,0.44969023672565217,11.478608002377729,1.764897136179165,5.7393040011888647,0.8824485680895825,5.6837022258502374,0.91832119961745884,6.004834055978395,0.95996135395001525,-0.26553005478953101,0.19412910951190479,6.6310106197831931e-06,1.2521414613848685e-05
