n_chains,eps_AB,delta_eps,shell_q,tau_psi_mean,tau_psi_sem
144,1,0,0.2855993321,3129.900285,498.1862735
144,1,0,0.4038984489,1210.754773,76.68673795
144,1,0,0.4946725539,785.3578797,56.30272237
144,1,0,0.5711986643,507.6535422,50.29190615
144,1,0,0.638619521,397.5200378,15.38421552
144,1,0,0.6995726346,274.3495344,7.839415271
144,1,0,0.8077968978,165.0269834,8.081899685
144,1,0,0.8567979964,121.1034721,2.682793873
144,1,0,0.9031443878,101.7300363,3.059006852
144,1,0,0.9472258251,84.95886791,1.655592868
144,1,0,0.9893451078,68.32780534,0.8383731083
144,1,0,1.029743036,61.01433049,0.955366864
144,1,0,1.068614851,52.08621826,0.632731609
144,1,0,1.142397329,38.46324694,1.034552043
144,1,0,1.177556213,35.06119198,0.2464823564
144,1,0,1.211695347,31.25897207,0.4151459595
144,1,0,1.244898627,27.49499641,0.510217558
144,1,0,1.277239042,25.61911272,0.4560773057
144,1,0,1.308780558,23.02620536,0.1526622212
144,1,0,1.339579608,20.35010167,0.2739024583
144,1,0,1.399145269,17.28046621,0.1441651427
144,1,0,1.427996661,16.22738306,0.1164438034
144,1,0,1.456276568,14.83166896,0.09442295806
144,1,0,1.484017662,13.60662623,0.1115174228
144,0.975,0.025,0.2855993321,2618.296361,288.0094749
144,0.975,0.025,0.4038984489,1749.233375,170.8443571
144,0.975,0.025,0.4946725539,996.1949307,126.196672
144,0.975,0.025,0.5711986643,551.2123648,31.53079161
144,0.975,0.025,0.638619521,394.8214931,19.08832662
144,0.975,0.025,0.6995726346,269.1233634,10.65421463
144,0.975,0.025,0.8077968978,161.5875921,2.933915764
144,0.975,0.025,0.8567979964,127.2607601,2.03772234
144,0.975,0.025,0.9031443878,106.7756113,4.25867104
144,0.975,0.025,0.9472258251,88.85006233,2.554165294
144,0.975,0.025,0.9893451078,71.10318841,1.612231021
144,0.975,0.025,1.029743036,61.31448847,0.7496303469
144,0.975,0.025,1.068614851,52.86420233,0.7308353656
144,0.975,0.025,1.142397329,38.81912769,1.805579931
144,0.975,0.025,1.177556213,35.18896278,0.3884429972
144,0.975,0.025,1.211695347,31.10584742,0.324780206
144,0.975,0.025,1.244898627,27.85517194,0.5526242107
144,0.975,0.025,1.277239042,25.03563099,0.3308995643
144,0.975,0.025,1.308780558,22.08030354,0.2225020705
144,0.975,0.025,1.339579608,20.6977604,0.1361433864
144,0.975,0.025,1.399145269,16.62399013,0.2808211994
144,0.975,0.025,1.427996661,15.69620851,0.2241300705
144,0.975,0.025,1.456276568,14.38378787,0.1362585277
144,0.975,0.025,1.484017662,13.39068987,0.1175835108
144,0.95,0.05,0.2855993321,3756.478519,661.1081508
144,0.95,0.05,0.4038984489,2142.046809,290.796127
144,0.95,0.05,0.4946725539,1019.083546,86.68996611
144,0.95,0.05,0.5711986643,654.3457034,61.28450049
144,0.95,0.05,0.638619521,424.1423526,14.82929388
144,0.95,0.05,0.6995726346,300.3928677,11.1520874
144,0.95,0.05,0.8077968978,178.585321,7.839935379
144,0.95,0.05,0.8567979964,130.710924,3.191667051
144,0.95,0.05,0.9031443878,106.696692,2.947774319
144,0.95,0.05,0.9472258251,82.00950646,1.317932031
144,0.95,0.05,0.9893451078,68.96226686,2.798223958
144,0.95,0.05,1.029743036,59.42526446,0.9268880289
144,0.95,0.05,1.068614851,51.76059235,0.6114935614
144,0.95,0.05,1.142397329,41.53488832,1.310711687
144,0.95,0.05,1.177556213,33.35275934,0.3434355185
144,0.95,0.05,1.211695347,30.35166035,0.4116685394
144,0.95,0.05,1.244898627,27.22113711,0.3008331673
144,0.95,0.05,1.277239042,24.26113086,0.2244144407
144,0.95,0.05,1.308780558,21.93742391,0.2330206813
144,0.95,0.05,1.339579608,19.23944361,0.3418263028
144,0.95,0.05,1.399145269,16.38284747,0.1884166708
144,0.95,0.05,1.427996661,15.27164594,0.1673849163
144,0.95,0.05,1.456276568,13.97254584,0.1113975024
144,0.95,0.05,1.484017662,13.00214083,0.1178317535
144,0.925,0.075,0.2855993321,4228.083036,534.5696514
144,0.925,0.075,0.4038984489,2059.700539,160.8327529
144,0.925,0.075,0.4946725539,1269.219785,158.5695942
144,0.925,0.075,0.5711986643,619.772818,48.02690303
144,0.925,0.075,0.638619521,459.9580857,22.27949064
144,0.925,0.075,0.6995726346,293.6371915,8.090254281
144,0.925,0.075,0.8077968978,171.671385,5.146399522
144,0.925,0.075,0.8567979964,129.491117,2.561280467
144,0.925,0.075,0.9031443878,105.7544335,3.685660337
144,0.925,0.075,0.9472258251,89.13131753,2.022947725
144,0.925,0.075,0.9893451078,73.52491201,1.966843283
144,0.925,0.075,1.029743036,59.12916922,0.7599670316
144,0.925,0.075,1.068614851,51.05483251,0.6263466697
144,0.925,0.075,1.142397329,37.69679546,0.8474748836
144,0.925,0.075,1.177556213,33.76256967,0.498600749
144,0.925,0.075,1.211695347,29.94690449,0.3494629152
144,0.925,0.075,1.244898627,25.83611239,0.3290632751
144,0.925,0.075,1.277239042,23.42023768,0.3296920194
144,0.925,0.075,1.308780558,20.89728997,0.1631882875
144,0.925,0.075,1.339579608,19.191691,0.2074459406
144,0.925,0.075,1.399145269,15.85903914,0.118086211
144,0.925,0.075,1.427996661,14.69046886,0.09313350534
144,0.925,0.075,1.456276568,13.60256052,0.1309216846
144,0.925,0.075,1.484017662,12.6309844,0.1412220629
144,0.9,0.1,0.2855993321,5938.072599,
144,0.9,0.1,0.4038984489,2424.292269,73.88260016
144,0.9,0.1,0.4946725539,1428.842046,140.6600684
144,0.9,0.1,0.5711986643,826.7370424,43.38747177
144,0.9,0.1,0.638619521,450.7199018,19.55424486
144,0.9,0.1,0.6995726346,314.6769861,7.903548054
144,0.9,0.1,0.8077968978,166.9173407,3.387421205
144,0.9,0.1,0.8567979964,127.2882105,2.758510883
144,0.9,0.1,0.9031443878,101.6420765,3.679946133
144,0.9,0.1,0.9472258251,81.12196738,1.421007537
144,0.9,0.1,0.9893451078,68.81712484,2.73437636
144,0.9,0.1,1.029743036,56.59521571,0.7913383515
144,0.9,0.1,1.068614851,49.33253098,0.5567168016
144,0.9,0.1,1.142397329,37.06675438,1.039410536
144,0.9,0.1,1.177556213,31.63431243,0.2946500265
144,0.9,0.1,1.211695347,28.14551252,0.3912873087
144,0.9,0.1,1.244898627,25.16912591,0.489378316
144,0.9,0.1,1.277239042,22.17915513,0.3483407156
144,0.9,0.1,1.308780558,19.92846961,0.1887450012
144,0.9,0.1,1.339579608,18.36911928,0.2483392147
144,0.9,0.1,1.399145269,14.87569971,0.1390482482
144,0.9,0.1,1.427996661,13.81435325,0.1289517657
144,0.9,0.1,1.456276568,12.83242177,0.1049714167
144,0.9,0.1,1.484017662,11.74876026,0.09947176284
144,0.875,0.125,0.2855993321,5192.662098,257.1366049
144,0.875,0.125,0.4038984489,3757.659421,470.8228094
144,0.875,0.125,0.4946725539,1557.797573,170.0172581
144,0.875,0.125,0.5711986643,922.8709471,137.8799801
144,0.875,0.125,0.638619521,473.7475102,16.11829068
144,0.875,0.125,0.6995726346,287.5066503,6.962612727
144,0.875,0.125,0.8077968978,162.7794228,5.713643721
144,0.875,0.125,0.8567979964,123.1657718,2.582565003
144,0.875,0.125,0.9031443878,103.6389016,3.25330376
144,0.875,0.125,0.9472258251,80.38070599,0.9427365206
144,0.875,0.125,0.9893451078,69.3305798,2.305469972
144,0.875,0.125,1.029743036,54.13006535,0.8056314993
144,0.875,0.125,1.068614851,45.95893771,0.4883031524
144,0.875,0.125,1.142397329,35.65403017,0.9061624652
144,0.875,0.125,1.177556213,31.05914903,0.4028441622
144,0.875,0.125,1.211695347,26.85881419,0.2930847567
144,0.875,0.125,1.244898627,23.97687255,0.289843949
144,0.875,0.125,1.277239042,21.40179048,0.2673864787
144,0.875,0.125,1.308780558,19.21609435,0.1521239088
144,0.875,0.125,1.339579608,17.32589045,0.3091569528
144,0.875,0.125,1.399145269,14.48305051,0.08551815017
144,0.875,0.125,1.427996661,13.28125114,0.1157196977
144,0.875,0.125,1.456276568,12.25644966,0.09829065596
144,0.875,0.125,1.484017662,11.38922412,0.1021202812
144,0.85,0.15,0.2855993321,,
144,0.85,0.15,0.4038984489,3347.131377,393.7143173
144,0.85,0.15,0.4946725539,1453.13642,128.9177801
144,0.85,0.15,0.5711986643,759.2614818,136.2189913
144,0.85,0.15,0.638619521,439.8748737,21.56814892
144,0.85,0.15,0.6995726346,264.2873359,8.78224288
144,0.85,0.15,0.8077968978,149.7943356,6.504885304
144,0.85,0.15,0.8567979964,120.9436832,2.482385364
144,0.85,0.15,0.9031443878,93.56013617,1.619063323
144,0.85,0.15,0.9472258251,75.37047987,1.497470885
144,0.85,0.15,0.9893451078,61.67522734,2.837089374
144,0.85,0.15,1.029743036,51.70254773,0.8268069015
144,0.85,0.15,1.068614851,43.53285733,0.5785881085
144,0.85,0.15,1.142397329,34.9565862,1.626089523
144,0.85,0.15,1.177556213,28.25651507,0.2961635678
144,0.85,0.15,1.211695347,25.44901807,0.1624065316
144,0.85,0.15,1.244898627,22.34404451,0.3059705654
144,0.85,0.15,1.277239042,20.10120745,0.4073478645
144,0.85,0.15,1.308780558,18.10700133,0.2736219842
144,0.85,0.15,1.339579608,16.50717908,0.2221752051
144,0.85,0.15,1.399145269,13.65780751,0.2401019244
144,0.85,0.15,1.427996661,12.51396234,0.1436841189
144,0.85,0.15,1.456276568,11.52827101,0.1557752486
144,0.85,0.15,1.484017662,10.70964266,0.1025067364
