kappa,eps,seed,contrast,SAA,E
0.7,0.03,4,0.014112015946899838,0.017519775507647065,-23492.406993865967
0.7,0.03,5,0.010796693386638467,0.012858461756084589,-23168.300800323486
0.7,0.04,1,0.010705096910630197,0.012798660757126207,-23798.18318939209
0.7,0.04,2,0.010852558128347043,0.011836325890953067,-23668.33563232422
0.7,0.04,3,0.01384264737683254,0.018000377497993863,-23571.96578979492
0.7,0.04,4,0.016988699806584157,0.021449733335123806,-23713.65014266968
0.7,0.04,5,0.011898388241568744,0.012594475636971188,-23360.28789138794
0.7,0.05,1,0.010353417815481516,0.012978172319220535,-23754.498447418213
0.7,0.05,2,0.010979910237512993,0.013850648619068451,-23678.651779174805
0.7,0.05,3,0.013175591622860326,0.017472423276258663,-23588.135055541992
0.7,0.05,4,0.016799889588296982,0.020596290463428125,-23899.203079223633
0.7,0.05,5,0.011795230596398556,0.01279196926752028,-23364.05924987793
0.7,0.07,1,0.009860098186135036,0.014473387819629235,-23933.097694396973
0.7,0.07,2,0.010131904779155276,0.013355826619376976,-23727.614768981937
0.7,0.07,3,0.01319673748851406,0.018230000976022544,-24120.285972595215
0.7,0.07,4,0.014756145389011873,0.0170383097741802,-24180.483798980713
0.7,0.07,5,0.011520926077076065,0.013340902464483878,-23261.21630859375
0.7,0.1,1,0.009734840424385818,0.012514163933690339,-24129.89362335205
0.7,0.1,2,0.010416822528856562,0.013272242040379587,-23870.77916908264
0.7,0.1,3,0.012116356028175623,0.016332083272754573,-23810.44956207275
0.7,0.1,4,0.013266330008828835,0.01901390062566166,-23912.93364715576
0.7,0.1,5,0.012236518950060317,0.012541669674508696,-23734.14768218994
0.7,0.15,1,0.00914750463947568,0.009799484337053858,-24626.50326538086
0.7,0.15,2,0.009809587971093816,0.012772833286834845,-24011.05508041382
0.7,0.15,3,0.010714859268155384,0.014653836979989964,-24119.531852722168
0.7,0.15,4,0.012581727338078524,0.016828397984929792,-24301.48709487915
0.7,0.15,5,0.010766508522793688,0.013429730876755083,-23754.418006896973
0.8,0.005,1,0.012969929984368715,0.015364153883906401,-24814.878784179688
0.8,0.005,2,0.011584150109778372,0.015997337609550487,-24200.731506347656
0.8,0.005,3,0.017612462333857663,0.02354573608092208,-24136.82688140869
0.8,0.005,4,0.015751339762441245,0.02254071657886047,-24007.65105819702
0.8,0.005,5,0.011413398121583526,0.019810998872429104,-23649.16576766968
0.8,0.01,1,0.013297085985801212,0.01839377100608449,-24368.7876663208
0.8,0.01,2,0.012929336966986789,0.015003316149975784,-24054.187618255615
0.8,0.01,3,0.01808758532779813,0.0206029098621108,-24551.865854263306
0.8,0.01,4,0.021834416393584164,0.022910459384408607,-24821.14471817017
0.8,0.01,5,0.014510846878405013,0.016881079873292078,-23767.423358917236
0.8,0.02,1,0.012938196861243284,0.016097528692942554,-24151.08180999756
0.8,0.02,2,0.014677524147807514,0.015379308831879285,-24669.762077331543
0.8,0.02,3,0.01886731375800505,0.02197759588320375,-24336.19953918457
0.8,0.02,4,0.02008601455690569,0.02168632061061367,-24173.13021850586
0.8,0.02,5,0.015723864823103645,0.014892777622180312,-23934.733570098877
0.8,0.03,1,0.011871201997958481,0.01743724887787857,-23666.533401489258
0.8,0.03,2,0.012749933851714183,0.016224700392889348,-24109.307083129883
0.8,0.03,3,0.01786911455878086,0.020833892089275767,-24295.91088104248
0.8,0.03,4,0.019580883970654883,0.02238391481805425,-24226.160415649418
0.8,0.03,5,0.01514232097359863,0.014570845561793689,-23876.38377761841
0.8,0.04,1,0.014756252676165926,0.018765848145772385,-24206.395862579346
0.8,0.04,2,0.014377058122815471,0.014936533346981765,-24416.71517944336
0.8,0.04,3,0.015541657129106927,0.01857268092905273,-24167.36865234375
0.8,0.04,4,0.016802665121660426,0.020134920015262292,-23987.02574157715
0.8,0.04,5,0.014800980970478238,0.015845734821927283,-23719.139755249023
0.8,0.05,1,0.013179676679981194,0.014556936353760614,-24404.87201690674
0.8,0.05,2,0.014568200450825925,0.013532267628499711,-24189.558715820312
0.8,0.05,3,0.019352908142895933,0.02139695127861348,-24300.492740631104
0.8,0.05,4,0.01983958262822809,0.022641848562061605,-24222.590209960938
0.8,0.05,5,0.01734303065322234,0.015627834851974946,-24402.664527893063
0.8,0.07,1,0.012277226080875454,0.013979018117221954,-24488.623680114742
0.8,0.07,2,0.013112028295099935,0.01471803782023059,-23908.966423034668
0.8,0.07,3,0.020034070105772593,0.020891480252182973,-24566.006118774418
0.8,0.07,4,0.019791456896233604,0.02203711023448484,-24158.75573348999
0.8,0.07,5,0.013977760245841242,0.013497086357491911,-23588.581703186035
0.8,0.1,1,0.012510594215804718,0.013643805044578874,-24383.871509552
0.8,0.1,2,0.013378279001951925,0.014048325372129983,-24591.88581085205
0.8,0.1,3,0.016761880735896677,0.019830340704176302,-24657.14967346191
0.8,0.1,4,0.016439587227609215,0.019677136382278804,-24392.557552337646
0.8,0.1,5,0.014230258425958587,0.016958133218860645,-24475.9231300354
0.8,0.15,1,0.011498470106108116,0.012849934950824654,-24621.863594055176
0.8,0.15,2,0.012969387088359348,0.012870455495763369,-24695.849716186523
0.8,0.15,3,0.01491783366543874,0.019014801870318752,-24486.328491210938
0.8,0.15,4,0.015037273579032473,0.019327889468422305,-24420.611331939697
0.8,0.15,5,0.013312503886076705,0.014593668221326139,-24451.1016998291
0.95,0.005,1,0.01665226479314101,0.021694628253187978,-24924.939041137695
0.95,0.005,2,0.02016495605628789,0.022175818513272445,-24800.33327102661
0.95,0.005,3,0.023537274935371836,0.026774315656692572,-24935.26555633545
0.95,0.005,4,0.028468631460186942,0.027936278800686158,-25235.05463409424
0.95,0.005,5,0.016525760791459548,0.022401128883351162,-24480.62845993042
0.95,0.01,1,0.021942413784619075,0.02289588568923733,-25058.374298095703
0.95,0.01,2,0.02131820753840375,0.017541533493340287,-25202.03045654297
0.95,0.01,3,0.024570820350928148,0.023913600721136127,-24883.79621887207
0.95,0.01,4,0.03263551094569766,0.029081171765805526,-25126.187812805176
0.95,0.01,5,0.01844406445496659,0.018124810047215174,-25185.59349822998
0.95,0.02,1,0.022752140727527143,0.021427537668885766,-24972.99638938904
0.95,0.02,2,0.020713147698933437,0.018151300656025056,-24910.526054382324
0.95,0.02,3,0.029202105059649958,0.02518792407400695,-25012.89247703552
0.95,0.02,4,0.02916733982707424,0.025857779783378786,-25209.478981018063
0.95,0.02,5,0.01935129989919814,0.01794179419996942,-25118.791679382324
0.95,0.03,1,0.01871803886215318,0.01647947390125797,-25237.729888916016
0.95,0.03,2,0.02115941478145682,0.01853361545153212,-25448.004528045654
0.95,0.03,3,0.025014320290194996,0.023885093724350694,-24840.94514465332
0.95,0.03,4,0.02854268748396155,0.025837288776476668,-25204.690216064453
0.95,0.03,5,0.020613693054735607,0.01878010324208943,-25131.77294921875
0.95,0.04,1,0.018357613692173765,0.01620391134852891,-24947.754104614258
0.95,0.04,2,0.02163442584984096,0.01910418831187559,-25085.236724853516
0.95,0.04,3,0.029238982651617947,0.02787580348704973,-25365.63451385498
0.95,0.04,4,0.03204345094898592,0.027049229513570184,-25283.24545288086
0.95,0.04,5,0.0177149821973087,0.01756868446064667,-24742.70573425293
0.95,0.05,1,0.024571774736351634,0.0208208936783843,-25435.516609191895
0.95,0.05,2,0.0185013026035508,0.01616897446555226,-24861.712001800537
0.95,0.05,3,0.02856798627943591,0.02474255749201821,-25189.937576293945
0.95,0.05,4,0.02891056958722056,0.02784489512072914,-24897.932415008545
0.95,0.05,5,0.01916163852274327,0.016774928796691266,-25048.143936157227
0.95,0.07,1,0.018987875158066537,0.018235931217418976,-25138.05337905884
0.95,0.07,2,0.0211207242497211,0.019185988789908192,-25217.888469696045
0.95,0.07,3,0.02410658069343336,0.022146564366682074,-24960.340003967285
0.95,0.07,4,0.03187251063317105,0.026801480319850534,-25516.326095581055
0.95,0.07,5,0.020347268539924104,0.021075308931006814,-25269.66305541992
0.95,0.1,1,0.015991773558298582,0.015597047293640415,-24976.691192626953
0.95,0.1,2,0.01931707632052189,0.01723954079431694,-25384.16860961914
0.95,0.1,3,0.024634436660077044,0.02420514425276323,-25120.621965408325
0.95,0.1,4,0.028144338406008714,0.024467190860646706,-25393.98250579834
0.95,0.1,5,0.018943024170729097,0.01906381963020868,-25275.75804901123
0.95,0.15,1,0.017224926342815916,0.01562342832444231,-25897.579872131348
0.95,0.15,2,0.017458084275800086,0.015667251701983388,-25489.058040618896
0.95,0.15,3,0.02363905682342757,0.02253857458405687,-25471.973320007324
0.95,0.15,4,0.027669935019969154,0.025138116304055436,-25486.319145202637
0.95,0.15,5,0.017450089304976702,0.018925411319779463,-25164.32204246521
0.9,0.005,1,0.013826623046073759,0.019805318707037785,-24332.519470214844
0.9,0.005,2,0.016390426323994428,0.018356014554037365,-24403.894512176514
0.9,0.005,3,0.021966809812260926,0.02740737701600925,-24670.19066619873
0.9,0.005,4,0.024130693351945655,0.026187121375236943,-24676.970249176025
0.9,0.005,5,0.015717232060211663,0.019552248388628297,-24450.97087097168
0.9,0.01,1,0.014967748223516954,0.017745420747049538,-24707.4267745018
0.9,0.01,2,0.01683474371859641,0.01751392190104691,-24587.588260650635
0.9,0.01,3,0.02044078506918175,0.021247523842841644,-24422.190271377563
0.9,0.01,4,0.025471152377091275,0.025013319256932044,-25005.114334106445
0.9,0.01,5,0.016875726823506035,0.02186850006346729,-24549.552963256836
0.9,0.02,1,0.02016699355441648,0.019653821500374376,-25105.69021987915
0.9,0.02,2,0.016744943393774858,0.015921943924241795,-24624.079650878903
0.9,0.02,3,0.024069311975910432,0.024497388587877304,-24634.791301727295
0.9,0.02,4,0.024456304077730688,0.02480817828404946,-24271.39126968384
0.9,0.02,5,0.018731942114762447,0.017069965053920996,-24453.51029586792
0.9,0.03,1,0.02083125193864134,0.01820335522273891,-25185.17886352539
0.9,0.03,2,0.01820279330323165,0.01934370427124483,-24405.90803527832
0.9,0.03,3,0.025164919185419486,0.02394439137410837,-25101.878273010258
0.9,0.03,4,0.025056936689910242,0.025402306885963892,-24721.13600158691
0.9,0.03,5,0.017324670406373525,0.016831303519763488,-24338.40147781372
0.9,0.04,1,0.017245001898694344,0.018413626291446085,-24908.200317382812
0.9,0.04,2,0.018318167593678512,0.017165181958348187,-24700.215576171875
0.9,0.04,3,0.02189176603322213,0.02141460233241315,-24583.155508041385
0.9,0.04,4,0.024504248991904197,0.024199576853960774,-24691.259063720703
0.9,0.04,5,0.018650930113658575,0.01625541158497558,-24699.83292388916
0.9,0.05,1,0.01777067573587034,0.018393103091494657,-24896.052322387695
0.9,0.05,2,0.016958664662689867,0.01622073180904012,-24682.94062423706
0.9,0.05,3,0.02466282054111295,0.022864431196341767,-24880.786987304688
0.9,0.05,4,0.024065896907541618,0.02337150584528281,-24685.719841003414
0.9,0.05,5,0.016894709078821204,0.019487648055850064,-24401.088661193848
0.9,0.07,1,0.017479317938161,0.017598092461508508,-24951.583599090576
0.9,0.07,2,0.01704510561490611,0.017453594423644407,-24876.768478393555
0.9,0.07,3,0.022174435243206354,0.02300397837597987,-24718.01011276245
0.9,0.07,4,0.026086850152920782,0.02453060163832879,-24844.674083709717
0.9,0.07,5,0.01688362793927973,0.01592915260081767,-24596.54568862915
0.9,0.1,1,0.015386911328104266,0.013850850723087154,-24746.906372070312
0.9,0.1,2,0.016058127999732948,0.0157047308470201,-24759.246742248535
0.9,0.1,3,0.02444510839862883,0.023705833180396357,-24895.867488861084
0.9,0.1,4,0.026816422293898957,0.025008532472638855,-24773.13914489746
0.9,0.1,5,0.018521929154737528,0.016260308530430374,-24803.474979400635
0.9,0.15,1,0.014339694921833897,0.013259753540070283,-25178.33239841461
0.9,0.15,2,0.015380980326776638,0.01663202062202935,-24785.205184936523
0.9,0.15,3,0.021237472202836154,0.021589760978928556,-25060.56504058838
0.9,0.15,4,0.022819370697683798,0.022974466230792974,-25221.30867767334
0.9,0.15,5,0.017441337579700823,0.01368855464163184,-24924.873805999756
1.0,0.005,1,0.01976106025705887,0.021845588209144267,-25000.634437561035
1.0,0.005,2,0.03378640349310646,0.029185489262468823,-25990.28390884399
1.0,0.005,3,0.021160867416747615,0.02420537824745797,-24876.249084472656
1.0,0.005,4,0.01834983588254497,0.021202168746535625,-25402.465297698975
1.0,0.005,5,0.02556395069146413,0.02547259934754454,-25337.2172164917
1.0,0.01,1,0.02160032665115096,0.02361073882419943,-25409.94673538208
1.0,0.01,2,0.029796205275839552,0.023246923606539505,-25940.61344718933
1.0,0.01,3,0.022195995038027334,0.0212809167083138,-25401.55763435364
1.0,0.01,4,0.021029908968841764,0.020724616940724055,-25898.392246246334
1.0,0.01,5,0.028359284459797265,0.02590971629805417,-25149.11489868164
1.0,0.02,1,0.019480094325252367,0.019630406361933996,-25140.917510986328
1.0,0.02,2,0.03250110523444449,0.025605751961634816,-25797.22791671753
1.0,0.02,3,0.024203799246832795,0.023202758060410243,-25130.348873138428
1.0,0.02,4,0.021889879467720436,0.02108870958026589,-25547.733646392822
1.0,0.02,5,0.028399620372604094,0.02566952421150707,-25076.879333496097
1.0,0.03,1,0.020364093860713944,0.021523897837309645,-25436.553386688232
1.0,0.03,2,0.03630539823551229,0.028060188457893022,-25922.71814918518
1.0,0.03,3,0.02427405933293615,0.02353789164896438,-25309.895557403564
1.0,0.03,4,0.01813642445398794,0.017902914107988267,-25221.72801208496
1.0,0.03,5,0.03018966396404426,0.026833045895413014,-25433.90923309326
1.0,0.04,1,0.022153892669941454,0.022445888925995548,-25512.740810394287
1.0,0.04,2,0.03801218564190266,0.028604239254703102,-26057.88229751587
1.0,0.04,3,0.02124288338669045,0.021886695236436583,-24553.064613342285
1.0,0.04,4,0.021702479617411757,0.019532796422923722,-25730.370231628414
1.0,0.04,5,0.029272191510449446,0.026884207522167542,-25047.198318481445
1.0,0.05,1,0.020187290875317284,0.018361715191839312,-25041.288619995117
1.0,0.05,2,0.03127949182486322,0.023223005654014157,-25906.5374584198
1.0,0.05,3,0.024337339892588666,0.022840505628381944,-24875.41707611084
1.0,0.05,4,0.023919113800607752,0.021966146444672253,-25348.463973999023
1.0,0.05,5,0.027950986352323032,0.023227629542208,-25252.13754272461
1.0,0.07,1,0.019216371843363486,0.02022139405543968,-25214.586151123047
1.0,0.07,2,0.030639931587484986,0.0236702716018369,-25998.77163887024
1.0,0.07,3,0.02139024467451006,0.020639177276192848,-25132.00946044922
1.0,0.07,4,0.019223204592405986,0.019639910353370506,-25461.64019012451
1.0,0.07,5,0.02708521216184366,0.022887236112063787,-25382.332221984863
1.0,0.1,1,0.02001977624995842,0.020042796693773502,-25554.298446655273
1.0,0.1,2,0.027468797782329676,0.021130793952797124,-25955.103010177612
1.0,0.1,3,0.02453113126626963,0.02348005488985456,-25237.07583618164
1.0,0.1,4,0.016487796707155174,0.016970307881052228,-25166.33261871338
1.0,0.1,5,0.021176386073695017,0.01996897243326059,-24907.242065429688
1.0,0.15,1,0.017206195038169215,0.018628527217722804,-25423.343589782715
1.0,0.15,2,0.02928155750331106,0.02196153281322942,-26320.492477416992
1.0,0.15,3,0.020462639860403243,0.019963047722861272,-25219.02474594116
1.0,0.15,4,0.016638400158113426,0.01825950826493336,-25484.019302368164
1.0,0.15,5,0.02184241537881272,0.02021667991661837,-25252.02349090576
