eps,kappa,pi,seed,contrast,SAA,k_star_c,E,Rg
0.005,0.7,0.9,3,0.012123542543956764,0.02184257343748195,0.7139983303613167,-23612.11833190918,2.468237048481341
0.005,0.7,0.9,4,0.013885276325400585,0.019758222078340625,0.7139983303613167,-23873.343505859375,2.4617158732040965
0.005,0.95,0.99,1,0.05320379873834873,0.037033662827985724,0.7139983303613167,-27768.240676879883,2.497597803923144
0.005,0.95,0.99,2,0.03679955219497633,0.029960481984335506,0.7139983303613167,-26314.008644104004,2.492202984215111
0.005,0.95,0.99,3,0.0405447784805026,0.029080353897525047,0.7139983303613167,-26903.17279815674,2.453918850306556
0.005,0.95,0.99,4,0.0389713339375963,0.028643585791079756,0.7139983303613167,-27163.33364105225,2.428667612187102
0.005,0.95,0.9,1,0.016988225287404138,0.019782861786222284,0.7139983303613167,-24812.468111038208,2.605828634734764
0.005,0.95,0.9,2,0.02183827557668606,0.01910030503822622,0.7139983303613167,-25373.266536712646,2.515974869056723
0.005,0.95,0.9,3,0.02830571042503153,0.02896748193568232,0.7139983303613167,-25154.719074249268,2.5473166160693657
0.005,0.95,0.9,4,0.029044075959353904,0.02692751170110085,0.7139983303613167,-25333.94863128662,2.549789028483163
0.005,0.9,0.99,1,0.04147651688646121,0.03235134775244385,0.7139983303613167,-26955.10078430176,2.4955845345353023
0.005,0.9,0.99,2,0.030297213652330027,0.029348245564055086,0.7139983303613167,-25689.05136489868,2.533146680832753
0.005,0.9,0.99,3,0.032000261012345974,0.024927020631538486,0.7139983303613167,-25959.48752975464,2.4693181767894883
0.005,0.9,0.99,4,0.03338084625533667,0.026286331149082853,0.7139983303613167,-26538.7000579834,2.411004358050129
0.005,0.9,0.9,1,0.01422529786399222,0.01993582319779804,0.7139983303613167,-24643.51824569702,2.585801815722961
0.005,0.9,0.9,2,0.015428478817675045,0.01717023472059131,0.7139983303613167,-24413.320457458496,2.5476154276178264
0.005,0.9,0.9,3,0.019160345745851414,0.022530141413913143,0.7139983303613167,-24700.51840400696,2.554613542240739
0.005,0.9,0.9,4,0.02192429900074912,0.02495821759588279,0.7139983303613167,-24774.055408477783,2.5320907582767163
0.005,1.0,0.99,1,0.05314264527333985,0.03828217712562591,0.7139983303613167,-28105.095069885258,2.4590262324650314
0.005,1.0,0.99,2,0.053075688885266356,0.03474916820144556,0.7139983303613167,-27930.557523727417,2.410442899202923
0.005,1.0,0.99,3,0.051377134626695256,0.04082595383048043,0.7139983303613167,-27798.891357421875,2.438747674795593
