T_q,kappa,contrast_peak,contrast_std,SAA_peak,E_final,n
0.2,1.0,0.011023862689318119,0.0027704030487845093,0.014838123150175665,-12537.62827650706,3
0.3,0.0,0.003062614235063935,0.0001418978642112357,0.013048964503637144,-11359.101669152578,3
0.3,0.05,0.0031279968608831678,0.00010402253707170565,0.013867861496469335,-11378.840352217356,3
0.3,0.1,0.0029772359131053235,0.0005211594710485729,0.013520210822952248,-11336.719895362854,3
0.3,0.15,0.0031572311141012254,0.0002795686879567871,0.014379468336312205,-11499.803809960684,3
0.3,0.2,0.0032067069464502287,0.00017449740830187193,0.013973181693387732,-11459.891173442205,3
0.3,0.25,0.003147180050535448,9.450181712601306e-05,0.013190427679722285,-11402.056302865347,3
0.3,0.3,0.0032613436714100208,0.00014516309314558976,0.01371473225090068,-11416.557385444641,3
0.3,0.35,0.0034925561464168747,0.00019893429410173708,0.013542433414253515,-11515.064309279123,3
0.3,0.4,0.003753861644604154,0.0002114965569967047,0.01277710053932654,-11616.490852355957,3
0.3,0.45,0.00402774852690099,0.00046636086643830703,0.013444198237405933,-11606.545927524567,3
0.3,0.5,0.004391290567705145,0.0001478551924135246,0.01344809440727981,-11732.813313007355,3
0.3,0.55,0.004848863065716383,0.0002609066509325125,0.012951575291191416,-11716.500669638315,3
0.3,0.6,0.004913392711184765,0.0008454265569909881,0.013872703529533362,-11811.950468460718,3
0.3,0.65,0.005853572390989869,0.0004977797825225002,0.013634734561715064,-11961.577248573303,3
0.3,0.7,0.006287071676883942,0.00017525864855990692,0.013641628509309327,-11918.213775237402,3
0.3,0.75,0.007301551118757163,0.0004807353609094424,0.014577191911107465,-12223.102903048197,3
0.3,0.8,0.008164288911944336,0.0010448437868284574,0.01523686931218502,-12193.036900997162,3
0.3,0.85,0.008023785345691014,0.001509078179576742,0.015441885536513595,-12370.46063454946,3
0.3,0.9,0.008870115737371611,0.0004564700388545242,0.01570318524811291,-12386.96428235372,3
0.3,0.95,0.009829445223559611,0.0006456454628620462,0.016566568539114247,-12537.506776809692,3
0.3,1.0,0.011597674487902982,0.0028964228452972893,0.016078983577640083,-12592.714726765951,3
0.4,0.0,0.0031349776799259317,0.00042451148832895965,0.013287141911239317,-11351.101041475931,3
0.4,0.05,0.003191423183157195,0.00028792586555006404,0.013398079663041415,-11287.924429893494,3
0.4,0.1,0.0031515355400780474,9.225835435275793e-05,0.013533746884825412,-11367.981122016907,3
0.4,0.15,0.0034665558669860854,0.0008287656302557112,0.01424201914712788,-11435.675688107809,3
0.4,0.2,0.003060105240079325,0.00023916995499176155,0.013597876626112877,-11405.28308057785,3
0.4,0.25,0.003424042229424013,0.00023714769213305134,0.012999849957672416,-11451.307617823282,3
0.4,0.3,0.0032115956214728764,0.00018588739139660038,0.013258435336705449,-11376.291884422302,3
0.4,0.35,0.003539339315982323,0.00011024100582385684,0.013315379622942804,-11526.217360337576,3
0.4,0.4,0.003686176783931794,0.00016338316884965262,0.013451246284443897,-11603.552739620209,3
0.4,0.45,0.003677470268917311,0.000446753316373638,0.01274879417716194,-11594.278070131937,3
0.4,0.5,0.004142702171562387,0.0003558395027824349,0.012912550893097603,-11688.258201599121,3
0.4,0.55,0.004615394188845816,0.0004879003476806227,0.013185750372493468,-11695.397698720297,3
0.4,0.6,0.005094377593079495,0.0008908955775122667,0.013410172586124083,-11853.924060344696,3
0.4,0.65,0.006003488441212475,0.00044617325589508123,0.013306247814469612,-11874.35374291738,3
0.4,0.7,0.006514140906668885,0.00048247201440709055,0.014484333709287702,-12027.700980067253,3
0.4,0.75,0.007242856761123867,0.00029749420687936876,0.014434338125174001,-12149.992867310842,3
0.4,0.8,0.007711854750629553,0.0006306310908862831,0.015133867615236477,-12278.143188476562,3
0.4,0.85,0.008066876323893366,0.0008606974949903432,0.014909233340611778,-12215.756326993307,3
0.4,0.9,0.009273653771056661,0.0007790521819856048,0.01541954885138705,-12456.394788424173,3
0.4,0.95,0.00956979735384335,0.0009360210643357557,0.015966533089541126,-12515.232528050741,3
0.4,1.0,0.010422488754287196,0.0022300955916968075,0.013886739782822372,-12446.87779458364,3
0.5,0.0,0.003045724172388758,0.0003733558712166245,0.013346002134053105,-11280.124890724817,3
0.5,0.05,0.0033557528513140874,0.000395334310928364,0.0136423732045828,-11426.311849753061,3
0.5,0.1,0.0030695994185600925,0.00033538334551159717,0.013336410833088045,-11339.195016860962,3
0.5,0.15,0.0031022350508275592,6.632987780804284e-05,0.013726819465264127,-11413.254989147186,3
0.5,0.2,0.00305746864480946,0.0005151707937991538,0.013421217202894178,-11298.51317024231,3
0.5,0.25,0.0033193247402000955,0.00043697501661209374,0.013230722463017224,-11372.5345732371,3
0.5,0.3,0.0034235010135975964,0.0001705285802304217,0.013620095055843044,-11410.550429026285,3
0.5,0.35,0.003542497343747482,4.5643947211355626e-05,0.013004761253428374,-11519.823825677237,3
0.5,0.4,0.003533531418096513,0.000366753473904414,0.012719945963434252,-11569.508418242136,3
0.5,0.45,0.004053025461939391,0.000524455265286133,0.012969925801119322,-11669.313501358032,3
0.5,0.5,0.0041949725127733576,2.9691070236103325e-05,0.013046820607507989,-11639.842405478159,3
0.5,0.55,0.00477090037064919,0.0001535926960229015,0.012861526349828378,-11667.589590867361,3
0.5,0.6,0.005343077498666682,0.0008602290615176163,0.013586084170170412,-11912.737106641134,3
0.5,0.65,0.0056363834769241,0.0006088630292657983,0.013610981285030367,-11946.4415102005,3
0.5,0.7,0.007083284202156523,0.0003759268234825264,0.013679284158966085,-12023.089321772257,3
0.5,0.75,0.0076954946972400224,0.0003561307669489332,0.014442193010047377,-12188.73194424311,3
0.5,0.8,0.007313395386887526,0.000778423687736548,0.014839506906516293,-12106.952939828238,3
0.5,0.85,0.008365470736734975,0.0009775702368187212,0.015603413134263451,-12281.15880203247,3
0.5,0.9,0.010063946574456443,0.000691373552676907,0.01649848821928086,-12477.023558775583,3
0.5,0.95,0.010103604320096963,0.0002858897712380819,0.01653085357220663,-12551.980308214823,3
0.5,1.0,0.011799740334007281,0.003482529776017391,0.016437864216397983,-12659.547669410706,3
0.6,0.0,0.003259891826630028,0.0003622990339073,0.01349178079639638,-11335.528357028961,3
0.6,0.05,0.0033049446823165715,0.0001538513751433872,0.013685796930125269,-11418.346183141073,3
0.6,0.1,0.0031944725999876254,0.000192957551715375,0.013815462219539216,-11379.045762062073,3
0.6,0.15,0.003120651999953601,0.00033459880368583964,0.013762679972027759,-11427.145316441854,3
0.6,0.2,0.0031208254825107616,0.00043637223839358745,0.013414131505375732,-11365.315030733744,3
0.6,0.25,0.0031144208946698557,0.0002517792225436361,0.013601826194462064,-11400.849685192108,3
0.6,0.3,0.0032334692717834058,0.0001093001071433733,0.013871708787273548,-11446.472185611725,3
0.6,0.35,0.0035716854939497043,0.00017596810609093197,0.013975170885912352,-11540.180762926737,3
0.6,0.4,0.00377169416750741,0.0002308308868969357,0.013782775478430721,-11614.047748247782,3
0.6,0.45,0.00398790657445026,0.0007840746913682788,0.013785289801270756,-11679.132678667704,3
0.6,0.5,0.0045477153525533024,0.00043710298306849947,0.013593117019368774,-11775.815117359161,3
0.6,0.55,0.005238070381709332,0.0006251183772823476,0.013251053578163646,-11856.574568430582,3
0.6,0.6,0.005006579192470982,0.0005067810417002186,0.014612868151042064,-11832.4936765035,3
0.6,0.65,0.005702175491890789,0.0005177947125407733,0.014563585466555987,-11931.064978758493,3
0.6,0.7,0.006580191719810856,3.4574552221972405e-05,0.013051113759504839,-11997.086567560831,3
0.6,0.75,0.006820894212879442,0.0004525148690731992,0.015003787115667314,-12135.966630299887,3
0.6,0.8,0.006869579307136257,0.0002838781003944946,0.01469808345033384,-12198.231014887491,3
0.6,0.85,0.007737715470272844,0.0009450675974352465,0.015081920781049607,-12268.34925810496,3
0.6,0.9,0.008947043139928189,0.0010023339059000835,0.016780558722257498,-12527.116889476776,3
0.6,0.95,0.010113202666502272,0.0010285560026084416,0.016715425405194332,-12584.868472417196,3
0.6,1.0,0.011338158957609167,0.0013790464936727358,0.01598327802882935,-12620.031579812368,3
0.7,0.0,0.003115160572908631,0.0005496705205512488,0.013970585041250332,-11379.91111866633,3
0.7,0.05,0.003453643390610246,0.0004060834256194894,0.013376608366661763,-11370.800646940866,3
0.7,0.1,0.002865822155210097,0.000348490403464219,0.014120129533300253,-11301.375038146973,3
0.7,0.15,0.002999563242071547,0.00033930123208727087,0.01302905641464929,-11334.438236236572,3
0.7,0.2,0.00347048749112747,0.0002233375510956969,0.013394122624792266,-11400.05492814382,3
0.7,0.25,0.003567986860872731,0.000481904617833056,0.013177129335942445,-11457.82534233729,3
0.7,0.3,0.0033854477167334497,0.00039679357605091974,0.013694880741541524,-11429.440867582956,3
0.7,0.35,0.0034345886190195337,9.702476511005856e-05,0.012900283613863361,-11423.713366667429,3
0.7,0.4,0.00373553432881433,0.00029534849672002407,0.012758380608845647,-11536.274939695993,3
0.7,0.45,0.0038959874869863606,0.0003809253068876967,0.013451678217783286,-11627.419515927633,3
0.7,0.5,0.0048143773307041384,0.0004305870998269497,0.013139825926853253,-11635.356778303782,3
0.7,0.55,0.004841122229685035,0.00041953945094092563,0.013528343267513211,-11768.329666773478,3
0.7,0.6,0.005296454843892213,0.0006030592578160136,0.014449384724709533,-11942.864532152811,3
0.7,0.65,0.005482589905349955,0.0010132597853196328,0.014153166369049272,-12001.822619756063,3
0.7,0.7,0.006508250374301034,0.0007266564342645453,0.014073280071651045,-12035.268131335577,3
0.7,0.75,0.00797122105590367,0.0007358589818005082,0.014936178472990828,-12277.206298192343,3
0.7,0.8,0.006962867770517884,0.0003533299833693168,0.014599059519147818,-12136.011110464731,3
0.7,0.85,0.008072401498888626,0.00044571990886358733,0.015216966193915188,-12305.130611260733,3
0.7,0.9,0.009111059446087895,0.00032223910914030664,0.01569089532688792,-12439.6943786939,3
0.7,0.95,0.009779120207869417,0.0016464835085781347,0.016074004974996503,-12569.308735847473,3
0.7,1.0,0.010953538782417338,0.0017432180255720986,0.014310283171820155,-12516.716179211935,3
0.8,0.0,0.003110231317498848,0.0004973069694026169,0.013245030641454264,-11359.857055664062,3
0.8,0.05,0.003170299463833234,0.00028609832965266675,0.01342681437718419,-11330.52007198334,3
0.8,0.1,0.0031976618153366256,0.0001644845846713917,0.014375258783083225,-11444.445017814636,3
0.8,0.15,0.00314469070585514,0.000443885409284166,0.013305754376893584,-11334.007574240366,3
0.8,0.2,0.0030275176963632136,0.00012071584448515176,0.014298293517891606,-11403.671554724375,3
0.8,0.25,0.003380109499528918,0.00016477838310532576,0.014284270816771681,-11504.821414629616,3
0.8,0.3,0.0034704491353734213,0.0003053169731208975,0.01410159184042052,-11464.988309224447,3
0.8,0.35,0.0034872383776266627,0.00030915867142808,0.013400682324119189,-11488.165431340536,3
0.8,0.4,0.003677013467337189,0.0003281237667693424,0.012784709386573348,-11612.231309572855,3
0.8,0.45,0.0037542616590031286,0.00017260651551028312,0.01324051820937737,-11623.369770447413,3
0.8,0.5,0.004342416281977154,9.94105949033902e-05,0.013141592843960548,-11687.721410274506,3
0.8,0.55,0.004826350046946168,0.0006615917621804908,0.013009789761015148,-11766.19818716248,3
0.8,0.6,0.005186874093375863,0.0009805643226788933,0.014222129563417748,-11935.868507385254,3
0.8,0.65,0.005726511005418401,0.0004401633264554541,0.01342410139450917,-11866.93944533666,3
0.8,0.7,0.006874446965368281,0.0007344984018733073,0.013735763408842165,-12061.059685866037,3
0.8,0.75,0.007497183117970707,0.00044652344295869364,0.01520426555616162,-12121.798352559408,3
0.8,0.8,0.007743819440532589,0.000776825962577817,0.015600693917008556,-12209.037256240845,3
0.8,0.85,0.007914686091477862,0.0004524094043552097,0.016412774739566097,-12399.75369389852,3
0.8,0.9,0.008721394841291476,0.0003084243329780052,0.015555476945596938,-12371.464525620142,3
0.8,0.95,0.010319047845819407,0.001098843219435036,0.01712273470274739,-12562.178997039795,3
0.8,1.0,0.010874136886384592,0.003235068052324186,0.014970375303635236,-12498.175625165304,3
0.9,0.0,0.003009304795893564,0.0002724595886695208,0.01303123489644884,-11298.019586404165,3
0.9,0.05,0.0031928550108876103,0.00021966653375479493,0.013889275506249485,-11361.88377046585,3
0.9,0.1,0.0030107556495639113,0.00011183917074619579,0.012788713693764121,-11342.270238320032,3
0.9,0.15,0.0033117038703924244,0.00016018490735025497,0.013538515679748155,-11400.432747999826,3
0.9,0.2,0.002964140990208936,0.00015942883667216222,0.014316422382864818,-11297.601401646933,3
0.9,0.25,0.002818846152406624,0.0002266723339642697,0.013381123278272055,-11328.263408660889,3
0.9,0.3,0.0033767584770562904,0.00019736842897304967,0.013333573251300168,-11379.232505957285,3
0.9,0.35,0.003597833862461201,9.7706727988904e-05,0.01377612044392621,-11583.741002718607,3
0.9,0.4,0.003772039351177417,4.4927969074286425e-05,0.01411957916705669,-11709.565913200378,3
0.9,0.45,0.003601211271309723,0.00015012624874315007,0.013417753803711735,-11567.969995896021,3
0.9,0.5,0.004539915328285764,0.00026833153502515045,0.013634978032617559,-11823.775626738867,3
0.9,0.55,0.004799805263009427,0.0006841227272571688,0.013299694529236421,-11757.151368618011,3
0.9,0.6,0.005280821039395151,0.0012776447325501651,0.013407342651568037,-11817.898095766703,3
0.9,0.65,0.005439689956231858,0.0005642998461338164,0.013067745657180318,-11875.70256948471,3
0.9,0.7,0.006665499328152087,0.0006741840665631362,0.014420598707157575,-12135.06121635437,3
0.9,0.75,0.0072025856618371025,4.303156608056067e-05,0.014689874447453921,-12247.78854306539,3
0.9,0.8,0.007437298949767769,0.0004365027527838358,0.014953340304891169,-12185.921739419302,3
0.9,0.85,0.007941977957573468,0.0008064121654532687,0.0156545011013963,-12354.625643730164,3
0.9,0.9,0.009454033047382642,0.0007938212139086058,0.016045423741498328,-12344.360311349234,3
0.9,0.95,0.010024499278605955,0.0012671773547705413,0.01601044748225026,-12560.85775756836,3
0.9,1.0,0.011562615039148324,0.002576302062476146,0.015094569261599527,-12567.344513575235,3
1.0,0.0,0.0031840242968028277,0.00020380752174482442,0.013425534176216487,-11375.987243334452,3
1.0,0.05,0.0032349823194255532,0.00035854780239797274,0.01433121902473014,-11417.396923065186,3
1.0,0.1,0.0029377284007091665,0.0002060923595764934,0.014076394595798333,-11331.567024548849,3
1.0,0.15,0.003005432112401729,0.0006004562394653698,0.013131025077181514,-11329.450569788614,3
1.0,0.2,0.0029865031429520393,0.00029805412393616956,0.013397454990283353,-11361.293026447296,3
1.0,0.25,0.003248014868263021,0.0002569536414199348,0.012969767607448465,-11411.35134156545,3
1.0,0.3,0.003255835585468518,0.000295285846342768,0.013792712869663389,-11431.828245798746,3
1.0,0.35,0.0033432264766773486,5.3466777429104226e-05,0.01297947888879534,-11440.928758064905,3
1.0,0.4,0.0035316522633980912,8.063068387864114e-05,0.01298280020337079,-11509.770932038626,3
1.0,0.45,0.003777268966223412,0.00024689736136513957,0.01255996010189102,-11492.7898645401,3
1.0,0.5,0.00464855188899017,0.0003937485882021074,0.01389042362362848,-11810.013208389282,3
1.0,0.55,0.004992000427321248,0.0005308525022210058,0.013810851761952516,-11748.745822906494,3
1.0,0.6,0.005487711434230366,0.0006704041227235031,0.013948218041933481,-11903.882659196854,3
1.0,0.65,0.005637727545233441,0.0010982221985100626,0.01396995540739373,-12033.468382517496,3
1.0,0.7,0.006989744437864501,0.00045088349454655357,0.013362247693998098,-12079.121379534403,3
1.0,0.75,0.006656105927525095,0.0007280839371052746,0.01531341110597047,-12167.367958227793,3
1.0,0.8,0.00779978590507463,0.0005317038467744926,0.014829143204379447,-12201.67824713389,3
1.0,0.85,0.008245608800707736,0.00012013558167336219,0.015959128041166514,-12328.647129058838,3
1.0,0.9,0.008982692193158283,0.0008777700916868813,0.015833497804515432,-12421.12041592598,3
1.0,0.95,0.010326098310389354,0.000505165237556762,0.015909937998850026,-12534.431109348932,3
1.0,1.0,0.012381566450097421,0.0020904349102185043,0.015248686424281262,-12491.695295651754,3
1.2,0.0,0.003024587124150147,0.0005923185533535767,0.0128022852086674,-11290.72039882342,3
1.2,0.05,0.0031267541916897164,0.00043394391856440976,0.014018728129261651,-11340.281831423441,3
1.2,0.1,0.003228153566132938,0.00041954221359553266,0.0139803120257252,-11437.500003814697,3
1.2,0.15,0.003171360849085159,0.0003550880907050431,0.013608308074551718,-11393.526809851328,3
1.2,0.2,0.003328045936606879,0.0002997778692661067,0.013538427743994608,-11363.225713888804,3
1.2,0.25,0.003250565968969232,0.00011054796289719168,0.014132980079300451,-11468.268792788187,3
1.2,0.3,0.003385403282221413,0.0003456870900183604,0.013250071697313284,-11401.877295176188,3
1.2,0.35,0.0034996208334361436,0.00023571839727110736,0.013662994973297834,-11527.767791430155,3
1.2,0.4,0.003553291361221628,8.870071977769475e-05,0.01342971337701771,-11507.090230941772,3
1.2,0.45,0.003947000993485283,0.0003144771218144878,0.012959695628761066,-11643.617066701254,3
1.2,0.5,0.004411664701160782,0.0004062080638925358,0.013118957916262497,-11731.251025438309,3
1.2,0.55,0.004949782377485958,0.0004935902389828999,0.013989162181640423,-11751.023310455183,3
1.2,0.6,0.005050221712041556,0.0006730308420016908,0.014613760645493995,-11831.941997845968,3
1.2,0.65,0.005834954763798791,0.0006550420945826761,0.013924542316670598,-11951.468270460764,3
1.2,0.7,0.006832276301666142,0.0006684072124291866,0.013512265723235765,-12017.778108755747,3
1.2,0.75,0.006743750711664322,0.0007721603446979022,0.014783568313825421,-12188.292000134787,3
1.2,0.8,0.007909084697185391,0.00029457485028687837,0.0151056297012551,-12259.268051624298,3
1.2,0.85,0.007803151117861622,0.000510168009843696,0.015891703312913546,-12327.633657455444,3
1.2,0.9,0.00929190216438964,0.0013545365903602593,0.01655993855502711,-12438.609095255533,3
1.2,0.95,0.00992430705408777,0.0006950850510362936,0.016520214473695477,-12522.274531682333,3
1.2,1.0,0.01185840028698741,0.0028103471424340124,0.015743634598837583,-12565.041018009186,3
1.4,0.0,0.003038009583318967,0.0007156203791476729,0.013549600082454767,-11355.564684867859,3
1.4,0.05,0.0033711435498841244,0.0003302427980469721,0.013943828812581327,-11401.86406548818,3
1.4,0.1,0.0029310553705967197,0.00024461305569953393,0.013436570890294805,-11328.960793495178,3
1.4,0.15,0.003248261315347369,0.000514060880015695,0.013934628976496501,-11457.681565443674,3
1.4,0.2,0.003159644542655439,3.645507126190225e-05,0.01363750451225454,-11373.749057451883,3
1.4,0.25,0.0031842570324448574,0.000398900449756426,0.013625026241023649,-11416.210265954336,3
1.4,0.3,0.003445963654657294,0.00037763728230648977,0.01383783445238732,-11451.802631537119,3
1.4,0.35,0.003498992733849709,0.00023898048366613892,0.013117099452148437,-11512.505860964457,3
1.4,0.4,0.003473762801132174,0.00022788755610023319,0.01324232756981432,-11536.481696764627,3
1.4,0.45,0.003923810782569725,0.00016508510057312284,0.013312533387569976,-11607.384859085083,3
1.4,0.5,0.004837265093782521,0.0003227094697448829,0.013512790831487645,-11766.343853314718,3
1.4,0.55,0.005168464097904586,0.00023776559699974326,0.014271460433934033,-11815.092637379965,3
1.4,0.6,0.004883016583088459,0.00041590908072486365,0.013455552855815275,-11815.843304951986,3
1.4,0.65,0.00579646120621517,0.0006632354722733175,0.013148232668776398,-11844.207713921865,3
1.4,0.7,0.007189270422876423,0.00031844601720628973,0.013818783482175807,-12112.84156703949,3
1.4,0.75,0.006977099457592478,0.0003666876038195306,0.015122311364082106,-12244.494536717733,3
1.4,0.8,0.007203766947269939,0.0004943837325173666,0.014042665673180922,-12060.82392247518,3
1.4,0.85,0.0081716181761247,0.0015719479363910252,0.01602352361543043,-12333.011816660563,3
1.4,0.9,0.009379473699515388,0.0004956959992468313,0.014964405152988478,-12417.352927366892,3
1.4,0.95,0.009105683759884005,0.000802712506635806,0.015288430039739348,-12436.927501360575,3
1.4,1.0,0.011367185069431539,0.0032742604283847055,0.015320864198699076,-12599.231262207031,3
1.6,0.0,0.0033527624774445683,0.00033507283326815446,0.013516904681721597,-11433.747074604034,3
1.6,0.05,0.003205871806207305,0.00036285819097877503,0.013403521266794718,-11324.397075017294,3
1.6,0.1,0.003071734462000718,6.835156170295591e-05,0.01361916187798383,-11345.737137317657,3
1.6,0.15,0.0034153301215646783,0.00014849083367799064,0.013844289032980009,-11540.644284884134,3
1.6,0.2,0.003102363894065509,0.00032471685977631466,0.01321125102096409,-11351.211588223776,3
1.6,0.25,0.003588806190019032,0.0004167472824031083,0.014653790820622814,-11617.960358937582,3
1.6,0.3,0.0032888152122522215,0.00016833196877753391,0.014217750472990573,-11446.597667535147,3
1.6,0.35,0.003551312506473056,0.00040426064850291644,0.013823489873454893,-11474.636993408203,3
1.6,0.4,0.003758118131539123,0.0003665268402553331,0.012576171212074765,-11590.047369003296,3
1.6,0.45,0.003909920856993665,0.00019641009985921736,0.013036034746959607,-11561.35546541214,3
1.6,0.5,0.0041193426535453305,0.0003256038031018838,0.013213993839823579,-11703.048614343008,3
1.6,0.55,0.004925116122306662,0.0002907870517835989,0.013713392054002434,-11785.173101107279,3
1.6,0.6,0.005100326013879019,0.0005440075257246698,0.013604469509867226,-11870.974107265472,3
1.6,0.65,0.006091936624527928,0.0009462045541024523,0.013578371260337833,-11903.810091336569,3
1.6,0.7,0.006851282559827359,0.00024088207963830505,0.014064318906928752,-11976.175113201141,3
1.6,0.75,0.007521421523501361,0.0004065842865878132,0.014582596506560087,-12282.818554560343,3
1.6,0.8,0.0075908192616415794,0.0010761380595535567,0.014968650084192667,-12198.26524845759,3
1.6,0.85,0.008555010599265325,0.0002599281990644457,0.01629939907735595,-12342.810105641684,3
1.6,0.9,0.009425479916286271,0.000773659885173387,0.015611385399435148,-12436.761205037436,3
1.6,0.95,0.010822210173344338,0.0011706488777879556,0.016091555125534167,-12623.218732833862,3
1.6,1.0,0.011984881497655928,0.002229763895555228,0.015837094443937477,-12656.148953755697,3
1.8,0.0,0.0033075360122147113,0.00047217519367845134,0.013821008389584962,-11414.401101609072,3
1.8,0.05,0.0031387255727774025,0.0002560842471227817,0.013489899641842065,-11395.51588900884,3
1.8,0.1,0.00304127127406109,0.00011989714885481248,0.01353998848136885,-11336.675893465677,3
1.8,0.15,0.0031641797730410557,0.00019833604781304708,0.013450248666644937,-11389.985166947046,3
1.8,0.2,0.0032515694756072634,0.00044221419583309975,0.01353681546693345,-11440.485884825388,3
1.8,0.25,0.003369686700965474,0.00019085086939872015,0.013992090926261996,-11444.42938820521,3
1.8,0.3,0.00354772310281996,9.464261015494628e-05,0.014407265715481309,-11459.351181030273,3
1.8,0.35,0.0034039653972697836,0.0001317989429394889,0.013424009751354354,-11503.027048587799,3
1.8,0.4,0.0039716901092643146,0.00022086985053789625,0.013550158456906644,-11569.46743853887,3
1.8,0.45,0.004052482123909087,0.00011871298789963965,0.013413625717127675,-11712.679154396057,3
1.8,0.5,0.0044379621687014046,0.0002545582856711028,0.01299131813810786,-11724.682579994202,3
1.8,0.55,0.004836135839580531,0.00035654588441760344,0.01288160017985185,-11792.02577328682,3
1.8,0.6,0.005067361257650729,0.00037399403379711175,0.013619045616870343,-11874.977295239767,3
1.8,0.65,0.005412354193437986,0.00025572875248526273,0.014007688055712007,-12020.150167306265,3
1.8,0.7,0.006260653089919848,0.0007142977343762667,0.01290067537971601,-11859.67381032308,3
1.8,0.75,0.007140820159791739,0.00044211145421315745,0.014604303016793488,-12119.967402776083,3
1.8,0.8,0.007260359192838808,0.0006171507729954624,0.014614199003492388,-12178.75447400411,3
1.8,0.85,0.008553189791274772,0.0008068021712379509,0.016610204705569325,-12458.336844126383,3
1.8,0.9,0.00882006431632038,0.0008215929009676089,0.01667489495562992,-12394.7854291598,3
1.8,0.95,0.010664510369156789,0.0011150893427631383,0.016944520954481346,-12664.953953584036,3
1.8,1.0,0.01083719218337576,0.0021018614621991847,0.014575574168779104,-12532.404811223349,3
2.0,0.0,0.0030765045265637465,0.0003881351442405599,0.014208414696964398,-11379.170345942179,3
2.0,0.05,0.0032203333879334954,0.000535007264539091,0.013281829609626393,-11357.887809435526,3
2.0,0.1,0.0030687127415881497,0.00019565071832018395,0.013786126213206342,-11385.020253181458,3
2.0,0.15,0.0032654799915487684,0.0003997070996776262,0.013936518859384473,-11419.180567741394,3
2.0,0.2,0.0030953349175520777,0.00034915699285055523,0.01395226319514165,-11322.01875281334,3
2.0,0.25,0.0034955385417329865,0.00028099755375211237,0.013349695835415072,-11472.485831896463,3
2.0,0.3,0.0035731706937613505,0.00027511100210410007,0.013987896889329802,-11552.415251890818,3
2.0,0.35,0.0032552518611403554,0.00022610299042896272,0.013289716205759037,-11411.439556598663,3
2.0,0.4,0.0037722812250974708,9.949374936054183e-05,0.012924213098357925,-11605.535054206848,3
2.0,0.45,0.00404898648738058,0.00046714352519507525,0.01302790720519205,-11618.329005718231,3
2.0,0.5,0.004372799037713493,0.00028862272614461144,0.013065610646747447,-11748.027931531271,3
2.0,0.55,0.0051003546388831665,0.0004304163710178118,0.012897441385519008,-11727.744105656942,3
2.0,0.6,0.005379437688244002,0.0008985401161783144,0.013326143527219642,-11927.489416917166,3
2.0,0.65,0.0063289781031413235,0.00046459268392451007,0.01475681766695242,-11946.11033821106,3
2.0,0.7,0.007209973303082723,0.0007735546201172276,0.01411449690518348,-12129.611815929413,3
2.0,0.75,0.006985135474552671,0.0005658769738096338,0.014009715280204671,-12147.629145304361,3
2.0,0.8,0.007832366444388813,0.0004676143815657527,0.014820874695136974,-12274.320617516836,3
2.0,0.85,0.008184103683162839,0.0007581361538729357,0.016198773595080353,-12238.191759347916,3
2.0,0.9,0.008569400345641194,0.0005032729392815656,0.015125828658595117,-12379.02529446284,3
2.0,0.95,0.00983183227970764,0.00016887505835727588,0.017159716906263858,-12618.144686381022,3
2.0,1.0,0.012194961787988656,0.001913031660480771,0.016672579884237804,-12625.96393585205,3
