L,rho,kappa,eps,seed,contrast,SAA,k_star_c,E,Rg
40.0,0.09,0.0,0.01,1,0.029199850228986107,0.2573489868212603,0.5497787143782138,-18604.815998077393,1.8801590352763111
40.0,0.09,0.0,0.01,2,0.02075115637135619,0.20422321337055518,1.335176877775662,-18507.92393875122,1.8469424134543289
40.0,0.09,0.0,0.01,3,0.019432889448256156,0.21128378579592497,1.1780972450961724,-18147.674249649048,1.8137822692398708
40.0,0.09,0.0,0.05,1,0.03726977074547258,0.22425392465428412,0.5497787143782138,-18602.62717819214,1.96546097026371
40.0,0.09,0.0,0.05,2,0.024049732213800863,0.19276463363240928,1.4922565104551517,-18751.138187408447,1.9266601901424203
40.0,0.09,0.0,0.05,3,0.024274584459691065,0.20687812545421186,1.1780972450961724,-18100.751754760742,1.9039300224016769
40.0,0.09,0.0,0.1,1,0.032556340978959625,0.24020966708575203,0.5497787143782138,-19057.826930999756,1.9741635876122017
40.0,0.09,0.0,0.1,2,0.021531292937793458,0.1902178674868485,1.335176877775662,-18576.594341278076,1.9116450121619968
40.0,0.09,0.0,0.1,3,0.022274012745345375,0.21027657678650016,1.335176877775662,-18442.624725341797,1.9180445533635
40.0,0.09,0.0,0.2,1,0.02219618401534615,0.2131032234658372,0.5497787143782138,-18997.703147888184,1.9650018164780585
40.0,0.09,0.0,0.2,2,0.02128145895958805,0.18621169987732802,1.4922565104551517,-19418.217428207397,1.9262756254748483
40.0,0.09,0.0,0.2,3,0.021319745734681476,0.21924379610921413,1.335176877775662,-19187.897048950195,1.9176335001427869
40.0,0.09,0.5,0.01,1,0.03954817547137901,0.2173437549155274,1.0210176124166828,-19709.639762878414,1.906604924012379
40.0,0.09,0.5,0.01,2,0.04086449538683079,0.2581322909671985,1.0210176124166828,-19748.559844970703,1.8782599830971587
40.0,0.09,0.5,0.01,3,0.03812441712810622,0.21526474098606715,1.0210176124166828,-19103.275367736816,1.8520719868045004
40.0,0.09,0.5,0.05,1,0.043492448438026354,0.21031301939979574,0.5497787143782138,-19485.13708114624,1.9781429177897007
40.0,0.09,0.5,0.05,2,0.04297318919035374,0.21369314782544988,0.7068583470577035,-19448.53308582306,1.923235698346234
40.0,0.09,0.5,0.05,3,0.039315618435735056,0.2137655780693292,1.1780972450961724,-19306.202522277832,1.9305534996581584
40.0,0.09,0.5,0.1,1,0.04170247943448612,0.20090817465703026,1.0210176124166828,-19680.320350646973,1.9582875540302016
40.0,0.09,0.5,0.1,2,0.04099823178662296,0.2181524022634184,0.5497787143782138,-19589.757053375244,1.9300997559852255
40.0,0.09,0.5,0.1,3,0.03824912365246578,0.2116374276661784,0.8639379797371931,-19265.01166152954,1.930394554665277
40.0,0.09,0.5,0.2,1,0.036985595277372385,0.20690620226336015,1.0210176124166828,-20001.36304473877,1.97018097591232
40.0,0.09,0.5,0.2,2,0.03998959093912752,0.234609596324091,1.0210176124166828,-20740.624725341797,1.92439493283049
40.0,0.09,0.5,0.2,3,0.03155691399722806,0.20811633304782973,1.1780972450961724,-19458.55216217041,1.9253816167802844
40.0,0.09,0.8,0.01,1,0.06815708895083268,0.2500188632633377,1.0210176124166828,-20174.682941436768,1.9732054633081129
40.0,0.09,0.8,0.01,2,0.07135440596459428,0.2253091066149661,0.7068583470577035,-20349.312271118164,1.9099090484636545
40.0,0.09,0.8,0.01,3,0.07711237120815978,0.21829442127385823,0.7068583470577035,-19823.69306564331,1.9067337802140496
40.0,0.09,0.8,0.05,1,0.0669817322108025,0.19272933278938764,1.0210176124166828,-20373.81071662903,2.0213355763614125
40.0,0.09,0.8,0.05,2,0.07938291715512169,0.2403798849304501,0.7068583470577035,-20936.01665878296,1.9428075531570148
40.0,0.09,0.8,0.05,3,0.07501031189631996,0.22597898366723715,0.8639379797371931,-20355.829933166504,1.9538834529128544
40.0,0.09,0.8,0.1,1,0.06526044120463752,0.20449411468105252,1.0210176124166828,-20690.84599685669,2.0170724610125124
40.0,0.09,0.8,0.1,2,0.07068805123742058,0.26342385854461786,0.7068583470577035,-21216.079956054688,1.9709861271171372
40.0,0.09,0.8,0.1,3,0.07983025069478153,0.24057695981673546,0.7068583470577035,-20556.12850189209,1.9423322592142276
40.0,0.09,0.8,0.2,1,0.058946755326088375,0.2212507306519945,1.0210176124166828,-20761.95182800293,1.9815877909871296
40.0,0.09,0.8,0.2,2,0.06638279994960025,0.2374263194837501,0.7068583470577035,-21359.07362174988,1.9396361533024784
40.0,0.09,0.8,0.2,3,0.07821954367044016,0.23155704661782908,0.7068583470577035,-20590.99491882324,1.9190847073473845
40.0,0.09,1.0,0.01,1,0.11150092972893466,0.21926980718649963,0.8639379797371931,-21326.93090248108,2.0223881114747067
40.0,0.09,1.0,0.01,2,0.11965134449650601,0.24098950727529572,0.7068583470577035,-21173.224029541016,2.000568872645398
40.0,0.09,1.0,0.01,3,0.09451985740319016,0.1850229515842118,0.7068583470577035,-20947.10014724731,1.987286956597065
40.0,0.09,1.0,0.05,1,0.10424721625130393,0.2405177844872528,0.8639379797371931,-21539.308038711548,2.035930260679709
40.0,0.09,1.0,0.05,2,0.1114013818069712,0.23477829561247937,0.7068583470577035,-21380.98902130127,2.0065517532482553
40.0,0.09,1.0,0.05,3,0.09126275500068337,0.18521300006882188,0.8639379797371931,-20307.4596118927,1.9885573594171797
40.0,0.09,1.0,0.1,1,0.10875565587481864,0.2363114372926376,0.7068583470577035,-21899.703033447266,2.059838010901345
40.0,0.09,1.0,0.1,2,0.10759503608661705,0.26049566501526294,0.5497787143782138,-21203.5899810791,1.9907018837375443
40.0,0.09,1.0,0.1,3,0.08755560250686895,0.1893358472658586,0.7068583470577035,-20767.170280456543,1.9946263670834357
40.0,0.09,1.0,0.2,1,0.0830120852958135,0.23449880502729545,0.7068583470577035,-21886.612674713135,2.0079042497914212
40.0,0.09,1.0,0.2,2,0.09668386636066106,0.23613411073486462,0.5497787143782138,-21431.300168037415,1.978998161190856
40.0,0.09,1.0,0.2,3,0.08414910533067767,0.1900706766340535,0.8639379797371931,-20741.689199447632,1.9363880628139956
50.0,0.04608,0.0,0.01,1,0.04414027075503463,0.328893035459303,0.6911503837897546,-16413.377922058105,1.778013166819073
50.0,0.04608,0.0,0.01,2,0.03260654521902147,0.31337653658020037,1.3194689145077132,-16739.710790634155,1.7495380762168218
50.0,0.04608,0.0,0.01,3,0.029617687044030946,0.26249053487750373,1.1938052083641213,-16171.95805168152,1.7269084151512766
50.0,0.04608,0.0,0.05,1,0.040525307497144225,0.3060010980614802,0.6911503837897546,-16488.42930984497,1.8362668966550588
50.0,0.04608,0.0,0.05,2,0.034749077525439404,0.27758949142431155,1.3194689145077132,-16816.023359298706,1.8169339280790413
50.0,0.04608,0.0,0.05,3,0.03321626980983422,0.23264057235173013,1.3194689145077132,-16285.962905883787,1.8172268080328744
50.0,0.04608,0.0,0.1,1,0.04482977180371003,0.3101292784916284,0.6911503837897546,-16605.65157699585,1.879626519074367
50.0,0.04608,0.0,0.1,2,0.038794289729082325,0.2662470714352735,1.3194689145077132,-16869.096596717834,1.836709255334666
50.0,0.04608,0.0,0.1,3,0.035342957312196895,0.2522178053283852,1.3194689145077132,-16363.93374633789,1.8170925287204869
50.0,0.04608,0.0,0.2,1,0.04080937376667726,0.316342578567542,0.5654866776461628,-17066.813539505005,1.8593592046649503
50.0,0.04608,0.0,0.2,2,0.036044350655115805,0.314860708984375,1.1938052083641213,-17426.60516357422,1.835699977148548
50.0,0.04608,0.0,0.2,3,0.03275267116826147,0.2564580291024246,1.1938052083641213,-16706.089851379395,1.8160399685963813
50.0,0.04608,0.5,0.01,1,0.06041081263952175,0.31591089684397305,0.6911503837897546,-17339.678861618042,1.800913936604719
50.0,0.04608,0.5,0.01,2,0.07746168627871583,0.35221213722272504,0.6911503837897546,-17398.503913879395,1.7755448305564694
50.0,0.04608,0.5,0.01,3,0.05755390164633423,0.27394364129464144,0.942477796076938,-17041.9807472229,1.772796332409555
50.0,0.04608,0.5,0.05,1,0.06750171138742628,0.31248209811297717,1.1938052083641213,-17502.570318222046,1.8466128023620232
50.0,0.04608,0.5,0.05,2,0.07756308394064301,0.32066522146944176,0.6911503837897546,-17523.844717025757,1.821744257479323
50.0,0.04608,0.5,0.05,3,0.06268415063458314,0.265738280962438,0.942477796076938,-17302.549644470215,1.834208489806663
50.0,0.04608,0.5,0.1,1,0.0721385232317295,0.2996031282345633,0.6911503837897546,-17360.986835479736,1.8830868364742912
50.0,0.04608,0.5,0.1,2,0.06659309559413396,0.3259924220598373,0.5654866776461628,-17546.16427230835,1.8464970537090264
50.0,0.04608,0.5,0.1,3,0.05471906556746433,0.26511751689290886,1.0681415022205298,-17288.214057922363,1.8518834821529733
50.0,0.04608,0.5,0.2,1,0.05645019955755945,0.2993538289491613,0.6911503837897546,-17766.20092201233,1.8771232988697473
50.0,0.04608,0.5,0.2,2,0.06628169310946502,0.32747714380017245,0.5654866776461628,-17748.679035186768,1.8594450248859369
50.0,0.04608,0.5,0.2,3,0.045023280358358245,0.26206966521626257,1.1938052083641213,-17380.073846817017,1.8321343220998911
50.0,0.04608,0.8,0.01,1,0.0991463893743448,0.3211341850796702,0.8168140899333463,-18308.883598327637,1.861792869341261
50.0,0.04608,0.8,0.01,2,0.12351662336855915,0.3841031264834518,0.8168140899333463,-18290.02811050415,1.831220348348112
50.0,0.04608,0.8,0.01,3,0.0964377062014451,0.2961319029360304,0.5654866776461628,-17964.88338279724,1.828243339825423
50.0,0.04608,0.8,0.05,1,0.08824339557425472,0.28770194792150183,0.8168140899333463,-18088.500557899475,1.8988323701200909
50.0,0.04608,0.8,0.05,2,0.12925726825974515,0.3423508385333553,0.5654866776461628,-18374.996004104614,1.840947948686494
50.0,0.04608,0.8,0.05,3,0.1125844135524898,0.3123418617831376,0.5654866776461628,-18132.589902877808,1.8357896658019075
50.0,0.04608,0.8,0.1,1,0.10041036363198186,0.3044003343296489,0.8168140899333463,-18411.05024528503,1.900881314070242
50.0,0.04608,0.8,0.1,2,0.12928199635119977,0.35092285749807,0.5654866776461628,-18558.14942550659,1.8547863163405216
50.0,0.04608,0.8,0.1,3,0.0966602417940623,0.30850365848038835,0.5654866776461628,-18276.55996131897,1.8447253816826472
50.0,0.04608,0.8,0.2,1,0.0979500458155154,0.31774938726186003,0.942477796076938,-18556.36866378784,1.889720650925057
50.0,0.04608,0.8,0.2,2,0.13023632272371335,0.35621860383561094,0.5654866776461628,-18745.536685943604,1.851816889282372
50.0,0.04608,0.8,0.2,3,0.09959924347722587,0.2933163715813625,0.5654866776461628,-18515.20485496521,1.833830795528669
50.0,0.04608,1.0,0.01,1,0.13119609835875906,0.2747019733385091,0.942477796076938,-18608.576622009277,1.91736622494063
50.0,0.04608,1.0,0.01,2,0.17522052651539147,0.36412917023192437,0.8168140899333463,-19153.83931875229,1.9247227591217977
50.0,0.04608,1.0,0.01,3,0.14518307593611174,0.30745917859517535,0.8168140899333463,-18868.08818626404,1.9094854521162885
50.0,0.04608,1.0,0.05,1,0.14250171240821993,0.28153367630686776,0.8168140899333463,-18773.719486236572,1.9567489397844564
50.0,0.04608,1.0,0.05,2,0.17046582371201843,0.35050038077468404,0.6911503837897546,-19052.18667602539,1.938901896380226
50.0,0.04608,1.0,0.05,3,0.14856484115001195,0.3152590195057175,0.8168140899333463,-18819.177389144897,1.8748074532918968
50.0,0.04608,1.0,0.1,1,0.13682889632991213,0.2563592839570521,0.8168140899333463,-18798.757519721985,1.947519743954071
50.0,0.04608,1.0,0.1,2,0.1564065759686846,0.3620318793293946,0.6911503837897546,-19074.59864616394,1.9174746235579363
50.0,0.04608,1.0,0.1,3,0.1322850443939026,0.28007966678509943,0.8168140899333463,-18704.323944091797,1.8829956575607016
50.0,0.04608,1.0,0.2,1,0.13423850269738433,0.30107419822339054,0.5654866776461628,-19003.99284553528,1.899805002941244
50.0,0.04608,1.0,0.2,2,0.1570049454691855,0.3541144046162274,0.6911503837897546,-19433.94725990295,1.887757789402044
50.0,0.04608,1.0,0.2,3,0.11744884836086149,0.30989276456312814,0.8168140899333463,-18934.01460456848,1.8555885601636044
60.0,0.02666666666666667,0.0,0.01,1,0.06928701644868529,0.45813348106808405,0.5759586531581288,-15403.00242614746,1.748478969614209
60.0,0.02666666666666667,0.0,0.01,2,0.0458429011613919,0.3738001175236171,1.2042771838760875,-15431.232288360596,1.7179583036844053
60.0,0.02666666666666667,0.0,0.01,3,0.05011223321968167,0.4245938580354219,0.5759586531581288,-15301.998458862305,1.6991983724666817
60.0,0.02666666666666667,0.0,0.05,1,0.07041208164704837,0.45031806251511625,0.5759586531581288,-15504.892679214478,1.8079372368127464
60.0,0.02666666666666667,0.0,0.05,2,0.04813121536558779,0.3700996663859529,1.0995574287564276,-15352.093677520752,1.772656052925932
60.0,0.02666666666666667,0.0,0.05,3,0.05057160928528911,0.41908145118830653,1.3089969389957472,-15325.7996635437,1.7898302651069808
60.0,0.02666666666666667,0.0,0.1,1,0.066980782459094,0.43413444312376603,0.5759586531581288,-15648.45039176941,1.814014539289244
60.0,0.02666666666666667,0.0,0.1,2,0.05179091599218781,0.3704025494683301,1.3089969389957472,-15681.60949897766,1.7721404584046234
60.0,0.02666666666666667,0.0,0.1,3,0.05190496400489788,0.41605001281931286,1.2042771838760875,-15685.38500213623,1.7739008399994154
60.0,0.02666666666666667,0.0,0.2,1,0.06541145016241828,0.4341252652653541,0.5759586531581288,-16031.78526878357,1.810255596998914
60.0,0.02666666666666667,0.0,0.2,2,0.04829611620571528,0.37843297042110813,1.413716694115407,-16206.385061264038,1.7769472781294129
60.0,0.02666666666666667,0.0,0.2,3,0.04486737518203256,0.4114810426505396,1.3089969389957472,-15732.799182891846,1.7841830635791591
60.0,0.02666666666666667,0.5,0.01,1,0.11006687258894537,0.47931152960450796,0.5759586531581288,-16049.895751953123,1.7846636161018468
60.0,0.02666666666666667,0.5,0.01,2,0.10684464801841664,0.4289569262554151,0.6806784082777886,-15954.879128456116,1.756147245055879
60.0,0.02666666666666667,0.5,0.01,3,0.07457752872280302,0.40446733531869866,1.0995574287564276,-15981.449500083923,1.7438773508304166
60.0,0.02666666666666667,0.5,0.05,1,0.1157799842159935,0.4746994217396729,0.5759586531581288,-16294.018653869629,1.8124492919562651
60.0,0.02666666666666667,0.5,0.05,2,0.11108312245647112,0.4244823212368898,0.6806784082777886,-16081.931606292725,1.7935645690593924
60.0,0.02666666666666667,0.5,0.05,3,0.08373413089314113,0.4008214957852715,0.9948376736367679,-16108.557525634766,1.7983118029836342
60.0,0.02666666666666667,0.5,0.1,1,0.10152617987388274,0.4664630588455429,0.5759586531581288,-16559.578887939453,1.811877158932196
60.0,0.02666666666666667,0.5,0.1,2,0.09903163915626767,0.4102115769711877,0.6806784082777886,-16118.540533065796,1.8014524642924856
60.0,0.02666666666666667,0.5,0.1,3,0.08799918340679645,0.4052217530808626,0.9948376736367679,-16422.99861717224,1.7940016254710076
60.0,0.02666666666666667,0.5,0.2,1,0.1077923966177306,0.4701189044479891,0.5759586531581288,-16722.91912841797,1.8142075071196375
60.0,0.02666666666666667,0.5,0.2,2,0.1022746955379657,0.4261278978207198,0.6806784082777886,-16568.29956626892,1.7928826276111385
60.0,0.02666666666666667,0.5,0.2,3,0.0730707794107705,0.3813791263216836,0.9948376736367679,-16351.665546417236,1.8113281591521355
60.0,0.02666666666666667,0.8,0.01,1,0.15929734801856227,0.47743048151419876,0.5759586531581288,-16931.90776348114,1.8355228840880384
60.0,0.02666666666666667,0.8,0.01,2,0.1862878209402689,0.47002626994537444,0.5759586531581288,-16876.549365997314,1.7936682783365183
60.0,0.02666666666666667,0.8,0.01,3,0.16287576224002537,0.44971013423824396,0.7853981633974483,-16959.052391052246,1.7844672515841518
60.0,0.02666666666666667,0.8,0.05,1,0.18918137770914,0.5112037354177666,0.5759586531581288,-16964.258031845093,1.860896660844063
60.0,0.02666666666666667,0.8,0.05,2,0.18957269546436323,0.4759016306401532,0.5759586531581288,-16867.200242996216,1.8035912676107984
60.0,0.02666666666666667,0.8,0.05,3,0.15134827366868292,0.4490523660020214,0.6806784082777886,-16896.18288040161,1.8238937496315089
60.0,0.02666666666666667,0.8,0.1,1,0.17741159803789291,0.4838351937063242,0.5759586531581288,-17184.16063117981,1.8538606442275296
60.0,0.02666666666666667,0.8,0.1,2,0.1978062025640716,0.4769532718151822,0.5759586531581288,-17035.05291557312,1.7982532078359863
60.0,0.02666666666666667,0.8,0.1,3,0.14685886068693438,0.4468524902673526,0.5759586531581288,-17047.228651046753,1.8096817058847376
60.0,0.02666666666666667,0.8,0.2,1,0.16405813514345963,0.48898438959160656,0.5759586531581288,-17263.542965888977,1.8549444311993948
60.0,0.02666666666666667,0.8,0.2,2,0.18574523618413158,0.4708039929514407,0.5759586531581288,-17336.89755344391,1.8074708321160824
60.0,0.02666666666666667,0.8,0.2,3,0.14568289653897573,0.45628968748737897,0.6806784082777886,-17303.243572235107,1.804491436929322
60.0,0.02666666666666667,1.0,0.01,1,0.25166356991850997,0.45844347699403726,0.6806784082777886,-17552.177158355713,1.883880420474818
60.0,0.02666666666666667,1.0,0.01,2,0.24796195782967043,0.491581885100741,0.6806784082777886,-17982.74085330963,1.8952806863188352
60.0,0.02666666666666667,1.0,0.01,3,0.19826961239387605,0.3930807601060436,0.7853981633974483,-17807.763216018677,1.856656421682782
60.0,0.02666666666666667,1.0,0.05,1,0.23392610578052725,0.4807708400996389,0.6806784082777886,-17625.158049583435,1.9133171853765851
60.0,0.02666666666666667,1.0,0.05,2,0.23908938168042732,0.49811398053367056,0.5759586531581288,-18003.639781951904,1.8844785942963524
60.0,0.02666666666666667,1.0,0.05,3,0.20226035773429912,0.39664149409503047,0.7853981633974483,-17667.06549835205,1.8459122074844023
60.0,0.02666666666666667,1.0,0.1,1,0.20174429013759737,0.4712852715370229,0.6806784082777886,-17774.643913269043,1.8790379706186189
60.0,0.02666666666666667,1.0,0.1,2,0.27695166241139657,0.5596878577468595,0.5759586531581288,-18325.73614883423,1.874220929766372
60.0,0.02666666666666667,1.0,0.1,3,0.18952385445780306,0.391464757002326,0.7853981633974483,-17759.026737213135,1.8517944975001424
60.0,0.02666666666666667,1.0,0.2,1,0.19192949060186604,0.48074367157883147,0.9948376736367679,-18183.939197540283,1.860644547994409
60.0,0.02666666666666667,1.0,0.2,2,0.24547004484461554,0.5426580697952319,0.5759586531581288,-18360.462308883667,1.8532080458482976
