fA,kappa,seed,contrast,SAA,k_star,E
0.4,1.0,4,0.02373704472137121,0.01713798947253296,0.7139983303613167,-26969.03633117676
0.5,0.0,1,0.0050806009625878855,0.009229651120724595,1.28519699465037,-22396.865550994873
0.5,0.0,2,0.004711328499864734,0.010674539741118197,1.28519699465037,-22111.201972961426
0.5,0.0,3,0.005199322906447353,0.010562800836486821,1.28519699465037,-22470.61573791504
0.5,0.0,4,0.005410104402656811,0.013995358861731536,1.28519699465037,-22261.437294006348
0.5,0.3,1,0.006297282873669336,0.010789809164872054,1.28519699465037,-23025.55381011963
0.5,0.3,2,0.005782282675082958,0.010211233705029877,1.28519699465037,-22495.124794006348
0.5,0.3,3,0.005496177239613851,0.012041800366692574,1.28519699465037,-22477.723175048828
0.5,0.3,4,0.005439738098307417,0.012415085476931272,1.28519699465037,-22728.575653076172
0.5,0.5,1,0.006868221924768023,0.012416967344989881,0.9995976625058433,-23174.143447875977
0.5,0.5,2,0.007696587120447144,0.010457156977660666,0.9995976625058433,-23337.59775543213
0.5,0.5,3,0.008146587636619409,0.013450602102789542,0.9995976625058433,-23196.425979614258
0.5,0.5,4,0.008264795928800103,0.017128941471241957,0.7139983303613167,-22890.707710266113
0.5,0.7,1,0.009840349830758306,0.013687886559577662,0.7139983303613167,-24083.247550964355
0.5,0.7,2,0.011357511420718034,0.014447885415433648,0.9995976625058433,-24024.42524337769
0.5,0.7,3,0.012088360707970067,0.016309444169350935,0.7139983303613167,-23701.26766204834
0.5,0.7,4,0.014096246422589657,0.020138047046605656,0.7139983303613167,-24018.991271972656
0.5,0.9,1,0.014842825154382988,0.01653417597611463,0.7139983303613167,-24880.55341720581
0.5,0.9,2,0.018698550947835554,0.01649391368139337,0.7139983303613167,-25230.023818969727
0.5,0.9,3,0.02373679498004072,0.023184283822262293,0.7139983303613167,-24840.00926208496
0.5,0.9,4,0.024305451404226575,0.02272446191144638,0.7139983303613167,-24653.409198760983
0.5,1.0,1,0.019337728848295162,0.020591218134526475,0.9995976625058433,-25399.30738067627
0.5,1.0,2,0.03242865111493181,0.024249599349489472,0.7139983303613167,-25985.85419845581
0.5,1.0,3,0.02079143584592379,0.022734059419602985,0.7139983303613167,-25147.06090927124
0.5,1.0,4,0.019535352827931812,0.01906398690305625,0.9995976625058433,-25754.459312438965
0.6,0.0,1,0.0062010476254553025,0.013559399240965156,0.7139983303613167,-22926.95529937744
0.6,0.0,2,0.007702308596422312,0.01572299189916545,0.7139983303613167,-22222.679679870605
0.6,0.0,3,0.009126902085942114,0.01707233975795438,0.7139983303613167,-22692.923332214355
0.6,0.0,4,0.009773271820202514,0.01925887984200781,0.7139983303613167,-22332.536430358887
0.6,0.3,1,0.007652050754271056,0.01473043272833508,0.7139983303613167,-23170.685710906982
0.6,0.3,2,0.009629606735628855,0.015444734854367013,0.7139983303613167,-22919.188591003414
0.6,0.3,3,0.011793567870832963,0.018555128855058316,0.7139983303613167,-22758.12339019775
0.6,0.3,4,0.010097548095157543,0.01803588776489987,0.7139983303613167,-23278.200702667236
0.6,0.5,1,0.00950638046842657,0.015125948158147893,0.7139983303613167,-23497.870880126953
0.6,0.5,2,0.013750263653233983,0.017036783582247746,0.7139983303613167,-23690.18280029297
0.6,0.5,3,0.016581011320252123,0.02241761394582308,0.7139983303613167,-23369.69955444336
0.6,0.5,4,0.015794267948034672,0.024532496121664474,0.7139983303613167,-23471.56869506836
0.6,0.7,1,0.013247951024733109,0.01484713005445098,0.7139983303613167,-24166.47193145752
0.6,0.7,2,0.021865883664524778,0.022452692636015976,0.7139983303613167,-24591.21619796753
0.6,0.7,3,0.023011975742951298,0.024688548939297002,0.7139983303613167,-24409.305587768555
0.6,0.7,4,0.018516987694757216,0.026519254127437053,0.7139983303613167,-24339.85890197754
0.6,0.9,1,0.021945905911406192,0.019675442931368536,0.7139983303613167,-25405.784622192383
0.6,0.9,2,0.03524893430204682,0.030117847959401145,0.7139983303613167,-25864.701293945312
0.6,0.9,3,0.03265025019357733,0.02899879160057569,0.7139983303613167,-25195.424739837646
0.6,0.9,4,0.03339644729177822,0.033991677498527634,0.7139983303613167,-25251.941356658936
0.6,1.0,1,0.04111978616861532,0.030399026180248707,0.7139983303613167,-26349.41246414185
0.6,1.0,2,0.03556728157524225,0.027045789303627842,0.7139983303613167,-26589.43236541748
0.6,1.0,3,0.039406052382726965,0.03187415435005395,0.7139983303613167,-25814.11434936523
0.6,1.0,4,0.04097696282029299,0.03436903479804756,0.7139983303613167,-26186.37323379517
0.7,0.0,1,0.01502043842144408,0.0226118523237282,0.7139983303613167,-23782.63067626953
0.7,0.0,2,0.01764951154287022,0.02516317984743306,0.7139983303613167,-23607.236988067627
0.7,0.0,3,0.017978417868021304,0.024037900959174192,0.7139983303613167,-23778.24710083008
0.7,0.0,4,0.02289160540349245,0.03163937807107467,0.7139983303613167,-23545.196327209473
0.7,0.3,1,0.015926774795335503,0.02267459615070192,0.7139983303613167,-24413.54327392578
0.7,0.3,2,0.017219037958560394,0.022254537925865615,0.7139983303613167,-24202.74698638916
0.7,0.3,3,0.01532685357253137,0.021110433127179275,0.7139983303613167,-23894.126502990723
0.7,0.3,4,0.024118039607031516,0.03316128738579211,0.7139983303613167,-23941.55928993225
0.7,0.5,1,0.016665444823993014,0.022944278339796807,0.7139983303613167,-24430.69211959839
0.7,0.5,2,0.022004490003661784,0.02597466716245398,0.7139983303613167,-25033.29829788208
0.7,0.5,3,0.01667302129169039,0.021382118142141127,0.7139983303613167,-24195.05372238159
0.7,0.5,4,0.02318074937226208,0.030596746067394064,0.7139983303613167,-24774.86413192749
0.7,0.7,1,0.01949862898741203,0.021876326760388275,0.7139983303613167,-25677.731819152832
0.7,0.7,2,0.02851142561065754,0.0287983287800939,0.7139983303613167,-25988.53277015686
0.7,0.7,3,0.02222735828111672,0.02296652692295983,0.7139983303613167,-25328.32625579834
0.7,0.7,4,0.023646837274335433,0.028287288098505513,0.7139983303613167,-25496.60774230957
0.7,0.9,1,0.02457948096415374,0.02453635834186529,0.7139983303613167,-26336.645092010494
0.7,0.9,2,0.03751942703691939,0.03325248514401933,0.7139983303613167,-27148.712999343872
0.7,0.9,3,0.02730222042257894,0.026072897543173344,0.7139983303613167,-26320.09824371338
0.7,0.9,4,0.028066531252665356,0.03176188550459895,0.7139983303613167,-26034.67656326294
0.7,1.0,1,0.04705504024546373,0.03937994903024185,0.7139983303613167,-26933.686527252197
0.7,1.0,2,0.03221832563571478,0.027976849602271498,0.7139983303613167,-27814.98063659668
0.7,1.0,3,0.037796340836053266,0.03316984474059616,0.7139983303613167,-26404.160400390625
0.7,1.0,4,0.04883419327302965,0.04268413957274607,0.7139983303613167,-27238.633674621586
0.8,0.0,1,0.023689432387084264,0.029385278252274043,0.7139983303613167,-25827.86070251465
0.8,0.0,2,0.022125725066767604,0.026782708564157653,0.7139983303613167,-25295.124866485596
0.8,0.0,3,0.022047351086417824,0.026025433289634203,0.7139983303613167,-25630.448524475098
0.8,0.0,4,0.029614443044867197,0.035123888106348485,0.7139983303613167,-25476.54888153076
0.8,0.3,1,0.023830525220657643,0.027702131746756942,0.7139983303613167,-26220.877143859863
0.8,0.3,2,0.02035218542085961,0.024310657141991633,0.7139983303613167,-25822.84925842285
0.8,0.3,3,0.021535561612939708,0.025197229743117604,0.7139983303613167,-25637.2894821167
0.8,0.3,4,0.028296130296232402,0.0328317136654596,0.7139983303613167,-26316.16890335083
0.8,0.5,1,0.024579490598104874,0.02843226874412067,0.7139983303613167,-26282.701736450195
0.8,0.5,2,0.02165737641975552,0.024884715871501876,0.7139983303613167,-26138.65030670166
0.8,0.5,3,0.027709959161818978,0.030485948548931774,0.7139983303613167,-25988.98412322998
0.8,0.5,4,0.030265506032908097,0.03444005508911799,0.7139983303613167,-26562.443675994873
0.8,0.7,1,0.024188882852564587,0.027438127683260493,0.7139983303613167,-26824.19945526123
0.8,0.7,2,0.02568563701028757,0.027864018007383768,0.7139983303613167,-27170.440979003903
0.8,0.7,3,0.0304546663673253,0.032815013071955314,0.7139983303613167,-26378.016075134277
0.8,0.7,4,0.031227803013056655,0.034176165336664635,0.7139983303613167,-27241.26642227173
0.8,0.9,1,0.02442486561651401,0.02610825291138903,0.7139983303613167,-27249.181549072266
0.8,0.9,2,0.03625919756327092,0.03295602880778243,0.7139983303613167,-28068.46762084961
0.8,0.9,3,0.03929361691630354,0.036664721837410694,0.7139983303613167,-27496.884910583496
0.8,0.9,4,0.03710381353095078,0.039206956892109464,0.7139983303613167,-27810.806846618652
0.8,1.0,1,0.04150934490539749,0.036322175393218734,0.7139983303613167,-27673.90326690674
0.8,1.0,2,0.036822318427002614,0.032796750736752193,0.7139983303613167,-28726.562141418457
0.8,1.0,3,0.04599489004539482,0.04102002543612467,0.7139983303613167,-27594.19589996338
0.8,1.0,4,0.04915538039922444,0.04472317696118206,0.7139983303613167,-28631.685413360596
