bk,kappa,seq,seed,contrast,SAA,E
100.0,0.5,random,3,0.0050128415329755305,0.012788479502976282,-21910.68773841858
100.0,0.5,random,4,0.004692826563793356,0.01282071109080266,-22373.056186676025
100.0,0.7,block,1,0.009782987196592922,0.010909032545725669,-23419.38600158691
100.0,0.7,block,2,0.009601500561521377,0.01317861114502944,-23482.154624938965
100.0,0.7,block,3,0.010320049009990529,0.014596390892652755,-23380.368728637695
100.0,0.7,block,4,0.009833788357497045,0.009210114261935182,-23414.9135055542
100.0,0.7,correlated,1,0.01010043973882595,0.012382421688940182,-24053.51832962036
100.0,0.7,correlated,2,0.010712317602210718,0.01340502711782698,-23573.61757659912
100.0,0.7,correlated,3,0.012563729252232227,0.017088571743954655,-24003.02503585815
100.0,0.7,correlated,4,0.01640570765587222,0.021336777796846805,-24058.881145477295
100.0,0.7,random,1,0.004849507071244156,0.012440294602006425,-22134.826629638672
100.0,0.7,random,2,0.004374161176046256,0.008200447444881794,-22649.749938964844
100.0,0.7,random,3,0.004731074361373506,0.013241073842586815,-22019.148944854736
100.0,0.7,random,4,0.0051421071209172935,0.012706509540751707,-22339.06613922119
100.0,1.0,block,1,0.00983677116600322,0.01116168214811974,-23301.103317260742
100.0,1.0,block,2,0.008645535761167875,0.013249139755326711,-23445.089447021484
100.0,1.0,block,3,0.009892606641289499,0.015977716972120276,-22945.954948425293
100.0,1.0,block,4,0.009795644623455554,0.011109248260984117,-23360.09549331665
100.0,1.0,correlated,1,0.020999504034963208,0.018557379970358973,-25640.525833129883
100.0,1.0,correlated,2,0.03747467644067588,0.02769264645885907,-26560.95556640625
100.0,1.0,correlated,3,0.02131555004626719,0.022344335476538933,-24911.298706054688
100.0,1.0,correlated,4,0.019302912719474603,0.019131913242364913,-25563.3080368042
100.0,1.0,random,1,0.004449718243484717,0.013630688368510526,-22036.300577163696
100.0,1.0,random,2,0.004822498350780255,0.007627981111445263,-22867.20281982422
100.0,1.0,random,3,0.004553417264399901,0.013415110386606885,-22159.677143096924
100.0,1.0,random,4,0.004760118198951984,0.012530450724066448,-22323.78416442871
200.0,0.0,block,1,0.009603649977423946,0.010976625804542863,-23093.321975708008
200.0,0.0,block,2,0.010202180180989883,0.013779292873662113,-23373.937133789062
200.0,0.0,block,3,0.008646295949187538,0.014336554866650624,-22815.12791442871
200.0,0.0,block,4,0.008059751140849135,0.011243167820846778,-23244.040824890137
200.0,0.0,correlated,1,0.004120336842337747,0.008934471354749786,-22266.519676208496
200.0,0.0,correlated,2,0.004658984666492821,0.008887264696724347,-22291.647956848145
200.0,0.0,correlated,3,0.005267095468929395,0.009640450498048635,-21988.395664215088
200.0,0.0,correlated,4,0.005072270033807842,0.013419130057067094,-22068.978485107426
200.0,0.0,random,1,0.004401864461852809,0.011149395075598763,-21991.55751800537
200.0,0.0,random,2,0.004656973867344893,0.008455278273780528,-22497.250007629395
200.0,0.0,random,3,0.004420458034989045,0.0138373276000692,-21834.196006774902
200.0,0.0,random,4,0.004461687045831879,0.012579609581212153,-22107.90110778809
200.0,0.3,block,1,0.009610128316396765,0.009298713144976028,-23291.164291381836
200.0,0.3,block,2,0.009851906750892408,0.012990237435738638,-23319.810222625732
200.0,0.3,block,3,0.009219511670720552,0.014195581690089948,-22758.98292541504
200.0,0.3,block,4,0.00966046834831397,0.011094181667450475,-23102.180938720703
200.0,0.3,correlated,1,0.0055492303166794,0.010106192937658715,-22655.19729232788
200.0,0.3,correlated,2,0.006399579769302319,0.011231851086019252,-22707.74208831787
200.0,0.3,correlated,3,0.005864911508417406,0.011697733266721739,-22434.863250732426
200.0,0.3,correlated,4,0.00518556105274877,0.012879140590420998,-22575.23286819458
200.0,0.3,random,1,0.004236787502074142,0.012659026815791272,-21852.561485290527
200.0,0.3,random,2,0.005164435787286374,0.007931198668429267,-22510.54202270508
200.0,0.3,random,3,0.0049559225409338235,0.01321849531412372,-22057.045402526855
200.0,0.3,random,4,0.004496690253896874,0.012435161113955236,-22252.424865722656
200.0,0.5,block,1,0.009220182651386218,0.012313049926099611,-23056.580165863037
200.0,0.5,block,2,0.008841508490950334,0.014240970733282066,-23356.367950439453
200.0,0.5,block,3,0.008523702451586176,0.014841512291704028,-23044.956832885742
200.0,0.5,block,4,0.010601493310368474,0.011373928633746118,-23416.576820373535
200.0,0.5,correlated,1,0.006847899974020229,0.011839432730294587,-23089.138137817383
200.0,0.5,correlated,2,0.007053699855822477,0.012433189718280977,-22902.771644592285
200.0,0.5,correlated,3,0.00772119171907139,0.015529815867947877,-22630.21181488037
200.0,0.5,correlated,4,0.00741120252506048,0.015402167352356642,-22780.437469482426
200.0,0.5,random,1,0.004142869181255969,0.011722081471434324,-21841.07651519775
200.0,0.5,random,2,0.004537446554709818,0.00781990032714098,-22153.92644882202
200.0,0.5,random,3,0.004918291738572961,0.01273187224114793,-21847.66586303711
200.0,0.5,random,4,0.004512128059998204,0.013068772998540886,-22154.58068847656
200.0,0.7,block,1,0.00959214313633188,0.011000764685822994,-23321.1388092041
200.0,0.7,block,2,0.009245918268487426,0.013318250937433374,-23281.267959594727
200.0,0.7,block,3,0.009748420454517362,0.01561456478881218,-22934.928298950195
200.0,0.7,block,4,0.010056039493709833,0.01211341893196777,-23070.304725646973
200.0,0.7,correlated,1,0.009553348039904552,0.013594963757700373,-23683.862895965576
200.0,0.7,correlated,2,0.010427980266557186,0.013726608592045378,-23578.661308288574
200.0,0.7,correlated,3,0.01270192556478968,0.01770021489047277,-23757.819858551025
200.0,0.7,correlated,4,0.012840607073143172,0.018886533648166608,-23398.519020080566
200.0,0.7,random,1,0.003990572536431621,0.01152629389271968,-21715.181114196777
200.0,0.7,random,2,0.005043687591107198,0.0076131900264981515,-22530.231163024902
200.0,0.7,random,3,0.004564952535356142,0.014229903271542355,-21994.76386642456
200.0,0.7,random,4,0.004316951319757121,0.011565642576033675,-22319.789291381836
200.0,1.0,block,1,0.00956943173446715,0.009360227696696302,-23268.36516571045
200.0,1.0,block,2,0.009045067297690862,0.013020100333095105,-23496.10146331787
200.0,1.0,block,3,0.009794118197188962,0.015436960294680908,-22898.307258605957
200.0,1.0,block,4,0.009784674750887366,0.00905419917089825,-22883.599311828613
200.0,1.0,correlated,1,0.019332638391884285,0.01938973342449269,-24758.54330444336
200.0,1.0,correlated,2,0.026264477684435166,0.019929604456137888,-25379.87781906128
200.0,1.0,correlated,3,0.019064708726141754,0.020661557558523842,-24780.261116027832
200.0,1.0,correlated,4,0.01694055865645399,0.017897680874285338,-24915.14296722412
200.0,1.0,random,1,0.004923003411003915,0.010396885226938215,-22144.53044128418
200.0,1.0,random,2,0.0046920785404057225,0.008049598959045012,-22516.092639923096
200.0,1.0,random,3,0.004270299935592965,0.012727795271378345,-21570.95537185669
200.0,1.0,random,4,0.0042982078681589935,0.012558633002223669,-22030.738346099857
25.0,0.0,block,1,0.01290919049184976,0.012529673556382747,-24967.51223039627
25.0,0.0,block,2,0.012453673916615258,0.017617788888069107,-25287.63288116455
25.0,0.0,block,3,0.012318964801443824,0.016874719934232677,-24884.526042938232
25.0,0.0,block,4,0.01315922036695908,0.013229925125611493,-25267.9291973114
25.0,0.0,correlated,1,0.006493873526677684,0.009199399639990022,-23690.727285385132
25.0,0.0,correlated,2,0.006497415325639131,0.012446762433146713,-23756.053661346436
25.0,0.0,correlated,3,0.006326119365400942,0.013673532500844238,-23516.63921451569
25.0,0.0,correlated,4,0.006683127646913092,0.017339803235450764,-23158.85175895691
25.0,0.0,random,1,0.006470195302664942,0.015056944424943925,-23441.64486503601
25.0,0.0,random,2,0.0066692792285668375,0.008648245785821468,-23774.83426094055
25.0,0.0,random,3,0.006473782440751333,0.01553204577266839,-23031.38960647583
25.0,0.0,random,4,0.005836810189955038,0.014066278438205942,-23635.521949768063
25.0,0.3,block,1,0.011956824747883166,0.012785992414595859,-25041.422576904297
25.0,0.3,block,2,0.012703169890967795,0.017075543211998074,-25419.57371902466
25.0,0.3,block,3,0.012310141799544407,0.017875465555470118,-24653.79494857788
25.0,0.3,block,4,0.014079864216225063,0.013391471054193083,-25060.317443847656
25.0,0.3,correlated,1,0.007948126756801717,0.011171557959772873,-24368.405466079712
25.0,0.3,correlated,2,0.007715890833496558,0.010796269919372551,-24116.15365886688
25.0,0.3,correlated,3,0.007245900200236459,0.013713614263835976,-24203.594694137573
25.0,0.3,correlated,4,0.0070130117901389295,0.016017781989965375,-24016.488386154175
25.0,0.3,random,1,0.006378699105328786,0.013839375783552368,-23600.045421123505
25.0,0.3,random,2,0.006544622802861202,0.010206055449963138,-23951.413599967957
25.0,0.3,random,3,0.007059698086892633,0.01637211664776376,-23235.215726852417
25.0,0.3,random,4,0.005542398014789288,0.01545819149479033,-23659.051259994507
25.0,0.5,block,1,0.013536527496954064,0.010909309596951525,-25108.7129573822
25.0,0.5,block,2,0.013412251773449957,0.0163207287117951,-25331.418521881104
25.0,0.5,block,3,0.012991917982537933,0.01752206629159389,-24584.176931381226
25.0,0.5,block,4,0.013421570648307016,0.012354041219126154,-25685.129439353943
25.0,0.5,correlated,1,0.008652595022369348,0.013650498811445647,-24902.38136291504
25.0,0.5,correlated,2,0.010118140381485053,0.013874369905645768,-25006.68242073059
25.0,0.5,correlated,3,0.011670095572926852,0.013613018448766116,-25264.365783691406
25.0,0.5,correlated,4,0.01017791461816171,0.019029468528774785,-25277.557689666748
25.0,0.5,random,1,0.005938437014779251,0.014887069293063607,-23438.24850845337
25.0,0.5,random,2,0.006825734664963701,0.008420874762124445,-24152.14003944397
25.0,0.5,random,3,0.006643802460840046,0.017319531846202153,-23630.30881500244
25.0,0.5,random,4,0.006853726145875781,0.014544948570275365,-23448.684160232544
25.0,0.7,block,1,0.013825547114931905,0.010200906248292552,-25413.771406173702
25.0,0.7,block,2,0.013348451930547036,0.01575750977103888,-25408.128229141235
25.0,0.7,block,3,0.011771664001895794,0.019641820985373367,-24674.23498535156
25.0,0.7,block,4,0.012335499463657005,0.013560483244355378,-25348.543418884277
25.0,0.7,correlated,1,0.013800581228373996,0.015929791187832838,-26194.15998077393
25.0,0.7,correlated,2,0.0165853393408098,0.017940248109145372,-26262.81484889984
25.0,0.7,correlated,3,0.015395552874382303,0.01991877554966073,-26041.46872329712
25.0,0.7,correlated,4,0.020308006293003503,0.023802114606005932,-26268.46946144104
25.0,0.7,random,1,0.00563089294555216,0.013556286326771885,-23327.58125782013
25.0,0.7,random,2,0.007814156015241465,0.00915942023114804,-23978.088899612427
25.0,0.7,random,3,0.005848465102813592,0.016331724210638547,-23108.84739303589
25.0,0.7,random,4,0.006104050224041223,0.016334371094093775,-23722.726548194885
25.0,1.0,block,1,0.014367214645252223,0.012694199517893676,-25102.640588760376
25.0,1.0,block,2,0.011744723383665851,0.015599247147302491,-25072.36967945099
25.0,1.0,block,3,0.012203556295447587,0.018344780534545017,-24880.650122642517
25.0,1.0,block,4,0.012249039072406966,0.009905443519573464,-25627.90794849396
25.0,1.0,correlated,1,0.039247650263305116,0.03429081941222931,-29583.07371520996
25.0,1.0,correlated,2,0.045318079708034725,0.03535093912566375,-29883.75523376465
25.0,1.0,correlated,3,0.031794839447851796,0.028565476334851608,-28522.07866668701
25.0,1.0,correlated,4,0.03556060861772856,0.029960025339359025,-29764.350120544434
25.0,1.0,random,1,0.006156968108241685,0.011985064809232813,-23499.12393188477
25.0,1.0,random,2,0.006674751288097941,0.008534801853713744,-24122.206400871277
25.0,1.0,random,3,0.006535173103314712,0.015577005793128105,-23189.469846725464
25.0,1.0,random,4,0.0061986677361105195,0.015268067672135241,-23818.912349700928
500.0,0.0,block,1,0.009788267014362797,0.010111283994461876,-23027.198524475098
500.0,0.0,block,2,0.01037539081541239,0.013371602084704625,-23321.81743621826
500.0,0.0,block,3,0.007971757834728418,0.013594613973135352,-22308.538444519043
500.0,0.0,block,4,0.01099844349452991,0.012654382675137025,-23265.176483154297
500.0,0.0,correlated,1,0.004505010022202204,0.00720729086820872,-22355.0860748291
500.0,0.0,correlated,2,0.004204649124430785,0.010853752195124891,-21680.799324035645
500.0,0.0,correlated,3,0.004359898521006073,0.01213533897551078,-21440.498527526855
500.0,0.0,correlated,4,0.005311811304766171,0.012676717466408957,-21979.879528045654
500.0,0.0,random,1,0.004392743767191527,0.012376992336746002,-21583.22695159912
500.0,0.0,random,2,0.004866939595255306,0.008442166766156998,-22160.299863815308
500.0,0.0,random,3,0.004555305578789293,0.013027181977628106,-21752.510612487793
500.0,0.0,random,4,0.004596330124243717,0.01230355530761513,-21985.07036590576
500.0,0.3,block,1,0.010147751095607248,0.010618515463172813,-23184.283935546875
500.0,0.3,block,2,0.009260579876996449,0.014089500363562163,-23167.990188598633
500.0,0.3,block,3,0.010799111416836996,0.01512687883111869,-22658.746017456055
500.0,0.3,block,4,0.010586027100549998,0.010005950919129281,-23558.408897399902
500.0,0.3,correlated,1,0.005933110900420643,0.009861625923597055,-22140.09637451172
500.0,0.3,correlated,2,0.005619014066550201,0.008959672171622463,-22562.945724487305
500.0,0.3,correlated,3,0.004945831226644576,0.013126505217704426,-22048.86152267456
500.0,0.3,correlated,4,0.0048268384429476915,0.013346267678337784,-21982.560150146484
500.0,0.3,random,1,0.004520610257414691,0.011159961942998484,-21785.835678100582
500.0,0.3,random,2,0.004323584395635525,0.00743009902579945,-22055.053733825684
500.0,0.3,random,3,0.004353406773257131,0.01374012258823648,-21668.88264465332
500.0,0.3,random,4,0.004319591186172813,0.01291566028528288,-22039.223457336426
500.0,0.5,block,1,0.00832571397398907,0.011101370377651505,-22495.77806854248
500.0,0.5,block,2,0.009890265211355206,0.012888336687744112,-23254.650703430176
500.0,0.5,block,3,0.008971696978807474,0.014788786589235372,-22658.597339630127
500.0,0.5,block,4,0.009319320811973349,0.010285703859638224,-22926.673988342285
500.0,0.5,correlated,1,0.007239044810378089,0.010348075123163662,-23079.90997314453
500.0,0.5,correlated,2,0.00666288991021919,0.009193598093234253,-22895.77889251709
500.0,0.5,correlated,3,0.007948595916761817,0.01404856942025028,-22643.751976013184
500.0,0.5,correlated,4,0.007004841144277501,0.015539823540657593,-22389.6195602417
500.0,0.5,random,1,0.004293288179320107,0.012004905035569223,-21634.25769805908
500.0,0.5,random,2,0.004487038412991825,0.007556315212230406,-21933.46548461914
500.0,0.5,random,3,0.0043110439733581455,0.012112761051919208,-21937.773811340332
500.0,0.5,random,4,0.004123318702115769,0.011976340406314623,-22068.580368041992
500.0,0.7,block,1,0.010118347967349565,0.01029385382761308,-22797.507705688477
500.0,0.7,block,2,0.008627848233004437,0.01453653208022893,-23438.38726043701
500.0,0.7,block,3,0.009415872670642358,0.013076543290207554,-22583.956771850582
500.0,0.7,block,4,0.010757197556395053,0.009702540026527637,-23287.933403015137
500.0,0.7,correlated,1,0.008099132695783159,0.012514778773092487,-23335.018213272095
500.0,0.7,correlated,2,0.00982825994308379,0.012769185744162609,-23505.49754333496
500.0,0.7,correlated,3,0.010974544385675121,0.015630817870225428,-23328.552181243896
500.0,0.7,correlated,4,0.014653090322495389,0.01832473309778852,-23398.82954025269
500.0,0.7,random,1,0.0044649089695275295,0.011573303050104202,-21281.64019012451
500.0,0.7,random,2,0.004195125250384205,0.007909786431602374,-21850.433322906498
500.0,0.7,random,3,0.004939254285395921,0.014341467422215842,-21877.134727478027
500.0,0.7,random,4,0.004593444397899206,0.012781342680457941,-22036.396362304688
500.0,1.0,block,1,0.009062869855094318,0.011361363927403193,-22956.96548461914
500.0,1.0,block,2,0.00961005594837477,0.013255859373163825,-23399.48643875122
500.0,1.0,block,3,0.009381741874400898,0.014730970431785353,-22608.12013244629
500.0,1.0,block,4,0.01014482857003288,0.009801718351951188,-23447.309043884277
500.0,1.0,correlated,1,0.021448560663282545,0.018253695766326412,-24857.83073425293
500.0,1.0,correlated,2,0.029047604942949754,0.023662979519403448,-25186.67276000977
500.0,1.0,correlated,3,0.01803479131487673,0.01878350151274813,-24585.63814163208
500.0,1.0,correlated,4,0.017258659425030343,0.01638031906352137,-24921.60121154785
500.0,1.0,random,1,0.004679533574404819,0.011251810568766904,-21711.249557495117
500.0,1.0,random,2,0.004664999095357933,0.007397976923387182,-22061.331260681152
500.0,1.0,random,3,0.0043514683605009085,0.013008063808751868,-21580.47473526001
500.0,1.0,random,4,0.004812246727338961,0.012299642001685904,-22138.996772766113
50.0,0.0,block,1,0.010153962623341497,0.009835459690364926,-23566.020317077637
50.0,0.0,block,2,0.010326531343841986,0.013874189804962541,-24029.24452972412
50.0,0.0,block,3,0.01065337599590229,0.016778870186870486,-23242.57695388794
50.0,0.0,block,4,0.009630531922231081,0.01073511435117146,-23769.84777069092
50.0,0.0,correlated,1,0.005499504455813453,0.008241368812510275,-22923.44536590576
50.0,0.0,correlated,2,0.005639188512853958,0.011521675188596172,-22783.795476913452
50.0,0.0,correlated,3,0.0055928973818098054,0.011548043427852074,-22541.38035583496
50.0,0.0,correlated,4,0.006099948549380067,0.012959035322987427,-22740.71831893921
50.0,0.0,random,1,0.005037347063599132,0.013371570816061832,-22460.43265247345
50.0,0.0,random,2,0.0049140963472860556,0.008559621674598445,-23073.57581710815
50.0,0.0,random,3,0.005383780288066139,0.014935916986544015,-22370.01921081543
50.0,0.0,random,4,0.0045680368157719345,0.014410762757274837,-22734.45240020752
50.0,0.3,block,1,0.010478389323357578,0.009810244586487039,-23533.533411026
50.0,0.3,block,2,0.01065345007016339,0.013678939910219299,-24177.037788391113
50.0,0.3,block,3,0.010980234484803248,0.016852169260556788,-23815.393964767456
50.0,0.3,block,4,0.010480265663771363,0.010510058760501179,-24008.531185150143
50.0,0.3,correlated,1,0.005957142319897441,0.012516734346631753,-23192.64049720764
50.0,0.3,correlated,2,0.00637413040150824,0.010678227028124853,-22839.41437149048
50.0,0.3,correlated,3,0.0058618784567365245,0.010894004454694371,-23109.82999420166
50.0,0.3,correlated,4,0.005811250766624939,0.014927944971140552,-23015.806295394897
50.0,0.3,random,1,0.0048706863798924655,0.012816387877960241,-22464.188484191895
50.0,0.3,random,2,0.0053286139820305604,0.007986213997525835,-23129.47265434265
50.0,0.3,random,3,0.0055422829608022615,0.01449696287325307,-22733.4704208374
50.0,0.3,random,4,0.005143568273927875,0.01262008810565771,-22741.33141231537
50.0,0.5,block,1,0.011237493400141074,0.010460073804880567,-24266.756092071533
50.0,0.5,block,2,0.01028313481830971,0.014050381795957578,-23764.513759613037
50.0,0.5,block,3,0.009864491076879651,0.016405875523023854,-23569.642490386963
50.0,0.5,block,4,0.009927460340204702,0.011102916224606468,-23664.482620239258
50.0,0.5,correlated,1,0.0071308312124128675,0.012472260667159646,-23896.24980545044
50.0,0.5,correlated,2,0.0074898804619340795,0.011399437827798037,-23637.775428771973
50.0,0.5,correlated,3,0.009352839470339009,0.014558147597396917,-23593.744247436523
50.0,0.5,correlated,4,0.007967848234521718,0.015749744417769457,-23405.954662323
50.0,0.5,random,1,0.004735482591867382,0.013427599011704584,-22126.85530090332
50.0,0.5,random,2,0.004722415935647282,0.007923985298971956,-23153.246218681335
50.0,0.5,random,3,0.005146203260860905,0.015331662329708038,-22503.289836883545
50.0,0.5,random,4,0.004562694761751701,0.012861338015765491,-22568.61641216278
50.0,0.7,block,1,0.011379469791500256,0.009935972466122742,-23698.54024887085
50.0,0.7,block,2,0.0091900046134285,0.015344794850047198,-23880.98028182983
50.0,0.7,block,3,0.011478150062988697,0.016443808208864884,-23494.41353416443
50.0,0.7,block,4,0.008987970443027989,0.011566321546737044,-23602.353370666504
50.0,0.7,correlated,1,0.009166407922724783,0.012806223659867059,-24278.829460144043
50.0,0.7,correlated,2,0.011006002642746454,0.01492667921104826,-24537.671558380127
50.0,0.7,correlated,3,0.012986040671825913,0.016225789399813575,-24234.03374099731
50.0,0.7,correlated,4,0.016415410954592223,0.02075899490704018,-24550.405391693115
50.0,0.7,random,1,0.004808193462832318,0.012852478792789676,-22444.820526123047
50.0,0.7,random,2,0.005126119153000655,0.0071597604638766145,-22936.783581733704
50.0,0.7,random,3,0.004779315172085737,0.014688837639781672,-22230.380071640015
50.0,0.7,random,4,0.004218700586998756,0.013102495279529744,-22652.17280960083
50.0,1.0,block,1,0.009339537353139044,0.01184719812890166,-23616.844158172607
