eps_AB,delta_eps,time,S_peak_mean,S_peak_sem,q_peak_mean,q_peak_sem,S_kmin_mean,S_kmin_sem,n_seeds
0.8,0.19999999999999996,1271.4492898656124,24.48554261749644,4.0000605953158415,0.5477943648221403,0.061135741651272876,14.431092365277408,4.038373168593976,4
0.8,0.19999999999999996,1573.1653758770149,25.804519058583963,4.6368531456614805,0.5322504259494526,0.04759383606857359,15.759494199575796,3.3520792308268677,4
0.8,0.19999999999999996,1946.4789666285883,28.041968787032275,5.847401145117977,0.509016303659545,0.04982166200707506,18.9860878291208,4.174016371970309,4
0.8,0.19999999999999996,2408.3802158532203,33.200348661518454,6.972089213707205,0.5202820978523279,0.03581971311595157,18.840764774931188,3.4413106106452447,4
0.8,0.19999999999999996,2979.8910563927866,37.832558856931364,7.5520414859628975,0.5177608535760377,0.040796558412840224,19.446186053071337,2.8749897102512754,4
0.8,0.19999999999999996,3687.021945089295,40.920869486306444,4.860027653794932,0.47668751945584087,0.04357190988061753,24.719954675399357,4.44835345490787,4
0.8,0.19999999999999996,4561.955644118748,44.86874942268372,5.103058534323804,0.4625841927645947,0.0346369276910046,26.285097370518713,6.195414573340705,4
0.8,0.19999999999999996,5644.511914724409,47.31391428480544,6.2021069125040995,0.44122666349170536,0.021462465986335895,31.66314207371123,6.7418713726774895,4
0.8,0.19999999999999996,6983.959784120267,56.84790644096198,7.642852821069299,0.4309467421261495,0.025380072830026353,34.69371511882027,8.275074736498421,4
0.8,0.19999999999999996,8641.259864997679,64.5038715687444,5.897840079862976,0.40640235833112986,0.017748929751024323,43.33005690502318,11.196522524816801,4
0.8,0.19999999999999996,10691.83877951348,76.10018803699549,5.778497013814524,0.39555875585968936,0.015244660675273523,55.773135252455496,16.0166602678607,4
0.8,0.19999999999999996,13229.02195664255,87.66046816286726,10.14562501241981,0.38191666050344764,0.012349454689486734,76.85025972923111,16.101519106151585,4
0.8,0.19999999999999996,16368.281035499696,93.8765655910406,5.090465817515561,0.37500994624633177,0.00797892203574544,85.11319125129786,11.98836841610831,4
0.8,0.19999999999999996,20252.48918137677,108.01284626535443,9.414773212732532,0.3687510526565039,0.008665181190938228,101.52354240153159,15.20146161306585,4
0.8,0.19999999999999996,25058.423493109432,126.99605840620744,14.182778342214386,0.35552048177224166,0.009836234148732624,124.20361129589541,16.831020262074052,4
0.8,0.19999999999999996,31004.810437693184,146.13532397808285,11.607825779157736,0.3427963906653712,0.005501499592332221,146.13391503023587,11.608869947591554,4
0.8,0.19999999999999996,38362.28047393429,171.76655204659687,6.4711426572229565,0.3351889579451504,0.003665291516637279,171.76655204659687,6.4711426572229565,4
0.8,0.19999999999999996,47465.68491744969,187.28024661703083,9.403633118491378,0.3328949693780445,0.003530255738091495,187.28024661703083,9.403633118491378,4
0.8,0.19999999999999996,58729.3356090609,187.9912742650417,9.283514229543869,0.3303477747640866,0.002937802118105829,187.9912742650417,9.283514229543869,4
0.8,0.19999999999999996,72665.86097051582,192.27887452931054,7.582055530880047,0.32872637196463017,0.002671928241034854,192.27887452931054,7.582055530880047,4
0.8,0.19999999999999996,89909.53661957778,195.66837394127094,3.809319571126412,0.32814869713891615,0.002506276516309038,195.66837394127094,3.809319571126412,4
0.7,0.30000000000000004,22.246805791727958,14.523465724288828,3.8791282118174317,0.5737146929101843,0.005049554210018841,8.66381789268848,1.3463707144489316,4
0.7,0.30000000000000004,27.52599326954347,,,,,,,4
0.7,0.30000000000000004,34.05793679183736,,,,,,,4
0.7,0.30000000000000004,42.13991652029593,15.447422322327313,3.072360060444706,0.5891981460306728,0.017512518565626686,9.786726485818887,1.067419191059411,4
0.7,0.30000000000000004,52.13975747242291,,,,,,,4
0.7,0.30000000000000004,64.51256988071484,15.824463627197396,3.34494384012134,0.5893806492202494,0.017353990284436648,9.129332815373585,1.3597269058443646,4
0.7,0.30000000000000004,79.82146205446695,17.06644381585241,2.324163921052415,0.5812391074167519,0.0013350308990949218,9.92981888765511,1.772734157537937,4
0.7,0.30000000000000004,98.7631684227382,17.48797113934952,2.6737582148415417,0.6299596037452462,0.03806805125753026,10.164474275836616,1.594206539669784,4
0.7,0.30000000000000004,122.19975913548548,17.896001180810657,1.652970117105016,0.6088523114329549,0.023743495404029518,11.329934158262052,2.3507850619835144,4
0.7,0.30000000000000004,151.1978743822145,17.943199840237774,2.2369689996064395,0.5572297492865639,0.05331895786291415,11.316692723225817,2.4731945707541323,4
0.7,0.30000000000000004,187.07726905053607,18.918436065709223,1.8553300929071137,0.6013573410173706,0.07547547599256108,12.130029112598884,3.028719126808319,4
0.7,0.30000000000000004,231.47087707685054,18.902072171641617,1.397710258219944,0.6260399309847133,0.04181603888619389,11.804385900261604,2.4144181686335826,4
0.7,0.30000000000000004,286.3991291226993,19.22754670771878,1.4477579272912702,0.6106199327910574,0.06174154210724241,11.889561879759732,2.1840759763939293,4
0.7,0.30000000000000004,354.3619059040748,20.7524368068904,1.061147052758438,0.6261913367120776,0.07400637220136666,12.97403421181174,2.1612108119558924,4
0.7,0.30000000000000004,438.4523121303576,23.8110352844362,0.39632747053118844,0.5805114063190179,0.05582310465257675,13.669664809371042,3.3581332670963837,4
0.7,0.30000000000000004,542.4974491036172,24.73776968706008,0.9529063183159516,0.5766589437887002,0.05134571450537404,15.120354321916448,3.339656232922848,4
0.7,0.30000000000000004,671.2325927852138,28.854413203285958,3.5017404624665454,0.556795282332366,0.04493783941349484,16.589887512984948,2.9668465811373808,4
0.7,0.30000000000000004,830.516704477821,30.334594185257025,3.412128650407519,0.554790621638935,0.042470160757615595,18.452473965900495,3.745591031541817,4
0.7,0.30000000000000004,1027.5990823905274,32.7619965685226,2.4442614220335526,0.5580982961002942,0.048120696951353105,20.15489145701176,4.991359820502201,4
0.7,0.30000000000000004,1271.4492898656124,32.357834206002174,2.0816466130337368,0.5418316073261985,0.049038214055822094,21.458404407591516,5.325405628919215,4
0.7,0.30000000000000004,1573.1653758770149,37.40483772669068,2.687990832438745,0.5048446320960998,0.03685620638595678,21.661654734660832,6.697091081760727,4
0.7,0.30000000000000004,1946.4789666285883,40.008650148992295,4.149127498200556,0.5059907231557085,0.03575958560127869,23.05291795628487,5.901367172793053,4
0.7,0.30000000000000004,2408.3802158532203,44.79064544963252,3.9007595582220302,0.5049570738412856,0.03789219941581359,24.896441026359124,6.233964197535072,4
0.7,0.30000000000000004,2979.8910563927866,47.32608561934128,3.402378942883779,0.48689465043635055,0.0338423318650998,29.009211333862012,8.234371285940998,4
0.7,0.30000000000000004,3687.021945089295,54.22643464424622,4.936781980892956,0.4758144666056694,0.03152397026042685,31.980015586817935,9.861494981880595,4
0.7,0.30000000000000004,4561.955644118748,58.7646477329059,6.788062692981266,0.45875854918553033,0.02954566438258422,35.591914664740656,10.194250015594566,4
0.7,0.30000000000000004,5644.511914724409,65.808177226265,4.412030931691173,0.43719731760564157,0.0181302919180571,40.98541278680928,11.232664729947414,4
0.7,0.30000000000000004,6983.959784120267,74.65529859938336,8.357209771401577,0.42642675226682025,0.014669110228599487,50.32825241807925,13.321048554517668,4
0.7,0.30000000000000004,8641.259864997679,72.70803877870654,6.721375666488776,0.41295872200320555,0.010554734347983243,53.62162391362615,12.777236648542258,4
0.7,0.30000000000000004,10691.83877951348,79.36583369333866,7.653357435415812,0.40556694315552727,0.015091370615266227,62.05167692260821,13.846858993460577,4
0.7,0.30000000000000004,13229.02195664255,91.41903904119305,8.615583426042438,0.3842220001047915,0.011101159506188372,77.11027344477525,14.296651746731692,4
0.7,0.30000000000000004,16368.281035499696,101.40858245385903,9.402940163360176,0.378418113520924,0.009835257132368075,90.97765401423271,14.11868325934027,4
0.7,0.30000000000000004,20252.48918137677,116.8564084746211,9.34668477476207,0.36966691179822175,0.009066453641362028,109.37223326537676,14.635955511012071,4
0.7,0.30000000000000004,25058.423493109432,135.8413683839702,10.15439057916899,0.3572915392246355,0.009390055631408325,129.63671307078604,16.066028662428934,4
0.7,0.30000000000000004,31004.810437693184,158.27874403987238,16.11837270045614,0.34608207523539397,0.008489678815559966,157.53355665272414,16.854665695766965,4
0.7,0.30000000000000004,38362.28047393429,180.63688446042585,12.65184556876621,0.33634162063105044,0.005443564909984728,180.63688446042585,12.65184556876621,4
0.7,0.30000000000000004,47465.68491744969,198.88701044977216,7.1334240957931225,0.3305873374536319,0.001987723557490827,198.88701044977216,7.1334240957931225,4
0.7,0.30000000000000004,58729.3356090609,204.4038588301673,7.878703311897052,0.3298478696477163,0.0022424953582679745,204.4038588301673,7.878703311897052,4
0.7,0.30000000000000004,72665.86097051582,208.45715341902613,10.836967670978183,0.32981271344626867,0.003677535079124595,208.45715341902613,10.836967670978183,4
0.7,0.30000000000000004,89909.53661957778,211.52949989525945,5.0004589090429175,0.3313715792766488,0.0035736545739642185,211.52949989525945,5.0004589090429175,4
0.5,0.5,22.246805791727958,17.152300138723593,1.9138644987017006,0.5574088330824106,0.020166069164861758,14.670537369239632,3.130142379595893,4
0.5,0.5,27.52599326954347,,,,,,,4
0.5,0.5,34.05793679183736,,,,,,,4
0.5,0.5,42.13991652029593,19.41363105442148,2.700830628634085,0.516957470804449,0.01607785865926316,16.401390392301476,3.419036594931093,4
0.5,0.5,52.13975747242291,,,,,,,4
0.5,0.5,64.51256988071484,19.591068409141926,2.2262201553148353,0.5062136444990581,0.02488761928355713,16.0901508509165,2.9367360758091268,4
0.5,0.5,79.82146205446695,21.29445145373741,2.4303738096765453,0.6321040859531932,0.07212918947018242,15.509618078572432,3.076475287246012,4
0.5,0.5,98.7631684227382,21.379462048600857,2.2812214442917984,0.6577473599251026,0.07726465100552592,15.019131278116499,3.1633383984567978,4
0.5,0.5,122.19975913548548,21.97041722728241,2.1212944989726292,0.6863032370773339,0.08226435842790387,15.854318058462653,3.780746344082827,4
0.5,0.5,151.1978743822145,23.285387498734238,1.9924540326403426,0.637015924810791,0.06649387748653948,15.630238169055044,3.951189046259959,4
0.5,0.5,187.07726905053607,23.488097695163546,2.192427400252667,0.6033070159969723,0.06513350232742245,15.683126886470406,3.8706332562307866,4
0.5,0.5,231.47087707685054,25.82877264058036,1.3525337565885192,0.5860549705874984,0.07222121489485439,15.071083494592017,4.538943364002619,4
0.5,0.5,286.3991291226993,27.615208209350595,1.9826805308213915,0.6018312375962521,0.07806755388027865,15.261865504854567,4.727889529796752,4
0.5,0.5,354.3619059040748,29.359001290382434,2.150494420759161,0.6081831476565986,0.07718942133072809,15.681077117032206,5.391093143144857,4
0.5,0.5,438.4523121303576,30.127725891518608,2.2534990677680002,0.632221385130512,0.07371820277828013,15.846467655140227,6.131829421977735,4
0.5,0.5,542.4974491036172,31.287879112064232,2.494282341484286,0.6289064521949002,0.05326508005233286,15.97537944565376,6.915989586982022,4
0.5,0.5,671.2325927852138,31.09736366671347,1.725416166174213,0.5891471186084076,0.06381991071481098,15.725722095854598,6.26048710786168,4
0.5,0.5,830.516704477821,33.14863909097564,0.5036748733367089,0.5541179108526324,0.05138951392132933,16.109815127367995,5.92070585509169,4
0.5,0.5,1027.5990823905274,33.43823617081651,1.5774406629326057,0.5728593095205534,0.025918383119403685,17.688349654485112,5.886191590347662,4
0.5,0.5,1271.4492898656124,35.45740654709944,3.5360353991395623,0.5656286534232796,0.018447508734007932,17.75269048147871,5.3313785317611835,4
0.5,0.5,1573.1653758770149,36.67659466050954,2.7692685698070894,0.559521411776684,0.018408730204533447,17.012370364466594,5.009644650039454,4
0.5,0.5,1946.4789666285883,40.38267071390926,4.680003781251993,0.5756359393919805,0.0173758987287737,18.621352496808086,4.527170859370736,4
0.5,0.5,2408.3802158532203,45.34436222529182,7.438202121260357,0.5861267980687674,0.017031819171999335,17.533074168988374,2.771922595039006,4
0.5,0.5,2979.8910563927866,49.59887043934573,9.031800552426395,0.5551508689685336,0.01926077603089453,17.29034710791443,2.725309328004232,4
0.5,0.5,3687.021945089295,56.541944620288646,9.962398962712891,0.557310085143282,0.015043699456152094,16.127391102953336,2.9838765305146855,4
0.5,0.5,4561.955644118748,61.08233552343559,10.059851699845739,0.5457213863275262,0.01590494543386845,17.81724027073551,3.1444305488829323,4
0.5,0.5,5644.511914724409,63.27059036053113,9.832466862702654,0.5327038017740774,0.019101728861911013,18.261894568240216,4.204235579156177,4
0.5,0.5,6983.959784120267,67.58812526835203,10.76034371481448,0.5220894056899111,0.017872529513690488,21.155636960255727,4.71686690291883,4
0.5,0.5,8641.259864997679,69.29852119356372,10.112383426480523,0.5056999151198633,0.016976645302440148,26.77604931136455,3.4712110739113293,4
0.5,0.5,10691.83877951348,75.76264188301955,6.322152218844366,0.4846509482651562,0.011960940737281378,30.015848655979454,2.547886763022484,4
0.5,0.5,13229.02195664255,90.87091006980225,9.926050969116456,0.4832965564449593,0.009838895463547803,27.273078992126553,2.057521070592195,4
0.5,0.5,16368.281035499696,90.24286156834859,8.948673939381328,0.4682178550171184,0.011583458675339704,33.62320645340539,1.9017950720985402,4
0.5,0.5,20252.48918137677,87.35679044420316,6.4709244609985666,0.45080417393149874,0.015507782643016258,37.863727111620086,2.9974406781901606,4
0.5,0.5,25058.423493109432,89.88279440638406,4.262556387873337,0.4280164875573221,0.019976546263180198,45.03646596695965,6.818756226991897,4
0.5,0.5,31004.810437693184,92.96428559269982,3.2597739018220393,0.42744870277163993,0.01792038039114143,51.54696403472772,9.277851712714153,4
0.5,0.5,38362.28047393429,93.48601521810187,4.491706187270243,0.4246259304808091,0.016204012802642002,53.997079514243694,11.80864877218948,4
0.5,0.5,47465.68491744969,93.43310906075128,4.1363368476613545,0.4084669529317777,0.0083466009725938,59.84376618791225,9.422859293644654,4
0.5,0.5,58729.3356090609,98.83634932443753,2.4030990587838774,0.3981303750351541,0.009923824259609262,70.11630090767308,11.917550713667682,4
0.5,0.5,72665.86097051582,101.32237284590548,8.080508140399393,0.38874051631207057,0.008945114439062665,83.18171181892629,14.853316525329946,4
0.5,0.5,89909.53661957778,108.01365149477368,13.777580788233323,0.38425829597772354,0.01114487423170505,94.94603536411324,19.647069487870258,4
